,Regulatory Cluster label,Cell type,p-value,odds-ratio,genes in cell type and cluster,genes in cluster but not cell type,genes in cell type but not cluster,genes not in cell type or cluster,gene_ids,gene_names,p.adj
36,TMDS (+),CD4+ Proliferating,7.19132676977822e-05,2.9751062537947783,35,122,27,280,ENSG00000178741 ENSG00000048544 ENSG00000137133 ENSG00000138495 ENSG00000132423 ENSG00000172172 ENSG00000117593 ENSG00000144381 ENSG00000111639 ENSG00000165672 ENSG00000243927 ENSG00000132591 ENSG00000105379 ENSG00000104442 ENSG00000072506 ENSG00000167862 ENSG00000143436 ENSG00000110074 ENSG00000142507 ENSG00000112208 ENSG00000137288 ENSG00000130347 ENSG00000103121 ENSG00000119013 ENSG00000180992 ENSG00000112304 ENSG00000115541 ENSG00000182180 ENSG00000158042 ENSG00000176340 ENSG00000112110 ENSG00000166896 ENSG00000145494 ENSG00000076248 ENSG00000116221,COX5A MRPS10 HINT2 COX17 COQ3 MRPL13 DARS2 HSPD1 MRPL51 PRDX3 MRPS6 ERAL1 ETFB ARMC1 HSD17B10 MRPL58 MRPL9 FOXRED1 PSMB6 BAG2 UQCC2 RTN4IP1 CMC2 NDUFB3 MRPL14 ACOT13 HSPE1 MRPS16 MRPL17 COX8A MRPL18 ATP23 NDUFS6 UNG MRPL37,0.0012948116094082971
37,TMDS (+),CD8A+ Exhausted IEG,0.5419953334913044,1.0891812865497077,5,152,9,298,ENSG00000102393 ENSG00000113296 ENSG00000112208 ENSG00000115541 ENSG00000144381,GLA THBS4 BAG2 HSPE1 HSPD1,0.8285445062873362
38,TMDS (+),CD8A+ Proliferating,0.9143053195987523,0.6306306306306306,9,148,27,280,ENSG00000165672 ENSG00000113296 ENSG00000112208 ENSG00000176340 ENSG00000137288 ENSG00000076248 ENSG00000072506 ENSG00000132423 ENSG00000103121,PRDX3 THBS4 BAG2 COX8A UQCC2 UNG HSD17B10 COQ3 CMC2,0.9999999999704231
39,TMDS (+),CD14+ Monocyte,0.9378811703472414,0.6056616194865043,10,147,31,276,ENSG00000169385 ENSG00000131389 ENSG00000166548 ENSG00000126858 ENSG00000121064 ENSG00000151136 ENSG00000176788 ENSG00000159720 ENSG00000115919 ENSG00000198121,RNASE2 SLC6A6 TK2 RHOT1 SCPEP1 BTBD11 BASP1 ATP6V0D1 KYNU LPAR1,0.9999999999704231
40,TMDS (+),CD14+/CD16+ Monocyte,0.7533129549145323,0.8335648148148148,13,144,30,277,ENSG00000115919 ENSG00000117009 ENSG00000102393 ENSG00000148344 ENSG00000135677 ENSG00000169385 ENSG00000131389 ENSG00000112110 ENSG00000121064 ENSG00000082397 ENSG00000176788 ENSG00000159720 ENSG00000108179,KYNU KMO GLA PTGES GNS RNASE2 SLC6A6 MRPL18 SCPEP1 EPB41L3 BASP1 ATP6V0D1 PPIF,0.992345602815554
41,TMDS (+),CD45- Myofibroblast,0.9999997881628164,0.2097532314923619,9,148,69,238,ENSG00000164708 ENSG00000131730 ENSG00000112208 ENSG00000143819 ENSG00000116774 ENSG00000121064 ENSG00000167779 ENSG00000165868 ENSG00000115841,0 CKMT2 BAG2 EPHX1 OLFML3 SCPEP1 IGFBP6 HSPA12A RMDN2,0.9999999999704231
42,TMDS (+),CD45- PAX8+ renal epithelium,0.9237428606620122,0.7690387016229713,68,89,153,154,ENSG00000148344 ENSG00000127838 ENSG00000146701 ENSG00000135047 ENSG00000178741 ENSG00000162910 ENSG00000160194 ENSG00000137133 ENSG00000224877 ENSG00000116898 ENSG00000100075 ENSG00000165868 ENSG00000151366 ENSG00000144381 ENSG00000004142 ENSG00000133835 ENSG00000138495 ENSG00000111639 ENSG00000172172 ENSG00000164708 ENSG00000165672 ENSG00000023572 ENSG00000179091 ENSG00000102897 ENSG00000171903 ENSG00000243927 ENSG00000105379 ENSG00000099795 ENSG00000165637 ENSG00000213619 ENSG00000165629 ENSG00000178952 ENSG00000100053 ENSG00000123297 ENSG00000131730 ENSG00000172264 ENSG00000117009 ENSG00000065320 ENSG00000184752 ENSG00000147684 ENSG00000064205 ENSG00000125445 ENSG00000164405 ENSG00000115364 ENSG00000061794 ENSG00000138413 ENSG00000115944 ENSG00000185043 ENSG00000158747 ENSG00000141012 ENSG00000119013 ENSG00000125901 ENSG00000131495 ENSG00000111775 ENSG00000143819 ENSG00000004779 ENSG00000124370 ENSG00000173171 ENSG00000158042 ENSG00000115541 ENSG00000168653 ENSG00000167779 ENSG00000143314 ENSG00000196365 ENSG00000116221 ENSG00000185608 ENSG00000244005 ENSG00000082515,PTGES PNKD MDH2 CTSL COX5A MRPL55 NDUFV3 HINT2 NDUFAF8 MRPS15 SLC25A1 HSPA12A NDUFC2 HSPD1 POLDIP2 HSD17B4 COX17 MRPL51 MRPL13 0 PRDX3 GLRX2 CYC1 LYRM1 CYP4F11 MRPS6 ETFB NDUFB7 VDAC2 NDUFS3 ATP5F1C TUFM CRYBB3 TSFM CKMT2 MACROD2 KMO NTN1 NDUFA12 NDUFB9 CCN5 MRPS7 UQCRQ MRPL19 MRPS35 IDH1 COX7A2L CIB1 NBL1 GALNS NDUFB3 MRPS26 NDUFA2 COX6A1 EPHX1 NDUFAB1 MCEE MTX1 MRPL17 HSPE1 NDUFS5 IGFBP6 MRPL24 LONP1 MRPL37 MRPL40 NFS1 MRPL22,0.9999999999704231
43,TMDS (+),CD45- Vascular Endothelium,0.9999999999704231,0.1259437751004016,7,150,83,224,ENSG00000172264 ENSG00000065320 ENSG00000143819 ENSG00000131389 ENSG00000158042 ENSG00000135047 ENSG00000151366,MACROD2 NTN1 EPHX1 SLC6A6 MRPL17 CTSL NDUFC2,0.9999999999704231
44,TMDS (+),CD45- ccRCC CA9+,0.752781142439766,0.88825,57,100,120,187,ENSG00000148344 ENSG00000135047 ENSG00000162910 ENSG00000104980 ENSG00000107959 ENSG00000165868 ENSG00000117593 ENSG00000004142 ENSG00000111639 ENSG00000172172 ENSG00000132423 ENSG00000176788 ENSG00000115841 ENSG00000165672 ENSG00000138035 ENSG00000023572 ENSG00000248098 ENSG00000110435 ENSG00000171903 ENSG00000132591 ENSG00000243927 ENSG00000105379 ENSG00000102897 ENSG00000099795 ENSG00000165637 ENSG00000143436 ENSG00000170854 ENSG00000213619 ENSG00000137806 ENSG00000172264 ENSG00000065320 ENSG00000064205 ENSG00000164405 ENSG00000082515 ENSG00000061794 ENSG00000138413 ENSG00000158747 ENSG00000141012 ENSG00000100416 ENSG00000112304 ENSG00000131495 ENSG00000139131 ENSG00000143819 ENSG00000004779 ENSG00000124370 ENSG00000173171 ENSG00000158042 ENSG00000115541 ENSG00000167779 ENSG00000143314 ENSG00000068120 ENSG00000196365 ENSG00000162851 ENSG00000185608 ENSG00000244005 ENSG00000198121 ENSG00000196236,PTGES CTSL MRPL55 TIMM44 PITRM1 HSPA12A DARS2 POLDIP2 MRPL51 MRPL13 COQ3 BASP1 RMDN2 PRDX3 PNPT1 GLRX2 BCKDHA PDHX CYP4F11 ERAL1 MRPS6 ETFB LYRM1 NDUFB7 VDAC2 MRPL9 RIOX2 NDUFS3 NDUFAF1 MACROD2 NTN1 CCN5 UQCRQ MRPL22 MRPS35 IDH1 NBL1 GALNS TRMU ACOT13 NDUFA2 YARS2 EPHX1 NDUFAB1 MCEE MTX1 MRPL17 HSPE1 IGFBP6 MRPL24 COASY LONP1 TFB2M MRPL40 NFS1 LPAR1 XPNPEP3,0.992345602815554
45,TMDS (+),TAM HLAhi,0.589135529802465,0.975177304964539,16,141,32,275,ENSG00000117009 ENSG00000135047 ENSG00000135677 ENSG00000169385 ENSG00000116774 ENSG00000166548 ENSG00000133835 ENSG00000121064 ENSG00000082397 ENSG00000138413 ENSG00000176788 ENSG00000130203 ENSG00000159720 ENSG00000115919 ENSG00000198121 ENSG00000170266,KMO CTSL GNS RNASE2 OLFML3 TK2 HSD17B4 SCPEP1 EPB41L3 IDH1 BASP1 APOE ATP6V0D1 KYNU LPAR1 GLB1,0.8837032947036975
46,TMDS (+),TAM HLAint,0.7588525198001295,0.8246305418719212,12,145,28,279,ENSG00000117009 ENSG00000135047 ENSG00000135677 ENSG00000169385 ENSG00000116774 ENSG00000166548 ENSG00000082397 ENSG00000138413 ENSG00000176788 ENSG00000130203 ENSG00000115919 ENSG00000198121,KMO CTSL GNS RNASE2 OLFML3 TK2 EPB41L3 IDH1 BASP1 APOE KYNU LPAR1,0.992345602815554
47,TMDS (+),TAM ISGhi,0.9999999803866645,0.21614604462474646,12,145,85,222,ENSG00000115919 ENSG00000117009 ENSG00000135047 ENSG00000135677 ENSG00000143819 ENSG00000116774 ENSG00000121064 ENSG00000082397 ENSG00000176788 ENSG00000130203 ENSG00000108179 ENSG00000198121,KYNU KMO CTSL GNS EPHX1 OLFML3 SCPEP1 EPB41L3 BASP1 APOE PPIF LPAR1,0.9999999999704231
48,TMDS (+),TAM/TCR (Ambiguos),0.6861174407990223,0.8884132420091324,11,146,24,283,ENSG00000117009 ENSG00000135047 ENSG00000065320 ENSG00000169385 ENSG00000116774 ENSG00000121064 ENSG00000082397 ENSG00000176788 ENSG00000130203 ENSG00000115919 ENSG00000198121,KMO CTSL NTN1 RNASE2 OLFML3 SCPEP1 EPB41L3 BASP1 APOE KYNU LPAR1,0.9714334931610982
49,TMDS (+),cDC1,0.9378593641112017,0.5802787816210635,8,149,26,281,ENSG00000102393 ENSG00000112208 ENSG00000178741 ENSG00000115541 ENSG00000112110 ENSG00000176788 ENSG00000144381 ENSG00000108179,GLA BAG2 COX5A HSPE1 MRPL18 BASP1 HSPD1 PPIF,0.9999999999704231
50,TMDS (+),cDC2,0.7990954897660316,0.7813292744799594,11,146,27,280,ENSG00000117009 ENSG00000102393 ENSG00000135677 ENSG00000169385 ENSG00000116774 ENSG00000108179 ENSG00000082397 ENSG00000176788 ENSG00000135047 ENSG00000159720 ENSG00000115919,KMO GLA GNS RNASE2 OLFML3 PPIF EPB41L3 BASP1 CTSL ATP6V0D1 KYNU,0.9999999999704231
51,TMDS (+),pDC,0.9378593641112017,0.5802787816210635,8,149,26,281,ENSG00000117009 ENSG00000110536 ENSG00000124370 ENSG00000139180 ENSG00000144741 ENSG00000137133 ENSG00000170854 ENSG00000115919,KMO PTPMT1 MCEE NDUFA9 SLC25A26 HINT2 RIOX2 KYNU,0.9999999999704231
52,TMDS (-),CD45- Myofibroblast,0.00396649043896115,3.16017316017316,12,21,66,365,ENSG00000013016 ENSG00000130584 ENSG00000168575 ENSG00000142910 ENSG00000137821 ENSG00000165626 ENSG00000100234 ENSG00000164035 ENSG00000138792 ENSG00000099889 ENSG00000152767 ENSG00000153904,EHD3 ZBTB46 SLC20A2 TINAGL1 LRRC49 BEND7 TIMP3 EMCN ENPEP ARVCF FARP1 DDAH1,0.031121694213387487
53,TMDS (-),CD45- PAX8+ renal epithelium,0.08562131046820859,1.760428626100268,20,13,201,230,ENSG00000137821 ENSG00000138079 ENSG00000152767 ENSG00000100170 ENSG00000153904 ENSG00000081479 ENSG00000124564 ENSG00000163581 ENSG00000138792 ENSG00000257335 ENSG00000176058 ENSG00000165215 ENSG00000140839 ENSG00000165626 ENSG00000129151 ENSG00000142494 ENSG00000153071 ENSG00000115361 ENSG00000099889 ENSG00000254726,LRRC49 SLC3A1 FARP1 SLC5A1 DDAH1 LRP2 SLC17A3 SLC2A2 ENPEP MGAM TPRN CLDN3 CLEC18B BEND7 BBOX1 SLC47A1 DAB2 ACADL ARVCF MEX3A,0.28172173121797667
54,TMDS (-),CD45- Vascular Endothelium,0.001360945706571984,3.4418282548476453,14,19,76,355,ENSG00000013016 ENSG00000130584 ENSG00000142910 ENSG00000054654 ENSG00000137821 ENSG00000254726 ENSG00000065054 ENSG00000165626 ENSG00000100234 ENSG00000164035 ENSG00000099889 ENSG00000128567 ENSG00000153904 ENSG00000153071,EHD3 ZBTB46 TINAGL1 SYNE2 LRRC49 MEX3A SLC9A3R2 BEND7 TIMP3 EMCN ARVCF PODXL DDAH1 DAB2,0.013881646207034236
55,TMDS (-),CD45- ccRCC CA9+,0.6528802279260297,0.9212121212121213,12,21,165,266,ENSG00000124564 ENSG00000115361 ENSG00000137821 ENSG00000163581 ENSG00000165215 ENSG00000140839 ENSG00000165626 ENSG00000254726 ENSG00000176058 ENSG00000152767 ENSG00000153904 ENSG00000153071,SLC17A3 ACADL LRRC49 SLC2A2 CLDN3 CLEC18B BEND7 MEX3A TPRN FARP1 DDAH1 DAB2,0.9513397606922147
56,TMDS (-),Conventional NK,0.004933204532292383,8.354679802955665,4,29,7,424,ENSG00000054654 ENSG00000168229 ENSG00000257335 ENSG00000099889,SYNE2 PTGDR MGAM ARVCF,0.0335457908195882
57,TMDS (-),TAM ISGhi,0.009287764224864764,2.6851190476190476,13,20,84,347,ENSG00000013016 ENSG00000130584 ENSG00000142910 ENSG00000137821 ENSG00000065054 ENSG00000165626 ENSG00000100234 ENSG00000164035 ENSG00000138792 ENSG00000152767 ENSG00000128567 ENSG00000153904 ENSG00000153071,EHD3 ZBTB46 TINAGL1 LRRC49 SLC9A3R2 BEND7 TIMP3 EMCN ENPEP FARP1 PODXL DDAH1 DAB2,0.047367597546810296
58,TMDS (-),TAM ISGint,0.007556808399237855,3.1009023789991796,10,23,53,378,ENSG00000142910 ENSG00000065054 ENSG00000100234 ENSG00000164035 ENSG00000138792 ENSG00000257335 ENSG00000099889 ENSG00000152767 ENSG00000128567 ENSG00000153904,TINAGL1 SLC9A3R2 TIMP3 EMCN ENPEP MGAM ARVCF FARP1 PODXL DDAH1,0.04282191426234785
59,TPDE (+),CD4+ Proliferating,0.10285097759921913,2.703448275862069,4,10,58,392,ENSG00000111665 ENSG00000071539 ENSG00000164687 ENSG00000175063,CDCA3 TRIP13 FABP5 UBE2C,0.31790302167031365
60,TPDE (+),CD8A+ Proliferating,0.0025544167222013355,7.508960573476703,5,9,31,419,ENSG00000175063 ENSG00000111665 ENSG00000164687 ENSG00000071539 ENSG00000135114,UBE2C CDCA3 FABP5 TRIP13 OASL,0.021712542138711353
61,TPDE (+),CD45- PAX8+ renal epithelium,0.8813415456116709,0.6018518518518519,5,9,216,234,ENSG00000164294 ENSG00000152952 ENSG00000128335 ENSG00000185624 ENSG00000106366,GPX8 PLOD2 APOL2 P4HB SERPINE1,0.9999999999704231
62,TPDE (+),CD45- ccRCC CA9+,0.11494437526475186,2.2169625246548326,8,6,169,281,ENSG00000174791 ENSG00000175063 ENSG00000164294 ENSG00000152952 ENSG00000128335 ENSG00000185624 ENSG00000071539 ENSG00000104951,RIN1 UBE2C GPX8 PLOD2 APOL2 P4HB TRIP13 IL4I1,0.3349807507715626
63,TPDE (+),TAM/TCR (Ambiguos),0.015823468100507772,5.406451612903226,4,10,31,419,ENSG00000111665 ENSG00000104951 ENSG00000136235 ENSG00000175063,CDCA3 IL4I1 GPNMB UBE2C,0.07017364114138229
64,TPDE (+),cDC1,0.014270812651127784,5.6,4,10,30,420,ENSG00000111665 ENSG00000071539 ENSG00000164687 ENSG00000175063,CDCA3 TRIP13 FABP5 UBE2C,0.06616467683704699
65,TPDE (-),CD14+ Monocyte,0.2021579069060225,1.7562724014336917,5,31,36,392,ENSG00000164125 ENSG00000188906 ENSG00000135636 ENSG00000147202 ENSG00000081189,GASK1B LRRK2 DYSF DIAPH2 MEF2C,0.43359147928568154
66,TPDE (-),CD14+/CD16+ Monocyte,0.10278973537324156,2.1135135135135137,6,30,37,391,ENSG00000164125 ENSG00000188906 ENSG00000019582 ENSG00000142089 ENSG00000147202 ENSG00000081189,GASK1B LRRK2 CD74 IFITM3 DIAPH2 MEF2C,0.31790302167031365
67,TPDE (-),CD45- Myofibroblast,0.0605796484672591,2.0361990950226243,10,26,68,360,ENSG00000173546 ENSG00000103710 ENSG00000128606 ENSG00000061918 ENSG00000185585 ENSG00000064989 ENSG00000142089 ENSG00000152583 ENSG00000081189 ENSG00000143341,CSPG4 RASL12 LRRC17 GUCY1B1 OLFML2A CALCRL IFITM3 SPARCL1 MEF2C HMCN1,0.22885644976520103
68,TPDE (-),CD45- PAX8+ renal epithelium,0.9997266355009007,0.2883970489604292,8,28,213,215,ENSG00000240694 ENSG00000143554 ENSG00000061918 ENSG00000149573 ENSG00000198796 ENSG00000142089 ENSG00000184731 ENSG00000157510,PNMA2 SLC27A3 GUCY1B1 MPZL2 ALPK2 IFITM3 FAM110C AFAP1L1,0.9999999999704231
