ONTOLOGY,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count,Data
CC,GO:0009925,basal plasma membrane,0.03855421686746988,240/19520,5.9288852309690034e-05,0.0014320538173263,0.0012529870812007,CASR/MLC1/CHRM3/SLC22A7/ABCA8/SLC14A1/SLC22A8/SLC16A12/PTH1R/CD300LG/HPGD/FRMPD2/AJAP1/SLC22A6/AQP1/GPIHBP1,16,RNA
MF,GO:0004890,GABA-A receptor activity,0.012690355329949238,19/18337,4.049278501283927e-05,0.0016659888690996,0.0014218143309019,GABRB2/GABRB1/GABRB3/GABRG3/GABRQ,5,RNA
MF,GO:0005125,cytokine activity,0.04060913705583756,235/18337,5.178892765487145e-05,0.001988694821947,0.0016972231027947,WNT11/BMP5/IL12B/IFNA6/TNFSF18/IL9/CER1/IFNA5/BMP3/WNT3A/WNT9B/ADIPOQ/TNF/GDF10/CCL3L1/CCL3,16,RNA
MF,GO:0048018,receptor ligand activity,0.06345177664974619,486/18337,5.568087388536277e-05,0.002004511459873,0.00171072158582,WNT11/DKK1/BMP5/IL12B/IFNA6/TNFSF18/EDN3/EDN2/SPX/IL9/CER1/IFNA5/BMP3/SEMA3D/WNT3A/WNT9B/IGF2/PMCHL2/NRTN/UCN3/ADIPOQ/TNF/GDF10/CCL3L1/CCL3,25,RNA
CC,GO:0005782,peroxisomal matrix,0.016867469879518072,51/19520,9.641670975722678e-05,0.0020183231242512,0.0017659481576586,HAO2/EPHX2/FABP1/AGXT/ACOT4/PIPOX/ACOT6,7,RNA
CC,GO:0031907,microbody lumen,0.016867469879518072,51/19520,9.641670975722678e-05,0.0020183231242512,0.0017659481576586,HAO2/EPHX2/FABP1/AGXT/ACOT4/PIPOX/ACOT6,7,RNA
MF,GO:0030546,signaling receptor activator activity,0.06345177664974619,492/18337,6.778372538700074e-05,0.0022966721072301,0.0019600619043795,WNT11/DKK1/BMP5/IL12B/IFNA6/TNFSF18/EDN3/EDN2/SPX/IL9/CER1/IFNA5/BMP3/SEMA3D/WNT3A/WNT9B/IGF2/PMCHL2/NRTN/UCN3/ADIPOQ/TNF/GDF10/CCL3L1/CCL3,25,RNA
MF,GO:1901618,organic hydroxy compound transmembrane transporter activity,0.017766497461928935,49/18337,7.909247661370694e-05,0.0025309592516386,0.0021600109110293,SLC5A1/SLC10A2/RBP4/SLC6A3/SLC5A12/SLC5A11/AQP1,7,RNA
CC,GO:0097060,synaptic membrane,0.04819277108433735,368/19520,0.00013057391143746832,0.0025625130119603,0.0022420915056038,CACNG5/SLC8A3/KCNA1/ADRA1A/CHRM3/UNC13C/SLC6A3/GABRB2/GRIA4/GABRB1/GPER1/GABRB3/NETO1/LRRTM4/RIMS2/NRXN1/GABRG3/KCTD16/GRM3/GABRQ,20,RNA
MF,GO:0016917,GABA receptor activity,0.012690355329949238,22/18337,8.695884496938782e-05,0.0026362260369667,0.0022498493407592,GABRB2/GABRB1/GABRB3/GABRG3/GABRQ,5,RNA
CC,GO:0045211,postsynaptic membrane,0.03855421686746988,265/19520,0.000187887637986186,0.0034703951957448,0.0030364503724083,CACNG5/SLC8A3/KCNA1/ADRA1A/CHRM3/SLC6A3/GABRB2/GRIA4/GABRB1/GABRB3/NETO1/LRRTM4/GABRG3/KCTD16/GRM3/GABRQ,16,RNA
MF,GO:0022851,GABA-gated chloride ion channel activity,0.01015228426395939,13/18337,0.00012870029571125538,0.0037065685164841,0.0031633177945871,GABRB2/GABRB1/GABRB3/GABRG3,4,RNA
BP,GO:0003044,regulation of systemic arterial blood pressure mediated by a chemical signal,0.02077922077922078,46/18862,3.710512686129327e-06,0.0045936147054281,0.0040477136635705,CMA1/CTSG/ADRA1A/EDN3/EDN2/DRD5/HSD11B2/AGTR2,8,RNA
BP,GO:0010453,regulation of cell fate commitment,0.01818181818181818,32/18862,3.0289078581869904e-06,0.0045936147054281,0.0040477136635705,WNT11/DKK1/IL12B/TNFSF18/WNT3A/AR/SOSTDC1,7,RNA
BP,GO:0003073,regulation of systemic arterial blood pressure,0.02857142857142857,90/18862,2.1823261420862597e-06,0.0045936147054281,0.0040477136635705,CMA1/CTSG/ADRA1A/EDN3/EDN2/SPX/AR/DRD5/HSD11B2/AGTR2/CYP4A11,11,RNA
CC,GO:0098793,presynapse,0.05542168674698795,487/19520,0.0003292208332165408,0.0057430745349996,0.0050249495596208,CASR/PTPRN/SCGN/SLC8A3/SYT10/KCNA1/TNN/ADRA1A/DDC/UNC13C/SLC6A3/CRHBP/NTRK2/WNT3A/GPER1/SVOP/ATCAY/SYT9/RIMS2/UCN3/NRXN1/KCTD16/GRM3,23,RNA
BP,GO:0072001,renal system development,0.04935064935064935,288/18862,7.962840286060669e-06,0.0059147977644858,0.0052118885156552,WNT11/UPK3A/SFRP1/SLC34A1/RBP4/CER1/FREM2/WNT9B/HPGD/EMX2/IRX1/PKHD1/OVOL1/AGTR2/ADIPOQ/ROBO2/CYP4A11/DCHS2/HES5,19,RNA
BP,GO:0001990,regulation of systemic arterial blood pressure by hormone,0.01818181818181818,36/18862,7.001918868816899e-06,0.0059147977644858,0.0052118885156552,CMA1/CTSG/EDN3/EDN2/DRD5/HSD11B2/AGTR2,7,RNA
BP,GO:0001655,urogenital system development,0.05194805194805195,320/18862,1.0270901533385976e-05,0.0063576880491659,0.0056021461170696,WNT11/UPK3A/SFRP1/SLC34A1/RBP4/CER1/FREM2/WNT9B/HPGD/AR/EMX2/IRX1/PKHD1/OVOL1/AGTR2/ADIPOQ/ROBO2/CYP4A11/DCHS2/HES5,20,RNA
CC,GO:0031362,anchored component of external side of plasma membrane,0.00963855421686747,19/19520,0.0006058145919982838,0.0100118832572347,0.0087599783108893,CA4/PKHD1/PRND/GPIHBP1,4,RNA
MF,GO:0042562,hormone binding,0.02030456852791878,84/18337,0.0004442437593196541,0.0121849716841962,0.0103990895038736,VIPR2/GHRHR/NPR3/CRHBP/PTH1R/GPER1/GALR1/AR,8,RNA
MF,GO:0099095,ligand-gated anion channel activity,0.01015228426395939,18/18337,0.0005058331047201199,0.0132436303781267,0.0113025865982916,GABRB2/GABRB1/GABRB3/GABRG3,4,RNA
BP,GO:0050886,endocrine process,0.023376623376623377,78/18862,2.949392156061251e-05,0.0151154323263529,0.0133191279377125,CMA1/CTSG/EDN3/EDN2/CRHBP/GALR1/DRD5/HSD11B2/AGTR2,9,RNA
BP,GO:0003129,heart induction,0.01038961038961039,10/18862,3.25588203044759e-05,0.0151154323263529,0.0133191279377125,WNT11/DKK1/WNT3A/ROBO2,4,RNA
MF,GO:0017046,peptide hormone binding,0.015228426395939087,50/18337,0.000677237745328083,0.0165086992565383,0.0140891128523453,VIPR2/GHRHR/NPR3/CRHBP/PTH1R/GALR1,6,RNA
MF,GO:0008028,monocarboxylic acid transmembrane transporter activity,0.017766497461928935,69/18337,0.0006878624690224292,0.0165086992565383,0.0140891128523453,SLC10A2/SLC27A2/SLC5A12/SLC16A12/SLC16A9/SLC22A13/SLC16A11,7,RNA
BP,GO:0007156,homophilic cell adhesion via plasma membrane adhesion molecules,0.033766233766233764,167/18862,4.00624460136216e-05,0.0165324360549545,0.0145677362171169,PCDHGA2/PCDH10/PCDHB1/ROBO2/DCHS2/PCDHGA1/PCDHA2/PCDHA13/PCDHAC1/PCDHA11/PCDHA10/PCDHA12/PCDHGA3,13,RNA
BP,GO:2000826,regulation of heart morphogenesis,0.01038961038961039,11/18862,5.034011375847688e-05,0.016603315419256,0.0146301923414865,WNT11/DKK1/WNT3A/ROBO2,4,RNA
BP,GO:0015698,inorganic anion transport,0.033766233766233764,171/18862,5.123561319766659e-05,0.016603315419256,0.0146301923414865,CASR/SLC12A1/SLC34A1/PRKG2/GABRB2/SLC22A8/GABRB1/GABRB3/SLC22A11/GABRG3/SLC22A6/SLC34A3/GABRQ,13,RNA
BP,GO:0001759,organ induction,0.012987012987012988,21/18862,5.364560717045577e-05,0.016603315419256,0.0146301923414865,WNT11/DKK1/WNT3A/AR/ROBO2,5,RNA
CC,GO:0031225,anchored component of membrane,0.02650602409638554,170/19520,0.0010591182950709,0.0166281572326143,0.0145489407901855,DPEP1/MSLN/XPNPEP2/ALPI/CA4/PKHD1/PRND/NEGR1/LY6H/OPCML/GPIHBP1,11,RNA
BP,GO:0006570,tyrosine metabolic process,0.01038961038961039,12/18862,7.429524472665735e-05,0.0172457836821753,0.0151963102536301,IYD/HPD/PAH/TTC36,4,RNA
BP,GO:0001822,kidney development,0.04415584415584416,280/18862,6.762784484555003e-05,0.0172457836821753,0.0151963102536301,WNT11/UPK3A/SFRP1/SLC34A1/CER1/FREM2/WNT9B/HPGD/IRX1/PKHD1/OVOL1/AGTR2/ADIPOQ/ROBO2/CYP4A11/DCHS2/HES5,17,RNA
BP,GO:0008217,regulation of blood pressure,0.033766233766233764,177/18862,7.305709849064683e-05,0.0172457836821753,0.0151963102536301,CMA1/CTSG/NPR3/ADRA1A/EDN3/EDN2/SPX/AR/DRD5/HSD11B2/AGTR2/ADIPOQ/CYP4A11,13,RNA
BP,GO:0010454,negative regulation of cell fate commitment,0.01038961038961039,12/18862,7.429524472665735e-05,0.0172457836821753,0.0151963102536301,DKK1/TNFSF18/WNT3A/SOSTDC1,4,RNA
BP,GO:0009914,hormone transport,0.046753246753246755,312/18862,8.021878614863627e-05,0.0175254453974138,0.0154427372220501,CASR/PTPRN/SFRP1/GHRHR/SERPINA7/EDN3/RBP4/CRHBP/G6PC2/SLC30A8/GPER1/GALR1/SYT9/RIMS2/UCN3/AGTR2/ADIPOQ/TNF,18,RNA
CC,GO:0031233,intrinsic component of external side of plasma membrane,0.00963855421686747,23/19520,0.001294101007094,0.0188591444382895,0.0165009611075882,CA4/PKHD1/PRND/GPIHBP1,4,RNA
CC,GO:0099055,integral component of postsynaptic membrane,0.01927710843373494,100/19520,0.0013213413300712,0.0188591444382895,0.0165009611075882,CACNG5/SLC8A3/KCNA1/ADRA1A/SLC6A3/GABRB2/NETO1/GRM3,8,RNA
MF,GO:0022834,ligand-gated channel activity,0.025380710659898477,139/18337,0.0008533499764398441,0.0189049840934365,0.0161341878136602,GABRB2/GRIA4/KCNJ15/KCNJ9/GABRB1/GABRB3/GABRG3/CNGA1/AQP1/GABRQ,10,RNA
MF,GO:0015276,ligand-gated ion channel activity,0.025380710659898477,139/18337,0.0008533499764398441,0.0189049840934365,0.0161341878136602,GABRB2/GRIA4/KCNJ15/KCNJ9/GABRB1/GABRB3/GABRG3/CNGA1/AQP1/GABRQ,10,RNA
BP,GO:0015711,organic anion transport,0.05194805194805195,376/18862,0.00010014475327916454,0.0206400346690934,0.0181871915047506,CASR/SLC10A2/SLC7A10/SLC22A7/NTRK2/SLC5A12/SLC16A12/SLC6A20/SLC16A9/CA4/SLC22A11/SLC22A13/SLC16A11/AGTR2/CYP4A11/SLC22A24/SLC22A12/SLC22A6/SLC44A4/AQP1,20,RNA
BP,GO:0042659,regulation of cell fate specification,0.01038961038961039,13/18862,0.0001055898381025246,0.0206400346690934,0.0181871915047506,WNT11/DKK1/WNT3A/AR,4,RNA
BP,GO:0051591,response to cAMP,0.023376623376623377,93/18862,0.00011894254581720402,0.0213022427399218,0.0187707033637777,PTPRN/SLC8A3/PCK1/SLC6A3/PKLR/CRHBP/AGXT/ADIPOQ/AQP1,9,RNA
BP,GO:0006814,sodium ion transport,0.03896103896103896,239/18862,0.00012466179467539548,0.0213022427399218,0.0187707033637777,SCN4A/SLC9A3/SLC12A1/SLC5A1/SLC8A3/SLC10A2/SLC34A1/SLC5A2/SLC6A3/SCN1A/SLC5A12/SLC5A11/SLC6A20/NETO1/SLC34A3,15,RNA
BP,GO:0007586,digestion,0.02857142857142857,138/18862,0.00012618452888483572,0.0213022427399218,0.0187707033637777,SLC5A1/PBLD/NPR3/VIL1/CHRM3/RBP4/ALPI/FABP1/UCN3/AQP1/MGAM,11,RNA
MF,GO:0022836,gated channel activity,0.04314720812182741,337/18337,0.0010535656546388,0.0217191834072712,0.0185359258976529,SCN4A/CACNG5/TRPM3/KCNK10/KCNA1/SCN1A/GABRB2/GRIA4/KCNJ15/KCNJ9/GABRB1/GABRB3/KCNH6/GABRG3/CNGA1/AQP1/GABRQ,17,RNA
MF,GO:0015651,quaternary ammonium group transmembrane transporter activity,0.007614213197969543,10/18337,0.0010557936378534,0.0217191834072712,0.0185359258976529,SLC25A47/SLC25A48/SLC6A20,3,RNA
BP,GO:0046879,hormone secretion,0.04415584415584416,302/18862,0.00016906639979297444,0.0224254503153966,0.0197604299607653,CASR/PTPRN/SFRP1/GHRHR/EDN3/RBP4/CRHBP/G6PC2/SLC30A8/GPER1/GALR1/SYT9/RIMS2/UCN3/AGTR2/ADIPOQ/TNF,17,RNA
BP,GO:0042445,hormone metabolic process,0.03636363636363636,218/18862,0.00016394363299682387,0.0224254503153966,0.0197604299607653,IYD/CMA1/CTSG/PCSK1N/GHRHR/SULT1E1/BMP5/NR5A1/RBP4/RDH12/CYP11A1/ADH6/UGT2B11/ADH1C,14,RNA
BP,GO:0003018,vascular process in circulatory system,0.03896103896103896,245/18862,0.0001637677062111522,0.0224254503153966,0.0197604299607653,CASR/SLC5A1/TJP3/ADRA1A/EDN3/EDN2/CHRM3/SLC28A2/SLC22A8/SLC16A12/SLC6A20/GPER1/DRD5/AGTR2/SMTNL2,15,RNA
BP,GO:0046415,urate metabolic process,0.01038961038961039,14/18862,0.00014545047344684963,0.0224254503153966,0.0197604299607653,G6PC1/SLC16A9/SLC22A11/SLC22A12,4,RNA
BP,GO:0046395,carboxylic acid catabolic process,0.03896103896103896,243/18862,0.00014969199819161837,0.0224254503153966,0.0197604299607653,ASPA/HAO2/ALDH6A1/PCK1/SLC27A2/ALDH1L1/HPD/FABP1/PAH/AGXT/ACOT4/PIPOX/ADIPOQ/ABAT/CYP4A11,15,RNA
BP,GO:0003156,regulation of animal organ formation,0.012987012987012988,26/18862,0.00015944667071245274,0.0224254503153966,0.0197604299607653,WNT11/DKK1/WNT3A/AR/ROBO2,5,RNA
MF,GO:0015101,organic cation transmembrane transporter activity,0.01015228426395939,22/18337,0.0011298125946027,0.0224404156721102,0.019151451240635,SLC25A47/SLC25A48/SLC6A20/SLC44A4,4,RNA
MF,GO:0015103,inorganic anion transmembrane transporter activity,0.025380710659898477,145/18337,0.0011792925794822,0.0226424175260599,0.0193238468287098,SLC12A1/SLC6A3/GABRB2/SLC22A8/GABRB1/GABRB3/SLC22A11/GABRG3/SLC22A6/GABRQ,10,RNA
CC,GO:0099699,integral component of synaptic membrane,0.021686746987951807,128/19520,0.0016753502227553,0.0228721726063117,0.0200121925921802,CACNG5/SLC8A3/KCNA1/ADRA1A/SLC6A3/GABRB2/NETO1/GABRG3/GRM3,9,RNA
CC,GO:0098936,intrinsic component of postsynaptic membrane,0.01927710843373494,105/19520,0.0018066123906476,0.023636512110974,0.0206809576297828,CACNG5/SLC8A3/KCNA1/ADRA1A/SLC6A3/GABRB2/NETO1/GRM3,8,RNA
BP,GO:0045987,positive regulation of smooth muscle contraction,0.012987012987012988,27/18862,0.00019243020536845263,0.024644337335808,0.021715626442487,ADRA1A/EDN2/CHRM3/SPX/GPER1,5,RNA
MF,GO:0016769,"transferase activity, transferring nitrogenous groups",0.01015228426395939,23/18337,0.0013446856892726,0.024985127645841,0.021323199215292,ETNPPL/GATM/AGXT/ABAT,4,RNA
MF,GO:0015166,polyol transmembrane transporter activity,0.007614213197969543,11/18337,0.0014286673248511,0.0257160118473214,0.0219469618653127,SLC5A1/SLC5A11/AQP1,3,RNA
BP,GO:0035725,sodium ion transmembrane transport,0.03116883116883117,171/18862,0.00021079369069908392,0.0260962589085465,0.0229950029608228,SCN4A/SLC9A3/SLC12A1/SLC5A1/SLC8A3/SLC34A1/SLC5A2/SLC6A3/SCN1A/SLC6A20/NETO1/SLC34A3,12,RNA
BP,GO:0044282,small molecule catabolic process,0.05454545454545454,431/18862,0.00022749531390870695,0.0264036748705293,0.0232658858862555,MIOX/ASPA/SULT1E1/HAO2/ALDH6A1/PCK1/ALDOB/SLC27A2/PKLR/ALDH1L1/DPYS/FUT6/HPD/FABP1/PAH/AGXT/ACOT4/PIPOX/ADIPOQ/ABAT/CYP4A11,21,RNA
BP,GO:0042391,regulation of membrane potential,0.05454545454545454,431/18862,0.00022749531390870695,0.0264036748705293,0.0232658858862555,SCN4A/KCNK10/SLC8A3/KCNA1/ADRA1A/SLC34A1/SCN1A/GABRB2/NTRK2/GABRB1/GPER1/GABRB3/NETO1/KCNH6/RIMS2/UCN3/NRXN1/GABRG3/MAPT/FZD9/GABRQ,21,RNA
MF,GO:0008514,organic anion transmembrane transporter activity,0.027918781725888325,177/18337,0.0015889016763164,0.027201803227722,0.0232149892312612,SLC7A10/SLC22A7/SLC5A12/SLC16A12/SLC6A20/SLC22A11/SLC22A13/SLC16A11/SLC22A12/SLC22A6/SLC44A4,11,RNA
MF,GO:0015267,channel activity,0.0532994923857868,477/18337,0.0016113964510047,0.027201803227722,0.0232149892312612,SCN4A/TRPC7/CACNG5/TRPM3/KCNK10/KCNA1/GJA8/SLC14A1/SCN1A/GABRB2/GRIA4/KCNJ15/KCNJ9/GABRB1/GABRB3/KCNH6/GJC3/GABRG3/CNGA1/AQP1/GABRQ,21,RNA
MF,GO:0022803,passive transmembrane transporter activity,0.0532994923857868,478/18337,0.0016528873489067,0.027201803227722,0.0232149892312612,SCN4A/TRPC7/CACNG5/TRPM3/KCNK10/KCNA1/GJA8/SLC14A1/SCN1A/GABRB2/GRIA4/KCNJ15/KCNJ9/GABRB1/GABRB3/KCNH6/GJC3/GABRG3/CNGA1/AQP1/GABRQ,21,RNA
BP,GO:2000027,regulation of animal organ morphogenesis,0.03116883116883117,176/18862,0.0002751574127448932,0.0290182569815762,0.0255697534097782,NTN4/WNT11/SFRP1/DKK1/WNT3A/WNT9B/AR/PKHD1/AGTR2/ROBO2/AJAP1/TNF,12,RNA
BP,GO:0048662,negative regulation of smooth muscle cell proliferation,0.01818181818181818,63/18862,0.00028928828018239184,0.0290182569815762,0.0255697534097782,IL12B/NPR3/GPER1/ADIPOQ/APOD/MIR503/MIR140,7,RNA
BP,GO:0031960,response to corticosteroid,0.02857142857142857,152/18862,0.00029470408110514627,0.0290182569815762,0.0255697534097782,GHRHR/PCK1/ANXA3/GPER1/AGXT/HSD11B2/UCN3/AGTR2/ADIPOQ/TNF/AQP1,11,RNA
BP,GO:0035150,regulation of tube size,0.025974025974025976,128/18862,0.0002991657613611639,0.0290182569815762,0.0255697534097782,CASR/ADRA1A/EDN3/EDN2/CHRM3/WNT9B/GPER1/DRD5/AGTR2/SMTNL2,10,RNA
BP,GO:0046883,regulation of hormone secretion,0.03896103896103896,260/18862,0.0003110731179689458,0.0290182569815762,0.0255697534097782,CASR/SFRP1/GHRHR/EDN3/RBP4/CRHBP/G6PC2/SLC30A8/GPER1/GALR1/SYT9/UCN3/AGTR2/ADIPOQ/TNF,15,RNA
