ONTOLOGY,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count,Data
BP,GO:0002757,immune response-activating signal transduction,0.049475262368815595,481/18862,9.266339369573296e-15,4.1865739302079653e-13,2.9760827195669524e-13,FGR/CD38/CD79B/CD4/BTK/FYN/TYROBP/CD22/WAS/BTN3A1/PRKCH/LCP2/FOXP3/FCGR2B/PAG1/ICAM3/PAK3/MEF2C/PTPRC/FYB1/FCN1/LAT2/BAX/CD209/GRAP2/SLA2/NFATC2/HCK/CD276/KCNN4/RELB/CD79A/ICAM2/PTPN6/CLEC4A/BTN3A3/ITK/BTNL8/HHLA2/ZAP70/WIPF1/GBP1/LAX1/NCKAP1L/BTN2A2/FFAR2/CCR7/ARPC1B/THEMIS2/LGALS3/CLEC10A/PRAM1/PTPN22/KLRD1/TESPA1/MYO1G/VAV1/FCGR2A/RPS3/FCGR1A/ELMO1/MS4A1/NCK1/FCER1G/RUNX1/UBASH3A/CD3G/FCRL3/LAPTM5/ARPC5/TRAT1/MNDA/CTLA4/BTNL9/PRKCB/CLEC4E/CLEC4D/CD3D/NFKBID/CD300A/BTNL3/INPP5D/GCSAML/MUC17/MUC3A/FPR2/FPR1/BCL2/C3AR1/KLHL6/THEMIS/CMKLR1/CD19/CD28/HLA-DQB1/MUC16/LCK/SH2D1A/PDE4B/BTN3A2/LILRB4/FPR3/CARD9/PLSCR1/PAX5/HLA-DRB1/HLA-DQA1/ADA/C5AR1/CLEC4C/CARD11/HLA-DRB5/CD247/CD3E/FCGR3A/PSMB8/HLA-DRA/NCR3/MICB/PSMB10/MUC12/KLRC2/CLEC6A/HLA-A/HLA-DPB1/HLA-DPA1/HLA-DQB2/NFAM1/LILRA2/PSMB9/LYN/IGLL5,132,RNA S1
BP,GO:0032680,regulation of tumor necrosis factor production,0.023238380809595203,160/18862,1.0663823731325447e-14,4.782008716532435e-13,3.399355593222205e-13,TYROBP/IFNGR1/FOXP3/PTPRC/IRAK3/TREM2/TSPO/PYCARD/LILRB1/IL27RA/CD33/NOD1/VSIR/IFNG/PTPN6/CLEC4A/IFIH1/CD2/SLAMF1/MMP8/TNFAIP3/CLU/CCR2/SASH3/TWIST1/ZFP36/SYT11/PTPN22/HAVCR2/CD36/IL6/IL10/TLR4/IL33/TLR2/ARRB2/LY96/PF4/TLR3/NOD2/AXL/NLRC3/CX3CR1/LGALS9/PTAFR/CD14/AZU1/CLEC7A/CD34/TLR1/LEP/LILRA5/CARD9/SPN/SIRPA/HLA-E/MIR206/ORM2/ORM1/LILRA4/LILRA2/CCL3,62,RNA S1
BP,GO:0070374,positive regulation of ERK1 and ERK2 cascade,0.027736131934032984,210/18862,1.1058486651386212e-14,4.922255280605907e-13,3.499051760727115e-13,CD4/MARCO/CD74/CD44/FLT4/FGF20/PTPRC/MT3/ICAM1/TREM2/NRP1/CCL22/CCL17/PYCARD/TGFB1/NOD1/CCL2/CCL8/IL26/GNAI2/CCL20/GCG/SLAMF1/TNFSF11/RAMP3/GLIPR2/LRP1/BMP2/CCR7/PLA2G5/KDR/EPO/PTPN22/HAVCR2/CD36/GPR55/GPNMB/TLR4/ARRB2/TNFRSF11A/XCL1/XCL2/ACKR3/EGFR/PRXL2C/SHC1/SCIMP/CCR1/BMPER/NOD2/LGALS9/GPR183/P2RY1/PDGFD/FPR2/FGG/FGA/OR2AT4/F2R/CSF1R/FFAR4/HLA-DRB1/SLC30A10/C5AR1/PDGFA/MIR126/MIR27A/MIR23A/TNF/CCL5/CCL4/CCL18/CCL3L1/CCL3,74,RNA S1
BP,GO:0007596,blood coagulation,0.03860569715142429,342/18862,1.4045534920399856e-14,6.205854362991378e-13,4.411515534596178e-13,TFPI/FYN/PLAUR/WAS/EHD2/PRKCH/LCP2/GNA15/TSPAN32/DGKA/DGKD/FAP/EDN1/P2RX5/DOCK9/P2RX7/ITPR3/PROCR/CD40/CD40LG/COMP/TFPI2/PIK3CG/CAV1/SERPINE1/DOCK8/COL1A1/PF4V1/P2RX3/VWF/SH2B3/PTPN6/FN1/PLEK/IFNA6/NFE2/F13A1/IRF1/FOXA2/F2RL3/CD36/IL6/TLR4/TRPC6/MMRN1/ADAMTS18/ARRB2/PIK3R5/VAV1/LNPK/DOCK11/IFNA5/FERMT3/SLC7A11/UBASH3B/WNT3A/FCER1G/TREML1/PF4/COL1A2/NOS3/CLEC1B/PRKCB/VKORC1/AXL/KRT1/COL3A1/P2RY12/GP9/P2RY1/FGG/FGA/IFNB1/SAA1/C1QTNF1/CD34/F2/F2R/RAP2B/LCK/H3C13/PROS1/F8/GNG2/PLSCR1/PRTN3/FLNA/H3C12/SERPINA1/H3C4/PDGFA/SERPINB2/CLIC1/HBG1/HBB/LYN/ANXA8/H3C8/H3C6/H3C11/PIK3R6/H3C7/H3C10,103,RNA S1
BP,GO:0032615,interleukin-12 production,0.012743628185907047,60/18862,1.7318810173466804e-14,7.541212342924785e-13,5.360772821047162e-13,IRAK3/CD40/TLR8/CD40LG/MEFV/LILRB1/JAK3/MDK/IFNG/SLAMF1/IRF1/CCR7/IDO1/CD36/IL10/TLR4/TLR2/IRF8/ARRB2/SCIMP/LAPTM5/IL23R/TLR3/NOD2/LGALS9/CLEC7A/IL16/CMKLR1/TIGIT/PLCB1/LILRA5/HLA-G/LTB/HLA-B,34,RNA S1
BP,GO:0032655,regulation of interleukin-12 production,0.012743628185907047,60/18862,1.7318810173466804e-14,7.541212342924785e-13,5.360772821047162e-13,IRAK3/CD40/TLR8/CD40LG/MEFV/LILRB1/JAK3/MDK/IFNG/SLAMF1/IRF1/CCR7/IDO1/CD36/IL10/TLR4/TLR2/IRF8/ARRB2/SCIMP/LAPTM5/IL23R/TLR3/NOD2/LGALS9/CLEC7A/IL16/CMKLR1/TIGIT/PLCB1/LILRA5/HLA-G/LTB/HLA-B,34,RNA S1
BP,GO:0032640,tumor necrosis factor production,0.023238380809595203,162/18862,2.0952154772843992e-14,9.057661728778385e-13,6.43876138343059e-13,TYROBP/IFNGR1/FOXP3/PTPRC/IRAK3/TREM2/TSPO/PYCARD/LILRB1/IL27RA/CD33/NOD1/VSIR/IFNG/PTPN6/CLEC4A/IFIH1/CD2/SLAMF1/MMP8/TNFAIP3/CLU/CCR2/SASH3/TWIST1/ZFP36/SYT11/PTPN22/HAVCR2/CD36/IL6/IL10/TLR4/IL33/TLR2/ARRB2/LY96/PF4/TLR3/NOD2/AXL/NLRC3/CX3CR1/LGALS9/PTAFR/CD14/AZU1/CLEC7A/CD34/TLR1/LEP/LILRA5/CARD9/SPN/SIRPA/HLA-E/MIR206/ORM2/ORM1/LILRA4/LILRA2/CCL3,62,RNA S1
BP,GO:0032675,regulation of interleukin-6 production,0.022863568215892055,158/18862,2.1272938182252108e-14,9.130648966939497e-13,6.490645349141281e-13,TYROBP/CD74/POU2F2/FOXP3/IRAK3/TREM2/TLR8/PYCARD/IL27RA/NOD1/IFNG/PTPN6/IFIH1/SLAMF1/MMP8/TNFAIP3/TWIST1/NCKAP1L/EREG/IL1B/LILRB2/SYT11/PTPN22/HAVCR2/CD36/IL6/IL10/TLR4/IL33/TLR2/ARRB2/NLRP12/SCIMP/CD200R1/UCN/TLR3/NOD2/NLRC3/INPP5D/LGALS9/PTAFR/CEBPB/CLEC7A/IL16/TLR1/TLR6/IL17RA/F2R/LILRB4/LILRA5/CARD9/IL1RAP/TLR7/SIRPA/AIF1/MIR206/ORM1/TNF/HLA-B/LILRA2/RAB7B,61,RNA S1
BP,GO:0045123,cellular extravasation,0.013868065967016492,70/18862,2.429717881148216e-14,1.0354733863701864e-12,7.360802658976827e-13,CD99/ITGAL/ADD2/ICAM1/IL27RA/PIK3CG/CCL2/MDK/SELPLG/RIPOR2/ITGA4/CCR2/PLVAP/ITGB7/TRIM55/ITGB1/ADAM8/CCL28/ITGB2/JAML/VCAM1/JAM3/CX3CR1/PTAFR/PDGFD/AZU1/LEP/FUT7/PLCB1/GCNT1/SELL/PRTN3/SPN/ELANE/SIRPA/TNF/PECAM1,37,RNA S1
BP,GO:0042267,natural killer cell mediated cytotoxicity,0.013118440779610194,64/18862,3.101703336882801e-14,1.3125447430513205e-12,9.330401883669688e-13,SLAMF7/LAG3/UNC13D/GZMB/CORO1A/LILRB1/CRTAM/PTPN6/IL18RAP/ULBP2/KLRD1/KLRC1/HAVCR2/ARRB2/VAV1/SLAMF6/KIR3DL1/LGALS9/SERPINB9/LEP/SH2D1A/KIR2DL4/NCR1/TUBB/NCR3/HLA-E/HLA-G/HLA-F/KLRC2/HLA-A/KLRK1/HLA-B/CLEC12B/KLRF2/PIK3R6,35,RNA S1
BP,GO:0002718,regulation of cytokine production involved in immune response,0.015367316341829085,84/18862,3.480109303130977e-14,1.4623760001758072e-12,1.039549764601068e-12,BTK/CD74/TNFRSF1B/FOXP3/TBX21/IRAK3/HMOX1/LILRB1/CLC/TGFB1/JAK3/BCL6/IL18R1/CCR2/SASH3/IL1B/FFAR2/BST2/RSAD2/CD36/IL6/IL10/TLR4/XCL1/CD96/SCIMP/LAPTM5/NLRP3/TLR3/B2M/NOD2/IFNB1/CLEC7A/FFAR3/LILRB4/KIR2DL4/HLA-E/HLA-G/HLA-F/HLA-A/TNF,41,RNA S1
BP,GO:0050817,coagulation,0.03860569715142429,347/18862,3.9731137968207374e-14,1.6579472781316534e-12,1.1785742534721162e-12,TFPI/FYN/PLAUR/WAS/EHD2/PRKCH/LCP2/GNA15/TSPAN32/DGKA/DGKD/FAP/EDN1/P2RX5/DOCK9/P2RX7/ITPR3/PROCR/CD40/CD40LG/COMP/TFPI2/PIK3CG/CAV1/SERPINE1/DOCK8/COL1A1/PF4V1/P2RX3/VWF/SH2B3/PTPN6/FN1/PLEK/IFNA6/NFE2/F13A1/IRF1/FOXA2/F2RL3/CD36/IL6/TLR4/TRPC6/MMRN1/ADAMTS18/ARRB2/PIK3R5/VAV1/LNPK/DOCK11/IFNA5/FERMT3/SLC7A11/UBASH3B/WNT3A/FCER1G/TREML1/PF4/COL1A2/NOS3/CLEC1B/PRKCB/VKORC1/AXL/KRT1/COL3A1/P2RY12/GP9/P2RY1/FGG/FGA/IFNB1/SAA1/C1QTNF1/CD34/F2/F2R/RAP2B/LCK/H3C13/PROS1/F8/GNG2/PLSCR1/PRTN3/FLNA/H3C12/SERPINA1/H3C4/PDGFA/SERPINB2/CLIC1/HBG1/HBB/LYN/ANXA8/H3C8/H3C6/H3C11/PIK3R6/H3C7/H3C10,103,RNA S1
CC,GO:0042611,MHC protein complex,0.007489300998573466,25/19520,1.3277415044823662e-14,1.678265261665711e-12,1.3836464099342554e-12,CD74/MR1/B2M/HLA-DQB1/HLA-DRB1/HLA-DQA1/HLA-DRB5/HLA-DOA/HLA-DMA/HLA-DRA/HLA-C/HLA-E/HLA-G/HLA-F/HLA-A/HLA-DPB1/HLA-DPA1/HLA-DQB2/HLA-B/HLA-DOB/HLA-DMB,21,RNA S1
BP,GO:0032651,regulation of interleukin-1 beta production,0.017241379310344827,103/18862,6.351194107410747e-14,2.6320224407883573e-12,1.871008761370077e-12,TYROBP/SERPINB1/P2RX7/NLRC4/NLRP1/TREM2/TLR8/MEFV/PYCARD/CD33/CARD8/NOD1/IFNG/TNFAIP3/CCR7/IL6/TLR4/CASP1/PML/ARRB2/NLRP12/NLRP3/MNDA/PYHIN1/IFI16/AIM2/NOD2/NLRP7/CX3CR1/LGALS9/AZU1/CLEC7A/SPHK1/F2R/FFAR4/LILRB4/LILRA5/SIRPA/CARD16/MIR206/ORM2/ORM1/TNF/LILRA2/CARD17/CCL3,46,RNA S1
BP,GO:0072676,lymphocyte migration,0.018740629685157422,118/18862,6.62884816619255e-14,2.7282704541541797e-12,1.939427963836292e-12,CD99/ITGAL/STK10/TBX21/ICAM1/HSD3B7/CCL22/CCL17/PYCARD/IL27RA/PIK3CG/DOCK8/CCL2/CCL8/CRTAM/RIPOR2/CCR6/CCL20/ZAP70/ITGA4/CCR2/CCR7/MYO1G/ITGB7/XCL1/XCL2/ADAM8/GPR15/CXCL13/CXCL16/CD200R1/GCSAML/CXCL10/CXCL11/GPR183/S1PR1/SAA1/FUT7/CXCR3/C10orf99/SPN/STK39/AIF1/KLRK1/CKLF/CCL5/CCL4/CCL18/CCL3L1/CCL3,50,RNA S1
BP,GO:0001774,microglial cell activation,0.010869565217391304,47/18862,6.81888494338367e-14,2.7873931717545897e-12,1.981456147529605e-12,TYROBP/IFNGR1/CST7/PTPRC/TREM2/TLR8/IFNG/MMP8/CLU/SYT11/IL6/IL33/TLR2/ATM/ITGB2/TLR3/ITGAM/FPR2/AZU1/C1QA/TLR1/TLR6/SPHK1/LRRK2/TLR7/C5AR1/AIF1/TNF/CCL3,29,RNA S1
BP,GO:0002286,T cell activation involved in immune response,0.017991004497751123,111/18862,8.230733366062066e-14,3.319360858836708e-12,2.3596125750250696e-12,ITGAL/SLC11A1/CD74/FOXP3/FCGR2B/TBX21/IL4R/APBB1IP/ICAM1/IL12RB1/RELB/LILRB1/JAK3/IL2/MDK/IFNG/BCL6/CD86/LOXL3/IL18R1/MYB/IFNA6/TNFSF18/CD80/LY9/LGALS3/ANXA1/HAVCR2/LCP1/IL6/HLX/IRF4/IFNA5/BATF/FCER1G/IL23R/NLRP3/SLAMF6/EOMES/NFKBID/LGALS9/GPR183/IFNB1/HLA-DRB1/IL27/SPN/HLA-DRA/HLA-DMB,48,RNA S1
BP,GO:0071675,regulation of mononuclear cell migration,0.017991004497751123,111/18862,8.230733366062066e-14,3.319360858836708e-12,2.3596125750250696e-12,STK10/PYCARD/IL27RA/SERPINE1/RARRES2/DOCK8/CCL2/MDK/RIPOR2/CCR6/CCL20/ITGA4/DUSP1/TNFSF18/CCR2/CCR7/LGALS3/CCN3/XCL1/XCL2/PLA2G7/ADAM8/CXCL13/SLAMF8/CD200R1/CCR1/GREM1/LGALS9/GCSAML/CXCL10/PDGFD/FPR2/C3AR1/CMKLR1/CSF1R/PLCB1/CSF1/C10orf99/C5AR1/SPN/STK39/AIF1/KLRK1/TNF/LYN/CCL5/CCL4/CCL3,48,RNA S1
BP,GO:0006816,calcium ion transport,0.04310344827586207,409/18862,8.381147712358011e-14,3.3574877735706198e-12,2.3867156081928997e-12,MCUB/CD4/FYN/ATP2B4/CALCRL/CD84/ATP2A3/PTPRC/P2RX5/BAX/P2RX7/ICAM1/ITPR3/TSPO/CACNA1I/SLC8A3/CACNA1F/FGF14/CORO1A/TRPA1/KCNN4/LILRB1/CD33/GRIN2D/PIK3CG/CAV1/TSPAN13/PKD2L1/CDH23/CCL2/CCL8/P2RX3/PTPN6/GNAI2/GCG/RGS4/FASLG/SLC8A2/HPCA/CXCR4/RAMP3/AHNAK/CCR7/F2RL3/MCHR1/CRACR2A/EPO/LILRB2/RAMP2/LGALS3/TRPC4/APLNR/TRPC6/CXCL9/SLC24A4/PML/NOL3/ARRB2/TRPM2/CACNG8/XCL1/TRPM8/TRPC1/JPH2/CACNA2D4/GJA1/UBASH3B/WNT3A/CLIC2/MS4A1/ATP2B2/PKD1L1/STC1/CCR5/FCRL3/UCN/CCR1/PKD1L2/PRKCB/RRAD/BEST1/CXCL10/CXCL11/P2RY12/SLN/NMUR1/BCL2/IL16/CYSLTR1/XCR1/CATSPER1/KCNE3/CD19/F2/BHLHA15/F2R/ANXA2/LCK/GRIN2A/PDE4B/CALHM1/RASA3/LILRA5/GJA4/TRPV2/RYR1/ERO1A/RYR2/GJC2/LILRA2/LYN/CCL5/GRIN2B/CCL4/CCL3,115,RNA S1
CC,GO:0030667,secretory granule membrane,0.033880171184022825,305/19520,4.079813764809269e-14,3.6834889990849394e-12,3.036853855008404e-12,CD38/ITGAL/MMP25/PLAUR/TYROBP/SLC11A1/CD44/TNFRSF1B/RAB27B/SLC2A3/STK10/LAMP3/PTPRC/PKP1/CEACAM6/ITPR3/SIRPB1/SCG3/CD33/CAV2/CAV1/TCIRG1/SPARC/HVCN1/ADGRE5/NCKAP1L/RAB9B/CD93/CD68/SIGLEC9/ATP8B3/BST2/LILRB2/ADGRE3/LGALS3/SNAP25/CD36/TLR2/GLIPR1/SLC15A4/GPR84/ITGAX/TMC6/TRPM2/CD53/FCGR2A/DEGS1/PLA1A/LHFPL2/DOK3/MS4A3/ADAM8/LPCAT1/FCER1G/ITGB2/FCGR3B/CXCR1/FABP5/CYBB/CLEC4D/LAIR1/CD300A/RAB31/PTAFR/ITGAM/CD14/CEACAM3/FPR2/FPR1/C3AR1/AZU1/CLEC12A/RAB37/OLR1/TBC1D10C/RHOG/CXCR2/RAP2B/MCEMP1/STING1/FCAR/DMBT1/SELL/C5AR1/SIRPA/CLEC4C/HLA-C/LILRB3/HLA-B/NFAM1/TICAM2/SIGLEC14/RAB44/CLEC5A/PECAM1,95,RNA S1
CC,GO:0031983,vesicle lumen,0.03566333808844508,328/19520,3.9701501585068547e-14,3.6834889990849394e-12,3.036853855008404e-12,FGR/MPO/ALOX5/SERPINB1/RNASET2/PKM/ACTN1/APOB/FCN1/LYZ/UNC13D/ADA2/CRISP3/CTSG/PYGL/CTSZ/TIMP1/PYCARD/SCG3/MAN2B1/RETN/TGFB1/IMPDH1/SERPINE1/RARRES2/ALDOC/VWF/BIN2/PTPN6/VEGFA/SPARC/GCG/FN1/QPCT/FASLG/MMP8/APAF1/CLU/SRGN/PRDX4/ARHGAP9/F13A1/C3/CFP/CRACR2A/GMFG/ACLY/CHIT1/DOCK2/MMRN1/S100A8/PLAC8/EGFR/GSN/DSN1/FERMT3/ALDOA/VEGFC/HK3/ARPC5/S100A11/S100A9/S100A12/MNDA/PF4/CAMP/FABP5/DEFA4/B2M/RNASE2/RNASE3/OSCAR/LRG1/PGAM1/FGG/FGA/AZU1/CTSW/HSPA6/ARHGAP45/ANXA2/PROS1/F8/PRSS57/TUBB/PRTN3/GM2A/ADA/SERPINA1/PDGFA/ELANE/CFD/TOR4A/TMSB4X/ORM2/ORM1/DEFA3/INS/HP/PRSS2,100,RNA S1
BP,GO:0002708,positive regulation of lymphocyte mediated immunity,0.017616191904047975,108/18862,1.1176874533575765e-13,4.447803912069985e-12,3.1617815864238727e-12,BTK/FOXP3/TBX21/PTPRC/LAG3/IL12RB1/CD40/TGFB1/IL2/CRTAM/IL18R1/IL18RAP/SASH3/IL1B/C3/RSAD2/KLRD1/IL6/VAV1/XCL1/MR1/CD1D/CD1A/CD1B/CD1E/IL23R/NLRP3/SLAMF6/B2M/NOD2/CD28/SH2D1A/ZP3/KIR2DL4/HLA-DRB1/SH2D1B/HLA-DRA/NCR3/HLA-E/HLA-G/HLA-F/KLRC2/HLA-A/KLRK1/LTA/TNF/HLA-B,47,RNA S1
BP,GO:0050921,positive regulation of chemotaxis,0.020614692653673165,139/18862,1.2086593011602658e-13,4.775020559614558e-12,3.3943879673324878e-12,CD74/EDN1/TREM2/NRP1/PPM1F/TGFB1/MET/SERPINE1/RARRES2/MDK/RIPOR2/CCR6/SMOC2/VEGFA/PGF/TNFSF18/CCR2/CXCR4/NCKAP1L/CCR7/EDN2/KDR/RAC2/IL6/CDH13/XCL1/XCL2/PLA2G7/VEGFC/CXCL13/CCR1/LGALS9/CXCL10/P2RY12/CXCL8/PDGFD/S1PR1/FPR2/C3AR1/SCG2/AZU1/IL16/CMKLR1/CSF1R/CAMK1D/CCR4/CSF1/C5AR1/STK39/AIF1/TMSB4X/GPSM3/CCL5/CCL4/CCL3,55,RNA S1
BP,GO:0031343,positive regulation of cell killing,0.012743628185907047,63/18862,1.2158065329023586e-13,4.775020559614558e-12,3.3943879673324878e-12,NOS2/TYROBP/CD5L/PTPRC/LAG3/IL12RB1/CRTAM/IFNG/IL18RAP/KLRD1/VAV1/XCL1/MR1/CD1D/CD1A/CD1B/CD1E/IL23R/SLAMF6/B2M/ITGAM/CLEC7A/PRF1/SH2D1A/HLA-DRB1/HLA-DRA/NCR3/HLA-E/HLA-G/HLA-F/KLRC2/HLA-A/KLRK1/HLA-B,34,RNA S1
BP,GO:0045621,positive regulation of lymphocyte differentiation,0.01686656671664168,101/18862,1.3191802564892024e-13,5.1473728319763736e-12,3.659079617794383e-12,BTK/CD74/RUNX3/FOXP3/IL4R/PTPRC/IL12RB1/IL7/VSIR/IL2/MDK/IFNG/BCL6/CD86/ZAP70/MYB/CD80/SASH3/NCKAP1L/TNFSF9/LILRB2/IL2RA/ANXA1/TESPA1/HLX/IL10/CD27/DUSP10/ADAM8/MMP14/RUNX1/IL23R/NLRP3/AXL/NFKBID/RHOH/IL7R/INPP5D/LGALS9/LILRB4/HLA-DRB1/ADA/HLA-DRA/HLA-G/PIK3R6,45,RNA S1
BP,GO:0002707,negative regulation of lymphocyte mediated immunity,0.010494752623688156,45/18862,1.3615649364952885e-13,5.278479808645282e-12,3.752278785940836e-12,FOXP3/FCGR2B/TBX21/PTPRC/LILRB1/PTPN6/BCL6/KLRD1/KLRC1/HAVCR2/ARRB2/XCL1/CD96/NOD2/IL7R/LGALS9/SERPINB9/IFNB1/IL20RB/CLEC4G/LILRB4/KIR2DL4/HLA-E/HLA-G/HLA-F/HLA-A/HLA-B/CLEC12B,28,RNA S1
BP,GO:0031295,T cell costimulation,0.01199400299850075,57/18862,1.4607437605423268e-13,5.626672600704384e-12,3.999796342969475e-12,FYN/PAK3/LGALS1/GRAP2/CD40LG/TNFSF13B/CAV1/MAP3K8/CD5/PTPN6/CD86/HHLA2/CD274/CD80/TNFSF14/CCR7/LILRB2/VAV1/CTLA4/ICOS/TMIGD2/CD28/LCK/BTLA/LILRB4/PDCD1/PDCD1LG2/CARD11/CD3E/KLRK1/LYN/CD24,32,RNA S1
BP,GO:0050764,regulation of phagocytosis,0.016116941529235384,94/18862,1.4823048987289978e-13,5.673356774816909e-12,4.0329824197400415e-12,FGR/SLC11A1/FCGR2B/SCARB1/PTPRC/SIRPG/TREM2/IL2RB/SIRPB1/HCK/PYCARD/CCL2/IFNG/NCKAP1L/LRP1/IL1B/C3/PLA2G5/SYT11/IL15RA/DOCK2/CD36/DYSF/TLR2/LYAR/IL2RG/FCER1G/C2/NOD2/CD300A/RAB31/FPR2/AZU1/CLEC7A/SPHK1/CAMK1D/CD300LF/PLSCR1/PRTN3/SIRPA/RACK1/MIR181B1/TNF,43,RNA S1
BP,GO:0050920,regulation of chemotaxis,0.02811094452773613,224/18862,1.5382836456733198e-13,5.850345839779099e-12,4.158797491100821e-12,SEMA3F/CD74/ADGRA2/SEMA3A/EDN1/SEMA5B/ANGPT2/SEMA6A/TREM2/NRP1/PPM1F/TGFB1/MET/SERPINE1/RARRES2/CCL2/MDK/RIPOR2/CCR6/SMOC2/VEGFA/PGF/DUSP1/TNFSF18/CCR2/CXCR4/NCKAP1L/EFNB2/CCR7/EDN2/KDR/RAC2/IL6/CCN3/CDH13/XCL1/XCL2/PLA2G7/VEGFC/WNT3A/CXCL13/SLAMF8/CCR1/JAM3/GREM1/NOD2/SEMA6B/LGALS9/CXCL10/P2RY12/CXCL8/GPR183/PDGFD/S1PR1/FPR2/C3AR1/SCG2/AZU1/IL16/CMKLR1/CSF1R/CAMK1D/CCR4/CSF1/C5AR1/ELANE/STK39/AIF1/TMSB4X/GPSM3/KLRK1/LYN/CCL5/CCL4/CCL3,75,RNA S1
BP,GO:0030168,platelet activation,0.022113943028485756,157/18862,2.2585456311227259e-13,8.535597922903435e-12,6.067645263883497e-12,FYN/PRKCH/LCP2/GNA15/TSPAN32/DGKA/DGKD/ITPR3/CD40/CD40LG/COMP/PIK3CG/COL1A1/PF4V1/VWF/SH2B3/PTPN6/FN1/PLEK/F2RL3/IL6/TLR4/TRPC6/ADAMTS18/ARRB2/PIK3R5/VAV1/FERMT3/SLC7A11/UBASH3B/WNT3A/FCER1G/TREML1/PF4/COL1A2/NOS3/CLEC1B/PRKCB/AXL/COL3A1/P2RY12/GP9/P2RY1/FGG/FGA/SAA1/C1QTNF1/F2/F2R/RAP2B/LCK/GNG2/PLSCR1/FLNA/PDGFA/CLIC1/HBB/LYN/PIK3R6,59,RNA S1
BP,GO:0002573,myeloid leukocyte differentiation,0.02623688155922039,204/18862,2.570056800756222e-13,9.592218208536732e-12,6.81875808922442e-12,CD4/TYROBP/CD74/SPI1/FSTL3/SNX10/TREM2/MMP9/RASSF2/RELB/LILRB1/TGFB1/TCIRG1/IFNG/VEGFA/NKX2-3/TNFSF11/INHBA/PDE1B/BATF3/CCR7/LIF/LRRC17/APCS/CD101/GPR55/TLR4/MYC/IRF4/TLR2/TNFRSF11A/POU4F1/UBASH3B/LRRK1/BATF/C1QC/RUNX1/GAB3/TAL1/IL23R/IFI16/PF4/CCR1/SLC9B2/TLR3/CSF2/FBN1/INPP5D/GPR183/OSCAR/JUNB/CEBPB/NRROS/HCLS1/FES/CSF1R/ANXA2/CSF1/IRF7/EVI2B/LILRB4/HLA-DRB1/PRTN3/MAFB/LILRB3/UBD/TNF/CEBPA/LYN/CCL3,70,RNA S1
BP,GO:0043367,"CD4-positive, alpha-beta T cell differentiation",0.01461769115442279,81/18862,2.5608753865178763e-13,9.592218208536732e-12,6.81875808922442e-12,RUNX3/FOXP3/TBX21/IL4R/IL12RB1/RELB/JAK3/IL2/IFNG/BCL6/CD86/LOXL3/IL18R1/PLA2G2D/MYB/NKX2-3/TNFSF18/CD80/SASH3/LY9/NCKAP1L/RSAD2/ANXA1/IL6/HLX/IRF4/BATF/RUNX1/IL23R/NLRP3/SLAMF6/NFKBID/LGALS9/GPR183/FUT7/HLA-DRB1/IL27/SPN/HLA-DRA,39,RNA S1
BP,GO:0002833,positive regulation of response to biotic stimulus,0.03073463268365817,258/18862,2.8807871195311097e-13,1.068558629707558e-11,7.595993587431608e-12,FYN/TYROBP/ICAM3/PAK3/FCN1/LAG3/CD209/NLRC4/HCK/TLR8/ACOD1/PYCARD/RELB/RPS19/ICAM2/CRTAM/CLEC4A/LY86/IL18RAP/CD274/TASL/NMI/ZBP1/EREG/FFAR2/PLA2G5/CLEC10A/CD180/KLRD1/HAVCR2/TLR4/DDX60/PARP9/SLC15A4/NLRC5/VAV1/ADAM8/MR1/GBP5/LY96/CD1D/FCER1G/SCIMP/SLAMF6/MNDA/PYHIN1/IFI16/AIM2/CGAS/CLEC4E/CLEC4D/NOD2/MUC17/MUC3A/FPR2/IFNB1/MUC16/SH2D1A/STING1/IRF7/CARD9/PLSCR1/KIR2DL4/HLA-DRB1/CLEC4C/CARD11/SH2D1B/PSMB8/NCR3/HLA-E/HLA-G/HLA-F/PSMB10/MUC12/KLRC2/CLEC6A/KLRK1/LILRA2/PSMB9/LYN/IKBKE/CCL5,82,RNA S1
BP,GO:0048872,homeostasis of number of cells,0.029985007496251874,249/18862,2.950221511799317e-13,1.0876000653007422e-11,7.731352208512516e-12,CD74/FAS/FOXP3/SPI1/MEF2C/UBA5/BAX/HMOX1/RASSF2/TNFSF13B/CORO1A/IL7/RPS19/KLF1/DNASE2/JAK3/HAMP/EZH2/LIPA/IL2/TCIRG1/SH2B3/VEGFA/BCL6/STAT1/TNFAIP3/NKX2-3/MYCT1/SASH3/INHBA/PKN1/NCKAP1L/CXCL6/TNFSF14/CCR7/ZFP36/EPO/IL2RA/ETS1/ANXA1/DOCK10/IL6/CCN3/SIT1/SLC15A4/LYAR/NCAPG2/GPR174/DOCK11/SLC7A11/CCNB2/TSC22D3/TAL1/FSTL1/SPTA1/RPS14/NOS3/JAM3/B2M/AXL/IL7R/INPP5D/LGALS9/GPR183/AHSP/BCL2/IL20RB/GAPT/HCLS1/F2R/CCR4/CSF1/PDE4B/IKZF1/ISG15/ADA/CARD11/MAFB/LYN/RHEX,80,RNA S1
