ONTOLOGY,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count,Data
BP,GO:0045861,negative regulation of proteolysis,38/814,346/18862,1.3153952189812897e-07,5.7470812931127976e-05,5.006054340563243e-05,PLAUR/HGF/CD44/ITIH4/ITIH1/CPB2/SERPIND1/TFPI2/SERPINE1/AMBP/VTN/COL7A1/DHCR24/PI3/SLPI/WFDC3/TNFSF14/IFI6/PI15/SERPINA10/SPINT4/CSTB/ITIH3/PTTG1/SERPINA12/SERPINF2/WFDC13/WFDC12/CST2/WFDC5/SFN/F2/WFDC10B/SERPINA11/SERPINA3/SERPINA1/ANXA8L1/ANXA8,38,RNA
BP,GO:0052547,regulation of peptidase activity,45/814,455/18862,2.0553164783700318e-07,7.512462240370188e-05,6.543807593567743e-05,PLAUR/HGF/NLRP2/CD44/ITIH4/ITIH1/SERPIND1/TFPI2/SERPINE1/AMBP/VTN/PERP/COL7A1/FN1/DHCR24/F3/PI3/SLPI/WFDC3/TNFSF14/IFI6/PI15/SERPINA10/PMAIP1/S100A8/SPINT4/XDH/CSTB/ITIH3/S100A9/AIM2/PTTG1/SERPINA12/SERPINF2/WFDC13/WFDC12/CST2/WFDC5/SFN/WFDC10B/SERPINA11/SERPINA3/SERPINA1/ANXA8L1/ANXA8,45,RNA
BP,GO:0052548,regulation of endopeptidase activity,43/814,426/18862,2.18754889180814e-07,7.512462240370188e-05,6.543807593567743e-05,PLAUR/HGF/NLRP2/CD44/ITIH4/ITIH1/SERPIND1/TFPI2/SERPINE1/AMBP/VTN/PERP/COL7A1/DHCR24/F3/PI3/SLPI/WFDC3/TNFSF14/IFI6/SERPINA10/PMAIP1/S100A8/SPINT4/XDH/CSTB/ITIH3/S100A9/AIM2/PTTG1/SERPINA12/SERPINF2/WFDC13/WFDC12/CST2/WFDC5/SFN/WFDC10B/SERPINA11/SERPINA3/SERPINA1/ANXA8L1/ANXA8,43,RNA
BP,GO:0051346,negative regulation of hydrolase activity,45/814,456/18862,2.1883993209567762e-07,7.512462240370188e-05,6.543807593567743e-05,PLAUR/HGF/CD44/ITIH4/ITIH1/SERPIND1/TFPI2/SERPINE1/AMBP/PPIF/VTN/FZD10/ARFGEF3/COL7A1/DHCR24/PI3/SLPI/WFDC3/TNFSF14/IFI6/TNNI3/APCS/SPOCD1/PPP1R1A/PI15/SERPINA10/SPINT4/CSTB/ITIH3/PTX3/PTTG1/SERPINA12/SERPINF2/WFDC13/WFDC12/CST2/WFDC5/SFN/WFDC10B/SERPINA11/SERPINA3/SERPINA1/PLXNB3/ANXA8L1/ANXA8,45,RNA
BP,GO:1903035,negative regulation of response to wounding,17/814,90/18862,2.560566066938829e-07,8.204053678472005e-05,7.146225437344364e-05,PLAUR/RTN4R/CPB2/SERPINE1/VTN/MDK/PLAU/TSPAN8/APCS/KIAA0319/SERPINF2/FGG/FGA/FGB/C1QTNF1/F2/RTN4RL1,17,RNA
BP,GO:0032102,negative regulation of response to external stimulus,40/814,394/18862,4.988758350296872e-07,0.0001498498289470423,0.00013052823657322803,PLAUR/HGF/RTN4R/CTNNA2/SEMA3A/SEMA3C/CPB2/HAMP/SERPINE1/VTN/MDK/WNT5A/FNDC4/PLAU/PTGIS/TSPAN8/APCS/IL2RA/KIAA0319/SUSD4/DUSP10/DRD2/VSIG4/NBL1/ADORA1/LRFN5/NOD2/SERPINF2/SEMA3E/FPR2/FGG/FGA/FGB/SAA1/C1QTNF1/IL20RB/LEP/F2/RTN4RL1/MMP12,40,RNA
BP,GO:0042730,fibrinolysis,9/814,25/18862,5.440209056169833e-07,0.00015379791014089538,0.0001339672533522441,PLAUR/CPB2/SERPINE1/PLAU/SERPINF2/FGG/FGA/FGB/F2,9,RNA
BP,GO:0030195,negative regulation of blood coagulation,12/814,48/18862,6.390709391050444e-07,0.00016840666616859282,0.00014669236072288887,PLAUR/CPB2/SERPINE1/VTN/PLAU/TSPAN8/SERPINF2/FGG/FGA/FGB/C1QTNF1/F2,12,RNA
BP,GO:0030193,regulation of blood coagulation,14/814,66/18862,6.657774983777078e-07,0.00016840666616859282,0.00014669236072288887,PLAUR/CPB2/SERPINE1/VTN/F3/PLAU/FOXA2/TSPAN8/SERPINF2/FGG/FGA/FGB/C1QTNF1/F2,14,RNA
BP,GO:1900046,regulation of hemostasis,14/814,67/18862,8.085775772754408e-07,0.0001861431617264773,0.00016214191781899827,PLAUR/CPB2/SERPINE1/VTN/F3/PLAU/FOXA2/TSPAN8/SERPINF2/FGG/FGA/FGB/C1QTNF1/F2,14,RNA
BP,GO:1900047,negative regulation of hemostasis,12/814,49/18862,8.133596330120733e-07,0.0001861431617264773,0.00016214191781899827,PLAUR/CPB2/SERPINE1/VTN/PLAU/TSPAN8/SERPINF2/FGG/FGA/FGB/C1QTNF1/F2,12,RNA
BP,GO:0010038,response to metal ion,36/814,352/18862,1.557344458795138e-06,0.00032339575428351984,0.00028169720191549124,GIPR/SYT7/SYT13/HSPA5/TF/AQP9/HAMP/PPIF/WNT5A/IL1A/MT2A/ALOX5AP/LOXL2/CCNB1/TFAP2A/TRPC3/MTTP/CYP1A1/NPC1/S100A8/PTGES/SYT8/DRD2/G6PD/TERT/FGG/FGA/FGB/CPNE7/NQO1/MT1X/CPNE4/SLC30A10/RYR2/MT1A/SYT3,36,RNA
BP,GO:0070268,cornification,18/814,113/18862,1.5909129760058678e-06,0.00032339575428351984,0.00028169720191549124,PKP1/TGM5/CASP14/KRT23/PERP/PI3/KRT34/TCHH/IVL/KLK5/KRT19/KRT15/KRT20/KRT27/PKP3/KRT39/KRT40/KRT25,18,RNA
BP,GO:0050819,negative regulation of coagulation,12/814,52/18862,1.6149600713284386e-06,0.00032339575428351984,0.00028169720191549124,PLAUR/CPB2/SERPINE1/VTN/PLAU/TSPAN8/SERPINF2/FGG/FGA/FGB/C1QTNF1/F2,12,RNA
BP,GO:0050818,regulation of coagulation,14/814,71/18862,1.6944360947042644e-06,0.00032573839484594777,0.0002837377831005836,PLAUR/CPB2/SERPINE1/VTN/F3/PLAU/FOXA2/TSPAN8/SERPINF2/FGG/FGA/FGB/C1QTNF1/F2,14,RNA
BP,GO:0031639,plasminogen activation,8/814,23/18862,3.1980523627215324e-06,0.0005911476790476802,0.0005149252731394144,CPB2/SERPINE1/PLAU/MELTF/SERPINF2/FGG/FGA/FGB,8,RNA
BP,GO:0019731,antibacterial humoral response,12/814,61/18862,9.539664385710696e-06,0.0016980602606565,0.0014791128757103,TF/PI3/SLPI/WFDC3/NOD2/KLK5/WFDC13/WFDC12/FGA/FGB/WFDC5/WFDC10B,12,RNA
BP,GO:0048732,gland development,38/814,413/18862,9.932876489986168e-06,0.0017049073003883,0.0014850770601757,HGF/ATP2C2/PITX1/SEMA3A/SEMA3C/CPB2/FA2H/FGL1/HAMP/HOXA13/MDK/WNT5A/PROX1/ONECUT2/SOX9/HOXD13/FOXA1/IL6/NKX2-8/CYP1A1/GATA6/DRD2/XDH/HOXB13/HK2/PITX2/E2F7/PCSK9/NR0B1/ONECUT1/HOXB9/CCL11/CEBPB/FOXE1/NKX2-5/IRS2/WNT7B/TDGF1,38,RNA
BP,GO:0002446,neutrophil mediated immunity,43/814,499/18862,1.3570838973906188e-05,0.0022171357182801,0.0019312588982193,PLAUR/SLC11A1/CD44/PKP1/RETN/QSOX1/CHRNB4/MMP8/TTR/PLAU/SLPI/ADGRE3/TCN1/CKAP4/IL6/GPR84/GALNS/S100A8/ADAM8/CDA/CSTB/HK3/FCGR3B/S100A9/PTX3/PPBP/CXCL1/RNASE2/FPR2/FPR1/LRG1/HSPA6/F2/ADGRG3/MCEMP1/FCAR/SERPINA3/SERPINA1/C5AR1/CD177/ORM2/ORM1/CLEC5A,43,RNA
BP,GO:0035987,endodermal cell differentiation,10/814,44/18862,1.3839798491136944e-05,0.0022171357182801,0.0019312588982193,VTN/COL7A1/FN1/MMP8/COL5A1/GATA6/COL8A1/HMGA2/ITGA5/LAMB3,10,RNA
BP,GO:0061045,negative regulation of wound healing,13/814,74/18862,1.49503246108368e-05,0.0023177825832155,0.0020189283863259,PLAUR/CPB2/SERPINE1/VTN/PLAU/TSPAN8/APCS/SERPINF2/FGG/FGA/FGB/C1QTNF1/F2,13,RNA
BP,GO:0072376,protein activation cascade,8/814,28/18862,1.6729114513697768e-05,0.0024187890520716,0.0021069111111306,FN1/F3/F10/FGG/FGA/FGB/F2/F8,8,RNA
BP,GO:0072378,"blood coagulation, fibrin clot formation",8/814,28/18862,1.6729114513697768e-05,0.0024187890520716,0.0021069111111306,FN1/F3/F10/FGG/FGA/FGB/F2/F8,8,RNA
BP,GO:0031018,endocrine pancreas development,10/814,45/18862,1.711169949447295e-05,0.0024187890520716,0.0021069111111306,GIPR/WNT5A/ONECUT2/SOX9/FOXA2/MNX1/IL6/GATA6/NKX6-1/ONECUT1,10,RNA
BP,GO:0035270,endocrine system development,17/814,122/18862,1.9330321034039308e-05,0.0026543292254169,0.0023120808045826,GIPR/PITX1/MDK/WNT5A/ONECUT2/SOX9/FOXA2/MNX1/IL6/GATA6/DRD2/NKX6-1/PITX2/NR0B1/ONECUT1/FOXE1/NKX2-5,17,RNA
BP,GO:1990266,neutrophil migration,17/814,123/18862,2.1545123940169296e-05,0.0028542423037067,0.0024862171500189,CCL7/MDK/CCL20/LBP/S100A8/ADAM8/S100A9/CXCL3/PPBP/CXCL1/NOD2/CXCL8/CCL11/SAA1/CCL13/C5AR1/CD177,17,RNA
BP,GO:0022612,gland morphogenesis,16/814,111/18862,2.197398361155817e-05,0.0028542423037067,0.0024862171500189,HGF/SEMA3A/SEMA3C/CPB2/FGL1/HOXA13/MDK/WNT5A/PROX1/SOX9/HOXD13/FOXA1/IL6/HOXB13/CCL11/CEBPB,16,RNA
BP,GO:0008544,epidermis development,40/814,463/18862,2.5440960356198493e-05,0.0032176119861023,0.0028027340536454,LAMC2/PKP1/PTHLH/SULT2B1/FA2H/TGM5/CASP14/KRT23/PERP/WNT5A/COL7A1/HOXC13/PI3/EREG/SOX9/TGM3/KRT34/LGR5/GATA6/CRABP2/HOXB13/TCHH/IVL/PITX2/KLK5/BNC1/KRT19/KRT15/KRT20/KRT27/SFN/FOXE1/PKP3/GJB5/KRT39/LAMB3/LHFPL5/KRT40/KRT25/STRC,40,RNA
BP,GO:0000070,mitotic sister chromatid segregation,20/814,164/18862,2.7525533341667212e-05,0.0033319761992906,0.0029023521792011,TRIP13/SMC1B/KIF4A/TTK/CDC20/NEK2/CENPF/KIF14/NCAPH/DLGAP5/CCNB1/CDCA8/KIF2C/CDCA5/PTTG1/PLK1/BUB1/UBE2C/AURKB/KIF18B,20,RNA
BP,GO:0002920,regulation of humoral immune response,18/814,138/18862,2.7731803572955595e-05,0.0033319761992906,0.0029023521792011,CFH/CPB2/VTN/CPN1/FOXJ1/GATA6/SUSD4/VSIG4/C1R/C2/NOD2/KLK5/C8G/CPN2/F2/C1S/C5AR1/CFHR1,18,RNA
BP,GO:0016125,sterol metabolic process,20/814,165/18862,3.0078994140488005e-05,0.00347317509475,0.0030253449310775,NPC1L1/APOB/SULT2B1/CYP26A1/APOL1/APOA4/DHCR24/APOL2/CYP19A1/CYP1B1/CYP2C9/NPC1/G6PD/SERPINA12/PCSK9/ELOVL6/LEP/TSKU/CYP26C1/CES1,20,RNA
BP,GO:0042119,neutrophil activation,42/814,500/18862,3.1126463822181976e-05,0.00347317509475,0.0030253449310775,PLAUR/SLC11A1/CD44/PKP1/RETN/QSOX1/CHRNB4/MMP8/TTR/PLAU/SLPI/ADGRE3/TCN1/CKAP4/GPR84/GALNS/S100A8/ADAM8/CDA/CSTB/HK3/FCGR3B/S100A9/PTX3/PPBP/CXCL1/RNASE2/CXCL8/FPR2/FPR1/LRG1/HSPA6/ADGRG3/MCEMP1/FCAR/SERPINA3/SERPINA1/C5AR1/CD177/ORM2/ORM1/CLEC5A,42,RNA
BP,GO:0031638,zymogen activation,11/814,58/18862,3.210043579945276e-05,0.00347317509475,0.0030253449310775,CPB2/SERPINE1/PERP/PLAU/C1R/MELTF/SERPINF2/FGG/FGA/FGB/HPR,11,RNA
BP,GO:0000280,nuclear division,38/814,436/18862,3.3302159764231264e-05,0.00347317509475,0.0030253449310775,ANLN/KIF2A/TRIP13/SMC1B/TPX2/KIF4A/MYBL2/HOXA13/TTK/WNT5A/IL1A/CDC20/NEK2/CENPF/KIF14/NCAPH/CKS2/EREG/DLGAP5/LIF/TOP2A/CCNA1/CCNB1/CDCA8/KIF2C/CDCA5/MKI67/DDX4/PTTG1/PLK1/BUB1/CDK1/UBE2C/HORMAD2/AURKB/KIF18B/SYCP2/OOEP,38,RNA
BP,GO:0043312,neutrophil degranulation,41/814,485/18862,3.337436082266014e-05,0.00347317509475,0.0030253449310775,PLAUR/SLC11A1/CD44/PKP1/RETN/QSOX1/CHRNB4/MMP8/TTR/PLAU/SLPI/ADGRE3/TCN1/CKAP4/GPR84/GALNS/S100A8/ADAM8/CDA/CSTB/HK3/FCGR3B/S100A9/PTX3/PPBP/CXCL1/RNASE2/FPR2/FPR1/LRG1/HSPA6/ADGRG3/MCEMP1/FCAR/SERPINA3/SERPINA1/C5AR1/CD177/ORM2/ORM1/CLEC5A,41,RNA
BP,GO:0030593,neutrophil chemotaxis,15/814,103/18862,3.483428575382082e-05,0.00347317509475,0.0030253449310775,CCL7/MDK/CCL20/LBP/S100A8/S100A9/CXCL3/PPBP/CXCL1/NOD2/CXCL8/CCL11/SAA1/CCL13/C5AR1,15,RNA
BP,GO:0032526,response to retinoic acid,15/814,103/18862,3.483428575382082e-05,0.00347317509475,0.0030253449310775,BRINP1/HSD17B2/CYP26A1/PTK6/OXT/WNT5B/FZD10/WNT5A/SOX9/GATA6/PTGES/LEP/TRIML2/WNT7B/BRINP2,15,RNA
BP,GO:0001819,positive regulation of cytokine production,38/814,437/18862,3.5005860725469225e-05,0.00347317509475,0.0030253449310775,SLC11A1/HGF/NLRP2/PANX2/OSM/SLC7A5/SERPINE1/MDK/WNT5A/IL1A/F3/MMP8/PAEP/EREG/LBP/RSAD2/IL6/CYP1B1/GATA6/TSLP/DRD2/ADAM8/AIM2/CSF2/NOD2/SERPINF2/PYDC1/CEBPB/SAA1/IL20RB/LEP/CCBE1/IL1RAP/C5AR1/CRLF2/ORM2/ORM1/MMP12,38,RNA
BP,GO:0140014,mitotic nuclear division,29/814,296/18862,3.541106526066393e-05,0.00347317509475,0.0030253449310775,ANLN/KIF2A/TRIP13/SMC1B/TPX2/KIF4A/MYBL2/HOXA13/TTK/IL1A/CDC20/NEK2/CENPF/KIF14/NCAPH/EREG/DLGAP5/CCNB1/CDCA8/KIF2C/CDCA5/MKI67/PTTG1/PLK1/BUB1/CDK1/UBE2C/AURKB/KIF18B,29,RNA
BP,GO:0002283,neutrophil activation involved in immune response,41/814,488/18862,3.840893822846052e-05,0.0036918671425196,0.0032158388912544,PLAUR/SLC11A1/CD44/PKP1/RETN/QSOX1/CHRNB4/MMP8/TTR/PLAU/SLPI/ADGRE3/TCN1/CKAP4/GPR84/GALNS/S100A8/ADAM8/CDA/CSTB/HK3/FCGR3B/S100A9/PTX3/PPBP/CXCL1/RNASE2/FPR2/FPR1/LRG1/HSPA6/ADGRG3/MCEMP1/FCAR/SERPINA3/SERPINA1/C5AR1/CD177/ORM2/ORM1/CLEC5A,41,RNA
BP,GO:0042742,defense response to bacterium,32/814,344/18862,3.971950323092709e-05,0.0037104620973872,0.0032320362181722,SLC11A1/TF/COCH/HAMP/SERPINE1/CCL20/PI3/SLPI/WFDC3/LBP/IL6/S100A8/GSDMC/DCD/S100A9/PPBP/NOD2/LPO/KLK5/WFDC13/WFDC12/FPR2/FGA/FGB/CEBPB/WFDC5/F2/ADGRB1/WFDC10B/ISG15/C5AR1/GBP7,32,RNA
BP,GO:0022617,extracellular matrix disassembly,13/814,81/18862,4.060303118152623e-05,0.0037104620973872,0.0032320362181722,CD44/TLL2/MMP8/MMP19/IL6/MMP3/ADAM8/PDPN/MELTF/MMP10/KLK5/MMP1/MMP12,13,RNA
BP,GO:0008202,steroid metabolic process,31/814,329/18862,4.091853748679288e-05,0.0037104620973872,0.0032320362181722,NPC1L1/APOB/HSD17B2/SULT2B1/CYP26A1/HSD3B7/APOL1/DKKL1/APOA4/DHCR24/HSD11B1/PROX1/APOL2/CYP19A1/CYP1B1/CYP2C9/CYP1A1/NPC1/AKR1C2/G6PD/SERPINA12/PCSK9/NR0B1/ELOVL6/LEP/TSKU/CYP26C1/SULT1A2/CES1/AKR1B15/UGT1A8,31,RNA
BP,GO:0002065,columnar/cuboidal epithelial cell differentiation,13/814,82/18862,4.637494295565012e-05,0.0041273699230528,0.0035951880727996,ROS1/PTK6/SERPINE1/NKX3-2/WNT5A/PROX1/SPDEF/FOXA1/GATA6/DSPP/NKX6-1/IL31RA/CEBPB,13,RNA
BP,GO:0000819,sister chromatid segregation,22/814,199/18862,5.144010246621308e-05,0.0044949296809567,0.0039153547848445,TRIP13/SMC1B/KIF4A/TTK/CDC20/NEK2/CENPF/KIF14/NCAPH/DLGAP5/TOP2A/CCNB1/CDCA8/KIF2C/CDCA5/PTTG1/PLK1/BUB1/UBE2C/HORMAD2/AURKB/KIF18B,22,RNA
BP,GO:0051592,response to calcium ion,18/814,145/18862,5.40196213464684e-05,0.0046360410748415,0.0040382713175733,GIPR/SYT7/SYT13/HSPA5/PPIF/WNT5A/ALOX5AP/TRPC3/MTTP/PTGES/SYT8/FGG/FGA/FGB/CPNE7/CPNE4/RYR2/SYT3,18,RNA
BP,GO:0033046,negative regulation of sister chromatid segregation,9/814,42/18862,6.1377223920408e-05,0.0049996430196861,0.0043549905357977,TRIP13/TTK/CDC20/CENPF/CCNB1/PTTG1/PLK1/BUB1/AURKB,9,RNA
BP,GO:0033048,negative regulation of mitotic sister chromatid segregation,9/814,42/18862,6.1377223920408e-05,0.0049996430196861,0.0043549905357977,TRIP13/TTK/CDC20/CENPF/CCNB1/PTTG1/PLK1/BUB1/AURKB,9,RNA
BP,GO:2000816,negative regulation of mitotic sister chromatid separation,9/814,42/18862,6.1377223920408e-05,0.0049996430196861,0.0043549905357977,TRIP13/TTK/CDC20/CENPF/CCNB1/PTTG1/PLK1/BUB1/AURKB,9,RNA
BP,GO:0031016,pancreas development,12/814,73/18862,6.263905130329943e-05,0.0050173880093942,0.0043704474918109,GIPR/NKX3-2/WNT5A/PROX1/ONECUT2/SOX9/FOXA2/MNX1/IL6/GATA6/NKX6-1/ONECUT1,12,RNA
BP,GO:0045766,positive regulation of angiogenesis,20/814,175/18862,6.991233887415041e-05,0.0054193338811155,0.0047205665823853,HGF/SERPINE1/MDK/NR2E1/WNT5A/IL1A/F3/PTGIS/CYP1B1/GATA6/HMGA2/FGF18/HK2/ITGA5/TERT/CXCL8/LRG1/CCL11/CCBE1/C5AR1,20,RNA
BP,GO:1904018,positive regulation of vasculature development,20/814,175/18862,6.991233887415041e-05,0.0054193338811155,0.0047205665823853,HGF/SERPINE1/MDK/NR2E1/WNT5A/IL1A/F3/PTGIS/CYP1B1/GATA6/HMGA2/FGF18/HK2/ITGA5/TERT/CXCL8/LRG1/CCL11/CCBE1/C5AR1,20,RNA
BP,GO:0051783,regulation of nuclear division,17/814,135/18862,7.206257162846065e-05,0.0054973447499425,0.0047885187529889,TRIP13/HOXA13/TTK/WNT5A/IL1A/CDC20/NEK2/CENPF/EREG/DLGAP5/LIF/CCNB1/MKI67/PLK1/BUB1/AURKB/OOEP,17,RNA
BP,GO:0048285,organelle fission,40/814,486/18862,7.480229110729936e-05,0.0056171845478387,0.0048929064429889,ANLN/KIF2A/TRIP13/SMC1B/TPX2/KIF4A/MYBL2/HOXA13/TTK/WNT5A/IL1A/CDC20/NEK2/CENPF/KIF14/NCAPH/CKS2/EREG/DLGAP5/LIF/TOP2A/CCNA1/CCNB1/CDCA8/KIF2C/MTFR2/CDCA5/MKI67/DDX4/PTTG1/PLK1/BUB1/CDK1/UBE2C/HORMAD2/AURKB/MX2/KIF18B/SYCP2/OOEP,40,RNA
BP,GO:0001706,endoderm formation,10/814,53/18862,7.653758836877467e-05,0.0056590715338512,0.0049293925334836,VTN/COL7A1/FN1/MMP8/COL5A1/GATA6/COL8A1/HMGA2/ITGA5/LAMB3,10,RNA
BP,GO:0010965,regulation of mitotic sister chromatid separation,11/814,64/18862,8.2825983098566e-05,0.006031237496541,0.0052535715276395,TRIP13/TTK/CDC20/CENPF/DLGAP5/CCNB1/PTTG1/PLK1/BUB1/UBE2C/AURKB,11,RNA
BP,GO:1903034,regulation of response to wounding,19/814,164/18862,8.758164656977823e-05,0.0062014603404203,0.0054018458886592,PLAUR/RTN4R/CPB2/SERPINE1/VTN/MDK/F3/PLAU/FOXA2/TSPAN8/APCS/KIAA0319/SERPINF2/FGG/FGA/FGB/C1QTNF1/F2/RTN4RL1,19,RNA
BP,GO:0031589,cell-substrate adhesion,32/814,359/18862,8.978221112106653e-05,0.0062014603404203,0.0054018458886592,CD44/ACTN2/SERPINE1/AGR2/ATRNL1/VTN/MDK/FN1/KIF14/ONECUT2/PLAU/LYPD3/ITGB4/COL8A1/DMP1/EPHB1/ITGA5/PDPN/MELTF/STRCP1/ONECUT1/SEMA3E/HAS2/FGG/FGA/FGB/EFNA5/LAMB3/EGFL6/L1CAM/STRC/MMP12,32,RNA
BP,GO:0051985,negative regulation of chromosome segregation,9/814,44/18862,9.03250569765759e-05,0.0062014603404203,0.0054018458886592,TRIP13/TTK/CDC20/CENPF/CCNB1/PTTG1/PLK1/BUB1/AURKB,9,RNA
BP,GO:1905819,negative regulation of chromosome separation,9/814,44/18862,9.03250569765759e-05,0.0062014603404203,0.0054018458886592,TRIP13/TTK/CDC20/CENPF/CCNB1/PTTG1/PLK1/BUB1/AURKB,9,RNA
BP,GO:0007492,endoderm development,12/814,76/18862,9.389154068826104e-05,0.006355531613349,0.0055360512574827,VTN/COL7A1/FN1/MMP8/COL5A1/GATA6/COL8A1/HMGA2/ITGA5/ONECUT1/LAMB3/PAX9,12,RNA
