"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0002250","BP","GO:0002250","adaptive immune response","52/412","257/10313",5.39148024057169e-23,1.82344368113082e-20,1.42156629088159e-20,"PAG1/SLC15A4/LAIR1/HLA-B/C1QC/LILRB4/BTN3A2/CD40/BTK/HLA-F/CD84/FCER1G/HLA-DPB1/SASH3/HLA-DRA/HLA-DMA/PRF1/HLA-DPA1/HLA-DMB/INPP5D/HLA-E/B2M/HLA-DQA1/HLA-A/PIK3CG/PTPRC/BTN3A3/PYCARD/HLA-DQB1/CRACR2A/MYO1G/JAK3/PTPN6/WAS/CD48/HLA-C/ADA/ANXA1/CD8A/CD3G/SH2D1A/ICAM1/SAMSN1/LILRB2/THEMIS/UNC13D/ZAP70/TRAT1/CD3E/HLA-DOB/HLA-DRB5/HAVCR2",52
"GO:0032943","BP","GO:0032943","mononuclear cell proliferation","43/412","172/10313",5.69826150353381e-23,1.82344368113082e-20,1.42156629088159e-20,"TYROBP/CD300A/LILRB4/CD40/BTK/HLA-DPB1/NCKAP1L/LGALS9/SASH3/DOCK2/RASAL3/HLA-DPA1/MNDA/HLA-DMB/CCDC88B/INPP5D/HLA-E/HLA-A/PIK3CG/PTPRC/CCL5/CORO1A/PYCARD/CD180/AHR/JAK3/CD276/RAC2/PTPN6/ADA/ANXA1/AIF1/LILRB2/VSIG4/LGALS3/ZAP70/SPTA1/VCAM1/CD3E/NFATC2/HHLA2/HAVCR2/MZB1",43
"GO:0042110","BP","GO:0042110","T cell activation","56/412","301/10313",7.81450547446328e-23,2.30828469399531e-20,1.79955089630555e-20,"PAG1/CAV1/LAPTM5/CD300A/CGAS/LILRB4/LGALS1/FCER1G/HLA-DPB1/NCKAP1L/LGALS9/SASH3/DOCK2/RASAL3/HLA-DRA/HLA-DPA1/HLA-DMB/CCDC88B/HLA-E/B2M/VAV1/HLA-A/LCP1/PIK3CG/PTPRC/CCL5/TNFAIP8L2/CORO1A/PYCARD/SIRPA/JAK3/CD276/RAC2/PTPN6/WAS/CD2/ADA/ANXA1/CD8A/AIF1/CD3G/ICAM1/LILRB2/THEMIS/VSIG4/LGALS3/ZAP70/SPTA1/VCAM1/GRAP2/CD3E/RUNX1/NFATC2/HHLA2/HAVCR2/CD44",56
"GO:0050778","BP","GO:0050778","positive regulation of immune response","69/412","466/10313",4.70260772106496e-22,1.28985811777782e-19,1.00558017734652e-19,"PAG1/FCGR3A/SLC15A4/ELMO1/TYROBP/LAPTM5/CD300A/CGAS/PSMB8/PSMB9/HLA-B/C1QC/LILRB4/BTN3A2/CD40/BTK/HLA-F/FCER1G/HLA-DPB1/NCKAP1L/LGALS9/SASH3/IFI16/HLA-DRA/HLA-DPA1/LCP2/NMI/MNDA/ITGB2/HLA-DMB/INPP5D/HLA-E/B2M/VAV1/HLA-DQA1/HLA-A/PTPRC/CCL5/BTN3A3/FYB1/PYCARD/ICAM3/HLA-DQB1/THEMIS2/MYO1G/CD276/PTPN6/WAS/ADA/ANXA1/CD3G/CARD9/SH2D1A/IFI35/THEMIS/PRAM1/VSIG4/LGALS3/ZAP70/TRAT1/GRAP2/CD3E/RUNX1/C5AR1/NFATC2/HLA-DRB5/HHLA2/FCN1/HAVCR2",69
"GO:0050867","BP","GO:0050867","positive regulation of cell activation","47/412","219/10313",5.50750673357803e-22,1.40992172379598e-19,1.099182396512e-19,"TREM2/CAV1/TYROBP/LILRB4/CD40/BTK/HLA-F/LGALS1/HLA-DPB1/NCKAP1L/LGALS9/SASH3/RASAL3/HLA-DRA/HLA-DPA1/ITGB2/MMP14/HLA-DMB/CCDC88B/INPP5D/HLA-E/VAV1/HLA-A/PLEK/PTPRC/CCL5/CORO1A/PYCARD/SIRPA/JAK3/CD276/PTPN6/CD2/ADA/ANXA1/AIF1/LILRB2/ZAP70/SPTA1/VCAM1/GRAP2/CD3E/RUNX1/HAVCR1/NFATC2/HHLA2/HAVCR2",47
"GO:0002696","BP","GO:0002696","positive regulation of leukocyte activation","46/412","213/10313",1.18284445515551e-21,2.83882669237322e-19,2.21316423056728e-19,"TREM2/CAV1/TYROBP/LILRB4/CD40/BTK/HLA-F/LGALS1/HLA-DPB1/NCKAP1L/LGALS9/SASH3/RASAL3/HLA-DRA/HLA-DPA1/ITGB2/MMP14/HLA-DMB/CCDC88B/INPP5D/HLA-E/VAV1/HLA-A/PTPRC/CCL5/CORO1A/PYCARD/SIRPA/JAK3/CD276/PTPN6/CD2/ADA/ANXA1/AIF1/LILRB2/ZAP70/SPTA1/VCAM1/GRAP2/CD3E/RUNX1/HAVCR1/NFATC2/HHLA2/HAVCR2",46
"GO:0050863","BP","GO:0050863","regulation of T cell activation","45/412","208/10313",3.11469115775437e-21,7.03553767398634e-19,5.4849421997854e-19,"PAG1/CAV1/LAPTM5/CD300A/CGAS/LILRB4/LGALS1/HLA-DPB1/NCKAP1L/LGALS9/SASH3/RASAL3/HLA-DRA/HLA-DPA1/HLA-DMB/CCDC88B/HLA-E/VAV1/HLA-A/PTPRC/CCL5/TNFAIP8L2/CORO1A/PYCARD/SIRPA/JAK3/CD276/RAC2/PTPN6/CD2/ADA/ANXA1/AIF1/LILRB2/VSIG4/LGALS3/ZAP70/SPTA1/VCAM1/GRAP2/CD3E/RUNX1/NFATC2/HHLA2/HAVCR2",45
"GO:0050900","BP","GO:0050900","leukocyte migration","54/412","302/10313",3.42803377172777e-21,7.31313871301923e-19,5.70136143087355e-19,"VEGFA/SLC16A3/TREM2/CAV1/CXCR4/CD300A/CD84/FCER1G/NCKAP1L/LGALS9/ITGB2/MMP14/INPP5D/STK10/VAV1/PIK3CG/IL16/CCL5/PDGFD/CAMK1D/CORO1A/PYCARD/SIRPA/DOK2/FN1/MYO1G/RAC2/PTPN6/CD48/CD2/HMOX1/HSD3B7/CSF1R/ADA/ANXA1/AIF1/GYPC/ADD2/ICAM1/LGALS3/ZAP70/SLC16A1/VCAM1/CXCL16/TNFRSF10B/ADGRE2/STK39/C5AR1/COL1A1/S100A9/S100A8/CD44/TRIM55/S100A12",54
"GO:0051251","BP","GO:0051251","positive regulation of lymphocyte activation","42/412","183/10313",6.49023185419135e-21,1.31171001684709e-18,1.02261603287093e-18,"CAV1/TYROBP/LILRB4/CD40/BTK/HLA-F/LGALS1/HLA-DPB1/NCKAP1L/LGALS9/SASH3/RASAL3/HLA-DRA/HLA-DPA1/MMP14/HLA-DMB/CCDC88B/INPP5D/HLA-E/VAV1/HLA-A/PTPRC/CCL5/CORO1A/PYCARD/SIRPA/JAK3/CD276/PTPN6/ADA/ANXA1/AIF1/LILRB2/ZAP70/SPTA1/VCAM1/GRAP2/CD3E/RUNX1/NFATC2/HHLA2/HAVCR2",42
"GO:1903037","BP","GO:1903037","regulation of leukocyte cell-cell adhesion","44/412","203/10313",8.18656174160717e-21,1.57181985438858e-18,1.22539903121741e-18,"PAG1/CAV1/LAPTM5/CD300A/LILRB4/LGALS1/HLA-DPB1/NCKAP1L/LGALS9/SASH3/RASAL3/HLA-DRA/HLA-DPA1/ITGB2/HLA-DMB/CCDC88B/HLA-E/VAV1/HLA-A/PTPRC/CCL5/TNFAIP8L2/CORO1A/PYCARD/SIRPA/JAK3/CD276/PTPN6/ADA/ANXA1/AIF1/ICAM1/LILRB2/VSIG4/LGALS3/ZAP70/SPTA1/VCAM1/GRAP2/CD3E/RUNX1/HHLA2/HAVCR2/CD44",44
"GO:0019221","BP","GO:0019221","cytokine-mediated signaling pathway","69/412","493/10313",1.21425065612578e-20,2.22034405691571e-18,1.73099191279284e-18,"VEGFA/TREM2/VIM/NOL3/CAV1/CASP1/CXCR4/LAPTM5/CARD16/PSMB8/PSMB9/HLA-B/LILRB4/CD40/DOK1/CCND1/HLA-F/FCER1G/HLA-DPB1/HLA-DRA/HLA-DPA1/GBP2/NMI/ITGB2/FAS/TRAF3IP2/INPP5D/HLA-E/B2M/VAV1/ISG20/HLA-DQA1/SPI1/LMNB1/HLA-A/LCP1/CD36/PTPRC/OAS2/IL16/CCL5/PYCARD/OAS3/CASP4/HLA-DQB1/FN1/JAK3/OAS1/PTPN6/XAF1/HLA-C/HMOX1/CSF1R/ANXA1/ICAM1/LILRB2/IFI35/ANXA2/OSMR/VCAM1/PXDN/SOD2/RUNX1/STK39/STAT1/HLA-DRB5/MX2/IL32/CD44",69
"GO:1903039","BP","GO:1903039","positive regulation of leukocyte cell-cell adhesion","38/412","153/10313",2.68874461252447e-20,4.69308150549725e-18,3.65875104211463e-18,"CAV1/LILRB4/LGALS1/HLA-DPB1/NCKAP1L/LGALS9/SASH3/RASAL3/HLA-DRA/HLA-DPA1/ITGB2/HLA-DMB/CCDC88B/HLA-E/VAV1/HLA-A/PTPRC/CCL5/CORO1A/PYCARD/SIRPA/JAK3/CD276/PTPN6/ADA/ANXA1/AIF1/ICAM1/LILRB2/ZAP70/SPTA1/VCAM1/GRAP2/CD3E/RUNX1/HHLA2/HAVCR2/CD44",38
"GO:0050671","BP","GO:0050671","positive regulation of lymphocyte proliferation","28/412","82/10313",2.6187489546078e-19,4.37217216769303e-17,3.40856843336594e-17,"CD40/HLA-DPB1/NCKAP1L/LGALS9/SASH3/RASAL3/HLA-DPA1/HLA-DMB/CCDC88B/HLA-E/HLA-A/PTPRC/CCL5/CORO1A/PYCARD/JAK3/CD276/ADA/ANXA1/AIF1/LILRB2/ZAP70/SPTA1/VCAM1/CD3E/NFATC2/HHLA2/HAVCR2",28
"GO:0070665","BP","GO:0070665","positive regulation of leukocyte proliferation","29/412","90/10313",3.71401567247175e-19,5.85079875985746e-17,4.56131350686256e-17,"CD40/HLA-DPB1/NCKAP1L/LGALS9/SASH3/RASAL3/HLA-DPA1/HLA-DMB/CCDC88B/HLA-E/HLA-A/PTPRC/CCL5/CORO1A/PYCARD/JAK3/CD276/CSF1R/ADA/ANXA1/AIF1/LILRB2/ZAP70/SPTA1/VCAM1/CD3E/NFATC2/HHLA2/HAVCR2",29
"GO:0032946","BP","GO:0032946","positive regulation of mononuclear cell proliferation","28/412","83/10313",3.80911377594887e-19,5.85079875985746e-17,4.56131350686256e-17,"CD40/HLA-DPB1/NCKAP1L/LGALS9/SASH3/RASAL3/HLA-DPA1/HLA-DMB/CCDC88B/HLA-E/HLA-A/PTPRC/CCL5/CORO1A/PYCARD/JAK3/CD276/ADA/ANXA1/AIF1/LILRB2/ZAP70/SPTA1/VCAM1/CD3E/NFATC2/HHLA2/HAVCR2",28
"GO:0050870","BP","GO:0050870","positive regulation of T cell activation","35/412","138/10313",4.29285246430973e-19,6.34021287036515e-17,4.94286332327809e-17,"CAV1/LILRB4/LGALS1/HLA-DPB1/NCKAP1L/LGALS9/SASH3/RASAL3/HLA-DRA/HLA-DPA1/HLA-DMB/CCDC88B/HLA-E/VAV1/HLA-A/PTPRC/CCL5/CORO1A/PYCARD/SIRPA/JAK3/CD276/PTPN6/ADA/ANXA1/AIF1/LILRB2/ZAP70/SPTA1/VCAM1/GRAP2/CD3E/RUNX1/HHLA2/HAVCR2",35
"GO:0002275","BP","GO:0002275","myeloid cell activation involved in immune response","65/412","474/10313",5.55414162944692e-19,7.89922365076896e-17,6.1582763330008e-17,"TNFAIP6/TREM2/ENPP3/SLC15A4/TYROBP/LPCAT1/PRDX4/GMFG/CD300A/LAIR1/HLA-B/BTK/CD84/FCER1G/NCKAP1L/LGALS9/ALDOC/DOCK2/ALDOA/NMI/MNDA/ITGB2/BIN2/CD53/RAP2B/STK10/B2M/HVCN1/CD36/PIK3CG/PTPRC/CD93/PYCARD/SIRPA/ARHGAP9/ARHGAP45/PKM/CRACR2A/DOK3/HK3/RAC2/PTPN6/HLA-C/HMOX1/DEGS1/LILRB2/IFI35/ANXA2/UNC13D/PRAM1/LGALS3/CD68/TBC1D10C/SNAP25/ADGRE2/SLC2A3/HP/C5AR1/S100A9/FCN1/S100A8/HAVCR2/CD44/S100A12/HBB",65
"GO:0042102","BP","GO:0042102","positive regulation of T cell proliferation","25/412","65/10313",7.96815026648284e-19,1.09277489368907e-16,8.51933058566812e-17,"HLA-DPB1/NCKAP1L/LGALS9/SASH3/RASAL3/HLA-DPA1/HLA-DMB/CCDC88B/HLA-E/HLA-A/PTPRC/CCL5/CORO1A/PYCARD/JAK3/CD276/ANXA1/AIF1/LILRB2/ZAP70/SPTA1/VCAM1/CD3E/HHLA2/HAVCR2",25
"GO:0002429","BP","GO:0002429","immune response-activating cell surface receptor signaling pathway","49/412","286/10313",1.77151220674506e-18,2.26753562463368e-16,1.76778270736244e-16,"PAG1/FCGR3A/ELMO1/TYROBP/LAPTM5/CD300A/PSMB8/PSMB9/LILRB4/BTN3A2/BTK/FCER1G/HLA-DPB1/NCKAP1L/HLA-DRA/HLA-DPA1/LCP2/MNDA/INPP5D/VAV1/HLA-DQA1/HLA-A/PTPRC/BTN3A3/FYB1/ICAM3/HLA-DQB1/THEMIS2/MYO1G/CD276/PTPN6/WAS/ADA/CD3G/CARD9/SH2D1A/THEMIS/PRAM1/LGALS3/ZAP70/TRAT1/GRAP2/CD3E/RUNX1/C5AR1/NFATC2/HLA-DRB5/HHLA2/FCN1",49
"GO:0002757","BP","GO:0002757","immune response-activating signal transduction","49/412","286/10313",1.77151220674506e-18,2.26753562463368e-16,1.76778270736244e-16,"PAG1/FCGR3A/ELMO1/TYROBP/LAPTM5/CD300A/PSMB8/PSMB9/LILRB4/BTN3A2/BTK/FCER1G/HLA-DPB1/NCKAP1L/HLA-DRA/HLA-DPA1/LCP2/MNDA/INPP5D/VAV1/HLA-DQA1/HLA-A/PTPRC/BTN3A3/FYB1/ICAM3/HLA-DQB1/THEMIS2/MYO1G/CD276/PTPN6/WAS/ADA/CD3G/CARD9/SH2D1A/THEMIS/PRAM1/LGALS3/ZAP70/TRAT1/GRAP2/CD3E/RUNX1/C5AR1/NFATC2/HLA-DRB5/HHLA2/FCN1",49
"GO:0006954","BP","GO:0006954","inflammatory response","61/412","434/10313",2.2639781810904e-18,2.80441168238294e-16,2.18633410764723e-16,"TNFAIP6/TREM2/ENPP3/CASP1/CXCR4/LY86/LILRB4/CD40/BTK/LGALS9/LIPA/IFI16/TLR7/NMI/ITGB2/TRAF3IP2/HLA-E/CD36/PIK3CG/PTPRC/IL16/CCL5/EGFR/CAMK1D/TNFAIP8L2/PYCARD/AOAH/CD180/CASP4/SIRPA/FN1/THEMIS2/TLR1/HMOX1/CDH5/CSF1R/ADA/ANXA1/AIF1/TNIP1/ICAM1/IFI35/APOL3/CD163/OSMR/NUPR1/UNC13D/TGM2/VCAM1/CD68/ABCC1/ADGRE2/HP/STK39/C5AR1/S100A9/S100A8/HAVCR2/CD44/TRIM55/S100A12",61
"GO:0002768","BP","GO:0002768","immune response-regulating cell surface receptor signaling pathway","51/412","311/10313",2.37570213896397e-18,2.85084256675676e-16,2.22253186947813e-16,"PAG1/FCGR3A/ELMO1/TYROBP/LAPTM5/CD300A/PSMB8/PSMB9/LILRB4/BTN3A2/CD40/BTK/FCER1G/HLA-DPB1/NCKAP1L/HLA-DRA/HLA-DPA1/LCP2/MNDA/INPP5D/VAV1/HLA-DQA1/HLA-A/PTPRC/BTN3A3/FYB1/ICAM3/HLA-DQB1/THEMIS2/MYO1G/CD276/PTPN6/WAS/ADA/CD3G/CARD9/SH2D1A/LILRB2/THEMIS/PRAM1/LGALS3/ZAP70/TRAT1/GRAP2/CD3E/RUNX1/C5AR1/NFATC2/HLA-DRB5/HHLA2/FCN1",51
"GO:0002764","BP","GO:0002764","immune response-regulating signaling pathway","51/412","313/10313",3.15790164202174e-18,3.67464918344348e-16,2.8647758436714e-16,"PAG1/FCGR3A/ELMO1/TYROBP/LAPTM5/CD300A/PSMB8/PSMB9/LILRB4/BTN3A2/CD40/BTK/FCER1G/HLA-DPB1/NCKAP1L/HLA-DRA/HLA-DPA1/LCP2/MNDA/INPP5D/VAV1/HLA-DQA1/HLA-A/PTPRC/BTN3A3/FYB1/ICAM3/HLA-DQB1/THEMIS2/MYO1G/CD276/PTPN6/WAS/ADA/CD3G/CARD9/SH2D1A/LILRB2/THEMIS/PRAM1/LGALS3/ZAP70/TRAT1/GRAP2/CD3E/RUNX1/C5AR1/NFATC2/HLA-DRB5/HHLA2/FCN1",51
"GO:0042129","BP","GO:0042129","regulation of T cell proliferation","30/412","106/10313",5.53513266708922e-18,6.25144395341841e-16,4.87365860842159e-16,"LILRB4/HLA-DPB1/NCKAP1L/LGALS9/SASH3/RASAL3/HLA-DPA1/HLA-DMB/CCDC88B/HLA-E/HLA-A/PTPRC/CCL5/CORO1A/PYCARD/JAK3/CD276/RAC2/PTPN6/ANXA1/AIF1/LILRB2/VSIG4/LGALS3/ZAP70/SPTA1/VCAM1/CD3E/HHLA2/HAVCR2",30
"GO:0002253","BP","GO:0002253","activation of immune response","54/412","358/10313",1.043909598746e-17,1.14531795976704e-15,8.92895909423649e-16,"PAG1/FCGR3A/ELMO1/TYROBP/LAPTM5/CD300A/CGAS/PSMB8/PSMB9/C1QC/LILRB4/BTN3A2/BTK/FCER1G/HLA-DPB1/NCKAP1L/IFI16/HLA-DRA/HLA-DPA1/LCP2/MNDA/INPP5D/VAV1/HLA-DQA1/HLA-A/PTPRC/BTN3A3/FYB1/PYCARD/ICAM3/HLA-DQB1/THEMIS2/MYO1G/CD276/PTPN6/WAS/ADA/CD3G/CARD9/SH2D1A/THEMIS/PRAM1/VSIG4/LGALS3/ZAP70/TRAT1/GRAP2/CD3E/RUNX1/C5AR1/NFATC2/HLA-DRB5/HHLA2/FCN1",54
"GO:0022409","BP","GO:0022409","positive regulation of cell-cell adhesion","38/412","180/10313",1.09263896930823e-17,1.16548156726211e-15,9.08615563951051e-16,"CAV1/LILRB4/LGALS1/HLA-DPB1/NCKAP1L/LGALS9/SASH3/RASAL3/HLA-DRA/HLA-DPA1/ITGB2/HLA-DMB/CCDC88B/HLA-E/VAV1/HLA-A/PTPRC/CCL5/CORO1A/PYCARD/SIRPA/JAK3/CD276/PTPN6/ADA/ANXA1/AIF1/ICAM1/LILRB2/ZAP70/SPTA1/VCAM1/GRAP2/CD3E/RUNX1/HHLA2/HAVCR2/CD44",38
"GO:0022407","BP","GO:0022407","regulation of cell-cell adhesion","47/412","277/10313",1.39728234221028e-17,1.4501524848885e-15,1.13054650960058e-15,"VEGFA/PAG1/CAV1/LAPTM5/CD300A/LILRB4/LGALS1/HLA-DPB1/NCKAP1L/LGALS9/SASH3/RASAL3/HLA-DRA/HLA-DPA1/ITGB2/HLA-DMB/CCDC88B/HLA-E/VAV1/FERMT3/HLA-A/PTPRC/CCL5/TNFAIP8L2/CORO1A/PYCARD/SIRPA/JAK3/CD276/PTPN6/ADA/ANXA1/AIF1/ICAM1/LILRB2/VSIG4/LGALS3/ZAP70/SPTA1/VCAM1/GRAP2/CD3E/RUNX1/UBASH3B/HHLA2/HAVCR2/CD44",47
"GO:0043299","BP","GO:0043299","leukocyte degranulation","62/412","465/10313",1.65428891681082e-17,1.6717024843562e-15,1.30326805523822e-15,"TNFAIP6/SLC15A4/TYROBP/LPCAT1/PRDX4/GMFG/CD300A/LAIR1/HLA-B/BTK/HLA-F/CD84/FCER1G/NCKAP1L/LGALS9/ALDOC/DOCK2/ALDOA/MNDA/ITGB2/BIN2/CD53/RAP2B/STK10/B2M/HVCN1/CD36/PIK3CG/PTPRC/CD93/CORO1A/PYCARD/SIRPA/ARHGAP9/ARHGAP45/PKM/CRACR2A/DOK3/HK3/RAC2/PTPN6/HLA-C/HMOX1/DEGS1/LILRB2/ANXA2/UNC13D/PRAM1/LGALS3/CD68/TBC1D10C/SNAP25/ADGRE2/SLC2A3/HP/C5AR1/S100A9/FCN1/S100A8/CD44/S100A12/HBB",62
