"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0035725","BP","GO:0035725","sodium ion transmembrane transport","12/308","86/10313",8.58616424798456e-06,0.00171496543123249,0.00156805155960313,"SLC9A2/NOS1/TPCN1/WNK1/WNK3/PTPN3/SHROOM2/SCNN1G/SLC17A1/PCSK9/WNK2/SLC6A20",12
"GO:1903034","BP","GO:1903034","regulation of response to wounding","14/308","116/10313",8.705408280368e-06,0.00171496543123249,0.00156805155960313,"KNG1/ST3GAL4/F11/SERPINC1/CEACAM1/PROC/PLAT/GP1BA/F12/APOH/PLG/PDGFRA/VTN/AJAP1",14
"GO:0098662","BP","GO:0098662","inorganic cation transmembrane transport","28/308","400/10313",2.39146916188391e-05,0.0044494612350829,0.00406829461515807,"CYTB/CACNA2D2/PLCG2/GNB5/KCNQ1/DPP6/RHCG/SLC9A2/NOS1/TPCN1/WNK1/SLC39A4/WNK3/KCNK5/SLC25A25/ATP8/PTPN3/SHROOM2/SCNN1G/SLC17A1/NCS1/ATP2B3/PCSK9/NOX5/WNK2/CCL19/SLC6A20/STAC2",28
"GO:0048871","BP","GO:0048871","multicellular organismal homeostasis","25/308","337/10313",2.53809756757711e-05,0.00447373092306092,0.00409048522109796,"ESRRB/ADGRV1/PRDM16/DBH/WNK3/HOMER2/FOXC1/CDH3/ACACB/KSR2/ALB/SCNN1G/AZGP1/MYO5B/TULP1/CA2/FA2H/CRB2/IGF1R/RAC3/METRNL/AQP3/ILDR2/CYP4F12/ADIPOQ",25
"GO:0048168","BP","GO:0048168","regulation of neuronal synaptic plasticity","6/308","22/10313",3.36545556918148e-05,0.00563545535059439,0.00515268960565733,"ZDHHC2/RAB3A/NEURL1/SYNGR1/KIT/CAMK2B",6
"GO:0098655","BP","GO:0098655","cation transmembrane transport","30/308","458/10313",4.27808258000564e-05,0.00682252312401851,0.00623806627831398,"CYTB/CACNA2D2/PLCG2/GNB5/KCNQ1/DPP6/RHCG/SLC9A2/NOS1/TPCN1/WNK1/SLC39A4/WNK3/KCNK5/SLC25A25/ATP8/PTPN3/SHROOM2/DLG2/SCNN1G/SLC25A48/SLC17A1/NCS1/ATP2B3/PCSK9/NOX5/WNK2/CCL19/SLC6A20/STAC2",30
"GO:0042730","BP","GO:0042730","fibrinolysis","6/308","24/10313",5.77223013232376e-05,0.0087869085059783,0.0080341710310669,"F11/PLAT/GP1BA/F12/APOH/PLG",6
"GO:0015850","BP","GO:0015850","organic hydroxy compound transport","15/308","156/10313",6.43509033564877e-05,0.00900143674053127,0.00823032153453677,"NOS1/SYT7/GRAMD1B/CEACAM1/AQP7/GRAMD1C/APOM/RAB3A/LDLR/CXCL12/SLC22A3/AQP3/PCSK9/APOC3/ADIPOQ",15
"GO:0009991","BP","GO:0009991","response to extracellular stimulus","24/308","335/10313",6.45071608757093e-05,0.00900143674053127,0.00823032153453677,"CYTB/GABARAPL1/SLC39A4/VDR/SLC25A25/ACACB/SERPINC1/WNT9B/ALB/CAT/NUAK2/PROX1/ACVR1C/LDLR/WNT11/PAX2/SNAI2/SLC22A3/UGT1A1/AQP3/PCSK9/BCHE/CBS/ADIPOQ",24
"GO:0031667","BP","GO:0031667","response to nutrient levels","23/308","316/10313",7.2140155286469e-05,0.00966389520217539,0.00883602996750898,"CYTB/GABARAPL1/SLC39A4/VDR/SLC25A25/ACACB/SERPINC1/WNT9B/ALB/CAT/NUAK2/PROX1/ACVR1C/LDLR/WNT11/PAX2/SNAI2/SLC22A3/UGT1A1/AQP3/PCSK9/BCHE/ADIPOQ",23
"GO:0007596","BP","GO:0007596","blood coagulation","19/308","256/10313",0.00023937488855478,0.0302663774965882,0.0276735843024863,"PLCG2/SLC4A1/TYRO3/KNG1/ADAMTS13/ST3GAL4/F11/SERPINC1/CEACAM1/PROC/PLAT/GP1BA/F12/APOH/PLG/PDGFRA/VTN/FBLN1/HGFAC",19
"GO:0050817","BP","GO:0050817","coagulation","19/308","257/10313",0.000251600586429905,0.0302663774965882,0.0276735843024863,"PLCG2/SLC4A1/TYRO3/KNG1/ADAMTS13/ST3GAL4/F11/SERPINC1/CEACAM1/PROC/PLAT/GP1BA/F12/APOH/PLG/PDGFRA/VTN/FBLN1/HGFAC",19
"GO:0001895","BP","GO:0001895","retina homeostasis","7/308","43/10313",0.000253048244223491,0.0302663774965882,0.0276735843024863,"ESRRB/ADGRV1/CDH3/ALB/AZGP1/TULP1/CRB2",7
"GO:0007599","BP","GO:0007599","hemostasis","19/308","259/10313",0.000277701004301623,0.0320696780484874,0.0293224036846977,"PLCG2/SLC4A1/TYRO3/KNG1/ADAMTS13/ST3GAL4/F11/SERPINC1/CEACAM1/PROC/PLAT/GP1BA/F12/APOH/PLG/PDGFRA/VTN/FBLN1/HGFAC",19
"GO:0006814","BP","GO:0006814","sodium ion transport","12/308","124/10313",0.000325209979528979,0.0353761381677881,0.0323456132797207,"SLC9A2/NOS1/TPCN1/WNK1/WNK3/PTPN3/SHROOM2/SCNN1G/SLC17A1/PCSK9/WNK2/SLC6A20",12
"GO:0010876","BP","GO:0010876","lipid localization","22/308","328/10313",0.00033199275792127,0.0353761381677881,0.0323456132797207,"SLC4A1/SYT7/SGPP1/GRAMD1B/ACACB/CEACAM1/GRAMD1C/APOM/RAB3A/APOH/CDS1/ACVR1C/LDLR/APOD/LPA/MEST/APOF/ABCA9/PCSK9/ABCA6/APOC3/ADIPOQ",22
"GO:0050801","BP","GO:0050801","ion homeostasis","27/308","443/10313",0.000338022221967518,0.0353761381677881,0.0323456132797207,"PLCG2/RHCG/SLC4A1/SLC9A2/NOS1/TPCN1/WNK1/KNG1/SLC39A4/WNK3/PTPN3/PLCZ1/SYPL2/SCNN1G/GOT1/C7/CA2/S100A14/PDGFRA/NCS1/CXCL12/ATP2B3/SLC4A3/NOX5/WNK2/CYP4F12/CCL19",27
"GO:0045833","BP","GO:0045833","negative regulation of lipid metabolic process","8/308","61/10313",0.000429160799552775,0.0422723387559483,0.0386510453838706,"SCAP/ACACB/CEACAM1/PROX1/APOD/SNAI2/UGT1A1/APOC3",8
"GO:0062014","BP","GO:0062014","negative regulation of small molecule metabolic process","8/308","61/10313",0.000429160799552775,0.0422723387559483,0.0386510453838706,"SCAP/SLC4A1/ACACB/CEACAM1/PROX1/SNAI2/APOC3/ADIPOQ",8
"GO:0048169","BP","GO:0048169","regulation of long-term neuronal synaptic plasticity","4/308","14/10313",0.000616054415010847,0.057310173218648,0.0524006518498992,"NEURL1/SYNGR1/KIT/CAMK2B",4
"GO:0051917","BP","GO:0051917","regulation of fibrinolysis","4/308","14/10313",0.000616054415010847,0.057310173218648,0.0524006518498992,"F11/F12/APOH/PLG",4
"GO:0042060","BP","GO:0042060","wound healing","24/308","391/10313",0.000653825764012353,0.0586508457984786,0.0536264746515925,"PLCG2/SLC4A1/TYRO3/KNG1/SYT7/ADAMTS13/ST3GAL4/F11/ARHGAP24/CDH3/SERPINC1/CEACAM1/PROC/PLAT/GP1BA/RAB3A/F12/APOH/PLG/PDGFRA/VTN/AJAP1/FBLN1/HGFAC",24
"GO:0099537","BP","GO:0099537","trans-synaptic signaling","20/308","300/10313",0.000665491830499309,0.0586508457984786,0.0536264746515925,"IGSF11/NOS1/SYT7/TPRG1L/DBH/CADPS2/CLSTN2/BSN/DLG2/ZDHHC2/RAB3A/PCLO/NEURL1/RAC3/SYNGR1/NCS1/KIT/CAMK2B/BCHE/ADIPOQ",20
"GO:0008202","BP","GO:0008202","steroid metabolic process","16/308","216/10313",0.000751196180067832,0.0624470207384061,0.057097447259362,"SCAP/TM7SF2/VDR/HSD3B1/ACACB/CAT/PROX1/PDGFRA/KIT/LDLR/UGT1A7/SNAI2/UGT1A1/APOF/SULT1A2/PCSK9",16
"GO:0030001","BP","GO:0030001","metal ion transport","18/308","259/10313",0.000760142755364765,0.0624470207384061,0.057097447259362,"CACNA2D2/PLCG2/GNB5/KCNQ1/NOS1/TPCN1/SLC39A4/WNK3/KCNK5/HOMER2/SLC25A25/PLCZ1/NCS1/CXCL12/ATP2B3/CAMK2B/CCL19/STAC2",18
"GO:0030856","BP","GO:0030856","regulation of epithelial cell differentiation","9/308","83/10313",0.000794021931207452,0.0624470207384061,0.057097447259362,"VDR/SGPP1/FOXC1/CEACAM1/WNT9B/PROC/AJAP1/PAX2/AQP3",9
"GO:0010766","BP","GO:0010766","negative regulation of sodium ion transport","4/308","15/10313",0.000820444584201214,0.0624470207384061,0.057097447259362,"WNK1/WNK3/PCSK9/WNK2",4
"GO:0015872","BP","GO:0015872","dopamine transport","4/308","15/10313",0.000820444584201214,0.0624470207384061,0.057097447259362,"SYT7/RAB3A/CXCL12/SLC22A3",4
"GO:0045939","BP","GO:0045939","negative regulation of steroid metabolic process","4/308","15/10313",0.000820444584201214,0.0624470207384061,0.057097447259362,"SCAP/PROX1/SNAI2/UGT1A1",4
"GO:0017144","BP","GO:0017144","drug metabolic process","5/308","26/10313",0.000902608029232846,0.065713788910887,0.060084365149619,"NOS1/UGT1A7/UGT1A1/BCHE/CYP4F12",5
"GO:0050906","BP","GO:0050906","detection of stimulus involved in sensory perception","5/308","26/10313",0.000902608029232846,0.065713788910887,0.060084365149619,"ADGRV1/AZGP1/TULP1/KIT/CXCL12",5
"GO:0099536","BP","GO:0099536","synaptic signaling","20/308","313/10313",0.00112505950744498,0.0801664742645366,0.0732989497683636,"IGSF11/NOS1/SYT7/TPRG1L/DBH/CADPS2/CLSTN2/BSN/DLG2/ZDHHC2/RAB3A/PCLO/NEURL1/RAC3/SYNGR1/NCS1/KIT/CAMK2B/BCHE/ADIPOQ",20
"GO:0034765","BP","GO:0034765","regulation of ion transmembrane transport","18/308","269/10313",0.00117531584286457,0.0820027657865302,0.074977933923093,"CACNA2D2/PLCG2/GNB5/KCNQ1/DPP6/NOS1/TPCN1/WNK1/ITLN1/WNK3/KCNK5/PTPN3/DLG2/CA2/PCSK9/WNK2/ADIPOQ/STAC2",18
"GO:0006869","BP","GO:0006869","lipid transport","19/308","293/10313",0.00125326252256719,0.0843316804329264,0.0771073402521988,"SLC4A1/SYT7/SGPP1/GRAMD1B/ACACB/CEACAM1/GRAMD1C/APOM/RAB3A/APOH/LDLR/APOD/LPA/APOF/ABCA9/PCSK9/ABCA6/APOC3/ADIPOQ",19
"GO:0002686","BP","GO:0002686","negative regulation of leukocyte migration","5/308","28/10313",0.00128423878831868,0.0843316804329264,0.0771073402521988,"STAP1/C5/APOD/CXCL12/PADI2",5
"GO:0015844","BP","GO:0015844","monoamine transport","5/308","28/10313",0.00128423878831868,0.0843316804329264,0.0771073402521988,"NOS1/SYT7/RAB3A/CXCL12/SLC22A3",5
"GO:0007268","BP","GO:0007268","chemical synaptic transmission","19/308","295/10313",0.00135697967717871,0.0857457535636131,0.0784002756884382,"IGSF11/SYT7/TPRG1L/DBH/CADPS2/CLSTN2/BSN/DLG2/ZDHHC2/RAB3A/PCLO/NEURL1/RAC3/SYNGR1/NCS1/KIT/CAMK2B/BCHE/ADIPOQ",19
"GO:0098916","BP","GO:0098916","anterograde trans-synaptic signaling","19/308","295/10313",0.00135697967717871,0.0857457535636131,0.0784002756884382,"IGSF11/SYT7/TPRG1L/DBH/CADPS2/CLSTN2/BSN/DLG2/ZDHHC2/RAB3A/PCLO/NEURL1/RAC3/SYNGR1/NCS1/KIT/CAMK2B/BCHE/ADIPOQ",19
"GO:0034762","BP","GO:0034762","regulation of transmembrane transport","18/308","273/10313",0.00138867937531021,0.0861238375539611,0.0787459708143744,"CACNA2D2/PLCG2/GNB5/KCNQ1/DPP6/NOS1/TPCN1/WNK1/ITLN1/WNK3/KCNK5/PTPN3/DLG2/CA2/PCSK9/WNK2/ADIPOQ/STAC2",18
"GO:1902305","BP","GO:1902305","regulation of sodium ion transmembrane transport","6/308","43/10313",0.00162302965551928,0.0984779911297301,0.090041796041673,"NOS1/WNK1/WNK3/PTPN3/PCSK9/WNK2",6
"GO:0006816","BP","GO:0006816","calcium ion transport","15/308","211/10313",0.00164669080419973,0.0984779911297301,0.090041796041673,"CACNA2D2/PLCG2/GNB5/NOS1/TPCN1/WNK3/HOMER2/SLC25A25/PLCZ1/NCS1/CXCL12/ATP2B3/CAMK2B/CCL19/STAC2",15
"GO:0007423","BP","GO:0007423","sensory organ development","18/308","278/10313",0.00170086886928184,0.0989423235478353,0.0904663510555084,"ESRRB/ADGRV1/KCNQ1/MYOM2/FOXC1/SLC25A25/CECR2/SHROOM2/WNT9B/FOXI1/PROX1/TFAP2A/TULP1/CRB2/PDGFRA/KIT/PAX2/CHRDL1",18
"GO:1901381","BP","GO:1901381","positive regulation of potassium ion transmembrane transport","4/308","18/10313",0.00171354277867257,0.0989423235478353,0.0904663510555084,"KCNQ1/WNK1/WNK3/WNK2",4
"GO:0098742","BP","GO:0098742","cell-cell adhesion via plasma-membrane adhesion molecules","11/308","131/10313",0.00185201175990515,0.105125209896989,0.0961195755497608,"IGSF11/PCDH9/WNK1/CDH3/CLSTN2/CEACAM1/CDH9/CRB2/TENM2/UNC5D/ADIPOQ",11
"GO:0034764","BP","GO:0034764","positive regulation of transmembrane transport","10/308","113/10313",0.00200034213244404,0.106322752252491,0.097214529491127,"PLCG2/KCNQ1/NOS1/WNK1/ITLN1/WNK3/CA2/WNK2/ADIPOQ/STAC2",10
"GO:0034767","BP","GO:0034767","positive regulation of ion transmembrane transport","10/308","113/10313",0.00200034213244404,0.106322752252491,0.097214529491127,"PLCG2/KCNQ1/NOS1/WNK1/ITLN1/WNK3/CA2/WNK2/ADIPOQ/STAC2",10
"GO:0050731","BP","GO:0050731","positive regulation of peptidyl-tyrosine phosphorylation","10/308","113/10313",0.00200034213244404,0.106322752252491,0.097214529491127,"STAP1/ERBB4/IL11/AFAP1L2/BTC/NEURL1/KIT/VTN/IGF2/ADIPOQ",10
"GO:0001894","BP","GO:0001894","tissue homeostasis","13/308","173/10313",0.00203131891501687,0.106322752252491,0.097214529491127,"ESRRB/ADGRV1/WNK3/HOMER2/FOXC1/CDH3/ALB/AZGP1/TULP1/CA2/CRB2/RAC3/ILDR2",13
"GO:0051055","BP","GO:0051055","negative regulation of lipid biosynthetic process","5/308","31/10313",0.00206359477348817,0.106322752252491,0.097214529491127,"SCAP/CEACAM1/PROX1/SNAI2/APOC3",5
"GO:0070098","BP","GO:0070098","chemokine-mediated signaling pathway","5/308","31/10313",0.00206359477348817,0.106322752252491,0.097214529491127,"WNK1/FOXC1/CXCL12/PADI2/CCL19",5
"GO:0043266","BP","GO:0043266","regulation of potassium ion transport","6/308","46/10313",0.00231391800829607,0.11059978165158,0.101125163780059,"KCNQ1/DPP6/NOS1/WNK1/WNK3/WNK2",6
"GO:0007600","BP","GO:0007600","sensory perception","14/308","197/10313",0.00233735069079331,0.11059978165158,0.101125163780059,"ADGRV1/KCNQ1/HOMER2/CDH3/SCNN1G/AZGP1/TFAP2A/RAB3A/TULP1/KIT/CXCL12/PAX2/SNAI2/LUM",14
"GO:0050808","BP","GO:0050808","synapse organization","16/308","241/10313",0.00235591624911616,0.11059978165158,0.101125163780059,"ERBB4/ARHGAP39/CLSTN2/BSN/ZDHHC2/RAB3A/CDH9/LGI2/IGF1R/PCLO/NEURL1/KIF1A/PDZRN3/ELFN1/CAMK2B/CTNNA2",16
"GO:0055080","BP","GO:0055080","cation homeostasis","23/308","406/10313",0.00242105735362417,0.11059978165158,0.101125163780059,"PLCG2/RHCG/SLC4A1/SLC9A2/NOS1/TPCN1/KNG1/SLC39A4/PLCZ1/SYPL2/SCNN1G/GOT1/C7/CA2/S100A14/PDGFRA/NCS1/CXCL12/ATP2B3/SLC4A3/NOX5/CYP4F12/CCL19",23
"GO:1901615","BP","GO:1901615","organic hydroxy compound metabolic process","22/308","382/10313",0.00244532450772936,0.11059978165158,0.101125163780059,"SCAP/PLCG2/TM7SF2/DBH/VDR/SGPP1/ACSS2/CDH3/ACACB/PLCZ1/CAT/GOT1/PROX1/DEGS2/KIT/LDLR/TTR/SNAI2/APOF/SULT1A2/PCSK9/CYP4F12",22
"GO:0030194","BP","GO:0030194","positive regulation of blood coagulation","4/308","20/10313",0.00258835764342535,0.11059978165158,0.101125163780059,"ST3GAL4/F12/APOH/PLG",4
"GO:1900048","BP","GO:1900048","positive regulation of hemostasis","4/308","20/10313",0.00258835764342535,0.11059978165158,0.101125163780059,"ST3GAL4/F12/APOH/PLG",4
"GO:1902307","BP","GO:1902307","positive regulation of sodium ion transmembrane transport","4/308","20/10313",0.00258835764342535,0.11059978165158,0.101125163780059,"NOS1/WNK1/WNK3/WNK2",4
"GO:0050954","BP","GO:0050954","sensory perception of mechanical stimulus","8/308","80/10313",0.00259104216940624,0.11059978165158,0.101125163780059,"ADGRV1/KCNQ1/HOMER2/TFAP2A/RAB3A/KIT/CXCL12/SNAI2",8
"GO:0051147","BP","GO:0051147","regulation of muscle cell differentiation","8/308","80/10313",0.00259104216940624,0.11059978165158,0.101125163780059,"MYLK3/PROX1/RBPMS2/KIT/SOX6/PI16/CTNNA2/IGF2",8
"GO:0001822","BP","GO:0001822","kidney development","14/308","200/10313",0.00268608462923096,0.11059978165158,0.101125163780059,"CYP4A22/FOXC1/WNT9B/CAT/PROX1/TFAP2A/CA2/PDGFRA/WNT11/PAX2/PCSK9/ARG2/SERPINB7/ADIPOQ",14
"GO:0006833","BP","GO:0006833","water transport","3/308","10/10313",0.00270802690218858,0.11059978165158,0.101125163780059,"AQP7/AQP3/SLC14A1",3
"GO:0014046","BP","GO:0014046","dopamine secretion","3/308","10/10313",0.00270802690218858,0.11059978165158,0.101125163780059,"SYT7/RAB3A/CXCL12",3
"GO:0014059","BP","GO:0014059","regulation of dopamine secretion","3/308","10/10313",0.00270802690218858,0.11059978165158,0.101125163780059,"SYT7/RAB3A/CXCL12",3
"GO:0015697","BP","GO:0015697","quaternary ammonium group transport","3/308","10/10313",0.00270802690218858,0.11059978165158,0.101125163780059,"SLC25A48/SLC22A3/SLC6A20",3
"GO:0021602","BP","GO:0021602","cranial nerve morphogenesis","3/308","10/10313",0.00270802690218858,0.11059978165158,0.101125163780059,"TFAP2A/PLXNA4/PAX2",3
"GO:0072224","BP","GO:0072224","metanephric glomerulus development","3/308","10/10313",0.00270802690218858,0.11059978165158,0.101125163780059,"PDGFRA/PAX2/ADIPOQ",3
"GO:0009611","BP","GO:0009611","response to wounding","25/308","460/10313",0.00277507624539543,0.111972654769028,0.102380428634817,"PLCG2/SLC4A1/TYRO3/KNG1/SYT7/ADAMTS13/ST3GAL4/F11/ARHGAP24/CDH3/SERPINC1/CEACAM1/PROC/PLAT/GP1BA/RAB3A/F12/APOH/PLG/PDGFRA/VTN/APOD/AJAP1/FBLN1/HGFAC",25
"GO:0072001","BP","GO:0072001","renal system development","14/308","203/10313",0.00307657720780889,0.121620205813922,0.11120151458022,"CYP4A22/FOXC1/WNT9B/CAT/PROX1/TFAP2A/CA2/PDGFRA/WNT11/PAX2/PCSK9/ARG2/SERPINB7/ADIPOQ",14
"GO:0050820","BP","GO:0050820","positive regulation of coagulation","4/308","21/10313",0.00312312263362116,0.121620205813922,0.11120151458022,"ST3GAL4/F12/APOH/PLG",4
"GO:0051937","BP","GO:0051937","catecholamine transport","4/308","21/10313",0.00312312263362116,0.121620205813922,0.11120151458022,"SYT7/RAB3A/CXCL12/SLC22A3",4
"GO:0031638","BP","GO:0031638","zymogen activation","6/308","49/10313",0.00320586833895955,0.123407506519259,0.112835704755394,"F11/KLK1/PLAT/F12/APOH/HGFAC",6
"GO:0098771","BP","GO:0098771","inorganic ion homeostasis","23/308","417/10313",0.00338329363343894,0.127418750108045,0.11650332198592,"PLCG2/RHCG/SLC4A1/SLC9A2/NOS1/TPCN1/KNG1/SLC39A4/PLCZ1/SYPL2/SCNN1G/GOT1/C7/CA2/S100A14/PDGFRA/NCS1/CXCL12/ATP2B3/SLC4A3/NOX5/CYP4F12/CCL19",23
"GO:2000649","BP","GO:2000649","regulation of sodium ion transmembrane transporter activity","5/308","35/10313",0.0035771459216105,0.127418750108045,0.11650332198592,"WNK1/WNK3/PTPN3/PCSK9/WNK2",5
"GO:0043583","BP","GO:0043583","ear development","9/308","103/10313",0.00360967892987096,0.127418750108045,0.11650332198592,"ESRRB/ADGRV1/KCNQ1/CECR2/SHROOM2/FOXI1/PROX1/TFAP2A/PAX2",9
"GO:0099558","BP","GO:0099558","maintenance of synapse structure","3/308","11/10313",0.00364176648888994,0.127418750108045,0.11650332198592,"BSN/RAB3A/PCLO",3
"GO:0002526","BP","GO:0002526","acute inflammatory response","7/308","67/10313",0.00371114701454293,0.127418750108045,0.11650332198592,"DNASE1/MYLK3/AHSG/SERPINC1/F12/DNASE1L3/UGT1A1",7
"GO:0000737","BP","GO:0000737","DNA catabolic process, endonucleolytic","4/308","22/10313",0.00372858689477109,0.127418750108045,0.11650332198592,"DNASE1/CECR2/ENDOG/DNASE1L3",4
"GO:0008210","BP","GO:0008210","estrogen metabolic process","4/308","22/10313",0.00372858689477109,0.127418750108045,0.11650332198592,"HSD3B1/PDGFRA/UGT1A7/UGT1A1",4
"GO:0030262","BP","GO:0030262","apoptotic nuclear changes","4/308","22/10313",0.00372858689477109,0.127418750108045,0.11650332198592,"CECR2/ENDOG/ACVR1C/DNASE1L3",4
"GO:0031639","BP","GO:0031639","plasminogen activation","4/308","22/10313",0.00372858689477109,0.127418750108045,0.11650332198592,"F11/PLAT/F12/APOH",4
"GO:0034331","BP","GO:0034331","cell junction maintenance","4/308","22/10313",0.00372858689477109,0.127418750108045,0.11650332198592,"BSN/CAMSAP3/RAB3A/PCLO",4
"GO:0072210","BP","GO:0072210","metanephric nephron development","4/308","22/10313",0.00372858689477109,0.127418750108045,0.11650332198592,"WNT9B/PDGFRA/PAX2/ADIPOQ",4
"GO:1904064","BP","GO:1904064","positive regulation of cation transmembrane transport","7/308","68/10313",0.00403381039305648,0.136456878851981,0.124767192274336,"PLCG2/KCNQ1/NOS1/WNK1/WNK3/WNK2/STAC2",7
"GO:0010466","BP","GO:0010466","negative regulation of peptidase activity","12/308","166/10313",0.00409197214664282,0.136717997197349,0.125005941709886,"AHSG/KNG1/SERPINA4/SERPINC1/C5/FETUB/CRB2/VTN/PAX2/LPA/PI16/SERPINB7",12
"GO:0050920","BP","GO:0050920","regulation of chemotaxis","11/308","146/10313",0.00430890396081507,0.136717997197349,0.125005941709886,"STAP1/WNK1/SEMA6D/C5/S100A14/PDGFRA/PLXNA4/CXCL12/PADI2/SEMA3G/CCL19",11
"GO:0001657","BP","GO:0001657","ureteric bud development","6/308","52/10313",0.00433200345838801,0.136717997197349,0.125005941709886,"FOXC1/WNT9B/CAT/WNT11/PAX2/ARG2",6
"GO:0072163","BP","GO:0072163","mesonephric epithelium development","6/308","52/10313",0.00433200345838801,0.136717997197349,0.125005941709886,"FOXC1/WNT9B/CAT/WNT11/PAX2/ARG2",6
"GO:0072164","BP","GO:0072164","mesonephric tubule development","6/308","52/10313",0.00433200345838801,0.136717997197349,0.125005941709886,"FOXC1/WNT9B/CAT/WNT11/PAX2/ARG2",6
"GO:0015918","BP","GO:0015918","sterol transport","8/308","87/10313",0.00436612683890795,0.136717997197349,0.125005941709886,"SYT7/GRAMD1B/GRAMD1C/APOM/LDLR/PCSK9/APOC3/ADIPOQ",8
