"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0009083","BP","GO:0009083","branched-chain amino acid catabolic process","10/509","20/10313",9.28757007223653e-09,1.32154382486199e-06,1.17398144509586e-06,"ACAD8/ACADSB/DBT/IVD/ALDH6A1/BCKDHB/PPM1K/ACAT1/SLC25A44/HIBCH",10
"GO:0098655","BP","GO:0098655","cation transmembrane transport","52/509","458/10313",1.22378629562255e-08,1.6716920798204e-06,1.48503246483545e-06,"ATP6V1C2/GPD1L/SFXN2/ND5/LETM1/SPHK2/SLC7A8/ATP6V1B1/COX1/KCNJ10/NOS1AP/ATP5F1A/COX2/SLC5A2/ND4/ATP6/CRHBP/COX3/ATP6V0A4/HECW1/TACO1/SLC36A2/SLC3A2/SLC12A1/SLC12A6/TMEM38A/SLC34A1/SLC25A29/ATP6V0D2/CLCN5/SLC43A2/SLC30A2/LIME1/SLC2A9/TRPM4/SLC34A3/KCNJ15/ANK2/SLC9A3/ATP6V1G3/KCNJ16/SLC8A1/SLC6A19/SLC23A1/ATP6V1G2/SLC4A4/ANK3/SLC44A4/AQP1/SLC39A5/PDZK1/ADRA2A",52
"GO:0006544","BP","GO:0006544","glycine metabolic process","9/509","16/10313",1.35973234777522e-08,1.78595614140476e-06,1.58653790537983e-06,"AGXT/SDSL/GLDC/SHMT1/GCAT/PHGDH/GLYAT/RIDA/AGXT2",9
"GO:0010817","BP","GO:0010817","regulation of hormone levels","39/509","295/10313",1.52225854176192e-08,1.92537515559887e-06,1.71038951943776e-06,"HADH/PFKFB2/SLC25A5/CYP17A1/SLC7A8/PCK2/DIO1/CAMK2G/CRHBP/CASR/ADH6/RDH12/IYD/ALDH1A2/RDH11/SLC25A4/OXCT1/SFRP1/TFAP2B/RAB11FIP3/TRPM4/MME/PCSK1N/PRKCA/SLC16A10/SLC16A2/KLK6/UGT2B7/CRABP1/CRYM/HNF4A/VSNL1/ADH1B/CRABP2/ALDH8A1/UGT1A9/ADRA2A/UGT2B4/RBP4",39
"GO:0009068","BP","GO:0009068","aspartate family amino acid catabolic process","10/509","22/10313",2.97158697373993e-08,3.62427482690066e-06,3.2195916008716e-06,"HYKK/DLST/GCDH/ALDH7A1/SDSL/AASS/PIPOX/GCAT/CRYM/RIDA",10
"GO:0016042","BP","GO:0016042","lipid catabolic process","34/509","244/10313",3.55541444125922e-08,4.18680700582767e-06,3.7193119490777e-06,"ACAA1/HADH/ENPP6/PCCB/SLC27A4/PCK2/GCDH/IVD/ECHS1/PCCA/NAPEPLD/SMPD1/PHYH/ACAT1/PLA2G4F/ECI2/HAO2/FABP1/PLCXD3/CYP4A11/CRAT/ACADM/BDH2/CYP4F2/SLC27A2/CRABP1/LIPG/CYP4F3/HSD11B1/CPS1/HAO1/ANGPTL3/ADRA2A/CYP24A1",34
"GO:0009069","BP","GO:0009069","serine family amino acid metabolic process","12/509","36/10313",7.7586212689227e-08,8.83189721112368e-06,7.84573561299482e-06,"AGXT/SDSL/CTH/GLDC/SHMT1/DAO/PSAT1/GCAT/PHGDH/GLYAT/RIDA/AGXT2",12
"GO:0009062","BP","GO:0009062","fatty acid catabolic process","19/509","93/10313",1.01510953528891e-07,1.08404215212723e-05,9.62998992812108e-06,"ACAA1/HADH/PCCB/SLC27A4/PCK2/GCDH/IVD/ECHS1/PCCA/PHYH/ACAT1/ECI2/HAO2/FABP1/CRAT/ACADM/BDH2/SLC27A2/HAO1",19
"GO:0009636","BP","GO:0009636","response to toxic substance","27/509","174/10313",1.0157935246873e-07,1.08404215212723e-05,9.62998992812108e-06,"ALAD/SLC7A8/ASS1/FECH/BPHL/RDH12/IYD/SLC22A8/RDH11/MT1F/FABP1/MT1G/GCH1/SOD3/EPHX2/AKR7A3/GPX3/PDZD3/DDC/SLC23A1/GLYAT/MT1H/PDZK1/SDC1/CPS1/MT1E/MT1X",27
"GO:0098662","BP","GO:0098662","inorganic cation transmembrane transport","45/509","400/10313",1.63618224541523e-07,1.69320071760395e-05,1.50413946771506e-05,"ATP6V1C2/GPD1L/ND5/LETM1/SPHK2/ATP6V1B1/COX1/KCNJ10/NOS1AP/ATP5F1A/COX2/SLC5A2/ND4/ATP6/COX3/ATP6V0A4/HECW1/TACO1/SLC36A2/SLC3A2/SLC12A1/SLC12A6/TMEM38A/SLC34A1/ATP6V0D2/CLCN5/SLC30A2/LIME1/SLC2A9/TRPM4/SLC34A3/KCNJ15/ANK2/SLC9A3/ATP6V1G3/KCNJ16/SLC8A1/SLC6A19/SLC23A1/ATP6V1G2/SLC4A4/ANK3/AQP1/SLC39A5/ADRA2A",45
"GO:0006766","BP","GO:0006766","vitamin metabolic process","19/509","97/10313",2.05053287625684e-07,2.05957934482856e-05,1.82960859113691e-05,"PCCB/PCCA/BTD/ALDH1A2/SHMT1/PC/PSAT1/ENPP1/CYP4F2/SLC23A1/CRABP1/FOLR1/ALDH1L1/CYP4F3/CUBN/AMN/AOX1/SLC19A3/CYP24A1",19
"GO:0016053","BP","GO:0016053","organic acid biosynthetic process","33/509","251/10313",2.30210503076602e-07,2.20394783073643e-05,1.95785702340522e-05,"ASS1/AGXT/OSBPL6/SDSL/CTH/ALDH1A2/GATM/PLA2G4F/SHMT1/OAT/CYP4A11/AASS/PSAT1/HPGD/EPHX2/PTGDS/HOGA1/BHMT/ACSM3/PHGDH/GPT2/CYP8B1/SLC27A2/BHMT2/GPT/AGXT2/LIPG/MLXIPL/ACSM2B/UPB1/ALDH8A1/ACSM2A/CPS1",33
"GO:0044242","BP","GO:0044242","cellular lipid catabolic process","27/509","181/10313",2.3233417834996e-07,2.20394783073643e-05,1.95785702340522e-05,"ACAA1/HADH/ENPP6/PCCB/SLC27A4/PCK2/GCDH/IVD/ECHS1/PCCA/NAPEPLD/SMPD1/PHYH/ACAT1/PLA2G4F/ECI2/HAO2/FABP1/CRAT/ACADM/BDH2/SLC27A2/CRABP1/LIPG/CPS1/HAO1/ANGPTL3",27
"GO:0072521","BP","GO:0072521","purine-containing compound metabolic process","42/509","368/10313",2.91006419662732e-07,2.68591060310332e-05,2.38600427160169e-05,"PFKFB2/PDHA1/ACSF2/NUDT9/SPHK2/DLST/GCDH/ATP5F1A/ACOT11/PDHB/NT5C1A/AK3/COX2/ABHD14B/FBP1/ATP6/PDE1A/FHIT/ACOT2/PNP/ACAT1/HTD2/MAGI3/AHCY/SHMT1/SLC26A1/AASS/PIPOX/ENPP1/AK4/ENTPD5/PDZD3/ALDOB/ACSM3/SLC4A4/GLYAT/GPD1/PANK1/MLXIPL/ACSM2B/GDA/ACSM2A",42
"GO:0043648","BP","GO:0043648","dicarboxylic acid metabolic process","17/509","81/10313",3.1852197397648e-07,2.86250668718336e-05,2.54288179778453e-05,"ASS1/PCK2/DLST/L2HGDH/FH/PRODH2/PHYH/ADHFE1/ALDH5A1/SHMT1/OAT/HOGA1/QPRT/FTCD/GPT2/FOLR1/ALDH1L1",17
"GO:0006753","BP","GO:0006753","nucleoside phosphate metabolic process","47/509","440/10313",4.02859404022716e-07,3.52760221727583e-05,3.13371336678399e-05,"PFKFB2/PDHA1/ACSF2/NUDT9/SPHK2/DLST/GCDH/ATP5F1A/ACOT11/PDHB/NT5C1A/AK3/COX2/ABHD14B/FBP1/ATP6/AFMID/PDE1A/FHIT/ACOT2/SLC22A13/PNP/LHPP/ACAT1/HTD2/MAGI3/ASPDH/SLC26A1/AASS/PIPOX/ENPP1/AK4/ENTPD5/DPYS/PDZD3/ALDOB/ACSM3/QPRT/SLC4A4/GLYAT/GPD1/PANK1/MLXIPL/ACSM2B/UPB1/GDA/ACSM2A",47
"GO:0006554","BP","GO:0006554","lysine catabolic process","7/509","12/10313",4.37004118295283e-07,3.73092265994598e-05,3.31433123401844e-05,"HYKK/DLST/GCDH/ALDH7A1/AASS/PIPOX/CRYM",7
"GO:0006814","BP","GO:0006814","sodium ion transport","21/509","124/10313",6.1861338453731e-07,5.14135226243069e-05,4.56727355176859e-05,"GPD1L/ATP6V1B1/SLC5A2/HECW1/SLC3A2/SLC12A1/SLC5A11/SLC34A1/SLC13A2/TRPM4/SLC34A3/SLC9A3/UMOD/SLC13A3/SLC8A1/SLC6A19/SLC23A1/SLC4A4/ANK3/SLC5A12/SLC13A1",21
"GO:0006163","BP","GO:0006163","purine nucleotide metabolic process","40/509","352/10313",6.32318579859704e-07,5.14135226243069e-05,4.56727355176859e-05,"PFKFB2/PDHA1/ACSF2/NUDT9/SPHK2/DLST/GCDH/ATP5F1A/ACOT11/PDHB/NT5C1A/AK3/COX2/ABHD14B/FBP1/ATP6/PDE1A/FHIT/ACOT2/PNP/ACAT1/HTD2/MAGI3/SLC26A1/AASS/PIPOX/ENPP1/AK4/ENTPD5/PDZD3/ALDOB/ACSM3/SLC4A4/GLYAT/GPD1/PANK1/MLXIPL/ACSM2B/GDA/ACSM2A",40
"GO:0009117","BP","GO:0009117","nucleotide metabolic process","46/509","434/10313",6.73166914830932e-07,5.34619770732007e-05,4.74924614086351e-05,"PFKFB2/PDHA1/ACSF2/NUDT9/SPHK2/DLST/GCDH/ATP5F1A/ACOT11/PDHB/NT5C1A/AK3/COX2/ABHD14B/FBP1/ATP6/AFMID/PDE1A/FHIT/ACOT2/SLC22A13/PNP/ACAT1/HTD2/MAGI3/ASPDH/SLC26A1/AASS/PIPOX/ENPP1/AK4/ENTPD5/DPYS/PDZD3/ALDOB/ACSM3/QPRT/SLC4A4/GLYAT/GPD1/PANK1/MLXIPL/ACSM2B/UPB1/GDA/ACSM2A",46
"GO:0015698","BP","GO:0015698","inorganic anion transport","18/509","95/10313",7.20233052560575e-07,5.48788833033258e-05,4.87511571796825e-05,"SLC26A6/CASR/SLC25A10/CLIC5/SLC22A8/SLC12A1/SLC12A6/SLC34A1/SLC26A1/CLCN5/SLC34A3/ENPP1/ABCB1/SLC22A6/SLC4A4/ABCC6/SLC13A1/SLC22A11",18
"GO:0072001","BP","GO:0072001","renal system development","28/509","203/10313",7.23147803411321e-07,5.48788833033258e-05,4.87511571796825e-05,"CALB1/ASS1/MAGI2/STRA6/FGF1/GPC3/PTPRO/ALDH1A2/COL4A4/SLIT2/SLC34A1/CTSH/NPHS1/NPHS2/SFRP1/TFAP2B/CYP4A11/COL4A3/HPGD/MME/UMOD/FREM2/PBX1/FRAS1/NPNT/SDC1/DCN/RBP4",28
"GO:0006553","BP","GO:0006553","lysine metabolic process","7/509","13/10313",9.06614674829672e-07,6.7306285098768e-05,5.97909266100484e-05,"HYKK/DLST/GCDH/ALDH7A1/AASS/PIPOX/CRYM",7
"GO:0046394","BP","GO:0046394","carboxylic acid biosynthetic process","31/509","244/10313",1.14334188876667e-06,8.30242339576666e-05,7.37538236159344e-05,"ASS1/AGXT/OSBPL6/CTH/ALDH1A2/GATM/PLA2G4F/SHMT1/OAT/CYP4A11/AASS/PSAT1/HPGD/EPHX2/PTGDS/HOGA1/BHMT/ACSM3/PHGDH/GPT2/CYP8B1/SLC27A2/BHMT2/GPT/AGXT2/LIPG/MLXIPL/ACSM2B/UPB1/ALDH8A1/ACSM2A",31
"GO:1902600","BP","GO:1902600","proton transmembrane transport","19/509","108/10313",1.1669584860814e-06,8.30242339576666e-05,7.37538236159344e-05,"ATP6V1C2/ND5/SPHK2/ATP6V1B1/COX1/ATP5F1A/COX2/ND4/ATP6/COX3/ATP6V0A4/TACO1/SLC36A2/ATP6V0D2/CLCN5/SLC2A9/SLC9A3/ATP6V1G3/ATP6V1G2",19
"GO:0042445","BP","GO:0042445","hormone metabolic process","21/509","129/10313",1.2126383274079e-06,8.45134671040404e-05,7.50767703456406e-05,"CYP17A1/DIO1/ADH6/RDH12/IYD/ALDH1A2/RDH11/MME/PCSK1N/SLC16A10/SLC16A2/KLK6/UGT2B7/CRABP1/CRYM/ADH1B/CRABP2/ALDH8A1/UGT1A9/UGT2B4/RBP4",21
"GO:0001523","BP","GO:0001523","retinoid metabolic process","15/509","71/10313",1.44446613038028e-06,9.86570367049734e-05,8.76410818474943e-05,"STRA6/GPC3/ADH6/RDH12/NAPEPLD/ALDH1A2/RDH11/GPC4/CRABP1/ADH1B/SDC1/CRABP2/ALDH8A1/UGT1A9/RBP4",15
