"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0000075","BP","GO:0000075","cell cycle checkpoint","20/333","161/10313",2.24240899762112e-07,6.82711612093922e-05,6.36028733870719e-05,"DTL/KNTC1/BAX/WDR76/NDC80/BUB1/CDC45/BLM/RGCC/AURKB/BUB1B/GTSE1/EME1/DUSP1/MAD2L1/ZNF385A/AURKA/CCNB1/ZWINT/ORC1",20
"GO:0007093","BP","GO:0007093","mitotic cell cycle checkpoint","17/333","123/10313",3.98278993547142e-07,8.92111035868514e-05,8.31109713917516e-05,"KNTC1/BAX/NDC80/BUB1/BLM/RGCC/AURKB/BUB1B/GTSE1/EME1/DUSP1/MAD2L1/ZNF385A/AURKA/CCNB1/ZWINT/ORC1",17
"GO:0007094","BP","GO:0007094","mitotic spindle assembly checkpoint","9/333","32/10313",4.98361069882337e-07,8.92111035868514e-05,8.31109713917516e-05,"KNTC1/NDC80/BUB1/AURKB/BUB1B/DUSP1/MAD2L1/CCNB1/ZWINT",9
"GO:0031577","BP","GO:0031577","spindle checkpoint","9/333","32/10313",4.98361069882337e-07,8.92111035868514e-05,8.31109713917516e-05,"KNTC1/NDC80/BUB1/AURKB/BUB1B/DUSP1/MAD2L1/CCNB1/ZWINT",9
"GO:0071173","BP","GO:0071173","spindle assembly checkpoint","9/333","32/10313",4.98361069882337e-07,8.92111035868514e-05,8.31109713917516e-05,"KNTC1/NDC80/BUB1/AURKB/BUB1B/DUSP1/MAD2L1/CCNB1/ZWINT",9
"GO:0071174","BP","GO:0071174","mitotic spindle checkpoint","9/333","32/10313",4.98361069882337e-07,8.92111035868514e-05,8.31109713917516e-05,"KNTC1/NDC80/BUB1/AURKB/BUB1B/DUSP1/MAD2L1/CCNB1/ZWINT",9
"GO:0030071","BP","GO:0030071","regulation of mitotic metaphase/anaphase transition","11/333","51/10313",5.05365304754181e-07,8.92111035868514e-05,8.31109713917516e-05,"KNTC1/DLGAP5/NDC80/CENPE/BUB1/AURKB/BUB1B/DUSP1/MAD2L1/CCNB1/ZWINT",11
"GO:1902099","BP","GO:1902099","regulation of metaphase/anaphase transition of cell cycle","11/333","51/10313",5.05365304754181e-07,8.92111035868514e-05,8.31109713917516e-05,"KNTC1/DLGAP5/NDC80/CENPE/BUB1/AURKB/BUB1B/DUSP1/MAD2L1/CCNB1/ZWINT",11
"GO:0033046","BP","GO:0033046","negative regulation of sister chromatid segregation","9/333","33/10313",6.65953296408266e-07,8.92111035868514e-05,8.31109713917516e-05,"KNTC1/NDC80/BUB1/AURKB/BUB1B/DUSP1/MAD2L1/CCNB1/ZWINT",9
"GO:0033048","BP","GO:0033048","negative regulation of mitotic sister chromatid segregation","9/333","33/10313",6.65953296408266e-07,8.92111035868514e-05,8.31109713917516e-05,"KNTC1/NDC80/BUB1/AURKB/BUB1B/DUSP1/MAD2L1/CCNB1/ZWINT",9
"GO:0045841","BP","GO:0045841","negative regulation of mitotic metaphase/anaphase transition","9/333","33/10313",6.65953296408266e-07,8.92111035868514e-05,8.31109713917516e-05,"KNTC1/NDC80/BUB1/AURKB/BUB1B/DUSP1/MAD2L1/CCNB1/ZWINT",9
"GO:0051985","BP","GO:0051985","negative regulation of chromosome segregation","9/333","33/10313",6.65953296408266e-07,8.92111035868514e-05,8.31109713917516e-05,"KNTC1/NDC80/BUB1/AURKB/BUB1B/DUSP1/MAD2L1/CCNB1/ZWINT",9
"GO:1902100","BP","GO:1902100","negative regulation of metaphase/anaphase transition of cell cycle","9/333","33/10313",6.65953296408266e-07,8.92111035868514e-05,8.31109713917516e-05,"KNTC1/NDC80/BUB1/AURKB/BUB1B/DUSP1/MAD2L1/CCNB1/ZWINT",9
"GO:1905819","BP","GO:1905819","negative regulation of chromosome separation","9/333","33/10313",6.65953296408266e-07,8.92111035868514e-05,8.31109713917516e-05,"KNTC1/NDC80/BUB1/AURKB/BUB1B/DUSP1/MAD2L1/CCNB1/ZWINT",9
"GO:2000816","BP","GO:2000816","negative regulation of mitotic sister chromatid separation","9/333","33/10313",6.65953296408266e-07,8.92111035868514e-05,8.31109713917516e-05,"KNTC1/NDC80/BUB1/AURKB/BUB1B/DUSP1/MAD2L1/CCNB1/ZWINT",9
"GO:0007091","BP","GO:0007091","metaphase/anaphase transition of mitotic cell cycle","11/333","53/10313",7.63382535595502e-07,9.13060039896191e-05,8.50626253949273e-05,"KNTC1/DLGAP5/NDC80/CENPE/BUB1/AURKB/BUB1B/DUSP1/MAD2L1/CCNB1/ZWINT",11
"GO:0010965","BP","GO:0010965","regulation of mitotic sister chromatid separation","11/333","53/10313",7.63382535595502e-07,9.13060039896191e-05,8.50626253949273e-05,"KNTC1/DLGAP5/NDC80/CENPE/BUB1/AURKB/BUB1B/DUSP1/MAD2L1/CCNB1/ZWINT",11
"GO:0044784","BP","GO:0044784","metaphase/anaphase transition of cell cycle","11/333","53/10313",7.63382535595502e-07,9.13060039896191e-05,8.50626253949273e-05,"KNTC1/DLGAP5/NDC80/CENPE/BUB1/AURKB/BUB1B/DUSP1/MAD2L1/CCNB1/ZWINT",11
"GO:0051306","BP","GO:0051306","mitotic sister chromatid separation","11/333","55/10313",1.13103566623009e-06,0.00013061511883464,0.000121683837194409,"KNTC1/DLGAP5/NDC80/CENPE/BUB1/AURKB/BUB1B/DUSP1/MAD2L1/CCNB1/ZWINT",11
"GO:0033045","BP","GO:0033045","regulation of sister chromatid segregation","11/333","56/10313",1.36742728504756e-06,0.000152650465920809,0.000142212437644946,"KNTC1/DLGAP5/NDC80/CENPE/BUB1/AURKB/BUB1B/DUSP1/MAD2L1/CCNB1/ZWINT",11
"GO:0033047","BP","GO:0033047","regulation of mitotic sister chromatid segregation","9/333","36/10313",1.49219410797475e-06,0.000161205098955079,0.000150182116673588,"KNTC1/NDC80/BUB1/AURKB/BUB1B/DUSP1/MAD2L1/CCNB1/ZWINT",9
"GO:1905818","BP","GO:1905818","regulation of chromosome separation","11/333","57/10313",1.64617401802163e-06,0.000172282399573577,0.000160501966757109,"KNTC1/DLGAP5/NDC80/CENPE/BUB1/AURKB/BUB1B/DUSP1/MAD2L1/CCNB1/ZWINT",11
"GO:0051983","BP","GO:0051983","regulation of chromosome segregation","12/333","69/10313",1.77492410621907e-06,0.000180127903991747,0.000167811006406166,"KNTC1/DLGAP5/NDC80/CENPE/BUB1/AURKB/BUB1B/KIF2C/DUSP1/MAD2L1/CCNB1/ZWINT",12
"GO:0051304","BP","GO:0051304","chromosome separation","12/333","70/10313",2.08091100236788e-06,0.000204969733733236,0.000190954186099641,"KNTC1/DLGAP5/NDC80/CENPE/BUB1/AURKB/BUB1B/EME1/DUSP1/MAD2L1/CCNB1/ZWINT",12
"GO:0045839","BP","GO:0045839","negative regulation of mitotic nuclear division","9/333","38/10313",2.44048537364594e-06,0.00023351958618115,0.000217551839022152,"KNTC1/NDC80/BUB1/AURKB/BUB1B/DUSP1/MAD2L1/CCNB1/ZWINT",9
"GO:0051784","BP","GO:0051784","negative regulation of nuclear division","9/333","40/10313",3.86680269325365e-06,0.000359720061658513,0.000335122900081983,"KNTC1/NDC80/BUB1/AURKB/BUB1B/DUSP1/MAD2L1/CCNB1/ZWINT",9
"GO:0045047","BP","GO:0045047","protein targeting to ER","14/333","106/10313",7.33717599957198e-06,0.000646823870341237,0.000602594946391359,"RPS19/RPL18A/RPL17/SEC61G/RPS11/RPS14/RPS25/RPLP0/RPL37A/RPS2/RPS27/RPS5/RPL18/RPL36",14
"GO:0006614","BP","GO:0006614","SRP-dependent cotranslational protein targeting to membrane","13/333","92/10313",7.33929742399732e-06,0.000646823870341237,0.000602594946391359,"RPS19/RPL18A/RPL17/RPS11/RPS14/RPS25/RPLP0/RPL37A/RPS2/RPS27/RPS5/RPL18/RPL36",13
"GO:0072599","BP","GO:0072599","establishment of protein localization to endoplasmic reticulum","14/333","109/10313",1.01965488456179e-05,0.000875595950871137,0.000815723907649432,"RPS19/RPL18A/RPL17/SEC61G/RPS11/RPS14/RPS25/RPLP0/RPL37A/RPS2/RPS27/RPS5/RPL18/RPL36",14
"GO:0006613","BP","GO:0006613","cotranslational protein targeting to membrane","13/333","96/10313",1.18115670032322e-05,0.000988923447345614,0.00092130222625211,"RPS19/RPL18A/RPL17/RPS11/RPS14/RPS25/RPLP0/RPL37A/RPS2/RPS27/RPS5/RPL18/RPL36",13
"GO:0007346","BP","GO:0007346","regulation of mitotic cell cycle","31/333","437/10313",3.10794074350477e-05,0.00253865696341402,0.00236506710237436,"CDKN2A/BRCA2/DTL/NUSAP1/KNTC1/BAX/DLGAP5/KIF14/NDC80/CENPE/BUB1/PKMYT1/BLM/RGCC/AURKB/BUB1B/GTSE1/EME1/HAUS6/KIF20B/DUSP1/BTG1/MAD2L1/HMMR/CEP250/ZNF385A/CCND2/AURKA/CCNB1/ZWINT/ORC1",31
"GO:0008608","BP","GO:0008608","attachment of spindle microtubules to kinetochore","7/333","30/10313",3.68380467829764e-05,0.00293739568276638,0.00273654061816396,"NDC80/CENPE/AURKB/NUF2/KIF2C/CCNB1/ECT2",7
"GO:0044772","BP","GO:0044772","mitotic cell cycle phase transition","31/333","444/10313",4.21219897326915e-05,0.00328061729336707,0.00305629320851157,"CDKN2A/DTL/KNTC1/BAX/DLGAP5/KIF14/NDC80/CENPE/BUB1/CDC45/PKMYT1/BLM/RGCC/AURKB/CCNA2/BUB1B/GTSE1/HAUS6/DUSP1/MAD2L1/HMMR/CEP250/FBXL8/ZNF385A/CCND2/FOXM1/CCNB2/AURKA/CCNB1/ZWINT/ORC1",31
"GO:0044770","BP","GO:0044770","cell cycle phase transition","32/333","469/10313",4.93633388976164e-05,0.00375722322654812,0.00350030948546734,"CDKN2A/DTL/KNTC1/BAX/DLGAP5/KIF14/NDC80/CENPE/BUB1/CDC45/PKMYT1/BLM/RGCC/AURKB/CCNA2/BUB1B/GTSE1/HAUS6/DUSP1/MAD2L1/HMMR/CEP250/FBXL8/ZNF385A/CCND2/FOXM1/CCNB2/AURKA/CCNB1/ZWINT/ORC1/PLPP2",32
"GO:1901987","BP","GO:1901987","regulation of cell cycle phase transition","26/333","345/10313",5.08128642846101e-05,0.00378160627753687,0.0035230252570663,"CDKN2A/DTL/KNTC1/BAX/DLGAP5/KIF14/NDC80/CENPE/BUB1/BLM/RGCC/AURKB/BUB1B/GTSE1/HAUS6/DUSP1/MAD2L1/HMMR/CEP250/ZNF385A/CCND2/AURKA/CCNB1/ZWINT/ORC1/PLPP2",26
"GO:0051315","BP","GO:0051315","attachment of mitotic spindle microtubules to kinetochore","5/333","14/10313",5.36213707986508e-05,0.00390386893053656,0.00363692775851719,"NDC80/CENPE/AURKB/NUF2/KIF2C",5
"GO:1901988","BP","GO:1901988","negative regulation of cell cycle phase transition","18/333","194/10313",5.50112121947654e-05,0.00391984148170786,0.00365180812867379,"CDKN2A/DTL/KNTC1/BAX/NDC80/BUB1/BLM/RGCC/AURKB/BUB1B/GTSE1/DUSP1/MAD2L1/ZNF385A/AURKA/CCNB1/ZWINT/ORC1",18
"GO:0000226","BP","GO:0000226","microtubule cytoskeleton organization","29/333","409/10313",5.69534972173134e-05,0.00397369296209964,0.00370197731912537,"BRCA2/NUSAP1/ASPM/TUBA1B/DLGAP5/KIF4A/NDC80/CENPE/KIF18B/AURKB/KIF20A/PCLAF/SKA1/NUF2/KIF2C/KIF11/HAUS6/FIGNL1/WDR62/DNAJB13/MAD2L1/TRIM36/SPRY1/CEP250/FES/CCNB2/AURKA/CCNB1/TUBB3",29
"GO:1901990","BP","GO:1901990","regulation of mitotic cell cycle phase transition","25/333","328/10313",5.90838791237651e-05,0.00403820226909162,0.00376207556869688,"CDKN2A/DTL/KNTC1/BAX/DLGAP5/KIF14/NDC80/CENPE/BUB1/BLM/RGCC/AURKB/BUB1B/GTSE1/HAUS6/DUSP1/MAD2L1/HMMR/CEP250/ZNF385A/CCND2/AURKA/CCNB1/ZWINT/ORC1",25
"GO:0070972","BP","GO:0070972","protein localization to endoplasmic reticulum","14/333","130/10313",7.54455332489434e-05,0.00505334181701423,0.00470780127473407,"RPS19/RPL18A/RPL17/SEC61G/RPS11/RPS14/RPS25/RPLP0/RPL37A/RPS2/RPS27/RPS5/RPL18/RPL36",14
"GO:0000184","BP","GO:0000184","nuclear-transcribed mRNA catabolic process, nonsense-mediated decay","13/333","115/10313",8.23761021762651e-05,0.00530533781131369,0.00494256613057591,"RPS19/RPL18A/RPL17/RPS11/RPS14/RPS25/RPLP0/RPL37A/RPS2/RPS27/RPS5/RPL18/RPL36",13
"GO:1902850","BP","GO:1902850","microtubule cytoskeleton organization involved in mitosis","13/333","115/10313",8.23761021762651e-05,0.00530533781131369,0.00494256613057591,"NUSAP1/DLGAP5/KIF4A/NDC80/CENPE/AURKB/NUF2/KIF11/WDR62/MAD2L1/SPRY1/AURKA/CCNB1",13
"GO:0007080","BP","GO:0007080","mitotic metaphase plate congression","8/333","46/10313",9.69926848596677e-05,0.00612883965273636,0.00570975805211628,"KIF14/NDC80/CENPE/AURKB/NUF2/KIF2C/CDCA8/CCNB1",8
"GO:0034508","BP","GO:0034508","centromere complex assembly","7/333","35/10313",0.000105897343106749,0.00648603690430842,0.00604253064838527,"CENPK/CENPU/MIS18BP1/DLGAP5/CENPE/HJURP/OIP5",7
"GO:1901991","BP","GO:1901991","negative regulation of mitotic cell cycle phase transition","17/333","186/10313",0.000106518969763202,0.00648603690430842,0.00604253064838527,"CDKN2A/KNTC1/BAX/NDC80/BUB1/BLM/RGCC/AURKB/BUB1B/GTSE1/DUSP1/MAD2L1/ZNF385A/AURKA/CCNB1/ZWINT/ORC1",17
"GO:0045930","BP","GO:0045930","negative regulation of mitotic cell cycle","19/333","229/10313",0.000154481427024918,0.00923854105547234,0.00860682236281687,"CDKN2A/KNTC1/BAX/NDC80/BUB1/BLM/RGCC/AURKB/BUB1B/GTSE1/EME1/DUSP1/BTG1/MAD2L1/ZNF385A/AURKA/CCNB1/ZWINT/ORC1",19
"GO:0000079","BP","GO:0000079","regulation of cyclin-dependent protein serine/threonine kinase activity","9/333","63/10313",0.000174099458051179,0.0100527428450586,0.00936535015723584,"CDKN2A/PKMYT1/BLM/RGCC/CCNA2/CEBPA/CCND2/CCNB2/CCNB1",9
"GO:0019730","BP","GO:0019730","antimicrobial humoral response","9/333","63/10313",0.000174099458051179,0.0100527428450586,0.00936535015723584,"RPS19/CXCL10/LYZ/CXCL5/RARRES2/CLU/PRSS2/FGA/DEFA3",9
"GO:0051383","BP","GO:0051383","kinetochore organization","5/333","18/10313",0.000206264268820832,0.0117081192589994,0.0109075342156101,"CENPK/DLGAP5/NDC80/CENPE/NUF2",5
"GO:0051303","BP","GO:0051303","establishment of chromosome localization","9/333","66/10313",0.000250105347664691,0.0135097227311137,0.0125859465276425,"DLGAP5/KIF14/NDC80/CENPE/AURKB/NUF2/KIF2C/CDCA8/CCNB1",9
"GO:0140013","BP","GO:0140013","meiotic nuclear division","9/333","66/10313",0.000250105347664691,0.0135097227311137,0.0125859465276425,"BRCA2/BUB1/NUF2/BUB1B/EME1/FIGNL1/SGO2/CCNB2/AURKA",9
"GO:1904029","BP","GO:1904029","regulation of cyclin-dependent protein kinase activity","9/333","66/10313",0.000250105347664691,0.0135097227311137,0.0125859465276425,"CDKN2A/PKMYT1/BLM/RGCC/CCNA2/CEBPA/CCND2/CCNB2/CCNB1",9
"GO:0090231","BP","GO:0090231","regulation of spindle checkpoint","4/333","11/10313",0.000294286936126438,0.0151625684474991,0.014125772934069,"NDC80/DUSP1/MAD2L1/CCNB1",4
"GO:0090266","BP","GO:0090266","regulation of mitotic cell cycle spindle assembly checkpoint","4/333","11/10313",0.000294286936126438,0.0151625684474991,0.014125772934069,"NDC80/DUSP1/MAD2L1/CCNB1",4
"GO:1903504","BP","GO:1903504","regulation of mitotic spindle checkpoint","4/333","11/10313",0.000294286936126438,0.0151625684474991,0.014125772934069,"NDC80/DUSP1/MAD2L1/CCNB1",4
"GO:0050000","BP","GO:0050000","chromosome localization","9/333","68/10313",0.000314669508034932,0.0159670936728634,0.0148752858343786,"DLGAP5/KIF14/NDC80/CENPE/AURKB/NUF2/KIF2C/CDCA8/CCNB1",9
"GO:0007051","BP","GO:0007051","spindle organization","14/333","150/10313",0.000345803546463447,0.0172850160762102,0.0161030905218799,"ASPM/DLGAP5/KIF4A/NDC80/CENPE/AURKB/NUF2/KIF11/HAUS6/WDR62/TRIM36/CCNB2/AURKA/CCNB1",14
"GO:0090068","BP","GO:0090068","positive regulation of cell cycle process","16/333","188/10313",0.00038214288363871,0.0188205370192065,0.0175336146610702,"DTL/NUSAP1/BAX/DLGAP5/KIF14/NDC80/RGCC/AURKB/GTSE1/KIF20B/MAD2L1/ZNF385A/CCND2/AURKA/CCNB1/ECT2",16
"GO:0065004","BP","GO:0065004","protein-DNA complex assembly","13/333","136/10313",0.000444221244137475,0.0212819684974075,0.0198267368503767,"CENPK/CENPU/MIS18BP1/DLGAP5/ASF1B/CENPE/CDC45/TCF4/POLR1E/HJURP/OIP5/CHAF1B/SETSIP",13
"GO:0006334","BP","GO:0006334","nucleosome assembly","8/333","57/10313",0.000451185357813059,0.0212819684974075,0.0198267368503767,"CENPK/CENPU/MIS18BP1/ASF1B/HJURP/OIP5/CHAF1B/SETSIP",8
"GO:0051310","BP","GO:0051310","metaphase plate congression","8/333","57/10313",0.000451185357813059,0.0212819684974075,0.0198267368503767,"KIF14/NDC80/CENPE/AURKB/NUF2/KIF2C/CDCA8/CCNB1",8
"GO:0006336","BP","GO:0006336","DNA replication-independent nucleosome assembly","6/333","32/10313",0.000482271070047587,0.022432302966519,0.0208984130353954,"CENPK/CENPU/MIS18BP1/ASF1B/HJURP/OIP5",6
"GO:0031570","BP","GO:0031570","DNA integrity checkpoint","12/333","121/10313",0.000524584466329917,0.0240662106539574,0.0224205963691691,"DTL/BAX/WDR76/CDC45/BLM/RGCC/GTSE1/EME1/ZNF385A/AURKA/CCNB1/ORC1",12
"GO:2001251","BP","GO:2001251","negative regulation of chromosome organization","9/333","73/10313",0.000538219059264521,0.0243580490469849,0.0226924792554771,"KNTC1/NDC80/BUB1/AURKB/BUB1B/DUSP1/MAD2L1/CCNB1/ZWINT",9
"GO:0034724","BP","GO:0034724","DNA replication-independent nucleosome organization","6/333","33/10313",0.00057363843550008,0.0256148682731969,0.0238633589168033,"CENPK/CENPU/MIS18BP1/ASF1B/HJURP/OIP5",6
"GO:0006023","BP","GO:0006023","aminoglycan biosynthetic process","9/333","75/10313",0.000658077127009502,0.0289986881362477,0.0270157978456533,"CHST14/CHST11/SDC3/BCAN/HSPG2/CHPF/CHST9/GALNT5/B3GALT5",9
"GO:0051321","BP","GO:0051321","meiotic cell cycle","11/333","108/10313",0.000710402705066003,0.0308979046657928,0.0287851485689082,"BRCA2/BUB1/PKMYT1/NUF2/BUB1B/EME1/FIGNL1/DUSP1/SGO2/CCNB2/AURKA",11
"GO:1903046","BP","GO:1903046","meiotic cell cycle process","9/333","77/10313",0.000798905321793306,0.03430171695751,0.0319562128717322,"BRCA2/BUB1/NUF2/BUB1B/EME1/FIGNL1/SGO2/CCNB2/AURKA",9
"GO:0034080","BP","GO:0034080","CENP-A containing nucleosome assembly","5/333","24/10313",0.000872465318289353,0.0356502001497989,0.0332124886435869,"CENPK/CENPU/MIS18BP1/HJURP/OIP5",5
"GO:0050650","BP","GO:0050650","chondroitin sulfate proteoglycan biosynthetic process","5/333","24/10313",0.000872465318289353,0.0356502001497989,0.0332124886435869,"CHST11/BCAN/CYTL1/CHPF/CHST9",5
"GO:0061641","BP","GO:0061641","CENP-A containing chromatin organization","5/333","24/10313",0.000872465318289353,0.0356502001497989,0.0332124886435869,"CENPK/CENPU/MIS18BP1/HJURP/OIP5",5
"GO:0006959","BP","GO:0006959","humoral immune response","13/333","146/10313",0.000872892329735297,0.0356502001497989,0.0332124886435869,"RPS19/CXCL10/RGCC/LYZ/CXCL5/RARRES2/CRP/CLU/PRSS2/FGA/IGLL5/APCS/DEFA3",13
"GO:0006935","BP","GO:0006935","chemotaxis","25/333","392/10313",0.000904239041095151,0.0364855005858754,0.0339906723881551,"RPS19/ANOS1/CXCL10/VASP/SEMA3F/DUSP1/PPM1F/SCG2/KDR/PTPRM/CXCL5/EMB/RARRES2/TMSB4X/FES/CSF1/PLP2/RIPOR2/EFNB2/LAMA3/PDE4B/PLAUR/DPYSL4/TUBB3/PROK2",25
"GO:0042330","BP","GO:0042330","taxis","25/333","393/10313",0.0009376639128878,0.0373837671935862,0.034827516764404,"RPS19/ANOS1/CXCL10/VASP/SEMA3F/DUSP1/PPM1F/SCG2/KDR/PTPRM/CXCL5/EMB/RARRES2/TMSB4X/FES/CSF1/PLP2/RIPOR2/EFNB2/LAMA3/PDE4B/PLAUR/DPYSL4/TUBB3/PROK2",25
"GO:0045786","BP","GO:0045786","negative regulation of cell cycle","27/333","439/10313",0.000982162295545941,0.0386971944445101,0.036051133671804,"CDKN2A/DTL/KNTC1/BAX/WDR76/NDC80/BUB1/CDC45/BLM/RGCC/AURKB/BUB1B/GTSE1/EME1/KIF20B/DUSP1/BTG1/ALOX15B/MAD2L1/CEBPA/ZNF385A/FOXM1/AURKA/CCNB1/ZWINT/ORC1/RHOB",27
"GO:0030198","BP","GO:0030198","extracellular matrix organization","20/333","287/10313",0.00101060262559152,0.0389023930242069,0.0362423010556959,"CTSS/RGCC/KDR/BCAN/COL15A1/ITGB7/HSPG2/CARMIL2/LAMA3/COL6A2/ADAMTSL4/QSOX1/TPSAB1/PRSS2/ADAMTS2/ITGA3/FOXC2/MMP8/FGA/SFRP2",20
"GO:0043062","BP","GO:0043062","extracellular structure organization","20/333","287/10313",0.00101060262559152,0.0389023930242069,0.0362423010556959,"CTSS/RGCC/KDR/BCAN/COL15A1/ITGB7/HSPG2/CARMIL2/LAMA3/COL6A2/ADAMTSL4/QSOX1/TPSAB1/PRSS2/ADAMTS2/ITGA3/FOXC2/MMP8/FGA/SFRP2",20
"GO:1901976","BP","GO:1901976","regulation of cell cycle checkpoint","5/333","25/10313",0.00106206833608891,0.0404189415632019,0.0376551500976978,"WDR76/NDC80/DUSP1/MAD2L1/CCNB1",5
"GO:0045229","BP","GO:0045229","external encapsulating structure organization","20/333","289/10313",0.00110037484797673,0.0414062400660007,0.0385749384908695,"CTSS/RGCC/KDR/BCAN/COL15A1/ITGB7/HSPG2/CARMIL2/LAMA3/COL6A2/ADAMTSL4/QSOX1/TPSAB1/PRSS2/ADAMTS2/ITGA3/FOXC2/MMP8/FGA/SFRP2",20
"GO:0030330","BP","GO:0030330","DNA damage response, signal transduction by p53 class mediator","9/333","81/10313",0.00115424583423117,0.0426546888325544,0.0397380200530217,"BRCA2/BAX/RGCC/GTSE1/PTTG1IP/ZNF385A/FOXM1/AURKA/CCNB1",9
"GO:0007186","BP","GO:0007186","G protein-coupled receptor signaling pathway","22/333","333/10313",0.0011590255848798,0.0426546888325544,0.0397380200530217,"CXCL10/GNB4/RGS5/ADGRL4/P2RY8/GRK5/GNG11/ALOX15B/PREX2/RPGRIP1L/PLEKHG2/CXCL5/PTGDR/ADGRE5/SLC39A14/ECT2/SST/PDE4B/RHOB/PDE11A/PROK2/ACTN2",22
