"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0042110","BP","GO:0042110","T cell activation","31/361","301/10313",6.38434367755243e-08,1.36247224704962e-05,1.18276173927981e-05,"LILRB1/CD86/PIK3R6/TNFSF13B/SPN/JAG2/EBI3/FYN/SIT1/ELF4/CD7/CD8B/MR1/CD3D/SLAMF6/CD6/RHOH/CD27/BCL11B/CD5/IRF1/LAX1/MAP3K8/BCL2/MYB/CD28/SPINK5/ADAM8/MDK/CD209/LEF1",31
"GO:0046649","BP","GO:0046649","lymphocyte activation","39/361","438/10313",6.65522400187059e-08,1.36247224704962e-05,1.18276173927981e-05,"ATM/LILRB1/LAT2/CD86/PKN1/PIK3R6/TNFSF13B/SPN/JAG2/EBI3/EZH2/FYN/SIT1/ELF4/CD7/CD8B/MR1/CD3D/SLAMF6/CD6/RHOH/IKZF3/CD27/BCL11B/CD5/IRF1/LAX1/MAP3K8/BCL2/MYB/CD28/SPINK5/ADAM8/MDK/INHBA/CD22/CD209/LEF1/CD79A",39
"GO:1903131","BP","GO:1903131","mononuclear cell differentiation","28/361","255/10313",7.3634697528659e-08,1.42812558101636e-05,1.23975537833571e-05,"ATM/LILRB1/CD86/PIK3R6/SPN/JAG2/EZH2/IRF8/MR1/CD3D/SLAMF6/UBD/IRF7/RHOH/IKZF3/CD27/BCL11B/IRF1/BCL2/MYB/CD28/SPINK5/ADAM8/MDK/INHBA/PRTN3/LEF1/CD79A",28
"GO:0001819","BP","GO:0001819","positive regulation of cytokine production","30/361","290/10313",9.52446086665671e-08,1.7548819146815e-05,1.52341245125104e-05,"LILRB1/CD86/C3/LILRA2/IL17RA/SPN/IFNGR1/EBI3/LY96/PTAFR/BRCA1/PYHIN1/CD14/IRF8/SLAMF6/IRF7/CD6/IL1RAP/CD34/IRF1/SULF1/LRP1/MYB/SAA1/CD28/ADAM8/MDK/PF4/LBP/ELANE",30
"GO:0030449","BP","GO:0030449","regulation of complement activation","11/361","41/10313",1.02125081817789e-07,1.79205203094549e-05,1.55567981776572e-05,"C1QA/C1QB/C3/CD5L/F2/CFP/C1S/CFB/C1R/C2/C6",11
"GO:0022407","BP","GO:0022407","regulation of cell-cell adhesion","28/361","277/10313",4.18607919464725e-07,6.81998878996945e-05,5.92043017431041e-05,"LILRB1/CD86/PIK3R6/TNFSF13B/SPN/EBI3/PTAFR/AKNA/FYN/NOTCH4/CD6/RHOH/CD27/CD5/IRF1/LAX1/FGG/MAP3K8/MYB/CD28/MYADM/ADAM8/MDK/IL1RN/CD209/LEF1/FGB/ELANE",28
"GO:0006954","BP","GO:0006954","inflammatory response","37/361","434/10313",4.41231339534597e-07,6.81998878996945e-05,5.92043017431041e-05,"ATM/C3/CCL18/IL17RA/CCRL2/PLD4/CST7/PBK/LY96/PTAFR/AKNA/CD14/MEFV/TIMP1/CD6/CD200R1/HAMP/IL1RAP/STAB1/CCL20/CD5L/FPR1/TLR10/F2/SERPINA1/SAA1/TREM1/CD28/NR1H4/ADAM8/MDK/IL1RN/CXCL8/PF4/PPBP/LBP/ELANE",37
"GO:1903555","BP","GO:1903555","regulation of tumor necrosis factor superfamily cytokine production","16/361","102/10313",4.44178374380643e-07,6.81998878996945e-05,5.92043017431041e-05,"LILRB1/CD86/ARRB2/LILRA2/SPN/CD33/IFNGR1/LY96/PTAFR/CD14/TSPO/CD34/NR1H4/ADAM8/PF4/LBP",16
"GO:0051249","BP","GO:0051249","regulation of lymphocyte activation","28/361","280/10313",5.2213955723231e-07,7.69633707360426e-05,6.68118785022733e-05,"ATM/LILRB1/CD86/PKN1/PIK3R6/TNFSF13B/SPN/EBI3/FYN/SIT1/CD6/RHOH/IKZF3/CD27/CD5/IRF1/LAX1/MAP3K8/BCL2/MYB/CD28/SPINK5/ADAM8/MDK/INHBA/CD22/CD209/LEF1",28
"GO:0071706","BP","GO:0071706","tumor necrosis factor superfamily cytokine production","16/361","104/10313",5.83037093497598e-07,8.26342957514865e-05,7.17348067667692e-05,"LILRB1/CD86/ARRB2/LILRA2/SPN/CD33/IFNGR1/LY96/PTAFR/CD14/TSPO/CD34/NR1H4/ADAM8/PF4/LBP",16
"GO:0006935","BP","GO:0006935","chemotaxis","34/361","392/10313",8.98388322430567e-07,0.000122613369190987,0.000106440628142943,"DPYSL2/ARRB2/SHC1/CCL18/CCRL2/SPN/UNC5B/PTAFR/RHOG/RNASE2/FYN/RHOH/S1PR1/BCL11B/CCL20/FPR1/P2RY12/RNASE3/ADGRA2/LRP1/SAA1/ADAM8/MDK/NRXN3/NOTCH3/NGFR/CXCL8/NBL1/PF4/NCAM1/PPBP/LEF1/LBP/ELANE",34
"GO:0042330","BP","GO:0042330","taxis","34/361","393/10313",9.52463764300901e-07,0.000125351034694601,0.000108817194725956,"DPYSL2/ARRB2/SHC1/CCL18/CCRL2/SPN/UNC5B/PTAFR/RHOG/RNASE2/FYN/RHOH/S1PR1/BCL11B/CCL20/FPR1/P2RY12/RNASE3/ADGRA2/LRP1/SAA1/ADAM8/MDK/NRXN3/NOTCH3/NGFR/CXCL8/NBL1/PF4/NCAM1/PPBP/LEF1/LBP/ELANE",34
"GO:0022409","BP","GO:0022409","positive regulation of cell-cell adhesion","21/361","180/10313",1.22520619480223e-06,0.000155685683718835,0.00013515069422882,"LILRB1/CD86/PIK3R6/TNFSF13B/EBI3/PTAFR/FYN/CD6/RHOH/CD27/CD5/FGG/MAP3K8/MYB/CD28/ADAM8/MDK/CD209/LEF1/FGB/ELANE",21
"GO:0019221","BP","GO:0019221","cytokine-mediated signaling pathway","39/361","493/10313",1.41556723236116e-06,0.000173878841708363,0.000150944169092827,"CD300LF/CD86/SHC1/CCL18/IL17RA/CCRL2/TNFSF13B/NLRC5/IFNGR1/EBI3/RACK1/PTAFR/FYN/IRF8/TIMP1/IRF7/ZEB1/IFI30/S1PR1/IL1RAP/CD27/STAT4/CCL20/FPR1/IRF1/RBCK1/MAP3K8/BCL2/SAA1/NR1H4/IKBKE/IL1RN/CXCL8/PRTN3/CARD14/PF4/NCAM1/PPBP/LBP",39
"GO:1903039","BP","GO:1903039","positive regulation of leukocyte cell-cell adhesion","19/361","153/10313",1.5414918101487e-06,0.000183238623238644,0.00015906939256509,"LILRB1/CD86/PIK3R6/TNFSF13B/EBI3/PTAFR/FYN/CD6/RHOH/CD27/CD5/MAP3K8/MYB/CD28/ADAM8/MDK/CD209/LEF1/ELANE",19
"GO:0002449","BP","GO:0002449","lymphocyte mediated immunity","19/361","154/10313",1.7030182594141e-06,0.000196113196435655,0.000170245805603929,"C1QA/C1QB/LILRB1/ARRB2/C3/PIK3R6/TUBB/GZMB/MR1/SLAMF6/SERPINB9/IRF7/GZMM/CD27/C1S/CD28/C1R/C2/C6",19
"GO:0030098","BP","GO:0030098","lymphocyte differentiation","23/361","218/10313",2.23309732174513e-06,0.00024936253426154,0.00021647153941893,"ATM/CD86/PIK3R6/SPN/JAG2/EZH2/MR1/CD3D/SLAMF6/RHOH/IKZF3/CD27/BCL11B/IRF1/BCL2/MYB/CD28/SPINK5/ADAM8/MDK/INHBA/LEF1/CD79A",23
"GO:0045785","BP","GO:0045785","positive regulation of cell adhesion","28/361","302/10313",2.37934798799814e-06,0.000250964300975122,0.000217862032611125,"DISC1/ATM/LILRB1/CD86/PIK3R6/TNFSF13B/MAP4K4/EBI3/PTAFR/FYN/CD6/RHOH/CD27/TPM1/P2RY12/CD5/FGG/MAP3K8/MYB/SAA1/CD28/MYADM/ADAM8/MDK/CD209/LEF1/FGB/ELANE",28
"GO:1903037","BP","GO:1903037","regulation of leukocyte cell-cell adhesion","22/361","203/10313",2.38365007710428e-06,0.000250964300975122,0.000217862032611125,"LILRB1/CD86/PIK3R6/TNFSF13B/SPN/EBI3/PTAFR/FYN/CD6/RHOH/CD27/CD5/IRF1/LAX1/MAP3K8/MYB/CD28/ADAM8/MDK/CD209/LEF1/ELANE",22
"GO:0002253","BP","GO:0002253","activation of immune response","31/361","358/10313",2.88503851434599e-06,0.000295315747926804,0.000256363510090569,"C1QA/C1QB/LAT2/C3/FCGR2A/LILRA2/ARPC1B/PYHIN1/FYN/CD3D/CD5L/FPR1/ICAM2/LAX1/RBCK1/F2/BCL2/KCNN4/CFP/C1S/CD28/MASP1/CFB/C1R/CFD/CD22/C2/CD209/FCN3/CD79A/C6",31
"GO:0050863","BP","GO:0050863","regulation of T cell activation","22/361","208/10313",3.57136856939717e-06,0.000355689004816988,0.000308773515857695,"LILRB1/CD86/PIK3R6/TNFSF13B/SPN/EBI3/FYN/SIT1/CD6/RHOH/CD27/CD5/IRF1/LAX1/MAP3K8/MYB/CD28/SPINK5/ADAM8/MDK/CD209/LEF1",22
"GO:0002697","BP","GO:0002697","regulation of immune effector process","25/361","259/10313",4.10092330504787e-06,0.0003976816415553,0.000345227310915248,"C1QA/C1QB/LILRB1/CD86/PKN1/ARRB2/C3/PIK3R6/PTAFR/MR1/SLAMF6/SERPINB9/CD5L/F2/MYB/CFP/C1S/CD28/SPINK5/CFB/C1R/CD22/C2/LBP/C6",25
"GO:0002460","BP","GO:0002460","adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","19/361","166/10313",5.26409317527775e-06,0.000497389316689706,0.000431783513081487,"C1QA/C1QB/LILRB1/PKN1/C3/TNFSF13B/SPN/EBI3/MR1/SLAMF6/IRF7/GZMM/CD27/C1S/CD28/C1R/C2/LEF1/C6",19
"GO:0007159","BP","GO:0007159","leukocyte cell-cell adhesion","23/361","231/10313",5.9800035554335e-06,0.000550907827544312,0.000478242915920064,"LILRB1/SELPLG/CD86/PIK3R6/TNFSF13B/SPN/EBI3/PTAFR/FYN/CD6/RHOH/CD27/CD5/IRF1/LAX1/MAP3K8/MYB/CD28/ADAM8/MDK/CD209/LEF1/ELANE",23
"GO:0050870","BP","GO:0050870","positive regulation of T cell activation","17/361","138/10313",6.13753703371423e-06,0.000551629852908218,0.000478869705916754,"LILRB1/CD86/PIK3R6/TNFSF13B/EBI3/FYN/CD6/RHOH/CD27/CD5/MAP3K8/MYB/CD28/ADAM8/MDK/CD209/LEF1",17
"GO:0030217","BP","GO:0030217","T cell differentiation","18/361","153/10313",6.32606535107117e-06,0.000555036924254696,0.000481827383506398,"CD86/PIK3R6/SPN/JAG2/MR1/CD3D/SLAMF6/RHOH/CD27/BCL11B/IRF1/BCL2/MYB/CD28/SPINK5/ADAM8/MDK/LEF1",18
"GO:0019835","BP","GO:0019835","cytolysis","7/361","22/10313",6.57590182142273e-06,0.000563539493300994,0.000489208461084545,"GZMB/GZMM/APOL1/F2/KRT6A/LBP/C6",7
"GO:0051873","BP","GO:0051873","killing by host of symbiont cells","6/361","15/10313",6.75720279991328e-06,0.000565915734492737,0.000491271275333408,"APOL1/F2/CAMP/KRT6A/PF4/ELANE",6
"GO:0032680","BP","GO:0032680","regulation of tumor necrosis factor production","14/361","98/10313",7.28039321347879e-06,0.000596183310925985,0.000517546549140632,"LILRB1/ARRB2/LILRA2/SPN/CD33/IFNGR1/LY96/PTAFR/CD14/TSPO/CD34/NR1H4/PF4/LBP",14
"GO:0050867","BP","GO:0050867","positive regulation of cell activation","22/361","219/10313",8.27847964661072e-06,0.000663178206473054,0.000575704797392448,"LILRB1/CD86/LILRA2/PIK3R6/TNFSF13B/EBI3/PTAFR/FYN/CD6/RHOH/HAMP/CD27/CD5/MAP3K8/BCL2/MYB/CD28/ADAM8/MDK/CD209/LEF1/LBP",22
"GO:1990266","BP","GO:1990266","neutrophil migration","12/361","74/10313",8.72887139804747e-06,0.00068438066174053,0.000594110642299356,"CCL18/RHOG/RHOH/CCL20/SAA1/ADAM8/MDK/CXCL8/PRTN3/PF4/PPBP/LBP",12
"GO:0032640","BP","GO:0032640","tumor necrosis factor production","14/361","100/10313",9.25368355862994e-06,0.000710412998198986,0.000616709305585009,"LILRB1/ARRB2/LILRA2/SPN/CD33/IFNGR1/LY96/PTAFR/CD14/TSPO/CD34/NR1H4/PF4/LBP",14
"GO:0051883","BP","GO:0051883","killing of cells in other organism involved in symbiotic interaction","6/361","17/10313",1.5741871651861e-05,0.0011838530007573,0.00102770242642332,"APOL1/F2/CAMP/KRT6A/PF4/ELANE",6
"GO:0002696","BP","GO:0002696","positive regulation of leukocyte activation","21/361","213/10313",1.77189120050207e-05,0.00130044149821394,0.00112891286526377,"LILRB1/CD86/PIK3R6/TNFSF13B/EBI3/PTAFR/FYN/CD6/RHOH/HAMP/CD27/CD5/MAP3K8/BCL2/MYB/CD28/ADAM8/MDK/CD209/LEF1/LBP",21
"GO:0002224","BP","GO:0002224","toll-like receptor signaling pathway","15/361","120/10313",1.81086471843955e-05,0.00130044149821394,0.00112891286526377,"CD300LF/UBE2D2/ARRB2/LILRA2/LY96/CD14/IRF7/IRF1/TLR10/FGG/APOB/NR1H4/IKBKE/LBP/FGB",15
"GO:0001909","BP","GO:0001909","leukocyte mediated cytotoxicity","11/361","67/10313",1.83508705311058e-05,0.00130044149821394,0.00112891286526377,"LILRB1/ARRB2/PIK3R6/TUBB/GZMB/MR1/SLAMF6/SERPINB9/GZMM/F2/ELANE",11
"GO:0050900","BP","GO:0050900","leukocyte migration","26/361","302/10313",2.06608685266793e-05,0.00143651510416628,0.00124703832080592,"SELPLG/SHC1/CCL18/SPN/PTAFR/RHOG/FYN/CD200R1/RHOH/S1PR1/CCL20/P2RY12/CD34/F2/APOB/SAA1/TREM1/ADAM8/MDK/CXCL8/PRTN3/NBL1/PF4/PPBP/LBP/ELANE",26
"GO:0030168","BP","GO:0030168","platelet activation","15/361","122/10313",2.21176680145275e-05,0.00150932604876914,0.0013102454794571,"ARRB2/PIK3R6/CLIC1/DGKD/FYN/TREML1/GNG2/GNA15/P2RY12/FGG/F2/DGKA/SAA1/PF4/FGB",15
"GO:0046651","BP","GO:0046651","lymphocyte proliferation","18/361","169/10313",2.51741725269359e-05,0.00168666955930471,0.00146419732649489,"ATM/LILRB1/CD86/PKN1/TNFSF13B/SPN/EBI3/FYN/ELF4/CD6/IKZF3/IRF1/BCL2/CD28/CD22/CD209/LEF1/CD79A",18
"GO:0031640","BP","GO:0031640","killing of cells of other organism","8/361","36/10313",2.67153804120627e-05,0.00172712590909563,0.00149931747132518,"SERPINB9/APOL1/HAMP/F2/CAMP/KRT6A/PF4/ELANE",8
"GO:0043277","BP","GO:0043277","apoptotic cell clearance","8/361","36/10313",2.67153804120627e-05,0.00172712590909563,0.00149931747132518,"CD300LF/C3/RHOG/RHOH/MARCO/LRP1/C2/FCN3",8
"GO:0032943","BP","GO:0032943","mononuclear cell proliferation","18/361","172/10313",3.1934486505486e-05,0.0020289410822882,0.00176132313049314,"ATM/LILRB1/CD86/PKN1/TNFSF13B/SPN/EBI3/FYN/ELF4/CD6/IKZF3/IRF1/BCL2/CD28/CD22/CD209/LEF1/CD79A",18
"GO:0046631","BP","GO:0046631","alpha-beta T cell activation","12/361","84/10313",3.28052769546373e-05,0.00204893975555658,0.00177868397261628,"LILRB1/CD86/SPN/EBI3/ELF4/SLAMF6/BCL11B/IRF1/BCL2/MYB/CD28/LEF1",12
"GO:0071222","BP","GO:0071222","cellular response to lipopolysaccharide","15/361","127/10313",3.57590967941742e-05,0.00219620452810887,0.00190652447644729,"LILRB1/CD86/LILRA2/LY96/PTAFR/CD14/IRF8/TSPO/CD6/HAMP/NR1H4/CXCL8/PF4/PPBP/LBP",15
"GO:0001525","BP","GO:0001525","angiogenesis","28/361","354/10313",4.65234405412935e-05,0.00277798463458898,0.00241156760823135,"SHC1/C3/PIK3R6/COL4A1/PLXDC1/ATP2B4/UNC5B/BRCA1/FMNL3/ADAM15/NOTCH4/COL4A2/S1PR1/STAB1/GLUL/CD34/EGFL7/SULF1/JCAD/ADGRA2/SPINK5/ADAM8/MDK/NGFR/CXCL8/LRG1/PF4/LEF1",28
"GO:0097530","BP","GO:0097530","granulocyte migration","12/361","87/10313",4.68583401865474e-05,0.00277798463458898,0.00241156760823135,"CCL18/RHOG/RHOH/CCL20/SAA1/ADAM8/MDK/CXCL8/PRTN3/PF4/PPBP/LBP",12
"GO:0048514","BP","GO:0048514","blood vessel morphogenesis","31/361","412/10313",4.7493360102878e-05,0.00277798463458898,0.00241156760823135,"SHC1/C3/PIK3R6/COL4A1/PLXDC1/ATP2B4/UNC5B/BRCA1/FMNL3/ADAM15/NOTCH4/COL4A2/S1PR1/STAB1/GLUL/CD34/EGFL7/SULF1/JCAD/ADGRA2/APOB/LRP1/SPINK5/ADAM8/MDK/NGFR/CXCL8/LRG1/PF4/LEF1/XDH",31
"GO:0006958","BP","GO:0006958","complement activation, classical pathway","7/361","29/10313",4.86877983476501e-05,0.00280335213923579,0.00243358913122547,"C1QA/C1QB/C3/C1S/C1R/C2/C6",7
"GO:0071219","BP","GO:0071219","cellular response to molecule of bacterial origin","15/361","132/10313",5.6325840484083e-05,0.00319324187975147,0.00277205229524094,"LILRB1/CD86/LILRA2/LY96/PTAFR/CD14/IRF8/TSPO/CD6/HAMP/NR1H4/CXCL8/PF4/PPBP/LBP",15
"GO:0031347","BP","GO:0031347","regulation of defense response","32/361","436/10313",5.78653013677883e-05,0.00323081265970152,0.00280466747777845,"ATM/LILRB1/ARRB2/C3/LILRA2/PIK3R6/NLRC5/CST7/IFNGR1/PBK/PYHIN1/AKNA/FYN/MEFV/SLAMF6/SERPINB9/IRF7/CD200R1/HAMP/IRF1/ICAM2/TLR10/SAA1/CD28/NR1H4/IKBKE/SPINK5/ADAM8/MDK/CD209/LBP/ELANE",32
"GO:0045058","BP","GO:0045058","T cell selection","7/361","30/10313",6.16154760330084e-05,0.00338885118181546,0.00294186067029556,"SPN/JAG2/CD3D/SLAMF6/BCL11B/BCL2/CD28",7
"GO:0051251","BP","GO:0051251","positive regulation of lymphocyte activation","18/361","183/10313",7.26490399976542e-05,0.00390507655955477,0.00338999576219009,"LILRB1/CD86/PIK3R6/TNFSF13B/EBI3/FYN/CD6/RHOH/CD27/CD5/MAP3K8/BCL2/MYB/CD28/ADAM8/MDK/CD209/LEF1",18
"GO:0097529","BP","GO:0097529","myeloid leukocyte migration","15/361","135/10313",7.31208365289768e-05,0.00390507655955477,0.00338999576219009,"CCL18/RHOG/CD200R1/RHOH/CCL20/P2RY12/SAA1/ADAM8/MDK/CXCL8/PRTN3/NBL1/PF4/PPBP/LBP",15
"GO:1903557","BP","GO:1903557","positive regulation of tumor necrosis factor superfamily cytokine production","10/361","65/10313",7.83583374419796e-05,0.00412500676390993,0.00358091710505528,"CD86/LILRA2/SPN/IFNGR1/LY96/PTAFR/CD14/ADAM8/PF4/LBP",10
"GO:0045619","BP","GO:0045619","regulation of lymphocyte differentiation","13/361","106/10313",7.98417802918794e-05,0.00413363487672267,0.00358840716713852,"CD86/PIK3R6/RHOH/IKZF3/CD27/IRF1/MYB/CD28/SPINK5/ADAM8/MDK/INHBA/LEF1",13
"GO:1902105","BP","GO:1902105","regulation of leukocyte differentiation","17/361","168/10313",8.07657289346084e-05,0.00413363487672267,0.00358840716713852,"LILRB1/CD86/PIK3R6/IRF7/RHOH/IKZF3/CD27/IRF1/MYB/CD28/SPINK5/FBN1/ADAM8/MDK/INHBA/PF4/LEF1",17
"GO:0006897","BP","GO:0006897","endocytosis","31/361","428/10313",9.67322608453178e-05,0.004817005151554,0.00418164069287227,"APOC1/LILRB1/DPYSL2/ARRB2/C3/DGKD/RHOG/VAMP4/SCARF1/CD14/CD6/APOL1/RHOH/RINL/STAB1/CD5L/CD5/MARCO/APOB/LRP1/SAA1/TF/MASP1/CXCL8/CD22/SNCG/CD209/ASGR1/FCN3/ACHE/LBP",31
"GO:0043270","BP","GO:0043270","positive regulation of ion transport","31/361","428/10313",9.67322608453178e-05,0.004817005151554,0.00418164069287227,"BBC3/ABCA1/ARRB2/C3/LILRA2/CD33/ABCA12/GZMB/RACK1/PTAFR/FYN/TSPO/CETP/JPH2/P2RY12/FGG/F2/MICALL2/SCN4B/BCL2/LRP1/KCNN4/MYB/NR1H4/SORBS1/ADAM8/ANO1/AVPR1B/ACHE/ABCB11/FGB",31
"GO:0002526","BP","GO:0002526","acute inflammatory response","10/361","67/10313",0.000102011398502184,0.00492668780619059,0.00427685617168127,"C3/CD6/HAMP/F2/SERPINA1/SAA1/TREM1/ADAM8/LBP/ELANE",10
"GO:0007188","BP","GO:0007188","adenylate cyclase-modulating G protein-coupled receptor signaling pathway","10/361","67/10313",0.000102011398502184,0.00492668780619059,0.00427685617168127,"ABCA1/ATP2B4/ADCY3/S1PR1/GNG2/GNA15/FPR1/P2RY12/MARCO/PF4",10
"GO:0032102","BP","GO:0032102","negative regulation of response to external stimulus","21/361","240/10313",0.000102945715353236,0.00492668780619059,0.00427685617168127,"LILRB1/ARRB2/LILRA2/NLRC5/CST7/PBK/MEFV/SERPINB9/CD200R1/HAMP/CD34/FGG/F2/SAA1/NR1H4/SPINK5/CD109/MDK/NBL1/FGB/ELANE",21
