ONTOLOGY,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
BP,GO:0072599,establishment of protein localization to endoplasmic reticulum,15/289,106/12848,1.3714270923150975e-8,4.316255085086243e-6,3.9909184571580976e-6,RPL6/RPL3/RPL28/RPL19/RPL34/RPL24/RPS6/RPS24/RPL13A/RPL32/RPL7/RPL29/RPL13/RPL4/RPL23A,15
BP,GO:0000027,ribosomal large subunit assembly,8/289,24/12848,3.2007169513514374e-8,9.167386347408549e-6,8.476396935896317e-6,RPL6/RPL3/NOP53/BRIX1/RPL24/RRS1/RPF2/RPL23A,8
BP,GO:0070972,protein localization to endoplasmic reticulum,16/289,130/12848,3.442403885508698e-8,9.167386347408549e-6,8.476396935896317e-6,RPL6/RPL3/RPL28/RPL19/RPL34/RPL24/RPS6/RPS24/RPL13A/RPL32/RPL7/RPL29/RPL13/RPL4/PDIA2/RPL23A,16
BP,GO:0006413,translational initiation,18/289,171/12848,5.6026363654713794e-8,1.3854519355187083e-5,1.2810238486765764e-5,RPL6/RPL3/HSPB1/RPL28/RPL19/RPL34/RPL24/RPS6/RPS24/RPL13A/RPL32/RPL7/RPL29/RPL13/RPL4/EIF1AD/RPL23A/CCL5,18
BP,GO:0022613,ribonucleoprotein complex biogenesis,27/289,394/12848,2.63396840076034e-7,6.079199068954865e-5,5.620980987166451e-5,NOP16/RIOK2/RPL6/RPL3/NOP53/BRIX1/RPL24/EBNA1BP2/DDX54/GNL2/LTV1/RPS6/RPS24/RPL13A/ABT1/RPL7/UTP23/REXO4/SRFBP1/NIFK/RRP1/NSA2/TSR1/RSL1D1/RRS1/RPF2/RPL23A,27
BP,GO:0098869,cellular oxidant detoxification,12/289,83/12848,3.114451196628886e-7,6.738893776705752e-5,6.230951374308185e-5,GPX7/EPX/FBLN5/HBA2/HBG2/HBE1/HBD/SRXN1/HBQ1/HBZ/HBM/HBG1,12
BP,GO:0006364,rRNA processing,18/289,202/12848,6.951378168521847e-7,1.4156277187895666e-4,1.3089251399674883e-4,RIOK2/NOP53/EBNA1BP2/DDX54/RPS6/RPS24/ABT1/RPL7/UTP23/REXO4/SRFBP1/NIFK/RRP1/NSA2/TSR1/RSL1D1/RRS1/RPF2,18
BP,GO:0019083,viral transcription,16/289,162/12848,7.423700747186435e-7,1.4278251103755243e-4,1.320203156268652e-4,RPL6/RPL3/RPL28/RPL19/RPL34/RPL24/RPS6/RPS24/RPL13A/RPL32/RPL7/RPL29/RPL13/RPL4/RPL23A/CCL5,16
BP,GO:1990748,cellular detoxification,12/289,94/12848,1.2320518247446724e-6,2.2449281143505559e-4,2.0757172293897773e-4,GPX7/EPX/FBLN5/HBA2/HBG2/HBE1/HBD/SRXN1/HBQ1/HBZ/HBM/HBG1,12
BP,GO:0016072,rRNA metabolic process,18/289,212/12848,1.4073155992451534e-6,2.4360633022933604e-4,2.252445651212901e-4,RIOK2/NOP53/EBNA1BP2/DDX54/RPS6/RPS24/ABT1/RPL7/UTP23/REXO4/SRFBP1/NIFK/RRP1/NSA2/TSR1/RSL1D1/RRS1/RPF2,18
BP,GO:0006612,protein targeting to membrane,16/289,173/12848,1.7884472193620092e-6,2.9483829873482264e-4,2.7261493704661e-4,RPL6/RPL3/RPL28/RPL19/RPL34/RPL24/RPS6/RPS24/RPL13A/RPL32/RPL7/STOM/RPL29/RPL13/RPL4/RPL23A,16
BP,GO:0009636,response to toxic substance,17/289,195/12848,1.9293047282679115e-6,3.029414691013994e-4,2.8010733301023314e-4,ASNS/PON2/SRF/GPX7/ARG1/EPX/FBLN5/HBA2/HBG2/HBE1/HBD/SRXN1/HBQ1/HBZ/HBM/HBG1/CCL5,17
BP,GO:0002444,myeloid leukocyte mediated immunity,29/289,491/12848,2.0126094134408397e-6,3.029414691013994e-4,2.8010733301023314e-4,MVP/SERPINB1/CYBA/ATP11A/KCNAB2/RAB27A/FTL/CTSG/BPI/GPI/RAB3D/DDX58/FAF2/ARG1/APAF1/EPX/TICAM1/DIAPH1/AMPD3/STOM/S100A11/S100P/FTH1/PIK3CD/TMEM179B/IRAK4/CD177/PTPRC/LAIR1,29
BP,GO:0097237,cellular response to toxic substance,12/289,99/12848,2.157788437729545e-6,3.1126098214248686e-4,2.877997648743661e-4,GPX7/EPX/FBLN5/HBA2/HBG2/HBE1/HBD/SRXN1/HBQ1/HBZ/HBM/HBG1,12
BP,GO:0042255,ribosome assembly,9/289,53/12848,2.4214206347269346e-6,3.353183294969859e-4,3.1004379579808875e-4,RPL6/RPL3/NOP53/BRIX1/RPL24/ABT1/RRS1/RPF2/RPL23A,9
BP,GO:0019080,viral gene expression,16/289,178/12848,2.6038845449980683e-6,3.4671724210705047e-4,3.205835182728391e-4,RPL6/RPL3/RPL28/RPL19/RPL34/RPL24/RPS6/RPS24/RPL13A/RPL32/RPL7/RPL29/RPL13/RPL4/RPL23A/CCL5,16
BP,GO:0090150,establishment of protein localization to membrane,21/289,293/12848,2.9282358065224116e-6,3.754649023029848e-4,3.471643309019358e-4,BID/CASP8/RPL6/RPL3/CSK/PDCD5/RPL28/RPL19/RPL34/RPL24/RPS6/RPS24/RPL13A/RPL32/RPL7/STOM/RPL29/RPL13/RPL4/SFN/RPL23A,21
BP,GO:0072593,reactive oxygen species metabolic process,18/289,225/12848,3.300518409127433e-6,4.080855261571133e-4,3.7732618353971894e-4,CYBA/RAB27A/HIF1A/SH3PXD2A/CRYAB/EPX/TICAM1/FBLN5/SNCA/HBA2/HBG2/CD177/HBE1/HBD/HBQ1/HBZ/HBM/HBG1,18
BP,GO:0000727,double-strand break repair via break-induced replication,5/289,12/12848,3.870846350272659e-6,4.6209896774634295e-4,4.2726837572338135e-4,MCM6/MCM4/MCM3/GINS4/MCM7,5
BP,GO:0000956,nuclear-transcribed mRNA catabolic process,16/289,187/12848,4.948010006980592e-6,5.710003548055604e-4,5.279613484641398e-4,RPL6/RPL3/RPL28/RPL19/RPL34/RPL24/HELZ2/RPS6/RPS24/RPL13A/RPL32/RPL7/RPL29/RPL13/RPL4/RPL23A,16
BP,GO:0034655,nucleobase-containing compound catabolic process,27/289,468/12848,7.124219073100577e-6,7.956144010023934e-4,7.356451681255979e-4,YBX3/RPL6/RPL3/HSPB1/RPL28/RPL19/RPL34/RPL24/APAF1/APOBEC3F/HELZ2/AMPD3/RPS6/ENTPD1/RPS24/RPL13A/RPL32/RPL7/REXO4/CARHSP1/PDE9A/RPL29/RPL13/FEN1/RPL4/DCTPP1/RPL23A,27
BP,GO:0098754,detoxification,12/289,112/12848,7.950367379911106e-6,8.601303709141328e-4,7.95298263233871e-4,GPX7/EPX/FBLN5/HBA2/HBG2/HBE1/HBD/SRXN1/HBQ1/HBZ/HBM/HBG1,12
BP,GO:0002446,neutrophil mediated immunity,26/289,447/12848,9.18149392227022e-6,9.348921164382206e-4,8.644248612267412e-4,MVP/SERPINB1/CYBA/ATP11A/KCNAB2/RAB27A/FTL/CTSG/BPI/GPI/RAB3D/FAF2/ARG1/APAF1/EPX/DIAPH1/AMPD3/STOM/S100A11/S100P/FTH1/TMEM179B/IRAK4/CD177/PTPRC/LAIR1,26
BP,GO:0042119,neutrophil activation,26/289,447/12848,9.18149392227022e-6,9.348921164382206e-4,8.644248612267412e-4,MVP/SERPINB1/CYBA/ATP11A/KCNAB2/RAB27A/FTL/CTSG/BPI/GPI/RAB3D/FAF2/ARG1/APAF1/EPX/DIAPH1/AMPD3/STOM/S100A11/S100P/FTH1/TMEM179B/CD177/PTPRC/CCL5/LAIR1,26
BP,GO:0036230,granulocyte activation,26/289,452/12848,1.1173109215973165e-5,0.0011051801173056885,0.0010218774473917112,MVP/SERPINB1/CYBA/ATP11A/KCNAB2/RAB27A/FTL/CTSG/BPI/GPI/RAB3D/FAF2/ARG1/APAF1/EPX/DIAPH1/AMPD3/STOM/S100A11/S100P/FTH1/TMEM179B/CD177/PTPRC/CCL5/LAIR1,26
BP,GO:0002275,myeloid cell activation involved in immune response,27/289,488/12848,1.5186126039321155e-5,0.0014603991207813845,0.0013503219089349599,MVP/SERPINB1/CYBA/ATP11A/KCNAB2/RAB27A/FTL/CTSG/BPI/GPI/RAB3D/FAF2/ARG1/APAF1/EPX/TICAM1/DIAPH1/AMPD3/STOM/S100A11/S100P/FTH1/PIK3CD/TMEM179B/CD177/PTPRC/LAIR1,27
BP,GO:0043312,neutrophil degranulation,25/289,435/12848,1.6836521359713678e-5,0.001575352349927804,0.0014566105677066656,MVP/SERPINB1/CYBA/ATP11A/KCNAB2/RAB27A/FTL/CTSG/BPI/GPI/RAB3D/FAF2/ARG1/APAF1/EPX/DIAPH1/AMPD3/STOM/S100A11/S100P/FTH1/TMEM179B/CD177/PTPRC/LAIR1,25
BP,GO:0002283,neutrophil activation involved in immune response,25/289,438/12848,1.890649039665161e-5,0.0017224807829791546,0.0015926492325822033,MVP/SERPINB1/CYBA/ATP11A/KCNAB2/RAB27A/FTL/CTSG/BPI/GPI/RAB3D/FAF2/ARG1/APAF1/EPX/DIAPH1/AMPD3/STOM/S100A11/S100P/FTH1/TMEM179B/CD177/PTPRC/LAIR1,25
BP,GO:0042274,ribosomal small subunit biogenesis,9/289,68/12848,2.0046538983356e-5,0.0017795158451379097,0.0016453852914544021,RIOK2/LTV1/RPS6/RPS24/ABT1/UTP23/SRFBP1/TSR1/RRS1,9
BP,GO:0046700,heterocycle catabolic process,27/289,498/12848,2.1770036973743406e-5,0.0018841967000774917,0.0017421758536093081,YBX3/RPL6/RPL3/HSPB1/RPL28/RPL19/RPL34/RPL24/APAF1/APOBEC3F/HELZ2/AMPD3/RPS6/ENTPD1/RPS24/RPL13A/RPL32/RPL7/REXO4/CARHSP1/PDE9A/RPL29/RPL13/FEN1/RPL4/DCTPP1/RPL23A,27
BP,GO:0043299,leukocyte degranulation,26/289,477/12848,2.838707270105416e-5,0.002396976724171939,0.0022163052139642027,MVP/SERPINB1/CYBA/ATP11A/KCNAB2/RAB27A/FTL/CTSG/BPI/GPI/RAB3D/FAF2/ARG1/APAF1/EPX/DIAPH1/AMPD3/STOM/S100A11/S100P/FTH1/PIK3CD/TMEM179B/CD177/PTPRC/LAIR1,26
BP,GO:0006271,DNA strand elongation involved in DNA replication,5/289,19/12848,4.992476047504698e-5,0.00411522668487173,0.0038050425214189946,MCM4/MCM3/GINS4/POLE3/MCM7,5
BP,GO:0002700,regulation of production of molecular mediator of immune response,11/289,121/12848,8.783123235414633e-5,0.007071435497908247,0.006538427847954932,HFE/TFRC/TGFB2/GPI/DDX58/ARG1/TGFB3/TICAM1/SEMA7A/APOA2/PTPRC,11
BP,GO:0001819,positive regulation of cytokine production,20/289,345/12848,1.0643954688755522e-4,0.008374857075561732,0.0077436043561018054,CYBA/CASP8/NFKB2/CD200/HIF1A/CARD8/HSPB1/DDX58/PANX1/ARHGEF2/EPX/TICAM1/RARA/SEMA7A/CYRIB/APOA2/PLCB1/TRIM16/MMP12/PTPRC,20
BP,GO:0055072,iron ion homeostasis,8/289,66/12848,1.1018584358820358e-4,0.008476964233385795,0.007838015212905896,HFE/TFRC/FTL/HIF1A/ABCB6/EPAS1/EPB42/FTH1,8
BP,GO:0001818,negative regulation of cytokine production,16/289,243/12848,1.236003902001862e-4,0.009302272845066187,0.008601116398141104,HFE/SERPINB1/CD200/TGFB2/BPI/CSK/RELB/CARD8/DDX58/ARG1/TGFB3/EPX/RARA/PML/APOA2/PTPRC,16
BP,GO:0006402,mRNA catabolic process,19/289,323/12848,1.3093594752174788e-4,0.009644686177027472,0.008917720412399447,YBX3/RPL6/RPL3/HSPB1/RPL28/RPL19/RPL34/RPL24/HELZ2/RPS6/RPS24/RPL13A/RPL32/RPL7/CARHSP1/RPL29/RPL13/RPL4/RPL23A,19
BP,GO:0061082,myeloid leukocyte cytokine production,5/289,23/12848,1.3418934605807233e-4,0.009678406584438467,0.008948899152688553,TGFB2/DDX58/TGFB3/TICAM1/SEMA7A,5
BP,GO:0000478,endonucleolytic cleavage involved in rRNA processing,4/289,13/12848,1.5271934808143786e-4,0.010574287661158756,0.009777253421382158,ABT1/UTP23/TSR1/RRS1,4
BP,GO:0000479,"endonucleolytic cleavage of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",4/289,13/12848,1.5271934808143786e-4,0.010574287661158756,0.009777253421382158,ABT1/UTP23/TSR1/RRS1,4
BP,GO:0002719,negative regulation of cytokine production involved in immune response,5/289,24/12848,1.6640627970679632e-4,0.011229244341331808,0.010382842908568222,HFE/TGFB2/ARG1/TGFB3/APOA2,5
BP,GO:0006401,RNA catabolic process,20/289,357/12848,1.6866571512110166e-4,0.011229244341331808,0.010382842908568222,YBX3/RPL6/RPL3/HSPB1/RPL28/RPL19/RPL34/RPL24/HELZ2/RPS6/RPS24/RPL13A/RPL32/RPL7/CARHSP1/RPL29/RPL13/FEN1/RPL4/RPL23A,20
BP,GO:0009124,nucleoside monophosphate biosynthetic process,6/289,38/12848,1.852002978106523e-4,0.012097423226801476,0.011185583031622516,CAD/AMPD2/PPAT/AMPD3/DCK/TK1,6
BP,GO:0022616,DNA strand elongation,5/289,25/12848,2.0421042954662852e-4,0.012865320996881096,0.011895600702823257,MCM4/MCM3/GINS4/POLE3/MCM7,5
BP,GO:0002718,regulation of cytokine production involved in immune response,8/289,72/12848,2.0438840405212602e-4,0.012865320996881096,0.011895600702823257,HFE/TGFB2/DDX58/ARG1/TGFB3/TICAM1/SEMA7A/APOA2,8
BP,GO:0000082,G1/S transition of mitotic cell cycle,14/289,206/12848,2.353986900654785e-4,0.014552683303690831,0.01345577850543459,BID/MCM6/MCM4/MCM3/PPAT/RPS6/PML/POLE3/BACH1/PRMT2/MCM7/SFN/CRLF3/PLCB1,14
BP,GO:0000470,maturation of LSU-rRNA,5/289,26/12848,2.4821861376561524e-4,0.015076014751869473,0.013939663978970193,RPL7/NIFK/NSA2/RSL1D1/RPF2,5
BP,GO:0002888,positive regulation of myeloid leukocyte mediated immunity,4/289,15/12848,2.81363723260236e-4,0.01679450361942995,0.01552862218574188,DDX58/ARG1/TICAM1/CD177,4
BP,GO:0002367,cytokine production involved in immune response,8/289,78/12848,3.56460356149483e-4,0.02091636869473746,0.019339802730607994,HFE/TGFB2/DDX58/ARG1/TGFB3/TICAM1/SEMA7A/APOA2,8
BP,GO:0006605,protein targeting,20/289,385/12848,4.5129399524204504e-4,0.026039663525466,0.024076930518088756,BID/RAB27A/RPL6/RPL3/PDCD5/RPL28/RPL19/RPL34/RPL24/LTBP2/RPS6/RPS24/RPL13A/RPL32/RPL7/STOM/RPL29/RPL13/RPL4/RPL23A,20
BP,GO:0044843,cell cycle G1/S phase transition,14/289,222/12848,5.034944357827176e-4,0.02857537273245522,0.026421511289305335,BID/MCM6/MCM4/MCM3/PPAT/RPS6/PML/POLE3/BACH1/PRMT2/MCM7/SFN/CRLF3/PLCB1,14
BP,GO:0030490,maturation of SSU-rRNA,6/289,46/12848,5.405316232847063e-4,0.030182588384058923,0.027907583470437893,RIOK2/ABT1/UTP23/SRFBP1/TSR1/RRS1,6
BP,GO:0055076,transition metal ion homeostasis,9/289,105/12848,5.924539845079805e-4,0.032556757053438544,0.030102799780931812,HFE/TFRC/FTL/HIF1A/ABCB6/EPAS1/SLC30A7/EPB42/FTH1,9
BP,GO:0002440,production of molecular mediator of immune response,11/289,157/12848,8.437631951960971e-4,0.04564231534013888,0.04220203744393637,HFE/TFRC/TGFB2/GPI/DDX58/ARG1/TGFB3/TICAM1/SEMA7A/APOA2/PTPRC,11
BP,GO:0015701,bicarbonate transport,5/289,34/12848,9.06476901249006e-4,0.04828035434037014,0.04464123492628709,CFTR/SLC4A3/CA1/CA3/HBA2,5
BP,GO:0006879,cellular iron ion homeostasis,6/289,51/12848,9.461601569510899e-4,0.049630400960070806,0.04588952212580964,HFE/TFRC/FTL/HIF1A/ABCB6/FTH1,6
CC,GO:0022625,cytosolic large ribosomal subunit,14/300,51/13331,3.8645775341131064e-12,1.3526021369395873e-9,1.2325968345644964e-9,RPL6/RPL3/RPL28/RPL19/RPL34/RPL24/RPL13A/RPL32/RPL7/RPL29/RPL36AL/RPL13/RPL4/RPL23A,14
CC,GO:0031838,haptoglobin-hemoglobin complex,8/300,11/13331,9.331683848619093e-12,1.6330446735083413e-9,1.4881580032271502e-9,HBA2/HBG2/HBE1/HBD/HBQ1/HBZ/HBM/HBG1,8
CC,GO:0022626,cytosolic ribosome,17/300,94/13331,2.7376179259557167e-11,2.4018711543063594e-9,2.188772811292713e-9,RPL6/RPL3/RPL28/RPL19/RPL34/RPL24/RPS6/RPS24/RPL13A/RPL32/RPL7/RPL29/RPL36AL/RPL13/RPL4/HBA2/RPL23A,17
CC,GO:0005833,hemoglobin complex,8/300,12/13331,2.7449956049215534e-11,2.4018711543063594e-9,2.188772811292713e-9,HBA2/HBG2/HBE1/HBD/HBQ1/HBZ/HBM/HBG1,8
CC,GO:0015934,large ribosomal subunit,14/300,106/13331,1.0398860708034063e-7,7.279202495623845e-6,6.633378514809097e-6,RPL6/RPL3/RPL28/RPL19/RPL34/RPL24/RPL13A/RPL32/RPL7/RPL29/RPL36AL/RPL13/RPL4/RPL23A,14
CC,GO:0044391,ribosomal subunit,17/300,170/13331,2.831839681003087e-7,1.651906480585134e-5,1.505346356743746e-5,RPL6/RPL3/RPL28/RPL19/RPL34/RPL24/RPS6/RPS24/RPL13A/RPL32/RPL7/RPL29/RPL36AL/RPL13/RPL4/HBA2/RPL23A,17
CC,GO:0071162,CMG complex,5/300,10/13331,1.2825541258514855e-6,6.412770629257428e-5,5.843818047112784e-5,MCM6/MCM4/MCM3/GINS4/MCM7,5
CC,GO:0005840,ribosome,17/300,202/13331,3.1800580579493313e-6,1.3407045391917885e-4,1.2217548131582314e-4,RPL6/RPL3/RPL28/RPL19/RPL34/RPL24/RPS6/RPS24/RPL13A/RPL32/RPL7/RPL29/RPL36AL/RPL13/RPL4/HBA2/RPL23A,17
CC,GO:0030684,preribosome,10/300,70/13331,3.447525957921742e-6,1.3407045391917885e-4,1.2217548131582314e-4,RIOK2/EBNA1BP2/LTV1/UTP23/SRFBP1/RRP1/NSA2/TSR1/RSL1D1/RRS1,10
CC,GO:0031261,DNA replication preinitiation complex,5/300,12/13331,3.883919195653927e-6,1.3593717184788744e-4,1.2387658066138316e-4,MCM6/MCM4/MCM3/GINS4/MCM7,5
CC,GO:0042555,MCM complex,4/300,10/13331,4.7434497934379926e-5,0.0015092794797302704,0.0013753734807767579,MCM6/MCM4/MCM3/MCM7,4
CC,GO:0034774,secretory granule lumen,18/300,288/13331,9.320142596183863e-5,0.00271837492388696,0.002477195795301501,MVP/SERPINB1/RAB27A/FTL/TGFB2/CTSG/BPI/GPI/FAF2/ARG1/TGFB3/APAF1/EPX/AMPD3/CYRIB/S100A11/S100P/A2M,18
CC,GO:0060205,cytoplasmic vesicle lumen,18/300,292/13331,1.1101813317131505e-4,0.002988949739227713,0.0027237647247699164,MVP/SERPINB1/RAB27A/FTL/TGFB2/CTSG/BPI/GPI/FAF2/ARG1/TGFB3/APAF1/EPX/AMPD3/CYRIB/S100A11/S100P/A2M,18
CC,GO:0031983,vesicle lumen,18/300,294/13331,1.2100254893144472e-4,0.003025063723286118,0.0027566746109945676,MVP/SERPINB1/RAB27A/FTL/TGFB2/CTSG/BPI/GPI/FAF2/ARG1/TGFB3/APAF1/EPX/AMPD3/CYRIB/S100A11/S100P/A2M,18
CC,GO:0030688,"preribosome, small subunit precursor",4/300,13/13331,1.530870212094886e-4,0.0035720304948880675,0.0032551135036122843,RIOK2/LTV1/RRP1/TSR1,4
CC,GO:0032993,protein-DNA complex,11/300,134/13331,2.202410893577186e-4,0.004817773829700094,0.004390332241801891,NFYA/MCM6/MCM4/MCM3/GINS4/MCM7/H1-4/SOX12/H1-10/H1-2/NKX2-5,11
CC,GO:0072562,blood microparticle,9/300,96/13331,3.065675220136524e-4,0.006311684276751667,0.005751700258212799,TFRC/STOM/ITIH2/APOA2/A2M/HBA2/HBG2/HBE1/HBD,9
CC,GO:0030687,"preribosome, large subunit precursor",4/300,23/13331,0.001587505107482503,0.030868154867715335,0.02812947646591804,EBNA1BP2/RRP1/NSA2/RRS1,4
CC,GO:0005788,endoplasmic reticulum lumen,14/300,253/13331,0.0017960487389061682,0.033085108348271525,0.030149737833161716,H6PD/P4HA2/P3H2/GPX7/COL2A1/ITIH2/APOA2/EOGT/ERAP1/COL22A1/CRTAP/LAMB2/PNPLA2/PDIA2,14
MF,GO:0031720,haptoglobin binding,8/296,10/13063,2.738422336545116e-12,1.465055950051637e-9,1.3634460686166738e-9,HBA2/HBG2/HBE1/HBD/HBQ1/HBZ/HBM/HBG1,8
MF,GO:0005344,oxygen carrier activity,8/296,13/13063,7.380371049015006e-11,1.974249255611514e-8,1.8373239506232095e-8,HBA2/HBG2/HBE1/HBD/HBQ1/HBZ/HBM/HBG1,8
MF,GO:0004601,peroxidase activity,10/296,45/13063,4.850464029598004e-8,8.64999418611644e-6,8.05006837192932e-6,GPX7/EPX/HBA2/HBG2/HBE1/HBD/HBQ1/HBZ/HBM/HBG1,10
MF,GO:0016684,"oxidoreductase activity, acting on peroxide as acceptor",10/296,49/13063,1.1532215841969208e-7,1.5424338688633817e-5,1.4354573929609043e-5,GPX7/EPX/HBA2/HBG2/HBE1/HBD/HBQ1/HBZ/HBM/HBG1,10
MF,GO:0003735,structural constituent of ribosome,16/296,148/13063,2.3877934891524323e-7,2.4134110059541643e-5,2.2460273601895123e-5,RPL6/RPL3/RPL28/RPL19/RPL34/RPL24/RPS6/RPS24/RPL13A/RPL32/RPL7/RPL29/RPL36AL/RPL13/RPL4/RPL23A,16
MF,GO:0043177,organic acid binding,13/296,97/13063,2.706629165556072e-7,2.4134110059541643e-5,2.2460273601895123e-5,P4HA2/PLOD1/CAD/P3H2/RARA/HBA2/HBG2/HBE1/HBD/HBQ1/HBZ/HBM/HBG1,13
MF,GO:0019825,oxygen binding,8/296,31/13063,3.1702074133400484e-7,2.4229442373384656e-5,2.2548994082854785e-5,HBA2/HBG2/HBE1/HBD/HBQ1/HBZ/HBM/HBG1,8
MF,GO:0016209,antioxidant activity,11/296,74/13063,7.893297862310953e-7,5.27864294542045e-5,4.91253932746458e-5,GPX7/EPX/HBA2/HBG2/HBE1/HBD/SRXN1/HBQ1/HBZ/HBM/HBG1,11
MF,GO:0020037,heme binding,12/296,109/13063,6.470088810832509e-6,3.846108348661547e-4,3.5793590731272244e-4,CYBA/ABCB6/EPX/BACH1/HBA2/HBG2/HBE1/HBD/HBQ1/HBZ/HBM/HBG1,12
MF,GO:0046906,tetrapyrrole binding,12/296,119/13063,1.6016891082159476e-5,8.569036728955319e-4,7.974725770380456e-4,CYBA/ABCB6/EPX/BACH1/HBA2/HBG2/HBE1/HBD/HBQ1/HBZ/HBM/HBG1,12
MF,GO:0140104,molecular carrier activity,8/296,61/13063,6.56236909535411e-5,0.0031916976963767716,0.0029703354852655454,HBA2/HBG2/HBE1/HBD/HBQ1/HBZ/HBM/HBG1,8
MF,GO:0008097,5S rRNA binding,4/296,11/13063,7.518198310049082e-5,0.003351863413230216,0.0031193928075905404,RPL3/NOP53/RRS1/RPF2,4
MF,GO:0004860,protein kinase inhibitor activity,7/296,58/13063,3.1929955356776974e-4,0.013140404704519755,0.012229043630571264,HSPB1/CIT/SNCA/ITPRIP/SH3BP5L/SFN/CEP43,7
MF,GO:0019210,kinase inhibitor activity,7/296,62/13063,4.835160277513022e-4,0.018477219631924762,0.01719572038544105,HSPB1/CIT/SNCA/ITPRIP/SH3BP5L/SFN/CEP43,7
MF,GO:0048306,calcium-dependent protein binding,7/296,65/13063,6.46062899238365e-4,0.023042910072835016,0.021444754479982224,S100A1/S100A11/S100P/S100G/A2M/S100A4/CD177,7
MF,GO:0016884,"carbon-nitrogen ligase activity, with glutamine as amido-N-donor",3/296,10/13063,0.0012279909405805537,0.04106094707566227,0.03821313913780276,ASNS/CAD/ASNSD1,3
MF,GO:0003688,DNA replication origin binding,4/296,22/13063,0.0013687717229876998,0.042835826717983964,0.03986492088068159,MCM6/MCM4/MCM3/MCM7,4
MF,GO:0005506,iron ion binding,9/296,118/13063,0.0014412053849041334,0.042835826717983964,0.03986492088068159,P4HA2/PLOD1/FTL/P3H2/SNCA/FTH1/HBA2/HBQ1/HBZ,9
