ONTOLOGY,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
BP,GO:0006790,sulfur compound metabolic process,43/505,314/12848,6.514275447178039e-13,2.1041109694385068e-10,1.8676334200713308e-10,ACSM3/AASS/DCN/ACP3/DPEP1/CPS1/HAGH/ACSM2B/ACAT1/NOX4/PHGDH/AHCY/GCDH/CLIC5/PCCB/ABHD14B/CTH/ACOT2/DLST/PDHA1/BHMT2/GSTM5/SLC19A3/SUOX/NAT8/SLC26A1/BHMT/MMUT/GLYAT/ACOT11/ACSF2/PDHB/BTD/AGXT/PC/PCCA/MSRA/PIPOX/GLRX5/SLC25A10/ACSM2A/ENPP1/HTD2,43
BP,GO:0006091,generation of precursor metabolites and energy,53/505,454/12848,8.352336152451102e-13,2.4729875291382304e-10,2.19505255374943e-10,MLXIPL/UQCRC1/SPHK2/FECH/ACAT1/SLC4A4/OXCT1/NOX4/FH/PHGDH/XYLB/ACO2/DLST/ACO1/PFKFB2/NQO2/DMAC2L/G6PC1/PDHA1/KL/PPP1R1A/COQ10A/TACO1/ALDOB/ALDH1B1/AOX1/QDPR/SLC25A4/ATP5F1A/BDH1/AK4/AKR7A3/SUCLG1/BDH2/FBP1/GPD1/PDHB/UQCRFS1/ADH6/GLDC/ENTPD5/ADH1B/ENPP1/ND6/COX2/ND2/ND5/COX1/ND3/ND4/ND1/ATP6/COX3,53
BP,GO:0006575,cellular modified amino acid metabolic process,30/505,167/12848,2.2000174658986068e-12,6.012816966413654e-10,5.337046419297348e-10,IYD/DPEP1/CHDH/HAGH/CRAT/AHCY/CRYM/CKM/FOLR1/SLC16A10/CLIC5/ACADM/SARDH/ASS1/GCH1/BHMT2/GSTM5/GGH/NAT8/ALDH1L1/BHMT/SLC16A2/FTCD/ALDH7A1/PLA2G4F/GATM/PIPOX/DIO1/CKMT1A/HOGA1,30
BP,GO:0015849,organic acid transport,36/505,256/12848,2.447337706317704e-11,6.210993478962001e-9,5.512950201599881e-9,SLC13A2/SLC7A9/MPC1/LLGL2/ABCB1/SLC7A8/FOLR1/SLC16A10/SLC16A7/STRA6/SLC27A2/SFXN5/SLC26A1/SLC16A2/SLC5A12/PLA2R1/SLC7A7/SFXN2/SLC13A3/SLC25A44/FABP1/SLC27A4/SLC3A2/PLA2G4F/UMOD/SLC23A1/SLC22A13/SLC6A19/KCNJ10/SLC25A10/CYP4F2/SLC36A2/CYP4A11/SLC25A29/SLC22A6/SLC26A6,36
BP,GO:0046942,carboxylic acid transport,32/505,217/12848,9.281476217319404e-11,2.1984723333423894e-8,1.951389666462381e-8,SLC13A2/SLC7A9/CASR/MPC1/LLGL2/SLC7A8/FOLR1/SLC16A7/STRA6/SFXN5/SLC26A1/SLC16A2/SLC5A12/PLA2R1/SLC7A7/SFXN2/SLC13A3/SLC16A9/SLC27A4/SLC3A2/PLA2G4F/UMOD/SLC23A1/SLC22A13/KCNJ10/SLC25A10/CYP4F2/SLC36A2/CYP4A11/SLC25A29/SLC22A6/SLC26A6,32
BP,GO:0009066,aspartate family amino acid metabolic process,15/505,48/12848,2.219103291678484e-10,4.9277962470835335e-8,4.37396938280838e-8,AASS/PHGDH/GCAT/CRYM/GCDH/DLST/ASS1/RIDA/BHMT2/SDSL/BHMT/ALDH7A1/MSRA/PIPOX/HYKK,15
BP,GO:1901615,organic hydroxy compound metabolic process,48/505,449/12848,2.392544082670157e-10,5.0004171327806284e-8,4.4384285273559075e-8,IYD/CYP24A1/ACAA1/SPHK2/HAGH/RDH11/OSBPL6/MOXD1/MIOX/PCK2/HAO1/CRYM/CUBN/DAO/SLC16A10/FGF1/EPHX2/PFKFB2/ALDH1A2/SLC34A1/FMO5/GCH1/DDC/ANGPTL3/PSAT1/ALDH1B1/RBP4/RDH12/SORD/SLC27A2/SLC16A2/EBP/TKFC/QDPR/DHRS4/PTH1R/SMPD1/LDHD/GPD1/ADH6/CYP8B1/INPP5J/CYP4F2/CYP4F3/CYP4A11/ADH1B/GK/DIO1,48
BP,GO:0009081,branched-chain amino acid metabolic process,11/505,23/12848,2.737042484816715e-10,5.402617749196549e-8,4.795426482170103e-8,ACAT1/BCKDHB/ALDH6A1/IVD/DBT/SDSL/ACAD8/SLC25A44/PPM1K/ACADSB/HIBCH,11
BP,GO:0006753,nucleoside phosphate metabolic process,49/505,469/12848,3.416169745879867e-10,6.388237424795351e-8,5.670273993715281e-8,ACSM3/AASS/MLXIPL/ACP3/SPHK2/ACSM2B/ACAT1/SLC4A4/MAGI3/UPB1/QPRT/GCDH/LHPP/ABHD14B/PDE1A/NT5C1A/GDA/ACOT2/DLST/PFKFB2/DMAC2L/PDHA1/ALDOB/SLC26A1/DPYS/AK3/GLYAT/ATP5F1A/PANK1/ACOT11/AK4/FBP1/ACSF2/GPD1/PDHB/NUDT9/PDZD3/SLC22A13/PIPOX/AFMID/ACSM2A/ENTPD5/FHIT/ENPP1/COX2/PNP/ATP6/ASPDH/HTD2,49
BP,GO:0098656,anion transmembrane transport,46/505,431/12848,6.125424088051008e-10,1.0705481159622237e-7,9.502309850601632e-8,SLC25A5/SLC13A2/SLC7A9/CASR/MPC1/SLC9A3/SLC12A1/SLC4A4/SLC13A1/ABCB1/SLC7A8/SLC2A9/FOLR1/SLC16A10/CLIC5/SLC16A7/SLC34A1/SLC19A3/STRA6/SLC12A6/SLC5A2/SLC26A1/SLC16A2/GPC3/SLC5A12/SLC25A4/SLC7A7/SFXN2/AIFM1/SLC13A3/SLC27A4/SLC3A2/SLC23A1/CLCN5/SLC6A19/MFSD4A/KCNJ10/SLC25A42/SLC25A10/SLC36A2/SLC25A29/ENPP1/SLC22A6/SLC44A4/SLC26A6/AQP1,46
BP,GO:0009117,nucleotide metabolic process,48/505,462/12848,6.327472680891273e-10,1.0705481159622237e-7,9.502309850601632e-8,ACSM3/AASS/MLXIPL/ACP3/SPHK2/ACSM2B/ACAT1/SLC4A4/MAGI3/UPB1/QPRT/GCDH/ABHD14B/PDE1A/NT5C1A/GDA/ACOT2/DLST/PFKFB2/DMAC2L/PDHA1/ALDOB/SLC26A1/DPYS/AK3/GLYAT/ATP5F1A/PANK1/ACOT11/AK4/FBP1/ACSF2/GPD1/PDHB/NUDT9/PDZD3/SLC22A13/PIPOX/AFMID/ACSM2A/ENTPD5/FHIT/ENPP1/COX2/PNP/ATP6/ASPDH/HTD2,48
BP,GO:0072521,purine-containing compound metabolic process,43/505,392/12848,9.823921677655268e-10,1.5865633509413258e-7,1.4082521218303915e-7,ACSM3/AASS/MLXIPL/ACP3/SPHK2/ACSM2B/ACAT1/SLC4A4/MAGI3/AHCY/GCDH/ABHD14B/PDE1A/NT5C1A/GDA/ACOT2/DLST/PFKFB2/DMAC2L/PDHA1/ALDOB/SLC26A1/AK3/GLYAT/ATP5F1A/PANK1/ACOT11/AK4/FBP1/ACSF2/GPD1/PDHB/NUDT9/PDZD3/PIPOX/ACSM2A/ENTPD5/FHIT/ENPP1/COX2/PNP/ATP6/HTD2,43
BP,GO:0009083,branched-chain amino acid catabolic process,10/505,20/12848,1.0445754535790555e-9,1.6136419941592975e-7,1.4322874411546225e-7,ACAT1/BCKDHB/ALDH6A1/IVD/DBT/ACAD8/SLC25A44/PPM1K/ACADSB/HIBCH,10
BP,GO:0009062,fatty acid catabolic process,20/505,100/12848,1.5346393309486088e-9,2.2719056428585027e-7,2.0165699278605403e-7,ACAA1/ACAT1/CRAT/PCK2/HAO1/GCDH/PHYH/PCCB/HAO2/ACADM/ECHS1/IVD/HADH/SLC27A2/MMUT/FABP1/BDH2/SLC27A4/PCCA/ECI2,20
BP,GO:0009636,response to toxic substance,28/505,195/12848,2.630121566980869e-9,3.7379287709932115e-7,3.31782914302092e-7,IYD/CPS1/FECH/RDH11/SLC7A8/SOD3/SDC1/MTARC2/EPHX2/MT1G/ASS1/GCH1/DDC/BPHL/RDH12/ALAD/GLYAT/SLC22A8/AKR7A3/FABP1/MT1E/SLC23A1/PDZD3/PDZK1/MT1X/MT1F/MT1H/GPX3,28
BP,GO:0006163,purine nucleotide metabolic process,41/505,376/12848,2.9303924335806818e-9,4.0044939678892934e-7,3.554435518626608e-7,ACSM3/AASS/MLXIPL/SPHK2/ACSM2B/ACAT1/SLC4A4/MAGI3/GCDH/ABHD14B/PDE1A/NT5C1A/GDA/ACOT2/DLST/PFKFB2/DMAC2L/PDHA1/ALDOB/SLC26A1/AK3/GLYAT/ATP5F1A/PANK1/ACOT11/AK4/FBP1/ACSF2/GPD1/PDHB/NUDT9/PDZD3/PIPOX/ACSM2A/ENTPD5/FHIT/ENPP1/COX2/PNP/ATP6/HTD2,41
BP,GO:0009068,aspartate family amino acid catabolic process,10/505,22/12848,3.4048253410877893e-9,4.480497939587005e-7,3.9769421917734955e-7,AASS/GCAT/CRYM/GCDH/DLST/RIDA/SDSL/ALDH7A1/PIPOX/HYKK,10
BP,GO:0016042,lipid catabolic process,34/505,283/12848,6.01390152184414e-9,7.631211466825796e-7,6.773552240392874e-7,CYP24A1/CPS1/ACAA1/ACAT1/CRAT/PCK2/HAO1/LIPG/GCDH/PHYH/PCCB/HAO2/ACADM/HSD11B1/ECHS1/IVD/ANGPTL3/HADH/SLC27A2/MMUT/ADRA2A/FABP1/BDH2/ENPP6/SMPD1/CRABP1/SLC27A4/PLA2G4F/PCCA/PLCXD3/CYP4F2/CYP4F3/CYP4A11/ECI2,34
BP,GO:1905039,carboxylic acid transmembrane transport,21/505,124/12848,1.3852010369401074e-8,1.672241456309401e-6,1.4843010067409202e-6,SLC13A2/SLC7A9/MPC1/ABCB1/SLC7A8/FOLR1/SLC16A10/SLC16A7/STRA6/SLC16A2/SLC5A12/SLC7A7/SFXN2/SLC13A3/SLC3A2/SLC23A1/SLC6A19/KCNJ10/SLC25A10/SLC36A2/SLC25A29,21
BP,GO:0044242,cellular lipid catabolic process,27/505,197/12848,1.4119685811787793e-8,1.672241456309401e-6,1.4843010067409202e-6,CPS1/ACAA1/ACAT1/CRAT/PCK2/HAO1/LIPG/GCDH/PHYH/PCCB/HAO2/ACADM/ECHS1/IVD/ANGPTL3/HADH/SLC27A2/MMUT/FABP1/BDH2/ENPP6/SMPD1/CRABP1/SLC27A4/PLA2G4F/PCCA/ECI2,27
BP,GO:1903825,organic acid transmembrane transport,21/505,125/12848,1.6050498847137316e-8,1.8312952948131697e-6,1.6254790475832894e-6,SLC13A2/SLC7A9/MPC1/ABCB1/SLC7A8/FOLR1/SLC16A10/SLC16A7/STRA6/SLC16A2/SLC5A12/SLC7A7/SFXN2/SLC13A3/SLC3A2/SLC23A1/SLC6A19/KCNJ10/SLC25A10/SLC36A2/SLC25A29,21
BP,GO:0006766,vitamin metabolic process,20/505,114/12848,1.649351236533111e-8,1.8312952948131697e-6,1.6254790475832894e-6,ACP3/CYP24A1/CUBN/FOLR1/PCCB/ALDH1A2/PSAT1/SLC19A3/AOX1/ALDH1L1/MMUT/AMN/CRABP1/BTD/SLC23A1/PC/PCCA/CYP4F2/CYP4F3/ENPP1,20
BP,GO:0016053,organic acid biosynthetic process,32/505,269/12848,2.1624230405761193e-8,2.3282088070202884e-6,2.0665452725888526e-6,ACSM3/AASS/MLXIPL/CPS1/OAT/ACSM2B/OSBPL6/PHGDH/UPB1/LIPG/PTGDS/AGXT2/CTH/ALDH8A1/EPHX2/ALDH1A2/ASS1/BHMT2/PSAT1/SDSL/SLC27A2/BHMT/HPGD/GPT2/GPT/PLA2G4F/GATM/AGXT/CYP8B1/ACSM2A/CYP4A11/HOGA1,32
BP,GO:0009069,serine family amino acid metabolic process,11/505,34/12848,3.906696040388728e-8,4.082497362206221e-6,3.6236722405587087e-6,PHGDH/GCAT/DAO/AGXT2/CTH/RIDA/PSAT1/SDSL/GLYAT/AGXT/GLDC,11
BP,GO:0009259,ribonucleotide metabolic process,38/505,366/12848,4.2796508940079164e-8,4.3444570361171795e-6,3.856190700285028e-6,ACSM3/AASS/MLXIPL/SPHK2/ACSM2B/ACAT1/SLC4A4/MAGI3/UPB1/GCDH/ABHD14B/PDE1A/ACOT2/DLST/PFKFB2/DMAC2L/PDHA1/ALDOB/SLC26A1/DPYS/AK3/GLYAT/ATP5F1A/PANK1/ACOT11/AK4/FBP1/ACSF2/GPD1/PDHB/NUDT9/PIPOX/ACSM2A/ENTPD5/ENPP1/COX2/ATP6/HTD2,38
BP,GO:0019693,ribose phosphate metabolic process,38/505,375/12848,8.136971828610648e-8,8.03073914084823e-6,7.128177660385234e-6,ACSM3/AASS/MLXIPL/SPHK2/ACSM2B/ACAT1/SLC4A4/MAGI3/UPB1/GCDH/ABHD14B/PDE1A/ACOT2/DLST/PFKFB2/DMAC2L/PDHA1/ALDOB/SLC26A1/DPYS/AK3/GLYAT/ATP5F1A/PANK1/ACOT11/AK4/FBP1/ACSF2/GPD1/PDHB/NUDT9/PIPOX/ACSM2A/ENTPD5/ENPP1/COX2/ATP6/HTD2,38
BP,GO:0072001,renal system development,28/505,228/12848,8.486793286678601e-8,8.149615283126777e-6,7.233693509783525e-6,TFAP2B/DCN/COL4A4/CTSH/CALB1/SFRP1/FGF1/SDC1/NPHS2/ALDH1A2/ASS1/SLC34A1/STRA6/RBP4/FRAS1/SLIT2/GPC3/FREM2/PTPRO/NPHS1/HPGD/NPNT/COL4A3/UMOD/PBX1/CYP4A11/MAGI2/MME,28
BP,GO:0006554,lysine catabolic process,7/505,12/12848,9.281043622000291e-8,8.455268715119752e-6,7.504995058438022e-6,AASS/CRYM/GCDH/DLST/ALDH7A1/PIPOX/HYKK,7
BP,GO:0046415,urate metabolic process,7/505,12/12848,9.281043622000291e-8,8.455268715119752e-6,7.504995058438022e-6,SLC2A9/G6PC1/SLC16A9/SLC22A11/UMOD/SLC22A12/PNP,7
BP,GO:0006544,glycine metabolic process,8/505,17/12848,9.583870055926904e-8,8.512872577177072e-6,7.556124917778159e-6,PHGDH/GCAT/AGXT2/RIDA/SDSL/GLYAT/AGXT/GLDC,8
BP,GO:0009150,purine ribonucleotide metabolic process,36/505,349/12848,1.1568399872332987e-7,1.0025006035707099e-5,8.898312199617363e-6,ACSM3/AASS/MLXIPL/SPHK2/ACSM2B/ACAT1/SLC4A4/MAGI3/GCDH/ABHD14B/PDE1A/ACOT2/DLST/PFKFB2/DMAC2L/PDHA1/ALDOB/SLC26A1/AK3/GLYAT/ATP5F1A/PANK1/ACOT11/AK4/FBP1/ACSF2/GPD1/PDHB/NUDT9/PIPOX/ACSM2A/ENTPD5/ENPP1/COX2/ATP6/HTD2,36
BP,GO:0046394,carboxylic acid biosynthetic process,30/505,262/12848,1.414480616519817e-7,1.1965832453559308e-5,1.0621012348604939e-5,ACSM3/AASS/MLXIPL/OAT/ACSM2B/OSBPL6/PHGDH/UPB1/LIPG/PTGDS/AGXT2/CTH/ALDH8A1/EPHX2/ALDH1A2/ASS1/BHMT2/PSAT1/SLC27A2/BHMT/HPGD/GPT2/GPT/PLA2G4F/GATM/AGXT/CYP8B1/ACSM2A/CYP4A11/HOGA1,30
BP,GO:0001822,kidney development,27/505,221/12848,1.6113735560269347e-7,1.3314442429217904e-5,1.1818054281166943e-5,TFAP2B/DCN/COL4A4/CTSH/CALB1/SFRP1/FGF1/SDC1/NPHS2/ALDH1A2/ASS1/SLC34A1/STRA6/FRAS1/SLIT2/GPC3/FREM2/PTPRO/NPHS1/HPGD/NPNT/COL4A3/UMOD/PBX1/CYP4A11/MAGI2/MME,27
BP,GO:0006767,water-soluble vitamin metabolic process,15/505,75/12848,1.7366251744634672e-7,1.4023248283792498e-5,1.2447198618881693e-5,ACP3/CUBN/FOLR1/PCCB/PSAT1/SLC19A3/AOX1/ALDH1L1/MMUT/AMN/BTD/SLC23A1/PC/PCCA/ENPP1,15
BP,GO:0006553,lysine metabolic process,7/505,13/12848,1.9428237635412963e-7,1.5013453177420733e-5,1.3326116023390913e-5,AASS/CRYM/GCDH/DLST/ALDH7A1/PIPOX/HYKK,7
BP,GO:0043648,dicarboxylic acid metabolic process,16/505,86/12848,1.9437625841861912e-7,1.5013453177420733e-5,1.3326116023390913e-5,OAT/L2HGDH/FH/PCK2/QPRT/PHYH/FOLR1/ALDH5A1/DLST/ASS1/ALDH1L1/ADHFE1/FTCD/GPT2/HOGA1/PRODH2,16
BP,GO:0000096,sulfur amino acid metabolic process,10/505,32/12848,2.3809285976103004e-7,1.7998807036828505e-5,1.597595090356206e-5,DPEP1/CPS1/NOX4/AHCY/CTH/BHMT2/BHMT/MMUT/AGXT/MSRA,10
BP,GO:0010817,regulation of hormone levels,38/505,392/12848,2.5651215725204027e-7,1.8987243639927064e-5,1.6853298752787557e-5,SLC25A5/TFAP2B/IYD/CASR/RDH11/OXCT1/SLC7A8/PCK2/HNF4A/PCSK1N/CRYM/SFRP1/SLC16A10/ALDH8A1/PFKFB2/ALDH1A2/TRPM4/RBP4/HADH/RDH12/CRABP2/CRHBP/SLC16A2/CAMK2G/CYP17A1/ADRA2A/SLC25A4/PRKCA/UGT2B4/VSNL1/CRABP1/KLK6/UGT2B7/ADH6/MME/ADH1B/DIO1/UGT1A9,38
BP,GO:1902600,proton transmembrane transport,19/505,125/12848,3.9589289948467687e-7,2.87062749361032e-5,2.548002420743484e-5,SPHK2/SLC9A3/ATP6V0A4/SLC2A9/ATP6V1B1/DMAC2L/TACO1/ATP6V1C2/ATP6V0D2/ATP5F1A/CLCN5/SLC36A2/COX2/ND5/COX1/ND4/ATP6/COX3/ATP6V1G2,19
BP,GO:0046434,organophosphate catabolic process,19/505,127/12848,5.096210947860587e-7,3.621367499549733e-5,3.214367999955856e-5,ACAT1/UPB1/LIPG/PDE1A/NT5C1A/GDA/ANGPTL3/DPYS/GPD1L/ENPP6/SMPD1/GPD1/PLA2G4F/NUDT9/INPP5J/ENTPD5/FHIT/ENPP1/PNP,19
BP,GO:0033865,nucleoside bisphosphate metabolic process,19/505,128/12848,5.770107882438847e-7,3.868149680434948e-5,3.4334147399775145e-5,ACSM3/AASS/ACSM2B/ACAT1/GCDH/ABHD14B/ACOT2/DLST/PDHA1/SLC26A1/GLYAT/PANK1/ACOT11/ACSF2/PDHB/PIPOX/ACSM2A/ENPP1/HTD2,19
BP,GO:0033875,ribonucleoside bisphosphate metabolic process,19/505,128/12848,5.770107882438847e-7,3.868149680434948e-5,3.4334147399775145e-5,ACSM3/AASS/ACSM2B/ACAT1/GCDH/ABHD14B/ACOT2/DLST/PDHA1/SLC26A1/GLYAT/PANK1/ACOT11/ACSF2/PDHB/PIPOX/ACSM2A/ENPP1/HTD2,19
BP,GO:0034032,purine nucleoside bisphosphate metabolic process,19/505,128/12848,5.770107882438847e-7,3.868149680434948e-5,3.4334147399775145e-5,ACSM3/AASS/ACSM2B/ACAT1/GCDH/ABHD14B/ACOT2/DLST/PDHA1/SLC26A1/GLYAT/PANK1/ACOT11/ACSF2/PDHB/PIPOX/ACSM2A/ENPP1/HTD2,19
BP,GO:0006625,protein targeting to peroxisome,13/505,62/12848,6.510773124314279e-7,4.130853019765828e-5,3.666593285798041e-5,ACAA1/CRAT/HAO1/PHYH/DAO/HAO2/ACOT2/EPHX2/SLC27A2/DHRS4/AGXT/PIPOX/ECI2,13
BP,GO:0072662,protein localization to peroxisome,13/505,62/12848,6.510773124314279e-7,4.130853019765828e-5,3.666593285798041e-5,ACAA1/CRAT/HAO1/PHYH/DAO/HAO2/ACOT2/EPHX2/SLC27A2/DHRS4/AGXT/PIPOX/ECI2,13
BP,GO:0072663,establishment of protein localization to peroxisome,13/505,62/12848,6.510773124314279e-7,4.130853019765828e-5,3.666593285798041e-5,ACAA1/CRAT/HAO1/PHYH/DAO/HAO2/ACOT2/EPHX2/SLC27A2/DHRS4/AGXT/PIPOX/ECI2,13
BP,GO:0006081,cellular aldehyde metabolic process,12/505,53/12848,7.31192332039613e-7,4.523198245302867e-5,4.014843480802699e-5,HAGH/RDH11/AGXT2/ALDH8A1/ALDH1A2/ALDOB/TKFC/AKR7A3/ALDH7A1/AGXT/HOGA1/PRODH2,12
BP,GO:0055081,anion homeostasis,9/505,28/12848,7.38377422537479e-7,4.523198245302867e-5,4.014843480802699e-5,TFAP2B/CPS1/SLC12A1/ATP6V1B1/SLC34A1/SLC12A6/UMOD/ENPP1/SLC34A3,9
