ONTOLOGY,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
BP,GO:0070663,regulation of leukocyte proliferation,18/246,203/12848,6.774273199349998e-8,2.1228108834690403e-5,1.7613110318309994e-5,CD38/CD4/CD74/FCGR2B/MEF2C/VSIR/TNFAIP3/CD274/CDKN1A/CD70/BST2/IDO1/GPNMB/CEBPB/CARD11/HLA-G/HLA-A/LYN,18
BP,GO:0007159,leukocyte cell-cell adhesion,22/246,303/12848,8.487129501953609e-8,2.437927949436174e-5,2.0227658646322766e-5,ITGAL/CD4/ALOX5/CD74/RUNX3/FCGR2B/VSIR/ITGA4/LOXL3/CD274/CD70/IDO1/ETS1/GPNMB/ITGA5/CEBPB/LCK/CARD11/HLA-G/HLA-A/LYN/PECAM1,22
BP,GO:0050727,regulation of inflammatory response,20/246,258/12848,1.1655773999220947e-7,3.0149216743987882e-5,2.501501592335519e-5,ALOX5/BIRC3/CALCRL/FCGR2B/C1QTNF3/MMP9/HCK/TRADD/SERPINE1/TNFAIP3/IDO1/ETS1/TLR2/TNFRSF11A/PLA2G7/TLR3/CEBPB/LACC1/LRRK2/LYN,20
BP,GO:0001525,angiogenesis,26/246,418/12848,1.224511268975429e-7,3.0149216743987882e-5,2.501501592335519e-5,ALOX5/TYMP/CALCRL/ANGPT2/PGK1/FLT1/SERPINE1/TNFAIP3/PGF/RAMP2/ETS1/GPNMB/ANGPTL2/ENPP2/ITGAX/ADM/ITGA5/ESM1/TLR3/CYBB/PRKCB/CSPG4/CLEC14A/THBS2/HLA-G/ECSCR,26
BP,GO:0034341,response to interferon-gamma,16/246,168/12848,1.3853636055318809e-7,3.1835655655122625e-5,2.6414266078807863e-5,CD74/HCK/GBP1/BST2/TRIM21/TRIM22/OASL/TLR2/PARP9/IFITM3/FCGR1A/GBP5/TLR3/PARP14/HLA-G/HLA-A,16
BP,GO:0046651,lymphocyte proliferation,18/246,225/12848,3.2086855976747543e-7,6.912712034490549e-5,5.735525505843623e-5,CD38/CD4/CD74/BTN3A1/FCGR2B/MEF2C/VSIR/CD274/CDKN1A/CD70/IDO1/GPNMB/CEBPB/CARD11/HLA-G/PSMB10/HLA-A/LYN,18
BP,GO:0032943,mononuclear cell proliferation,18/246,227/12848,3.659775512435893e-7,7.420733053745013e-5,6.157034097392148e-5,CD38/CD4/CD74/BTN3A1/FCGR2B/MEF2C/VSIR/CD274/CDKN1A/CD70/IDO1/GPNMB/CEBPB/CARD11/HLA-G/PSMB10/HLA-A/LYN,18
BP,GO:0050670,regulation of lymphocyte proliferation,16/246,186/12848,5.593122876526732e-7,1.0559667219895975e-4,8.761429721178558e-5,CD38/CD4/CD74/FCGR2B/MEF2C/VSIR/CD274/CDKN1A/CD70/IDO1/GPNMB/CEBPB/CARD11/HLA-G/HLA-A/LYN,16
BP,GO:0032944,regulation of mononuclear cell proliferation,16/246,187/12848,6.013229376864356e-7,1.0559667219895975e-4,8.761429721178558e-5,CD38/CD4/CD74/FCGR2B/MEF2C/VSIR/CD274/CDKN1A/CD70/IDO1/GPNMB/CEBPB/CARD11/HLA-G/HLA-A/LYN,16
BP,GO:0031349,positive regulation of defense response,20/246,286/12848,6.126873930894097e-7,1.0559667219895975e-4,8.761429721178558e-5,MEF2C/HCK/TLR8/TRADD/SERPINE1/IDO1/ETS1/TLR2/PARP9/TNFRSF11A/PLA2G7/GJA1/GBP5/TLR3/CEBPB/LRRK2/CARD11/HLA-G/PSMB10/LYN,20
BP,GO:0048514,blood vessel morphogenesis,27/246,491/12848,8.053237589904676e-7,1.3218814272572104e-4,1.0967742622441606e-4,ALOX5/TYMP/CALCRL/ANGPT2/PGK1/FLT1/TGFB1/SERPINE1/TNFAIP3/PGF/RAMP2/ETS1/GPNMB/ANGPTL2/ENPP2/ITGAX/ADM/ITGA5/ESM1/TLR3/CYBB/PRKCB/CSPG4/CLEC14A/THBS2/HLA-G/ECSCR,27
BP,GO:2000147,positive regulation of cell motility,25/246,438/12848,1.0771640036835999e-6,1.6877201457715313e-4,1.4003132047886799e-4,CD74/MMP9/FLT1/TRADD/TGFB1/SERPINE1/VSIR/ITGA4/PGF/CD274/PREX1/ETS1/GPNMB/ENPP2/ITGAX/PLA2G7/ITGA5/MAPRE2/SEMA6B/TCAF2/FAM89B/CAVIN1/FAM110C/LYN/PECAM1,25
BP,GO:0060337,type I interferon signaling pathway,10/246,73/12848,1.1895240806413684e-6,1.7084539608211652e-4,1.4175161960976304e-4,SAMHD1/IFIT3/IFIT2/BST2/OASL/IFITM3/MX1/ISG15/HLA-G/HLA-A,10
BP,GO:0071357,cellular response to type I interferon,10/246,73/12848,1.1895240806413684e-6,1.7084539608211652e-4,1.4175161960976304e-4,SAMHD1/IFIT3/IFIT2/BST2/OASL/IFITM3/MX1/ISG15/HLA-G/HLA-A,10
BP,GO:1903037,regulation of leukocyte cell-cell adhesion,19/246,274/12848,1.3412129001945058e-6,1.8492643467881846e-4,1.5343475578225146e-4,CD4/ALOX5/CD74/RUNX3/FCGR2B/VSIR/ITGA4/LOXL3/CD274/CD70/IDO1/ETS1/GPNMB/CEBPB/LCK/CARD11/HLA-G/HLA-A/LYN,19
BP,GO:0040017,positive regulation of locomotion,25/246,448/12848,1.6234391383332559e-6,2.0717803769186759e-4,1.7189706637619416e-4,CD74/MMP9/FLT1/TRADD/TGFB1/SERPINE1/VSIR/ITGA4/PGF/CD274/PREX1/ETS1/GPNMB/ENPP2/ITGAX/PLA2G7/ITGA5/MAPRE2/SEMA6B/TCAF2/FAM89B/CAVIN1/FAM110C/LYN/PECAM1,25
BP,GO:0051272,positive regulation of cellular component movement,25/246,448/12848,1.6234391383332559e-6,2.0717803769186759e-4,1.7189706637619416e-4,CD74/MMP9/FLT1/TRADD/TGFB1/SERPINE1/VSIR/ITGA4/PGF/CD274/PREX1/ETS1/GPNMB/ENPP2/ITGAX/PLA2G7/ITGA5/MAPRE2/SEMA6B/TCAF2/FAM89B/CAVIN1/FAM110C/LYN/PECAM1,25
BP,GO:0030335,positive regulation of cell migration,24/246,419/12848,1.6829083421445582e-6,2.0717803769186759e-4,1.7189706637619416e-4,CD74/MMP9/FLT1/TRADD/TGFB1/SERPINE1/VSIR/ITGA4/PGF/CD274/PREX1/ETS1/GPNMB/ENPP2/ITGAX/PLA2G7/ITGA5/MAPRE2/SEMA6B/TCAF2/FAM89B/FAM110C/LYN/PECAM1,24
BP,GO:0042110,T cell activation,23/246,394/12848,2.0331435426702354e-6,2.4166364798566557e-4,2.0051001834609907e-4,ITGAL/CD4/CD74/RUNX3/BTN3A1/FCGR2B/APBB1IP/VSIR/TCIRG1/LOXL3/CD274/PREX1/CD70/IDO1/GPNMB/CEBPB/LCK/CARD11/MAFB/HLA-G/PSMB10/HLA-A/LYN,23
BP,GO:0034340,response to type I interferon,10/246,78/12848,2.2153803154609903e-6,2.545471982464678e-4,2.1119959007394773e-4,SAMHD1/IFIT3/IFIT2/BST2/OASL/IFITM3/MX1/ISG15/HLA-G/HLA-A,10
BP,GO:0045785,positive regulation of cell adhesion,22/246,369/12848,2.429737879132877e-6,2.701711764313235e-4,2.241629140103235e-4,CD4/ALOX5/CD74/RUNX3/APBB1IP/VSIR/ITGA4/CD274/PREX1/CD70/ETS1/ITGA5/FBLN2/EDIL3/PLEKHA2/LCK/P4HB/S100A10/CARD11/HLA-G/HLA-A/LYN,22
BP,GO:0002250,adaptive immune response,21/246,342/12848,2.614753432517049e-6,2.8165797130894586e-4,2.3369358803121122e-4,CD4/CD74/BTN3A1/FCGR2B/MEF2C/RNF125/TLR8/IL4I1/TGFB1/TCIRG1/LOXL3/TNFAIP3/CD274/CD70/TNFRSF11A/ERAP2/PRKCB/CD247/HLA-G/HLA-A/LYN,21
BP,GO:0060333,interferon-gamma-mediated signaling pathway,10/246,80/12848,2.8032702119323647e-6,2.9281431577366245e-4,2.4295008503413826e-4,HCK/GBP1/TRIM21/TRIM22/OASL/PARP9/FCGR1A/PARP14/HLA-G/HLA-A,10
BP,GO:0050900,leukocyte migration,22/246,373/12848,2.89743608056375e-6,2.937488873442131e-4,2.4372550560036252e-4,ITGAL/ALOX5/CD74/ANGPT2/MMP9/HCK/FLT1/TGFB1/SERPINE1/ITGA4/PGF/PREX1/CXCL9/ITGAX/TNFRSF11A/PLA2G7/ITGA5/COL1A2/ITGAM/LCK/LYN/PECAM1,22
BP,GO:0002694,regulation of leukocyte activation,24/246,433/12848,2.9837550755568965e-6,2.9385724986984635e-4,2.438154147455064e-4,CD38/CD4/CD74/RUNX3/FCGR2B/MEF2C/TGFB1/VSIR/LOXL3/TNFAIP3/CD274/CDKN1A/CD70/IDO1/GPNMB/ITGAM/CEBPB/LCK/LRRK2/CARD11/HLA-G/HLA-A/LYN/MILR1,24
BP,GO:0051250,negative regulation of lymphocyte activation,12/246,120/12848,3.145457707454253e-6,2.9586196746945206e-4,2.4547874295405655e-4,CD74/RUNX3/FCGR2B/VSIR/LOXL3/TNFAIP3/CD274/IDO1/GPNMB/CEBPB/HLA-G/LYN,12
BP,GO:0002831,regulation of response to biotic stimulus,21/246,347/12848,3.287012672322353e-6,2.9586196746945206e-4,2.4547874295405655e-4,BIRC3/FCGR2B/HCK/SAMHD1/RNF125/TLR8/TNFAIP3/CD274/TRIM21/DDX60/PARP9/LYAR/GBP5/DTX3L/PARP14/CARD11/HLA-G/PSMB10/HLA-A/APOBEC3G/LYN,21
BP,GO:0002695,negative regulation of leukocyte activation,13/246,142/12848,3.2998810494979166e-6,2.9586196746945206e-4,2.4547874295405655e-4,CD74/RUNX3/FCGR2B/VSIR/LOXL3/TNFAIP3/CD274/IDO1/GPNMB/CEBPB/HLA-G/LYN/MILR1,13
BP,GO:0045766,positive regulation of angiogenesis,12/246,121/12848,3.433269132224567e-6,2.9586196746945206e-4,2.4547874295405655e-4,ANGPT2/FLT1/SERPINE1/PGF/RAMP2/ETS1/ITGAX/ADM/ITGA5/TLR3/CYBB/PRKCB,12
BP,GO:1904018,positive regulation of vasculature development,12/246,121/12848,3.433269132224567e-6,2.9586196746945206e-4,2.4547874295405655e-4,ANGPT2/FLT1/SERPINE1/PGF/RAMP2/ETS1/ITGAX/ADM/ITGA5/TLR3/CYBB/PRKCB,12
BP,GO:0043299,leukocyte degranulation,25/246,477/12848,4.9605327672130095e-6,4.170477182581279e-4,3.4602740766412696e-4,ITGAL/ALOX5/FCGR2B/ADA2/PYGL/MMP9/HCK/IMPDH1/TCIRG1/STBD1/BST2/ACLY/TLR2/GLIPR1/ITGAX/DSN1/FABP5/CYBB/RAB31/ITGAM/PGAM1/PLEKHO2/LYN/PECAM1/MILR1,25
BP,GO:0071346,cellular response to interferon-gamma,13/246,148/12848,5.227519289773414e-6,4.2902997599640375e-4,3.5596917068457057e-4,HCK/GBP1/TRIM21/TRIM22/OASL/TLR2/PARP9/FCGR1A/GBP5/TLR3/PARP14/HLA-G/HLA-A,13
BP,GO:0070664,negative regulation of leukocyte proliferation,9/246,70/12848,7.024360985091439e-6,5.630923794327951e-4,4.672016841246864e-4,FCGR2B/VSIR/TNFAIP3/CD274/IDO1/GPNMB/CEBPB/HLA-G/LYN,9
BP,GO:0007162,negative regulation of cell adhesion,16/246,228/12848,8.061179527747899e-6,6.315201325487956e-4,5.239766693036134e-4,CD74/RUNX3/FCGR2B/ANGPT2/TGFB1/SERPINE1/VSIR/LOXL3/GBP1/CD274/IDO1/PLXNC1/GPNMB/CEBPB/HLA-G/SIPA1,16
BP,GO:0032103,positive regulation of response to external stimulus,22/246,401/12848,9.24477059485781e-6,6.763572000135807e-4,5.611782976613985e-4,CD74/HCK/TLR8/TRADD/TGFB1/SERPINE1/PGF/IDO1/ETS1/TLR2/DDX60/PARP9/TNFRSF11A/PLA2G7/GBP5/TLR3/CEBPB/LRRK2/CARD11/HLA-G/PSMB10/LYN,22
BP,GO:0051249,regulation of lymphocyte activation,21/246,371/12848,9.263425078492299e-6,6.763572000135807e-4,5.611782976613985e-4,CD38/CD4/CD74/RUNX3/FCGR2B/MEF2C/TGFB1/VSIR/LOXL3/TNFAIP3/CD274/CDKN1A/CD70/IDO1/GPNMB/CEBPB/LCK/CARD11/HLA-G/HLA-A/LYN,21
BP,GO:0050866,negative regulation of cell activation,13/246,156/12848,9.313815665082792e-6,6.763572000135807e-4,5.611782976613985e-4,CD74/RUNX3/FCGR2B/VSIR/LOXL3/TNFAIP3/CD274/IDO1/GPNMB/CEBPB/HLA-G/LYN/MILR1,13
BP,GO:0030199,collagen fibril organization,7/246,40/12848,9.418377023687808e-6,6.763572000135807e-4,5.611782976613985e-4,COL5A3/LOXL3/COLGALT1/SERPINH1/COL1A2/COL3A1/COL5A2,7
BP,GO:0050865,regulation of cell activation,24/246,465/12848,1.0023636652296712e-5,7.051321538870769e-4,5.850530780728285e-4,CD38/CD4/CD74/RUNX3/FCGR2B/MEF2C/TGFB1/VSIR/LOXL3/TNFAIP3/CD274/CDKN1A/CD70/IDO1/GPNMB/ITGAM/CEBPB/LCK/LRRK2/CARD11/HLA-G/HLA-A/LYN/MILR1,24
BP,GO:0050868,negative regulation of T cell activation,10/246,93/12848,1.1065272391406274e-5,7.628398786635485e-4,6.329335807884387e-4,CD74/RUNX3/FCGR2B/VSIR/LOXL3/CD274/IDO1/GPNMB/CEBPB/HLA-G,10
BP,GO:1902106,negative regulation of leukocyte differentiation,9/246,76/12848,1.392685394740174e-5,9.412914815038001e-4,7.809961233248818e-4,CD74/RUNX3/FCGR2B/LOXL3/LRRC17/TLR3/MAFB/HLA-G/LYN,9
BP,GO:0001666,response to hypoxia,18/246,294/12848,1.4435582593527647e-5,9.569125615363421e-4,7.939570426440206e-4,CD38/ENO1/MT3/ANGPT2/PGK1/CA9/PGF/RAMP2/ETS1/HILPDA/TLR2/ADM/PDK1/PLOD2/CYBB/P4HB/EIF4EBP1/PSMB10,18
BP,GO:1903707,negative regulation of hemopoiesis,9/246,77/12848,1.5510173539842475e-5,0.0010006158939330847,8.302180030892435e-4,CD74/RUNX3/FCGR2B/LOXL3/LRRC17/TLR3/MAFB/HLA-G/LYN,9
BP,GO:0070482,response to oxygen levels,19/246,325/12848,1.5957110172598993e-5,0.0010006158939330847,8.302180030892435e-4,CD38/ENO1/MT3/ANGPT2/PGK1/CA9/PGF/CDKN1A/RAMP2/ETS1/HILPDA/TLR2/ADM/PDK1/PLOD2/CYBB/P4HB/EIF4EBP1/PSMB10,19
BP,GO:0050777,negative regulation of immune response,11/246,118/12848,1.597140907732034e-5,0.0010006158939330847,8.302180030892435e-4,FCGR2B/SAMHD1/LOXL3/TNFAIP3/TRIM21/LYAR/COL3A1/PARP14/HLA-G/HLA-A/LYN,11
BP,GO:0042119,neutrophil activation,23/246,447/12848,1.6256016843705465e-5,0.0010006158939330847,8.302180030892435e-4,ITGAL/ALOX5/FCGR2B/ADA2/PYGL/MMP9/IMPDH1/TCIRG1/STBD1/PREX1/BST2/ACLY/TLR2/GLIPR1/ITGAX/DSN1/FABP5/CYBB/RAB31/ITGAM/PGAM1/PLEKHO2/PECAM1,23
BP,GO:0022407,regulation of cell-cell adhesion,20/246,356/12848,1.6982132397376768e-5,0.001026972111820311,8.520859413420623e-4,CD4/ALOX5/CD74/RUNX3/FCGR2B/TGFB1/VSIR/ITGA4/LOXL3/CD274/CD70/IDO1/ETS1/GPNMB/CEBPB/LCK/CARD11/HLA-G/HLA-A/LYN,20
BP,GO:0050729,positive regulation of inflammatory response,10/246,99/12848,1.92995430542829e-5,0.0011337481319696303,9.406787517937752e-4,TRADD/SERPINE1/IDO1/ETS1/TLR2/TNFRSF11A/PLA2G7/TLR3/CEBPB/LRRK2,10
BP,GO:0036230,granulocyte activation,23/246,452/12848,1.940561061392753e-5,0.0011337481319696303,9.406787517937752e-4,ITGAL/ALOX5/FCGR2B/ADA2/PYGL/MMP9/IMPDH1/TCIRG1/STBD1/PREX1/BST2/ACLY/TLR2/GLIPR1/ITGAX/DSN1/FABP5/CYBB/RAB31/ITGAM/PGAM1/PLEKHO2/PECAM1,23
BP,GO:0050731,positive regulation of peptidyl-tyrosine phosphorylation,12/246,144/12848,2.061858357372142e-5,0.0011845376263102956,9.828191503473875e-4,CD4/CD74/TGFB1/ENPP2/PARP9/FCGR1A/NCF1/ITGA5/PARP14/CSPG4/LYN/PECAM1,12
BP,GO:1903900,regulation of viral life cycle,11/246,122/12848,2.190096896942795e-5,0.0012349718153520132,0.0010246647496103157,CD4/CD74/BST2/TRIM21/TRIM22/OASL/IFITM3/MX1/P4HB/ISG15/APOBEC3G,11
BP,GO:0002275,myeloid cell activation involved in immune response,24/246,488/12848,2.221301205448936e-5,0.0012349718153520132,0.0010246647496103157,ITGAL/ALOX5/ADA2/PYGL/MMP9/IMPDH1/TCIRG1/STBD1/BST2/ACLY/DYSF/TLR2/GLIPR1/ITGAX/DSN1/FABP5/CYBB/RAB31/ITGAM/PGAM1/PLEKHO2/LYN/PECAM1/MILR1,24
BP,GO:0036293,response to decreased oxygen levels,18/246,305/12848,2.3642251848115077e-5,0.0012935689225468678,0.0010732831791366527,CD38/ENO1/MT3/ANGPT2/PGK1/CA9/PGF/RAMP2/ETS1/HILPDA/TLR2/ADM/PDK1/PLOD2/CYBB/P4HB/EIF4EBP1/PSMB10,18
BP,GO:0002444,myeloid leukocyte mediated immunity,24/246,491/12848,2.4537719577637838e-5,0.0013215862403768378,0.0010965293436256908,ITGAL/ALOX5/FCGR2B/ADA2/PYGL/MMP9/IMPDH1/TCIRG1/STBD1/BST2/ACLY/TLR2/GLIPR1/ITGAX/DSN1/FABP5/CYBB/RAB31/ITGAM/PGAM1/PLEKHO2/LYN/PECAM1/MILR1,24
BP,GO:1903038,negative regulation of leukocyte cell-cell adhesion,10/246,103/12848,2.733457522256348e-5,0.0014495735506488664,0.0012027213097927931,CD74/RUNX3/FCGR2B/VSIR/LOXL3/CD274/IDO1/GPNMB/CEBPB/HLA-G,10
BP,GO:0002696,positive regulation of leukocyte activation,17/246,280/12848,2.79040000250657e-5,0.0014549255051415425,0.0012071618638540213,CD38/CD4/CD74/RUNX3/MEF2C/TGFB1/VSIR/CD274/CDKN1A/CD70/ITGAM/LCK/LRRK2/CARD11/HLA-G/HLA-A/LYN,17
BP,GO:0050672,negative regulation of lymphocyte proliferation,8/246,64/12848,2.8279666041335462e-5,0.0014549255051415425,0.0012071618638540213,FCGR2B/VSIR/CD274/IDO1/GPNMB/CEBPB/HLA-G/LYN,8
BP,GO:0032945,negative regulation of mononuclear cell proliferation,8/246,65/12848,3.172209703885685e-5,0.0016080304190138168,0.0013341940813401557,FCGR2B/VSIR/CD274/IDO1/GPNMB/CEBPB/HLA-G/LYN,8
BP,GO:0009617,response to bacterium,23/246,468/12848,3.353784590549851e-5,0.0016674396617103284,0.0013834863453703334,CD4/FCGR2B/MEF2C/PYGL/HCK/TGFB1/SERPINE1/GNLY/TNFAIP3/CD274/IDO1/TLR2/IFI44/CXCL9/TNFRSF11A/HMCN1/ADM/GJA1/TLR3/CEBPB/ISG15/HLA-A/LYN,23
BP,GO:0070665,positive regulation of leukocyte proliferation,11/246,128/12848,3.4338371145939315e-5,0.0016674396617103284,0.0013834863453703334,CD38/CD4/CD74/MEF2C/CD274/CDKN1A/CD70/BST2/CARD11/HLA-A/LYN,11
BP,GO:0042113,B cell activation,14/246,202/12848,3.434529039206072e-5,0.0016674396617103284,0.0013834863453703334,CD38/CD74/FCGR2B/MEF2C/TGFB1/TCIRG1/ITGA4/TNFAIP3/CDKN1A/CD70/BST2/PRKCB/CARD11/LYN,14
BP,GO:0046598,positive regulation of viral entry into host cell,4/246,11/12848,3.893858723768568e-5,0.0018386480850452404,0.0015255391712298773,CD4/CD74/TRIM21/P4HB,4
BP,GO:0075294,positive regulation by symbiont of entry into host,4/246,11/12848,3.893858723768568e-5,0.0018386480850452404,0.0015255391712298773,CD4/CD74/TRIM21/P4HB,4
BP,GO:0042100,B cell proliferation,8/246,67/12848,3.966456858459115e-5,0.0018476184852849419,0.0015329819750260903,CD38/CD74/FCGR2B/MEF2C/CDKN1A/CD70/CARD11/LYN,8
BP,GO:0045088,regulation of innate immune response,16/246,260/12848,4.0934034901344e-5,0.0018813282440657702,0.001560951197571251,BIRC3/FCGR2B/HCK/SAMHD1/TLR8/TNFAIP3/TRIM21/PARP9/LYAR/GBP5/PARP14/CARD11/HLA-G/PSMB10/HLA-A/LYN,16
BP,GO:0050867,positive regulation of cell activation,17/246,289/12848,4.1644773801129715e-5,0.0018888096749012386,0.0015671585930425128,CD38/CD4/CD74/RUNX3/MEF2C/TGFB1/VSIR/CD274/CDKN1A/CD70/ITGAM/LCK/LRRK2/CARD11/HLA-G/HLA-A/LYN,17
BP,GO:1903039,positive regulation of leukocyte cell-cell adhesion,14/246,207/12848,4.494558184099968e-5,0.002012044423453583,0.0016694073255228451,CD4/ALOX5/CD74/RUNX3/VSIR/ITGA4/CD274/CD70/ETS1/LCK/CARD11/HLA-G/HLA-A/LYN,14
BP,GO:0046596,regulation of viral entry into host cell,6/246,35/12848,4.722910420344592e-5,0.0020871631049907448,0.0017317338207930167,CD4/CD74/TRIM21/TRIM22/IFITM3/P4HB,6
BP,GO:0006801,superoxide metabolic process,7/246,51/12848,4.8893579039524764e-5,0.0021067020868655232,0.0017479454506630103,MT3/TGFB1/PREX1/NCF1/CYBB/ITGAM/SH3PXD2B,7
BP,GO:0030888,regulation of B cell proliferation,7/246,51/12848,4.8893579039524764e-5,0.0021067020868655232,0.0017479454506630103,CD38/CD74/FCGR2B/MEF2C/CDKN1A/CARD11/LYN,7
BP,GO:1903706,regulation of hemopoiesis,18/246,325/12848,5.447366151269334e-5,0.00231815692881795,0.001923391011435839,CD4/CD74/RUNX3/FCGR2B/MEF2C/TGFB1/VSIR/LOXL3/LRRC17/ETS1/TLR3/PRKCB/CEBPB/ISG15/CARD11/MAFB/HLA-G/LYN,18
BP,GO:0002521,leukocyte differentiation,21/246,420/12848,5.821880281212011e-5,0.0024473196743094883,0.0020305582444227256,CD4/CD74/RUNX3/FCGR2B/MMP9/TGFB1/VSIR/TCIRG1/ITGA4/LOXL3/PREX1/LRRC17/TLR2/TNFRSF11A/TLR3/CEBPB/LCK/CARD11/MAFB/HLA-G/LYN,21
BP,GO:0050851,antigen receptor-mediated signaling pathway,14/246,213/12848,6.13620143117428e-5,0.002548371847380451,0.002114401938934752,CD38/CD4/BTN3A1/FCGR2B/MEF2C/GBP1/BTNL9/PRKCB/LCK/CARD11/CD247/PSMB10/HLA-A/LYN,14
BP,GO:0002507,tolerance induction,5/246,23/12848,6.269799670989539e-5,0.0025728570792739216,0.0021347175070273905,TNFAIP3/CD274/IDO1/HLA-G/LYN,5
BP,GO:0007229,integrin-mediated signaling pathway,9/246,92/12848,6.511311107931323e-5,0.0026405281634163847,0.0021908646786686567,ITGAL/HCK/ITGA4/LOXL3/ITGAX/ITGA5/COL3A1/ITGAM/ISG15,9
BP,GO:0045824,negative regulation of innate immune response,7/246,54/12848,7.12311894889577e-5,0.002855045467074851,0.0023688511853304536,SAMHD1/TNFAIP3/TRIM21/LYAR/PARP14/HLA-G/HLA-A,7
BP,GO:0002573,myeloid leukocyte differentiation,12/246,166/12848,8.3557476673052e-5,0.0032729843419546617,0.0027156179918741896,CD4/CD74/MMP9/TGFB1/TCIRG1/LRRC17/TLR2/TNFRSF11A/TLR3/CEBPB/MAFB/LYN,12
BP,GO:0042098,T cell proliferation,12/246,166/12848,8.3557476673052e-5,0.0032729843419546617,0.0027156179918741896,CD4/BTN3A1/VSIR/CD274/CD70/IDO1/GPNMB/CEBPB/CARD11/HLA-G/PSMB10/HLA-A,12
