ONTOLOGY,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
BP,GO:0006414,translational elongation,70/759,122/12848,2.678300342876198e-54,9.607793775444979e-52,9.126724900461378e-52,MRPS10/MRPL43/MRPS35/MRPS24/MRPL22/MRPS33/MRPS18A/MRPS31/MRPL32/MRPL27/MRPL51/MRPL18/MRPS30/MRPS27/MRPL3/MRPL19/MRPL37/MRPS15/MRPS14/MRPS2/TSFM/MRPS7/MRPS26/MRPL34/PTCD3/ERAL1/DAP3/MRPS36/MRPL44/MRPS9/MRPL47/MRPL50/MRPL15/MRPL24/MRPL9/MRPS5/MRPS28/MRPL49/MRPL39/MRPL17/MRPL10/MRPL55/MRPS18C/MRPL16/MRPL58/GFM1/MRPL1/MRPL13/CHCHD1/MRPL52/MRPL57/MRPL11/MRPS22/MRPL48/TUFM/MRPL14/MRPS23/MRPS11/MRPS16/MRPL54/MRPL30/MRPL40/MRPL53/MRPL23/MRPL20/MRPL33/MRPS6/MRPL46/MRPL12/MRPS21,70
BP,GO:0042775,mitochondrial ATP synthesis coupled electron transport,60/759,88/12848,3.1286404667007956e-53,1.0288012734667782e-50,9.772884826246958e-51,NDUFAB1/NDUFB4/SDHA/COQ9/NDUFB2/DLD/NDUFB7/NDUFC1/NDUFS8/COX6A1/NDUFS7/COX7A2L/NDUFB3/NDUFA8/COX6B1/COX7C/UQCR11/NDUFA5/NDUFA10/COX4I1/COX7B/NDUFA2/AFG1L/COX5B/ISCU/NDUFB5/NDUFAF1/NDUFA9/UQCRC2/NDUFB10/SDHC/NDUFS6/NDUFB11/NDUFB9/NDUFC2/UQCRB/NDUFS2/NDUFV3/NDUFS4/UQCRQ/COX6C/NDUFB6/NDUFB8/NDUFV1/NDUFS5/CYCS/UQCRH/NDUFA11/COX8A/NDUFV2/COX5A/CYC1/NDUFB1/UQCR10/NDUFA12/NDUFA13/NDUFA4/SDHD/NDUFS3/NDUFA7,60
BP,GO:0033108,mitochondrial respiratory chain complex assembly,61/759,94/12848,4.384033804051941e-52,1.3307228762145353e-49,1.2640926620428307e-49,NDUFAB1/NDUFB4/NDUFB2/NDUFB7/SAMM50/NDUFAF5/DMAC2/TFAM/NDUFC1/FOXRED1/NDUFS8/NDUFS7/NDUFB3/NDUFA8/NDUFAF4/NDUFA5/NDUFA10/NDUFA2/SCO1/NDUFB5/UQCC2/NDUFAF1/COX17/NDUFA9/NDUFB10/NDUFS6/NDUFB11/NDUFB9/NDUFC2/NUBPL/NDUFAF6/NDUFS2/NDUFV3/OMA1/CHCHD4/NDUFAF2/NDUFS4/NDUFB6/NDUFB8/NDUFV1/NDUFS5/NDUFA11/ACAD9/NDUFAF3/NDUFV2/COX14/COA4/COA5/NDUFB1/COA3/NDUFA12/NDUFA13/SDHAF3/NDUFS3/NDUFAF8/PET100/PET117/COX19/SMIM20/NDUFA7/SCO2,61
BP,GO:0007005,mitochondrion organization,125/759,481/12848,2.19995082591281e-48,6.2007185421799625e-46,5.890244279004148e-46,POLDIP2/NDUFAB1/HGF/MIPEP/TFB1M/NDUFB4/HSD17B10/SIRT4/NDUFB2/ATP5F1D/NDUFB7/TIMM13/SAMM50/NDUFAF5/ARMC1/TIMM44/DMAC2/PMPCB/CHCHD3/PITRM1/TFAM/PPIF/NDUFC1/GRPEL1/FOXRED1/NDUFS8/ATP5F1B/COX7A2/NDUFS7/COX7A2L/ATP5PB/MFN2/HMGCL/NDUFB3/NDUFA8/ATPAF1/NDUFAF4/ATP5F1E/ALKBH7/ROMO1/RHOT1/NDUFA5/MTX2/NDUFA10/HIP1R/NDUFA2/IMMT/SCO1/TIMM10/AFG1L/NDUFB5/UQCC2/NDUFAF1/PNPT1/COX17/NDUFA9/NDUFB10/AFG3L2/SIRT3/HSPD1/NDUFS6/NIPSNAP2/NDUFB11/NDUFB9/TIMM8B/NDUFC2/NUBPL/PID1/ATP5PF/NDUFAF6/NDUFS2/THEM4/CHCHD6/NDUFV3/OMA1/TFB2M/MAIP1/CHCHD4/NDUFAF2/NDUFS4/FMC1/NDUFB6/ATP5F1C/VDAC2/PRDX3/PMPCA/NDUFB8/ATP23/ATP5MG/ACAA2/NDUFV1/ATP5PD/NDUFS5/TRIAP1/CYCS/MTX1/MICOS10/NDUFA11/MICOS13/MTX3/ACAD9/NDUFAF3/NDUFV2/TMEM11/COX14/COA4/COA5/NDUFB1/COA3/NDUFA12/PRKN/NDUFA13/LONP1/SDHAF3/NDUFS3/NDUFAF8/PET100/PET117/COX19/ATP5PO/SMIM20/NDUFA7/RCC1L/CHCHD10/SCO2,125
BP,GO:0015980,energy derivation by oxidation of organic compounds,87/759,237/12848,8.015453052463299e-47,2.1085985163346785e-44,2.0030195312155658e-44,NDUFAB1/SLC25A13/CS/NDUFB4/SDHA/COQ9/NDUFB2/DLD/ATP5F1D/NDUFB7/IDH3B/ETFB/OGDH/NDUFC1/NDUFS8/COX6A1/NNT/NDUFS7/COQ10B/COX7A2L/SDHB/NDUFB3/NDUFA8/COX6B1/COX7C/UQCR11/NDUFA5/NDUFA10/COX4I1/COX7B/NDUFA2/AFG1L/COX5B/ISCU/SUCLA2/NDUFB5/NDUFAF1/KHK/PNPT1/IDH1/NDUFA9/ETFA/UQCRC2/NDUFB10/SIRT3/SDHC/NDUFS6/MDH2/NDUFB11/NDUFB9/DLAT/NDUFC2/ME3/PID1/UQCRB/NDUFS2/NDUFV3/NDUFS4/UQCRQ/COX6C/NDUFB6/NDUFB8/IDH3A/NDUFV1/COA6/NDUFS5/ETFDH/CYCS/UQCRH/NDUFA11/COX8A/NDUFV2/COX5A/CYC1/FAHD1/DHTKD1/IDH2/NDUFB1/UQCR10/NDUFA12/NDUFA13/NDUFA4/SDHD/ETFRF1/NDUFS3/NDUFA7/SCO2,87
BP,GO:0006091,generation of precursor metabolites and energy,119/759,454/12848,2.0240015610638056e-46,4.991693849973611e-44,4.741756288781718e-44,NDUFAB1/SLC25A13/CROT/GLRX2/CS/NDUFB4/MAOB/SDHA/COQ9/NDUFB2/DLD/ATP5F1D/NDUFB7/IDH3B/ETFB/OGDH/PPIF/ENO3/NDUFC1/NDUFS8/ATP5F1B/ACSS3/COX6A1/COX7A2/NNT/NDUFS7/COQ10B/COX7A2L/ATP5PB/SDHB/HMGCL/AKR1A1/NDUFB3/NDUFA8/ATP5F1E/COX6B1/COX7C/UQCR11/NDUFA5/NDUFA10/COX4I1/COX7B/NDUFA2/AFG1L/COX5B/ISCU/SUCLA2/NDUFB5/UQCC2/FDX1/NDUFAF1/KHK/PNPT1/IDH1/COX17/NDUFA9/ETFA/UQCRC2/NDUFB10/SIRT3/SDHC/NDUFS6/MDH2/NIPSNAP2/NDUFB11/NDUFB9/DLAT/NDUFC2/ME3/PID1/ATP5PF/ACSS1/AK9/UQCRB/NDUFS2/NDUFV3/NDUFAF2/NDUFS4/UQCRQ/COX6C/NDUFB6/ATP5F1C/NDUFB8/COX11/CYB5A/IDH3A/ATP5MG/NDUFV1/ATP5PD/COA6/NDUFS5/ETFDH/CYCS/TEFM/UQCRH/NDUFA11/COX8A/NDUFV2/COX5A/CYC1/FAHD1/DHTKD1/IDH2/NDUFB1/UQCR10/NDUFA12/NDUFA13/ADH1A/NDUFA4/ADH5/SDHD/ETFRF1/NDUFS3/ATP5PO/FDX2/NDUFA7/PGAM2/CHCHD10/SCO2,119
BP,GO:0043624,cellular protein complex disassembly,76/759,198/12848,1.5051832259981797e-42,3.493795888111069e-40,3.318859113176172e-40,MRPS10/MRPL43/MRPS35/MRPS24/MRPL22/ADD1/MRPS33/MRPS18A/MRPS31/MRPL32/MRPL27/MRPL51/MTRF1L/MRPL18/MRPS30/MRPS27/MRPL3/MRPL19/MRPL37/MRPS15/MRPS14/MTRF1/MRPS2/MRPS7/MRPS26/MRPL34/PTCD3/ERAL1/DAP3/NES/MRPS36/MRPL44/MRPS9/MRPL47/MRPL50/MRPL15/RDX/MRPL24/MRPL9/MRPS5/MRPS28/MRRF/ADD3/MRPL49/MRPL39/MRPL17/MRPL10/MRPL55/MRPS18C/HDGFL3/MRPL16/MRPL58/MRPL1/MRPL13/CHCHD1/MRPL52/MRPL57/MRPL11/MRPS22/MRPL48/MRPL14/MRPS23/MRPS11/MRPS16/MRPL54/CIB1/MRPL30/MRPL40/MRPL53/MRPL23/MRPL20/MRPL33/MRPS6/MRPL46/MRPL12/MRPS21,76
BP,GO:0046034,ATP metabolic process,87/759,269/12848,1.0144897775701608e-41,2.2239870346065858e-39,2.1126304666241768e-39,AK2/NDUFAB1/SLC25A13/NDUFB4/SDHA/COQ9/NDUFB2/DLD/ATP5F1D/NDUFB7/OGDH/PPIF/ENO3/NDUFC1/NDUFS8/ATP5F1B/COX6A1/COX7A2/ATP6V1A/NDUFS7/COX7A2L/ATP5PB/NDUFB3/NDUFA8/ATP5F1E/COX6B1/COX7C/UQCR11/NDUFA5/NDUFA10/COX4I1/COX7B/NDUFA2/AFG1L/COX5B/ISCU/NDUFB5/UQCC2/NDUFAF1/NDUFA9/UQCRC2/NDUFB10/SDHC/NDUFS6/NIPSNAP2/NDUFB11/ATP6V1B2/NDUFB9/NDUFC2/PID1/ATP5PF/AK9/UQCRB/NDUFS2/NDUFV3/NDUFS4/UQCRQ/COX6C/NDUFB6/ATP5F1C/NDUFB8/CLPX/ATP5MG/NDUFV1/ATP5PD/COA6/NDUFS5/CYCS/TEFM/UQCRH/NDUFA11/COX8A/NDUFV2/COX5A/CYC1/DHTKD1/NDUFB1/UQCR10/NDUFA12/NDUFA13/NDUFA4/SDHD/NDUFS3/ATP5PO/NDUFA7/PGAM2/CHCHD10,87
BP,GO:0010257,"NADH dehydrogenase complex assembly",44/759,62/12848,1.7774300094641469e-40,3.506869408672762e-38,3.3312780335272776e-38,NDUFAB1/NDUFB4/NDUFB2/NDUFB7/NDUFAF5/DMAC2/NDUFC1/FOXRED1/NDUFS8/NDUFS7/NDUFB3/NDUFA8/NDUFAF4/NDUFA5/NDUFA10/NDUFA2/NDUFB5/NDUFAF1/NDUFA9/NDUFB10/NDUFS6/NDUFB11/NDUFB9/NDUFC2/NUBPL/NDUFAF6/NDUFS2/NDUFV3/NDUFAF2/NDUFS4/NDUFB6/NDUFB8/NDUFV1/NDUFS5/NDUFA11/ACAD9/NDUFAF3/NDUFV2/NDUFB1/NDUFA12/NDUFA13/NDUFS3/NDUFAF8/NDUFA7,44
BP,GO:0032981,mitochondrial respiratory chain complex I assembly,44/759,62/12848,1.7774300094641469e-40,3.506869408672762e-38,3.3312780335272776e-38,NDUFAB1/NDUFB4/NDUFB2/NDUFB7/NDUFAF5/DMAC2/NDUFC1/FOXRED1/NDUFS8/NDUFS7/NDUFB3/NDUFA8/NDUFAF4/NDUFA5/NDUFA10/NDUFA2/NDUFB5/NDUFAF1/NDUFA9/NDUFB10/NDUFS6/NDUFB11/NDUFB9/NDUFC2/NUBPL/NDUFAF6/NDUFS2/NDUFV3/NDUFAF2/NDUFS4/NDUFB6/NDUFB8/NDUFV1/NDUFS5/NDUFA11/ACAD9/NDUFAF3/NDUFV2/NDUFB1/NDUFA12/NDUFA13/NDUFS3/NDUFAF8/NDUFA7,44
BP,GO:0006120,"mitochondrial electron transport, NADH to ubiquinone",38/759,50/12848,5.228685523563304e-37,9.82494908380038e-35,9.333007092435552e-35,NDUFAB1/NDUFB4/COQ9/NDUFB2/DLD/NDUFB7/NDUFC1/NDUFS8/NDUFS7/NDUFB3/NDUFA8/NDUFA5/NDUFA10/NDUFA2/ISCU/NDUFB5/NDUFAF1/NDUFA9/NDUFB10/NDUFS6/NDUFB11/NDUFB9/NDUFC2/NDUFS2/NDUFV3/NDUFS4/NDUFB6/NDUFB8/NDUFV1/NDUFS5/NDUFA11/NDUFV2/NDUFB1/NDUFA12/NDUFA13/NDUFA4/NDUFS3/NDUFA7,38
BP,GO:0032984,protein-containing complex disassembly,76/759,284/12848,2.973428530226762e-30,5.333249536488547e-28,5.066210045998803e-28,MRPS10/MRPL43/MRPS35/MRPS24/MRPL22/ADD1/MRPS33/MRPS18A/MRPS31/MRPL32/MRPL27/MRPL51/MTRF1L/MRPL18/MRPS30/MRPS27/MRPL3/MRPL19/MRPL37/MRPS15/MRPS14/MTRF1/MRPS2/MRPS7/MRPS26/MRPL34/PTCD3/ERAL1/DAP3/NES/MRPS36/MRPL44/MRPS9/MRPL47/MRPL50/MRPL15/RDX/MRPL24/MRPL9/MRPS5/MRPS28/MRRF/ADD3/MRPL49/MRPL39/MRPL17/MRPL10/MRPL55/MRPS18C/HDGFL3/MRPL16/MRPL58/MRPL1/MRPL13/CHCHD1/MRPL52/MRPL57/MRPL11/MRPS22/MRPL48/MRPL14/MRPS23/MRPS11/MRPS16/MRPL54/CIB1/MRPL30/MRPL40/MRPL53/MRPL23/MRPL20/MRPL33/MRPS6/MRPL46/MRPL12/MRPS21,76
BP,GO:0009060,aerobic respiration,39/759,79/12848,2.6857777271692415e-27,4.607860396265142e-25,4.377141641395729e-25,CS/SDHA/DLD/ATP5F1D/IDH3B/OGDH/NDUFS8/COX6A1/NNT/NDUFS7/COX7A2L/SDHB/COX6B1/COX7C/COX4I1/COX7B/AFG1L/COX5B/SUCLA2/IDH1/UQCRC2/SIRT3/SDHC/MDH2/DLAT/ME3/UQCRB/COX6C/IDH3A/CYCS/UQCRH/COX8A/COX5A/FAHD1/DHTKD1/IDH2/UQCR10/NDUFA4/SDHD,39
BP,GO:0016054,organic acid catabolic process,61/759,241/12848,4.843341828971133e-23,7.963261190466704e-21,7.564535198669387e-21,CROT/ALDH3A2/HSD17B10/ABCB11/MCCC1/HADHA/DLD/ECHDC1/MCAT/TXN2/GSTZ1/ACOT8/MLYCD/DECR1/ECH1/ETFB/OGDH/HIBADH/AADAT/CPT1A/ACAD10/EHHADH/ACADL/GLS/PECR/KYNU/MECR/KMO/HMGCL/AKR1A1/ABCD3/ECHDC2/MCEE/GOT2/MPST/HACL1/ENOSF1/HSD17B4/NPL/MTHFS/ETFA/GCSH/AUH/GLUD1/MMAA/ACMSD/DDAH1/CPT2/ACAA2/ECI1/ETFDH/CYP4F11/ACSF3/ACOT4/SLC25A21/DDO/CPT1B/NUDT19/AMACR/DECR2/BCKDHA,61
BP,GO:0046395,carboxylic acid catabolic process,58/759,226/12848,2.793307978769194e-22,4.408957313689296e-20,4.188197773640884e-20,CROT/ALDH3A2/HSD17B10/ABCB11/MCCC1/HADHA/DLD/ECHDC1/MCAT/GSTZ1/ACOT8/MLYCD/DECR1/ECH1/ETFB/OGDH/HIBADH/AADAT/CPT1A/ACAD10/EHHADH/ACADL/GLS/PECR/KYNU/MECR/KMO/HMGCL/AKR1A1/ABCD3/ECHDC2/MCEE/GOT2/HACL1/ENOSF1/HSD17B4/NPL/MTHFS/ETFA/GCSH/AUH/GLUD1/MMAA/ACMSD/DDAH1/CPT2/ACAA2/ECI1/ETFDH/CYP4F11/ACSF3/ACOT4/SLC25A21/DDO/CPT1B/NUDT19/AMACR/DECR2,58
BP,GO:0007007,inner mitochondrial membrane organization,28/759,53/12848,5.42619312352217e-21,8.235291563622493e-19,7.822944823021234e-19,ATP5F1D/TIMM13/SAMM50/CHCHD3/ATP5F1B/ATP5PB/ATP5F1E/ROMO1/MTX2/IMMT/TIMM10/AFG3L2/TIMM8B/ATP5PF/CHCHD6/OMA1/MAIP1/ATP5F1C/ATP5MG/ATP5PD/MTX1/MICOS10/MICOS13/MTX3/TMEM11/NDUFA13/ATP5PO/CHCHD10,28
BP,GO:0006631,fatty acid metabolic process,68/759,321/12848,7.019782340436287e-21,1.0259281894578367e-18,9.7455925591788e-19,NDUFAB1/CROT/ACSL4/ALDH3A2/HSD17B10/ABCB11/HADHA/SIRT4/DLD/ECHDC1/ACOT7/GGT5/GGT1/MCAT/GSTZ1/ACOT8/MLYCD/DECR1/ECH1/ETFB/PTGR1/CPT1A/ACAD10/EHHADH/ACADL/PECR/MECR/PLA2G4A/ABCD3/ECHDC2/FABP3/MCEE/ALKBH7/HACL1/HSD17B4/BAAT/ETFA/EPHX1/CBR4/CYP4V2/AUH/PTGES2/PTGES/OXSM/MMAA/ACSL1/ACSS1/CPT2/THEM4/ACAA2/ECI1/PLA2G1B/ETFDH/CYP4F11/LPL/ACSF3/ACOT4/ACAD9/ZADH2/ADH5/CPT1B/NUDT19/ACSM4/AMACR/DECR2/GSTA1/APOA5/TH,68
