ONTOLOGY,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
BP,GO:0002449,lymphocyte mediated immunity,61/899,212/12848,2.194941125243905e-22,9.306550371034157e-20,7.758959346077499e-20,SLAMF7/TNFRSF1B/C6/FOXP3/IL4R/PTPRC/LAG3/IL12RB1/GZMB/SLA2/CD40LG/LILRB1/IL27RA/CCR6/IL18R1/IL18RAP/CCR2/IL1B/C3/ULBP2/RSAD2/KLRD1/IL6/IL10/CD27/ARRB2/XCL1/MR1/CD96/BATF/CD1D/C1R/IL23R/NLRP3/SLAMF6/C2/NOD2/IL7R/SERPINB9/C1QB/C1QA/IL20RB/GAPT/CD28/HLA-DQB1/FUT7/C1S/IRF7/LILRB4/ZP3/KIR2DL4/NCR1/TUBB/GZMM/SH2D1B/NCR3/KLRC2/KLRK1/LTA/TNF/PIK3R6,61
BP,GO:1903037,regulation of leukocyte cell-cell adhesion,70/899,274/12848,3.1502759806451415e-22,1.0612853515715828e-19,8.848036672170774e-20,FYN/CD6/FOXP3/IL4R/PTPRC/LAG3/CD209/IL12RB1/SIRPB1/CD40LG/TNFSF13B/IL7/LILRB1/IL27RA/EBI3/MAP3K8/CD5/MDK/IFNG/CD86/IL1A/MYB/CD80/CCR2/LAX1/IRF1/IL1B/TNFSF14/CCR7/EPO/PTPN22/IL2RA/TESPA1/IL6/IL10/LEF1/CD27/XCL1/DUSP10/ADAM8/CCL28/CD1D/IL23R/NLRP3/CTLA4/ICOS/NOD2/NFKBID/TMIGD2/RHOH/IL7R/PTAFR/IL20RB/CD28/FUT7/TIGIT/CLECL1/BTLA/LILRB4/ZP3/SPN/ELANE/PDCD1LG2/AIF1/MIR27A/KLRK1/HLA-DPB1/HLA-DPA1/TNF/PIK3R6,70
BP,GO:0002697,regulation of immune effector process,79/899,339/12848,3.1506227872886415e-22,1.0612853515715828e-19,8.848036672170774e-20,NOS2/CD22/TNFRSF1B/C6/FOXP3/TSPAN32/CD5L/IL4R/PTPRC/LAG3/IL12RB1/CD40LG/LILRB1/IL27RA/IFNG/CD86/IL18R1/IL18RAP/MYB/CD80/CCR2/CD244/PKN1/IL1B/C3/FFAR2/CFP/LBP/PTPN22/RSAD2/IL2RA/KLRD1/IL6/IL10/TLR4/ARRB2/XCL1/DUSP10/MR1/CD96/CD1D/SLAMF8/C1R/FCRL3/SCIMP/IL23R/NLRP3/SLAMF6/AIM2/C2/NOD2/NFKBID/IL7R/PTAFR/SERPINB9/CLEC7A/C1QB/C1QA/IL20RB/ZNF683/CD28/F2/FUT7/C1S/LILRB4/TNFRSF4/ZP3/KIR2DL4/NCR1/IL27/SH2D1B/NCR3/MICB/KLRC2/KLRK1/LTA/TNF/CFB/PIK3R6,79
BP,GO:0050870,positive regulation of T cell activation,57/899,188/12848,3.1856764412526066e-22,1.0612853515715828e-19,8.848036672170774e-20,FYN/CD6/FOXP3/IL4R/PTPRC/CD209/IL12RB1/SIRPB1/CD40LG/TNFSF13B/IL7/LILRB1/IL27RA/EBI3/MAP3K8/CD5/MDK/IFNG/CD86/IL1A/MYB/CD80/CCR2/IL1B/TNFSF14/CCR7/EPO/PTPN22/IL2RA/TESPA1/IL6/LEF1/CD27/XCL1/DUSP10/ADAM8/CD1D/IL23R/NLRP3/CTLA4/ICOS/NOD2/NFKBID/TMIGD2/RHOH/IL7R/CD28/CLECL1/BTLA/LILRB4/ZP3/PDCD1LG2/AIF1/KLRK1/HLA-DPB1/HLA-DPA1/PIK3R6,57
BP,GO:0007159,leukocyte cell-cell adhesion,73/899,303/12848,1.645842186135991e-21,5.117471970758841e-19,4.2664849372535796e-19,FYN/CD6/FOXP3/IL4R/PTPRC/LAG3/CD209/IL12RB1/SIRPB1/CD40LG/TNFSF13B/IL7/LILRB1/IL27RA/EBI3/MAP3K8/CD5/MDK/SELPLG/IFNG/CD86/IL1A/MYB/CD80/CCR2/LAX1/IRF1/IL1B/TNFSF14/CCR7/EPO/PTPN22/IL2RA/TESPA1/IL6/IL10/LEF1/CD27/XCL1/DUSP10/ADAM8/CCL28/CD1D/IL23R/NLRP3/CTLA4/ICOS/NOD2/NFKBID/TMIGD2/CX3CR1/RHOH/IL7R/PTAFR/IL20RB/CD28/FUT7/TIGIT/CLECL1/BTLA/LILRB4/GCNT1/ZP3/SPN/ELANE/PDCD1LG2/AIF1/MIR27A/KLRK1/HLA-DPB1/HLA-DPA1/TNF/PIK3R6,73
BP,GO:0002521,leukocyte differentiation,88/899,420/12848,2.5997787112111978e-21,7.578354943180641e-19,6.318146420535634e-19,CD79B/FOXP3/PRDM1/IL4R/PTPRC/LAG3/TF/CEBPE/IL12RB1/MFNG/CD40LG/IL7/LILRB1/CD79A/EZH2/TNFSF8/MDK/IFNG/AICDA/CCR6/ITK/CD86/IL1A/IL18R1/MYB/CD80/CCR2/LY9/INHBA/IRF1/IL1B/CCR7/BCL11B/PRR7/PTPN22/CD101/RSAD2/IL2RA/TESPA1/GPR55/IL6/IL10/TLR4/LEF1/CD27/IRF8/DUSP10/ATM/ADAM8/MR1/BATF/CD109/CD1D/SLAMF8/FCRL3/IKZF3/IL23R/NLRP3/SLAMF6/CTLA4/PF4/CCR1/SLC9B2/CSF2/FBN1/CD3D/NFKBID/RHOH/IL7R/OSCAR/BCL2/THEMIS/NRROS/ZNF683/CD28/FUT7/ADGRG3/JAG2/IRF7/LILRB4/FANCA/PRTN3/IL27/SPN/HLA-DOA/TNF/NFAM1/PIK3R6,88
BP,GO:0002696,positive regulation of leukocyte activation,69/899,280/12848,5.689332308107454e-21,1.560885052059598e-18,1.30132467778012e-18,FYN/CD6/FOXP3/IL4R/PTPRC/CD209/IL12RB1/SIRPB1/CD40LG/TNFSF13B/IL7/LILRB1/IL27RA/EBI3/HAMP/MAP3K8/CD5/MDK/IFNG/CD86/IL1A/MYB/CD80/CCR2/IL1B/TNFSF14/CCR7/LBP/EPO/PTPN22/IL2RA/TESPA1/IL6/IL10/TLR4/LEF1/CD27/XCL1/DUSP10/ADAM8/CD1D/FCRL3/IL23R/NLRP3/CTLA4/ICOS/CLEC4D/NOD2/NFKBID/TMIGD2/RHOH/IL7R/PTAFR/BCL2/CLEC7A/TLR6/CD28/CLECL1/BTLA/LILRB4/TNFRSF4/ZP3/PDCD1LG2/AIF1/KLRC2/KLRK1/HLA-DPB1/HLA-DPA1/PIK3R6,69
BP,GO:0030098,lymphocyte differentiation,70/899,288/12848,6.7604297915529385e-21,1.751702474877939e-18,1.4604109736840094e-18,CD79B/FOXP3/PRDM1/IL4R/PTPRC/LAG3/IL12RB1/MFNG/CD40LG/IL7/CD79A/EZH2/TNFSF8/MDK/IFNG/AICDA/CCR6/ITK/CD86/IL1A/IL18R1/MYB/CD80/CCR2/LY9/INHBA/IRF1/IL1B/CCR7/BCL11B/PRR7/PTPN22/RSAD2/IL2RA/TESPA1/IL6/IL10/LEF1/CD27/DUSP10/ATM/ADAM8/MR1/BATF/CD1D/SLAMF8/FCRL3/IKZF3/IL23R/NLRP3/SLAMF6/CTLA4/CD3D/NFKBID/RHOH/IL7R/BCL2/THEMIS/ZNF683/CD28/FUT7/ADGRG3/JAG2/LILRB4/FANCA/IL27/SPN/HLA-DOA/NFAM1/PIK3R6,70
BP,GO:0050867,positive regulation of cell activation,70/899,289/12848,8.343132705230597e-21,2.04801952301029e-18,1.7074533082061956e-18,FYN/CD6/FOXP3/IL4R/PTPRC/CD209/IL12RB1/SIRPB1/CD40LG/TNFSF13B/IL7/LILRB1/IL27RA/EBI3/HAMP/MAP3K8/CD5/MDK/IFNG/CD86/IL1A/MYB/CD80/CCR2/IL1B/TNFSF14/CCR7/LBP/EPO/PTPN22/IL2RA/TESPA1/IL6/IL10/TLR4/LEF1/CD27/XCL1/DUSP10/ADAM8/CD1D/FCRL3/IL23R/NLRP3/CTLA4/ICOS/CLEC4D/NOD2/NFKBID/TMIGD2/RHOH/IL7R/PTAFR/BCL2/CLEC7A/TLR6/CD28/CLECL1/BTLA/LILRB4/TNFRSF4/ZP3/PDCD1LG2/AIF1/KLRC2/KLRK1/HLA-DPB1/HLA-DPA1/LILRA2/PIK3R6,70
BP,GO:1903131,mononuclear cell differentiation,75/899,327/12848,1.0458690306228484e-20,2.4389665794124823e-18,2.0333895784846328e-18,CD79B/FOXP3/PRDM1/IL4R/PTPRC/LAG3/IL12RB1/MFNG/CD40LG/IL7/LILRB1/CD79A/EZH2/TNFSF8/MDK/IFNG/AICDA/CCR6/ITK/CD86/IL1A/IL18R1/MYB/CD80/CCR2/LY9/INHBA/IRF1/IL1B/CCR7/BCL11B/PRR7/PTPN22/RSAD2/IL2RA/TESPA1/IL6/IL10/LEF1/CD27/IRF8/DUSP10/ATM/ADAM8/MR1/BATF/CD1D/SLAMF8/FCRL3/IKZF3/IL23R/NLRP3/SLAMF6/CTLA4/CSF2/CD3D/NFKBID/RHOH/IL7R/BCL2/THEMIS/ZNF683/CD28/FUT7/ADGRG3/JAG2/IRF7/LILRB4/FANCA/PRTN3/IL27/SPN/HLA-DOA/NFAM1/PIK3R6,75
BP,GO:0051251,positive regulation of lymphocyte activation,64/899,251/12848,2.3241565231111936e-20,5.161840963709813e-18,4.3034757876555136e-18,FYN/CD6/FOXP3/IL4R/PTPRC/CD209/IL12RB1/SIRPB1/CD40LG/TNFSF13B/IL7/LILRB1/IL27RA/EBI3/MAP3K8/CD5/MDK/IFNG/CD86/IL1A/MYB/CD80/CCR2/IL1B/TNFSF14/CCR7/EPO/PTPN22/IL2RA/TESPA1/IL6/IL10/TLR4/LEF1/CD27/XCL1/DUSP10/ADAM8/CD1D/FCRL3/IL23R/NLRP3/CTLA4/ICOS/NOD2/NFKBID/TMIGD2/RHOH/IL7R/BCL2/CLEC7A/CD28/CLECL1/BTLA/LILRB4/TNFRSF4/ZP3/PDCD1LG2/AIF1/KLRC2/KLRK1/HLA-DPB1/HLA-DPA1/PIK3R6,64
BP,GO:0002460,adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,58/899,218/12848,1.6310917638885993e-19,3.4579145394438303e-17,2.882896160672003e-17,SLC11A1/TNFRSF1B/C6/FOXP3/IL4R/PTPRC/IL12RB1/SLA2/CD40LG/TNFSF13B/LILRB1/IL27RA/EBI3/CCR6/IL18R1/CD80/CCR2/LY9/PKN1/IL1B/C3/RSAD2/KLRD1/IL6/IL10/TLR4/LEF1/CD27/XCL1/MR1/BATF/CXCL13/CD1D/C1R/IL23R/NLRP3/SLAMF6/C2/NOD2/NFKBID/IL7R/KLHL6/C1QB/C1QA/IL20RB/GAPT/CD28/HLA-DQB1/FUT7/C1S/IRF7/LILRB4/ZP3/IL27/SPN/GZMM/LTA/TNF,58
BP,GO:0030217,T cell differentiation,56/899,207/12848,2.999877172080722e-19,6.083229187210647e-17,5.071645891838072e-17,FOXP3/PRDM1/IL4R/PTPRC/LAG3/IL12RB1/IL7/TNFSF8/MDK/IFNG/CCR6/ITK/CD86/IL1A/IL18R1/MYB/CD80/CCR2/LY9/IRF1/IL1B/CCR7/BCL11B/PRR7/PTPN22/RSAD2/IL2RA/TESPA1/IL6/LEF1/CD27/DUSP10/ADAM8/MR1/BATF/CD1D/IL23R/NLRP3/SLAMF6/CTLA4/CD3D/NFKBID/RHOH/IL7R/BCL2/THEMIS/ZNF683/CD28/FUT7/JAG2/LILRB4/FANCA/IL27/SPN/HLA-DOA/PIK3R6,56
BP,GO:0009617,response to bacterium,89/899,468/12848,1.277947828333542e-18,2.483478613061517e-16,2.0704996832737298e-16,NOS2/STAB1/NR1H4/CD6/SLC11A1/TNFRSF1B/FOXP3/TNIP3/APOB/RGS1/TF/CEBPE/TSPO/LILRB1/IL27RA/HAMP/TNFSF8/PF4V1/IL10RA/CD86/IL1A/CCL20/FASLG/CNR1/CD80/IL1B/C3/CCR7/CFP/LBP/EPO/CHIT1/PTPN22/STAB2/IL6/IL10/TLR4/NLRC5/IRF8/DUSP10/PLAC8/MR1/CD96/LY96/CXCL13/CD1D/SLAMF8/SHC1/CCR5/IKZF3/SCIMP/IL23R/NLRP3/CLDN1/PPBP/PF4/CAMP/CSF2/NOD2/GSDMA/CX3CR1/WFDC13/IL7R/RNASE3/PTAFR/CXCL8/CD14/SERPINB9/LRG1/FGB/TLR6/F2/F2R/GBP6/CCR4/PRG2/DMBT1/C10orf99/IL27/SPN/ELANE/PDCD1LG2/H2BC12/TMEM229B/RPL39/KRT6A/LTA/TNF/LILRA2,89
BP,GO:0032609,interferon-gamma production,35/899,88/12848,2.3064991755179678e-18,4.3030048618463205e-16,3.587455980784578e-16,NR1H4/SLC11A1/FOXP3/IL12RB2/IL12RB1/LILRB1/IL27RA/EBI3/IL18R1/CCR2/CD244/INHBA/IL1B/CCR7/PTPN22/IL10/TLR4/IRF8/XCL1/CD96/IL23R/SLAMF6/NOD2/CD14/CLEC7A/IL20RB/LILRB4/ZP3/IL27/SPN/PDCD1LG2/HLA-DPB1/LTA/HLA-DPA1/TNF,35
BP,GO:0032649,regulation of interferon-gamma production,34/899,84/12848,3.679345686639869e-18,6.600180108649365e-16,5.50263277993833e-16,NR1H4/SLC11A1/FOXP3/IL12RB2/IL12RB1/LILRB1/IL27RA/EBI3/IL18R1/CCR2/CD244/INHBA/IL1B/CCR7/PTPN22/IL10/TLR4/IRF8/XCL1/CD96/IL23R/SLAMF6/NOD2/CD14/CLEC7A/IL20RB/LILRB4/ZP3/IL27/PDCD1LG2/HLA-DPB1/LTA/HLA-DPA1/TNF,34
BP,GO:0046651,lymphocyte proliferation,57/899,225/12848,4.1199459096493614e-18,7.116825082446156e-16,5.933364596586645e-16,FYN/CD22/CD6/SLC11A1/TNFRSF1B/FOXP3/PTPRC/CD209/IL12RB1/ELF4/CD40LG/TNFSF13B/IL7/LILRB1/IL27RA/EBI3/CD79A/TNFSF8/CD86/IL1A/CD80/CCR2/PKN1/IRF1/IL1B/TNFSF14/EPO/PTPN22/IL2RA/IL6/IL10/TLR4/LEF1/XCL1/ATM/CD1D/FCRL3/IKZF3/IL23R/CTLA4/TMIGD2/IL7R/BCL2/IL20RB/GAPT/CD28/CLECL1/LILRB4/TNFRSF4/ZP3/IL27/SPN/PDCD1LG2/AIF1/LST1/HLA-DPB1/HLA-DPA1,57
BP,GO:0045785,positive regulation of cell adhesion,76/899,369/12848,4.5693278083371406e-18,7.611194606458723e-16,6.345525159397518e-16,FYN/CD6/FOXP3/MAP4K4/IL4R/PTPRC/CEACAM6/CASS4/CD209/IL12RB1/SIRPB1/CD40LG/TNFSF13B/IL7/LILRB1/IL27RA/EBI3/MAP3K8/CD5/MDK/IFNG/CD86/IL1A/MYB/CD80/CCR2/IL1B/TNFSF14/CCR7/EPO/PTPN22/IL2RA/TESPA1/IL6/IL10/LEF1/CD27/TPM1/XCL1/DUSP10/ATM/ADAM8/CCL28/CXCL13/CD1D/IL23R/NLRP3/DISC1/CTLA4/ICOS/NOD2/NFKBID/TMIGD2/RHOH/IL7R/P2RY12/PTAFR/FGG/FGB/SAA1/CD28/MYADM/FUT7/RNASE10/CLECL1/BTLA/LILRB4/ZP3/ELANE/PDCD1LG2/AIF1/KLRK1/HLA-DPB1/HLA-DPA1/TNF/PIK3R6,76
BP,GO:0032943,mononuclear cell proliferation,57/899,227/12848,6.428047193914457e-18,1.0338073142212768e-15,8.618949667629766e-16,FYN/CD22/CD6/SLC11A1/TNFRSF1B/FOXP3/PTPRC/CD209/IL12RB1/ELF4/CD40LG/TNFSF13B/IL7/LILRB1/IL27RA/EBI3/CD79A/TNFSF8/CD86/IL1A/CD80/CCR2/PKN1/IRF1/IL1B/TNFSF14/EPO/PTPN22/IL2RA/IL6/IL10/TLR4/LEF1/XCL1/ATM/CD1D/FCRL3/IKZF3/IL23R/CTLA4/TMIGD2/IL7R/BCL2/IL20RB/GAPT/CD28/CLECL1/LILRB4/TNFRSF4/ZP3/IL27/SPN/PDCD1LG2/AIF1/LST1/HLA-DPB1/HLA-DPA1,57
BP,GO:0050670,regulation of lymphocyte proliferation,49/899,186/12848,1.7630516177310526e-16,2.74095758169921e-14,2.2851623424205294e-14,CD22/CD6/TNFRSF1B/FOXP3/PTPRC/CD209/IL12RB1/CD40LG/TNFSF13B/IL7/LILRB1/IL27RA/EBI3/TNFSF8/CD86/IL1A/CD80/CCR2/PKN1/IRF1/IL1B/EPO/PTPN22/IL2RA/IL6/IL10/TLR4/XCL1/ATM/CD1D/FCRL3/IKZF3/IL23R/CTLA4/TMIGD2/BCL2/IL20RB/CD28/CLECL1/LILRB4/TNFRSF4/ZP3/IL27/SPN/PDCD1LG2/AIF1/LST1/HLA-DPB1/HLA-DPA1,49
