ONTOLOGY,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
BP,GO:0048598,embryonic morphogenesis,45/669,408/12848,1.4639281264282836e-6,4.491122359292484e-4,4.0879917756049967e-4,ITGA3/DLX6/LAMA3/COL11A1/PITX1/TBX21/EDN1/BAX/TBX5/TBX15/MYO3A/SALL4/FOXF1/RPGRIP1L/DLX5/HOXA13/RIPOR2/TBX18/PRRX1/MMP8/DUSP1/MSX2/STIL/VASP/FOXA2/SIX1/HOXD13/DLL4/GSC/LRP4/HLX/FOXF2/KIF20B/TBX19/SFRP2/WNT3A/EN1/MSX1/EOMES/CLRN1/SHOX2/CHST11/FOXC2/SOX11/NOG,45
BP,GO:0043583,ear development,22/669,136/12848,1.929690271437837e-6,5.525346477217006e-4,5.029382223242196e-4,DLX6/COL11A1/EDN1/FGF20/MYO3A/RPGRIP1L/DLX5/HOXA13/RIPOR2/TBX18/PRRX1/HPCA/TCF15/SIX1/GSC/CCNA2/WNT3A/MSX1/CLRN1/CYTL1/NOG/CEBPA,22
BP,GO:0051301,cell division,51/669,497/12848,2.5230474287677256e-6,6.772805441598364e-4,6.164867204239035e-4,ASPM/RBL1/NDC80/AURKA/BIRC5/KIF4A/ORC6/CDC7/OIP5/LIG1/KIF20A/ECT2/NEK2/ZWINT/E2F8/MIS18BP1/CCNB1/CDCA8/BORA/BRIP1/NUSAP1/KIF11/KIF20B/CENPE/BRCA2/KIF2C/NUF2/RHOB/CCNA2/SFRP2/HAUS6/TRIM36/WNT3A/SKA1/CCNB2/CDC25C/SPC24/TGFA/SGO2/MAD2L1/SKA3/CDT1/REEP4/BUB1/AURKB/OR2A4/KNTC1/CDCA2/KIF18B/BLM/OOEP,51
BP,GO:0051321,meiotic cell cycle,25/669,172/12848,2.9731570196509683e-6,7.511593764353476e-4,6.8373406631478e-4,RAD51/SMC1B/AURKA/NEK2/DUSP1/PKMYT1/FIGNL1/BRIP1/BRCA2/NUF2/HORMAD1/STRA8/EME1/CCNB2/CDC25C/MSX1/NPPC/SGO2/BUB1/EXO1/FAM9B/XRCC2/RAD54B/OOEP/MEIKIN,25
BP,GO:0035107,appendage morphogenesis,18/669,101/12848,4.038691841698896e-6,9.129569189524609e-4,8.31008393355662e-4,DLX6/PITX1/BAX/TBX5/SALL4/RPGRIP1L/DLX5/HOXA13/PRRX1/HOXD13/LRP4/SFRP2/EN1/MSX1/SHOX2/CHST11/SOX11/NOG,18
BP,GO:0035108,limb morphogenesis,18/669,101/12848,4.038691841698896e-6,9.129569189524609e-4,8.31008393355662e-4,DLX6/PITX1/BAX/TBX5/SALL4/RPGRIP1L/DLX5/HOXA13/PRRX1/HOXD13/LRP4/SFRP2/EN1/MSX1/SHOX2/CHST11/SOX11/NOG,18
BP,GO:0003002,regionalization,29/669,222/12848,4.435668072466557e-6,9.525597185621931e-4,8.670563800600418e-4,SEMA3F/EDN1/AURKA/FOXF1/RPGRIP1L/TBX18/FOXA2/TCF15/SIX1/HOXD13/DLL4/GSC/LRP4/ACVRL1/TBX19/DLX1/SFRP2/HHEX/WNT3A/EN1/MSX1/HEYL/SPRY1/FOXC2/NOG/CYP26C1/HES4/XRCC2/NRARP,29
BP,GO:0007093,mitotic cell cycle checkpoint,21/669,133/12848,4.889029898263045e-6,9.999230196685608e-4,9.10168272789421e-4,GTSE1/NDC80/ORC1/BAX/AURKA/CLSPN/RGCC/DUSP1/ZWINT/E2F8/CCNB1/TICRR/EME1/CDC25C/ZNF385A/MAD2L1/CDT1/BUB1/AURKB/KNTC1/BLM,21
BP,GO:0006260,DNA replication,30/669,239/12848,6.8754884359990315e-6,0.0013422828560279926,0.0012217973230287274,RAD51/POLQ/MCM10/ORC1/ORC6/CLSPN/CDC45/CDC7/RNASEH2A/LIG1/E2F8/BRIP1/ACVRL1/BRCA2/PIF1/TICRR/CCNA2/STRA8/OBI1/EME1/CHAF1B/UCN/RFC4/PCLAF/CDT1/EXO1/FAM111B/BLM/OOEP/RPA4,30
BP,GO:0048736,appendage development,20/669,126/12848,7.544944750491893e-6,0.0013502307376401118,0.0012290317896196004,DLX6/PITX1/BAX/TBX5/SALL4/RPGRIP1L/DLX5/HOXA13/PRRX1/HOXD13/KREMEN2/LRP4/SFRP2/SLC7A11/EN1/MSX1/SHOX2/CHST11/SOX11/NOG,20
BP,GO:0060173,limb development,20/669,126/12848,7.544944750491893e-6,0.0013502307376401118,0.0012290317896196004,DLX6/PITX1/BAX/TBX5/SALL4/RPGRIP1L/DLX5/HOXA13/PRRX1/HOXD13/KREMEN2/LRP4/SFRP2/SLC7A11/EN1/MSX1/SHOX2/CHST11/SOX11/NOG,20
BP,GO:0042471,ear morphogenesis,14/669,68/12848,8.461774122640814e-6,0.0014474528296388783,0.0013175270655667653,DLX6/COL11A1/EDN1/MYO3A/DLX5/RIPOR2/TBX18/PRRX1/SIX1/GSC/WNT3A/MSX1/CLRN1/NOG,14
BP,GO:0051785,positive regulation of nuclear division,11/669,43/12848,8.762229003634654e-6,0.0014474528296388783,0.0013175270655667653,EDN1/AURKA/RGCC/HOXA13/DLGAP5/NUSAP1/STRA8/MSX1/TGFA/CDT1/OOEP,11
BP,GO:0001501,skeletal system development,39/669,363/12848,1.3692944883973005e-5,0.0021091014369213033,0.0019197849976657613,FGR/DLX6/COL11A1/PITX1/EDN1/TBX15/PHEX/SLC39A14/DLX5/HOXA13/PRRX1/MSX2/TNFSF11/TCF15/SIX1/HOXD13/BCAN/GSC/ACVRL1/DLX1/SFRP2/FLI1/LRRK1/GDF6/STC1/ZNF385A/MATN1/EN1/MSX1/NPPC/SHOX2/CYTL1/CHST11/PHOSPHO1/LEP/FOXC2/SOX11/NOG/IFITM5,39
BP,GO:0042474,middle ear morphogenesis,6/669,12/12848,1.3749671765726775e-5,0.0021091014369213033,0.0019197849976657613,EDN1/PRRX1/SIX1/GSC/MSX1/NOG,6
BP,GO:0048562,embryonic organ morphogenesis,25/669,188/12848,1.4710687062437791e-5,0.002178703480454149,0.001983139446457131,DLX6/COL11A1/TBX21/EDN1/TBX15/MYO3A/FOXF1/DLX5/RIPOR2/TBX18/PRRX1/STIL/SIX1/GSC/HLX/FOXF2/WNT3A/MSX1/EOMES/CLRN1/SHOX2/CHST11/FOXC2/SOX11/NOG,25
BP,GO:0000070,mitotic sister chromatid segregation,21/669,145/12848,1.9254690148097056e-5,0.0027566298062025618,0.0025091901477204376,SMC1B/NDC80/KIF4A/NEK2/DUSP1/ZWINT/CENPK/DLGAP5/CCNB1/CDCA8/NUSAP1/CENPE/KIF2C/NUF2/SGO2/MAD2L1/CDT1/BUB1/AURKB/KNTC1/KIF18B,21
BP,GO:0007059,chromosome segregation,32/669,280/12848,2.39963163118434e-5,0.0032542201054002436,0.0029621159172738202,SMC1B/NDC80/BIRC5/KIF4A/OIP5/ECT2/NEK2/DUSP1/ZWINT/CENPK/HJURP/DLGAP5/CCNB1/CDCA8/BRIP1/NUSAP1/CENPE/KIF2C/NUF2/HORMAD1/SKA1/EME1/SGO2/MAD2L1/SKA3/CDT1/BUB1/AURKB/KNTC1/CDCA2/KIF18B/MEIKIN,32
BP,GO:0000819,sister chromatid segregation,23/669,170/12848,2.4245644557114736e-5,0.0032542201054002436,0.0029621159172738202,SMC1B/NDC80/KIF4A/NEK2/DUSP1/ZWINT/CENPK/DLGAP5/CCNB1/CDCA8/NUSAP1/CENPE/KIF2C/NUF2/HORMAD1/SGO2/MAD2L1/CDT1/BUB1/AURKB/KNTC1/KIF18B/MEIKIN,23
BP,GO:0061053,somite development,12/669,57/12848,2.933071605984111e-5,0.003817437135667199,0.0034747776537878755,FOXF1/TBX18/TCF15/SIX1/TBX19/SFRP2/WNT3A/FOXC2/SOX11/NOG/XRCC2/NRARP,12
BP,GO:0008608,attachment of spindle microtubules to kinetochore,9/669,33/12848,3.327709874844082e-5,0.004203680562486863,0.003826351230703071,NDC80/ECT2/NEK2/CCNB1/CENPE/KIF2C/NUF2/CDT1/AURKB,9
BP,GO:0007094,mitotic spindle assembly checkpoint,9/669,34/12848,4.318638510189895e-5,0.005013122270612323,0.004563136110055553,NDC80/DUSP1/ZWINT/CCNB1/MAD2L1/CDT1/BUB1/AURKB/KNTC1,9
BP,GO:0071173,spindle assembly checkpoint,9/669,34/12848,4.318638510189895e-5,0.005013122270612323,0.004563136110055553,NDC80/DUSP1/ZWINT/CCNB1/MAD2L1/CDT1/BUB1/AURKB/KNTC1,9
BP,GO:0071174,mitotic spindle checkpoint,9/669,34/12848,4.318638510189895e-5,0.005013122270612323,0.004563136110055553,NDC80/DUSP1/ZWINT/CCNB1/MAD2L1/CDT1/BUB1/AURKB/KNTC1,9
BP,GO:0031577,spindle checkpoint,9/669,35/12848,5.547725042815719e-5,0.006270389226024609,0.005707548700558887,NDC80/DUSP1/ZWINT/CCNB1/MAD2L1/CDT1/BUB1/AURKB/KNTC1,9
BP,GO:0051315,attachment of mitotic spindle microtubules to kinetochore,6/669,15/12848,6.507951890768889e-5,0.007167090607910866,0.006523760680786952,NDC80/CENPE/KIF2C/NUF2/CDT1/AURKB,6
BP,GO:0045841,negative regulation of mitotic metaphase/anaphase transition,9/669,36/12848,7.058916229096621e-5,0.007338699718401831,0.006679965873204927,NDC80/DUSP1/ZWINT/CCNB1/MAD2L1/CDT1/BUB1/AURKB/KNTC1,9
BP,GO:0009952,anterior/posterior pattern specification,19/669,135/12848,7.073758103758549e-5,0.007338699718401831,0.006679965873204927,AURKA/FOXF1/TBX18/FOXA2/TCF15/HOXD13/TBX19/SFRP2/HHEX/WNT3A/EN1/MSX1/HEYL/FOXC2/NOG/CYP26C1/HES4/XRCC2/NRARP,19
BP,GO:0007423,sensory organ development,38/669,377/12848,7.176376907401092e-5,0.007338699718401831,0.006679965873204927,DLX6/COL11A1/EDN1/FGF20/BAX/RPGRIP1/MYO3A/VSX1/RPGRIP1L/DLX5/HOXA13/RIPOR2/NR2E1/TBX18/PRRX1/HPCA/OPN4/TCF15/SIX1/DLL4/GSC/FOXF2/ACVRL1/DLX1/MYH15/CCNA2/SLC7A11/WNT3A/MSX1/CLRN1/SPRY1/CYTL1/PTPRM/FOXC2/SOX11/NOG/SPRED3/CEBPA,38
BP,GO:0048705,skeletal system morphogenesis,21/669,159/12848,7.733505158535534e-5,0.007724512710676771,0.007031147652093262,FGR/COL11A1/TBX15/DLX5/PRRX1/MSX2/TCF15/SIX1/GSC/SFRP2/STC1/MATN1/MSX1/NPPC/SHOX2/CHST11/PHOSPHO1/FOXC2/SOX11/NOG/IFITM5,21
BP,GO:1902100,negative regulation of metaphase/anaphase transition of cell cycle,9/669,37/12848,8.901786280177884e-5,0.008689357289400911,0.0079093861829140355,NDC80/DUSP1/ZWINT/CCNB1/MAD2L1/CDT1/BUB1/AURKB/KNTC1,9
BP,GO:0098813,nuclear chromosome segregation,26/669,222/12848,9.12561391360729e-5,0.008709891501987402,0.007928077210558474,SMC1B/NDC80/KIF4A/ECT2/NEK2/DUSP1/ZWINT/CENPK/DLGAP5/CCNB1/CDCA8/BRIP1/NUSAP1/CENPE/KIF2C/NUF2/HORMAD1/EME1/SGO2/MAD2L1/CDT1/BUB1/AURKB/KNTC1/KIF18B/MEIKIN,26
BP,GO:0030071,regulation of mitotic metaphase/anaphase transition,11/669,55/12848,1.0303784831017358e-4,0.00960114977174475,0.008739334661420257,NDC80/DUSP1/ZWINT/DLGAP5/CCNB1/CENPE/MAD2L1/CDT1/BUB1/AURKB/KNTC1,11
BP,GO:0033046,negative regulation of sister chromatid segregation,9/669,38/12848,1.1131902149502124e-4,0.00960114977174475,0.008739334661420257,NDC80/DUSP1/ZWINT/CCNB1/MAD2L1/CDT1/BUB1/AURKB/KNTC1,9
BP,GO:0033048,negative regulation of mitotic sister chromatid segregation,9/669,38/12848,1.1131902149502124e-4,0.00960114977174475,0.008739334661420257,NDC80/DUSP1/ZWINT/CCNB1/MAD2L1/CDT1/BUB1/AURKB/KNTC1,9
BP,GO:2000816,negative regulation of mitotic sister chromatid separation,9/669,38/12848,1.1131902149502124e-4,0.00960114977174475,0.008739334661420257,NDC80/DUSP1/ZWINT/CCNB1/MAD2L1/CDT1/BUB1/AURKB/KNTC1,9
BP,GO:0048839,inner ear development,17/669,117/12848,1.1263842454821248e-4,0.00960114977174475,0.008739334661420257,DLX6/COL11A1/FGF20/MYO3A/RPGRIP1L/DLX5/HOXA13/RIPOR2/TBX18/PRRX1/HPCA/SIX1/CCNA2/WNT3A/CLRN1/CYTL1/CEBPA,17
BP,GO:0090068,positive regulation of cell cycle process,26/669,225/12848,1.1400666783678282e-4,0.00960114977174475,0.008739334661420257,GTSE1/EDN1/NDC80/BAX/AURKA/CDC7/RGCC/HOXA13/ECT2/MYOG/DLGAP5/E2F8/CCNB1/NUSAP1/KIF20B/STRA8/POU4F1/CDC25C/ZNF385A/MSX1/TGFA/MAD2L1/CDT1/AURKB/OR2A4/OOEP,26
BP,GO:1902099,regulation of metaphase/anaphase transition of cell cycle,11/669,56/12848,1.2228735088854977e-4,0.009960739251834029,0.009066646794022814,NDC80/DUSP1/ZWINT/DLGAP5/CCNB1/CENPE/MAD2L1/CDT1/BUB1/AURKB/KNTC1,11
BP,GO:0051784,negative regulation of nuclear division,10/669,47/12848,1.229148266233303e-4,0.009960739251834029,0.009066646794022814,NDC80/DUSP1/ZWINT/CCNB1/HORMAD1/MAD2L1/CDT1/BUB1/AURKB/KNTC1,10
BP,GO:0031570,DNA integrity checkpoint,18/669,130/12848,1.3472539348860808e-4,0.010592677849844875,0.009641861536504839,GTSE1/ORC1/BAX/AURKA/WDR76/CLSPN/CDC45/RGCC/E2F8/CCNB1/BRIP1/TICRR/EME1/CDC25C/ZNF385A/CDT1/BLM/RPA4,18
BP,GO:0051985,negative regulation of chromosome segregation,9/669,39/12848,1.3811174844966542e-4,0.010592677849844875,0.009641861536504839,NDC80/DUSP1/ZWINT/CCNB1/MAD2L1/CDT1/BUB1/AURKB/KNTC1,9
BP,GO:1905819,negative regulation of chromosome separation,9/669,39/12848,1.3811174844966542e-4,0.010592677849844875,0.009641861536504839,NDC80/DUSP1/ZWINT/CCNB1/MAD2L1/CDT1/BUB1/AURKB/KNTC1,9
BP,GO:0007091,metaphase/anaphase transition of mitotic cell cycle,11/669,57/12848,1.4451611139106792e-4,0.010701667214217874,0.009741067834962364,NDC80/DUSP1/ZWINT/DLGAP5/CCNB1/CENPE/MAD2L1/CDT1/BUB1/AURKB/KNTC1,11
BP,GO:0007218,neuropeptide signaling pathway,11/669,57/12848,1.4451611139106792e-4,0.010701667214217874,0.009741067834962364,TENM1/PROKR2/CYSLTR2/PROK2/UCN/GALR1/GPR37/CYSLTR1/NXPH3/NMB/NPY6R,11
BP,GO:0001569,branching involved in blood vessel morphogenesis,7/669,24/12848,1.5979962574949906e-4,0.011632871060916924,0.010588685281599279,EDN1/KDR/DLL4/SFRP2/EDNRA/FOXC2/NRARP,7
BP,GO:0033047,regulation of mitotic sister chromatid segregation,9/669,40/12848,1.7008193259717018e-4,0.011975839752827885,0.01090086853550708,NDC80/DUSP1/ZWINT/CCNB1/MAD2L1/CDT1/BUB1/AURKB/KNTC1,9
BP,GO:0044784,metaphase/anaphase transition of cell cycle,11/669,58/12848,1.700875960238652e-4,0.011975839752827885,0.01090086853550708,NDC80/DUSP1/ZWINT/DLGAP5/CCNB1/CENPE/MAD2L1/CDT1/BUB1/AURKB/KNTC1,11
BP,GO:0048729,tissue morphogenesis,44/669,479/12848,1.7367161661459128e-4,0.012030961183220478,0.010951042174984585,ITGA3/LAMA3/COL11A1/TBX21/EDN1/TBX5/SALL4/FOXF1/RPGRIP1L/PLEKHA4/HOXA13/TBX18/STIL/VASP/TCF15/SIX1/KDR/HOXD13/DLL4/FOXF2/KIF20B/ACVRL1/TBX19/RHOB/SFRP2/EDNRA/POU4F1/WNT3A/STC1/HOXB13/CARMIL2/MATN1/MSX1/EOMES/HEYL/SPRY1/SHOX2/CXCL10/FOXL1/FOXC2/SOX11/NOG/NRARP/KRT25,44
BP,GO:0051983,regulation of chromosome segregation,13/669,78/12848,1.770465975083446e-4,0.01207008152854508,0.01098665101329978,NDC80/DUSP1/ZWINT/DLGAP5/CCNB1/CENPE/KIF2C/HORMAD1/MAD2L1/CDT1/BUB1/AURKB/KNTC1,13
BP,GO:0030900,forebrain development,27/669,245/12848,1.879893258684503e-4,0.012615846165703033,0.011483426912424745,ARX/RTN4R/PITX1/WDR62/BAX/RPGRIP1L/DLX5/NR2E1/STIL/BCAN/GSC/TBX19/SLC4A10/DLX1/SLC7A11/POU4F1/WNT3A/HTR6/LHX8/ARPC5/MSX1/SLITRK5/AXL/BNIP3/NOG/POU3F1/TAL2,27
BP,GO:0060485,mesenchyme development,24/669,207/12848,1.9627840792196032e-4,0.012952174579081448,0.011789565930202438,SEMA3F/EDN1/TBX5/RGCC/FOXF1/GLIPR2/FOXA2/TCF15/SIX1/GSC/FOXF2/ACVRL1/SFRP2/EDNRA/WNT3A/MSX1/EOMES/HEYL/SPRY1/FOXC2/SOX11/NOG/CYP26C1/SPRED3,24
BP,GO:0010965,regulation of mitotic sister chromatid separation,11/669,59/12848,1.9939683597496044e-4,0.012952174579081448,0.011789565930202438,NDC80/DUSP1/ZWINT/DLGAP5/CCNB1/CENPE/MAD2L1/CDT1/BUB1/AURKB/KNTC1,11
BP,GO:0090596,sensory organ morphogenesis,21/669,170/12848,2.020478921533078e-4,0.012952174579081448,0.011789565930202438,DLX6/COL11A1/EDN1/BAX/RPGRIP1/MYO3A/VSX1/RPGRIP1L/DLX5/RIPOR2/TBX18/PRRX1/SIX1/GSC/FOXF2/WNT3A/MSX1/CLRN1/PTPRM/SOX11/NOG,21
BP,GO:0006614,SRP-dependent cotranslational protein targeting to membrane,14/669,90/12848,2.1511292525231384e-4,0.013586911969980705,0.012367328241286278,RPL18/RPS5/RPLP0/RPS19/RPL18A/RPL36/RPS2/RPS11/RPS14/RPS27/RPL37A/RPL41/RPL36A/RPL17,14
BP,GO:0016339,calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules,8/669,33/12848,2.2539132661464884e-4,0.014029793446520533,0.012770455942743033,FXYD5/PCDHB2/PCDHB6/CDH8/SELL/PCDHB11/PCDHGC3/PCDHB16,8
BP,GO:1902850,microtubule cytoskeleton organization involved in mitosis,17/669,124/12848,2.3157860613485078e-4,0.014209001619274058,0.01293357809300505,WDR62/NDC80/AURKA/KIF4A/MYBL2/NEK2/STIL/DLGAP5/CCNB1/BORA/NUSAP1/KIF11/CENPE/NUF2/SPRY1/MAD2L1/AURKB,17
BP,GO:0045047,protein targeting to ER,15/669,102/12848,2.4526820482502655e-4,0.014836999151035056,0.01350520552587322,RPL18/RPS5/RPLP0/RPS19/RPL18A/RPL36/SEC61G/RPS2/RPS11/RPS14/RPS27/RPL37A/RPL41/RPL36A/RPL17,15
BP,GO:0045839,negative regulation of mitotic nuclear division,9/669,42/12848,2.526506611376684e-4,0.01507131374425397,0.01371848765300147,NDC80/DUSP1/ZWINT/CCNB1/MAD2L1/CDT1/BUB1/AURKB/KNTC1,9
BP,GO:0051306,mitotic sister chromatid separation,11/669,61/12848,2.7097489560858995e-4,0.0159429750224506,0.01451190717073256,NDC80/DUSP1/ZWINT/DLGAP5/CCNB1/CENPE/MAD2L1/CDT1/BUB1/AURKB/KNTC1,11
BP,GO:0045840,positive regulation of mitotic nuclear division,8/669,34/12848,2.814543855416507e-4,0.016335764674343105,0.01486943937271253,EDN1/AURKA/RGCC/HOXA13/DLGAP5/NUSAP1/TGFA/CDT1,8
BP,GO:0045786,negative regulation of cell cycle,44/669,490/12848,2.866984259712175e-4,0.01641826319395172,0.014944532688520726,RAD51/PRR11/GTSE1/RBL1/NDC80/ORC1/BAX/AURKA/WDR76/CLSPN/CDC45/CDC7/RGCC/FOXM1/NEK2/DUSP1/MYOG/ZWINT/E2F8/BTG1/CCNB1/BRIP1/KIF20B/TICRR/HORMAD1/RHOB/CDKN2A/POU4F1/HHEX/EME1/CDC25C/ZNF385A/NPPC/MAD2L1/DDIAS/CDT1/BUB1/SOX11/AURKB/ALOX15B/KNTC1/BLM/RPA4/CEBPA,44
BP,GO:0035115,embryonic forelimb morphogenesis,6/669,19/12848,2.9490920394227197e-4,0.016449805596520234,0.014973243792776463,TBX5/RPGRIP1L/HOXA13/EN1/MSX1/SHOX2,6
BP,GO:0051383,kinetochore organization,6/669,19/12848,2.9490920394227197e-4,0.016449805596520234,0.014973243792776463,NDC80/CENPK/DLGAP5/CENPE/NUF2/CDT1,6
BP,GO:0033273,response to vitamin,12/669,72/12848,3.116021314384392e-4,0.017158091724719184,0.015617952984647278,CYP26A1/PHEX/STC2/LRAT/BRIP1/GSN/STC1/FOLR2/MN1/CXCL10/LEP/FES,12
BP,GO:0140013,meiotic nuclear division,16/669,116/12848,3.2683114329320757e-4,0.01765227190307133,0.016067774731451975,RAD51/AURKA/FIGNL1/BRIP1/BRCA2/NUF2/HORMAD1/STRA8/EME1/CCNB2/MSX1/SGO2/BUB1/RAD54B/OOEP/MEIKIN,16
BP,GO:0048568,embryonic organ development,30/669,294/12848,3.2879668271145666e-4,0.01765227190307133,0.016067774731451975,DLX6/COL11A1/TBX21/EDN1/TBX15/MYO3A/FOXF1/DLX5/RARRES2/RIPOR2/TBX18/PRRX1/STIL/SIX1/KDR/E2F8/GSC/HLX/FOXF2/WNT3A/EN1/MSX1/EOMES/CLRN1/SHOX2/CHST11/FOXC2/SOX11/NOG/CEBPA,30
