ONTOLOGY,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
BP,GO:0043312,neutrophil degranulation,51/399,435/12848,1.489392701101438e-16,5.4024335249043074e-14,4.2387118594025613e-14,TYROBP/CD44/SLC2A3/PKM/STK10/FCN1/UNC13D/PYCARD/ALDOC/BIN2/PTPN6/HVCN1/PRDX4/ARHGAP9/NCKAP1L/TNFAIP6/CD93/CD68/CRACR2A/GMFG/LILRB2/LGALS3/SNAP25/PRAM1/DOCK2/CD36/SLC15A4/CD53/S100A8/DEGS1/DOK3/ALDOA/LPCAT1/FCER1G/ITGB2/HK3/S100A9/S100A12/MNDA/B2M/CD300A/TBC1D10C/ARHGAP45/RAP2B/ANXA2/STING1/C5AR1/SIRPA/HLA-B/HBB/HP,51
BP,GO:0036230,granulocyte activation,52/399,452/12848,1.6369847806309326e-16,5.442974395597851e-14,4.2705199452599947e-14,TYROBP/CD44/SLC2A3/PKM/STK10/FCN1/UNC13D/PYCARD/ALDOC/BIN2/PTPN6/HVCN1/PRDX4/ARHGAP9/NCKAP1L/TNFAIP6/CD93/CD68/CRACR2A/GMFG/LILRB2/LGALS3/SNAP25/PRAM1/DOCK2/CD36/SLC15A4/CD53/S100A8/DEGS1/DOK3/ALDOA/LPCAT1/ENPP3/FCER1G/ITGB2/HK3/S100A9/S100A12/MNDA/B2M/CD300A/TBC1D10C/ARHGAP45/RAP2B/ANXA2/STING1/C5AR1/SIRPA/HLA-B/HBB/HP,52
BP,GO:0002283,neutrophil activation involved in immune response,51/399,438/12848,1.9887259145476215e-16,6.103858768496161e-14,4.789045238756783e-14,TYROBP/CD44/SLC2A3/PKM/STK10/FCN1/UNC13D/PYCARD/ALDOC/BIN2/PTPN6/HVCN1/PRDX4/ARHGAP9/NCKAP1L/TNFAIP6/CD93/CD68/CRACR2A/GMFG/LILRB2/LGALS3/SNAP25/PRAM1/DOCK2/CD36/SLC15A4/CD53/S100A8/DEGS1/DOK3/ALDOA/LPCAT1/FCER1G/ITGB2/HK3/S100A9/S100A12/MNDA/B2M/CD300A/TBC1D10C/ARHGAP45/RAP2B/ANXA2/STING1/C5AR1/SIRPA/HLA-B/HBB/HP,51
BP,GO:0050670,regulation of lymphocyte proliferation,33/399,186/12848,2.7290758746106195e-16,7.275453673506093e-14,5.708270472235093e-14,BTK/TYROBP/CD40/NFATC2/CORO1A/PYCARD/CD276/RASAL3/JAK3/AHR/PTPN6/HHLA2/ZAP70/SASH3/NCKAP1L/RAC2/LILRB2/LGALS3/ANXA1/HAVCR2/VSIG4/VCAM1/SPTA1/MNDA/CD300A/CCDC88B/INPP5D/LGALS9/MZB1/ADA/CD3E/HLA-E/HLA-DMB,33
BP,GO:0042110,T cell activation,48/399,394/12848,2.7351329599646965e-16,7.275453673506093e-14,5.708270472235093e-14,WAS/CD44/PAG1/ICAM1/LGALS1/GRAP2/NFATC2/CORO1A/PYCARD/CD276/RASAL3/JAK3/PIK3CG/CAV1/PTPN6/HHLA2/ZAP70/CD2/SASH3/NCKAP1L/RAC2/LILRB2/LGALS3/DOCK2/ANXA1/HAVCR2/LCP1/VAV1/CD8A/VSIG4/FCER1G/RUNX1/CD3G/LAPTM5/VCAM1/TNFAIP8L2/SPTA1/CGAS/B2M/CD300A/CCDC88B/LGALS9/ADA/SIRPA/CD3E/HLA-DRA/HLA-E/HLA-DMB,48
BP,GO:0032944,regulation of mononuclear cell proliferation,33/399,187/12848,3.221345833641834e-16,8.033231172644323e-14,6.302817440296589e-14,BTK/TYROBP/CD40/NFATC2/CORO1A/PYCARD/CD276/RASAL3/JAK3/AHR/PTPN6/HHLA2/ZAP70/SASH3/NCKAP1L/RAC2/LILRB2/LGALS3/ANXA1/HAVCR2/VSIG4/VCAM1/SPTA1/MNDA/CD300A/CCDC88B/INPP5D/LGALS9/MZB1/ADA/CD3E/HLA-E/HLA-DMB,33
BP,GO:0046651,lymphocyte proliferation,36/399,225/12848,3.5281368227496523e-16,8.280744660453596e-14,6.4970148054845e-14,BTK/TYROBP/CD40/NFATC2/CORO1A/PYCARD/CD276/RASAL3/JAK3/PIK3CG/AHR/PTPN6/HHLA2/ZAP70/SASH3/NCKAP1L/RAC2/LILRB2/LGALS3/CD180/DOCK2/ANXA1/HAVCR2/VSIG4/VCAM1/SPTA1/MNDA/CD300A/CCDC88B/INPP5D/LGALS9/MZB1/ADA/CD3E/HLA-E/HLA-DMB,36
BP,GO:0002446,neutrophil mediated immunity,51/399,447/12848,4.658647372337054e-16,9.403984868478467e-14,7.378301279212495e-14,TYROBP/CD44/SLC2A3/PKM/STK10/FCN1/UNC13D/PYCARD/ALDOC/BIN2/PTPN6/HVCN1/PRDX4/ARHGAP9/NCKAP1L/TNFAIP6/CD93/CD68/CRACR2A/GMFG/LILRB2/LGALS3/SNAP25/PRAM1/DOCK2/CD36/SLC15A4/CD53/S100A8/DEGS1/DOK3/ALDOA/LPCAT1/FCER1G/ITGB2/HK3/S100A9/S100A12/MNDA/B2M/CD300A/TBC1D10C/ARHGAP45/RAP2B/ANXA2/STING1/C5AR1/SIRPA/HLA-B/HBB/HP,51
BP,GO:0042119,neutrophil activation,51/399,447/12848,4.658647372337054e-16,9.403984868478467e-14,7.378301279212495e-14,TYROBP/CD44/SLC2A3/PKM/STK10/FCN1/UNC13D/PYCARD/ALDOC/BIN2/PTPN6/HVCN1/PRDX4/ARHGAP9/NCKAP1L/TNFAIP6/CD93/CD68/CRACR2A/GMFG/LILRB2/LGALS3/SNAP25/PRAM1/DOCK2/CD36/SLC15A4/CD53/S100A8/DEGS1/DOK3/ALDOA/LPCAT1/FCER1G/ITGB2/HK3/S100A9/S100A12/MNDA/B2M/CD300A/TBC1D10C/ARHGAP45/RAP2B/ANXA2/STING1/C5AR1/SIRPA/HLA-B/HBB/HP,51
BP,GO:0032943,mononuclear cell proliferation,36/399,227/12848,4.713776876430309e-16,9.403984868478467e-14,7.378301279212495e-14,BTK/TYROBP/CD40/NFATC2/CORO1A/PYCARD/CD276/RASAL3/JAK3/PIK3CG/AHR/PTPN6/HHLA2/ZAP70/SASH3/NCKAP1L/RAC2/LILRB2/LGALS3/CD180/DOCK2/ANXA1/HAVCR2/VSIG4/VCAM1/SPTA1/MNDA/CD300A/CCDC88B/INPP5D/LGALS9/MZB1/ADA/CD3E/HLA-E/HLA-DMB,36
BP,GO:0050867,positive regulation of cell activation,40/399,289/12848,1.2825342158190437e-15,2.436815010056183e-13,1.9119081492961584e-13,BTK/TYROBP/TREM2/LGALS1/GRAP2/CD40/NFATC2/CORO1A/PYCARD/CD276/RASAL3/JAK3/CAV1/PTPN6/HAVCR1/HHLA2/ZAP70/PLEK/CD2/SASH3/NCKAP1L/LILRB2/ANXA1/HAVCR2/VAV1/MMP14/RUNX1/ITGB2/VCAM1/SPTA1/CCDC88B/INPP5D/LGALS9/ADA/SIRPA/CD3E/HLA-DRA/HLA-E/HLA-F/HLA-DMB,40
BP,GO:0002696,positive regulation of leukocyte activation,39/399,280/12848,2.399278132038702e-15,4.351418066742919e-13,3.414092423293349e-13,BTK/TYROBP/TREM2/LGALS1/GRAP2/CD40/NFATC2/CORO1A/PYCARD/CD276/RASAL3/JAK3/CAV1/PTPN6/HAVCR1/HHLA2/ZAP70/CD2/SASH3/NCKAP1L/LILRB2/ANXA1/HAVCR2/VAV1/MMP14/RUNX1/ITGB2/VCAM1/SPTA1/CCDC88B/INPP5D/LGALS9/ADA/SIRPA/CD3E/HLA-DRA/HLA-E/HLA-F/HLA-DMB,39
BP,GO:0002253,activation of immune response,46/399,387/12848,3.0925896460251276e-15,5.364970733756635e-13,4.209318813399877e-13,BTK/TYROBP/WAS/LCP2/PAG1/ICAM3/FYB1/FCN1/GRAP2/NFATC2/PYCARD/CD276/PTPN6/BTN3A3/HHLA2/ZAP70/NCKAP1L/THEMIS2/LGALS3/PRAM1/MYO1G/VAV1/VSIG4/ELMO1/FCER1G/C1QC/RUNX1/CD3G/LAPTM5/TRAT1/MNDA/IFI16/CGAS/CD300A/INPP5D/SH2D1A/STING1/BTN3A2/CARD9/ADA/C5AR1/HLA-DRB5/CD3E/FCGR3A/HLA-DRA/PSMB9,46
BP,GO:0032103,positive regulation of response to external stimulus,46/399,401/12848,1.1865288659848976e-14,1.9726042396998924e-12,1.547691599753985e-12,BTK/TYROBP/IFI35/ICAM3/FCN1/TREM2/PYCARD/PIK3CG/MET/VEGFA/LY86/CXCR4/NCKAP1L/NMI/RAC2/CD180/HAVCR2/SLC15A4/CDH13/VAV1/S100A8/OSMR/TNIP1/EGFR/FCER1G/S100A9/S100A12/MNDA/IFI16/CGAS/LGALS9/PDGFD/IL16/NUPR1/CSF1R/CAMK1D/SH2D1A/STING1/CARD9/TLR7/C5AR1/STK39/TGM2/HLA-E/HLA-F/PSMB9,46
BP,GO:0050863,regulation of T cell activation,38/399,280/12848,1.3167328215442032e-14,2.101505583184548e-12,1.6488266994831414e-12,PAG1/LGALS1/GRAP2/NFATC2/CORO1A/PYCARD/CD276/RASAL3/JAK3/CAV1/PTPN6/HHLA2/ZAP70/CD2/SASH3/NCKAP1L/RAC2/LILRB2/LGALS3/ANXA1/HAVCR2/VAV1/VSIG4/RUNX1/LAPTM5/VCAM1/TNFAIP8L2/SPTA1/CGAS/CD300A/CCDC88B/LGALS9/ADA/SIRPA/CD3E/HLA-DRA/HLA-E/HLA-DMB,38
BP,GO:0002250,adaptive immune response,42/399,342/12848,1.7345453485211942e-14,2.6618599771536787e-12,2.088476869029163e-12,BTK/WAS/CD84/PAG1/ICAM1/UNC13D/CD40/PYCARD/JAK3/PIK3CG/PTPN6/BTN3A3/ZAP70/CD48/SASH3/CRACR2A/LILRB2/ANXA1/HAVCR2/MYO1G/SLC15A4/CD8A/SAMSN1/FCER1G/C1QC/CD3G/TRAT1/B2M/INPP5D/PRF1/SH2D1A/BTN3A2/ADA/HLA-DRB5/CD3E/TAP2/HLA-DRA/HLA-E/HLA-F/HLA-B/HLA-DOB/HLA-DMB,42
BP,GO:0002768,immune response-regulating cell surface receptor signaling pathway,42/399,343/12848,1.921814869286247e-14,2.8400153068341205e-12,2.228256304583742e-12,BTK/TYROBP/WAS/LCP2/PAG1/ICAM3/FYB1/FCN1/GRAP2/CD40/NFATC2/CD276/PTPN6/BTN3A3/HHLA2/ZAP70/NCKAP1L/THEMIS2/LILRB2/LGALS3/PRAM1/MYO1G/VAV1/ELMO1/FCER1G/RUNX1/CD3G/LAPTM5/TRAT1/MNDA/CD300A/INPP5D/SH2D1A/BTN3A2/CARD9/ADA/C5AR1/HLA-DRB5/CD3E/FCGR3A/HLA-DRA/PSMB9,42
BP,GO:0002764,immune response-regulating signaling pathway,42/399,346/12848,2.6075514294606792e-14,3.6588633043985675e-12,2.8707187619789843e-12,BTK/TYROBP/WAS/LCP2/PAG1/ICAM3/FYB1/FCN1/GRAP2/CD40/NFATC2/CD276/PTPN6/BTN3A3/HHLA2/ZAP70/NCKAP1L/THEMIS2/LILRB2/LGALS3/PRAM1/MYO1G/VAV1/ELMO1/FCER1G/RUNX1/CD3G/LAPTM5/TRAT1/MNDA/CD300A/INPP5D/SH2D1A/BTN3A2/CARD9/ADA/C5AR1/HLA-DRB5/CD3E/FCGR3A/HLA-DRA/PSMB9,42
BP,GO:0002429,immune response-activating cell surface receptor signaling pathway,40/399,316/12848,2.7510250409011786e-14,3.6588633043985675e-12,2.8707187619789843e-12,BTK/TYROBP/WAS/LCP2/PAG1/ICAM3/FYB1/FCN1/GRAP2/NFATC2/CD276/PTPN6/BTN3A3/HHLA2/ZAP70/NCKAP1L/THEMIS2/LGALS3/PRAM1/MYO1G/VAV1/ELMO1/FCER1G/RUNX1/CD3G/LAPTM5/TRAT1/MNDA/CD300A/INPP5D/SH2D1A/BTN3A2/CARD9/ADA/C5AR1/HLA-DRB5/CD3E/FCGR3A/HLA-DRA/PSMB9,40
BP,GO:0002757,immune response-activating signal transduction,40/399,316/12848,2.7510250409011786e-14,3.6588633043985675e-12,2.8707187619789843e-12,BTK/TYROBP/WAS/LCP2/PAG1/ICAM3/FYB1/FCN1/GRAP2/NFATC2/CD276/PTPN6/BTN3A3/HHLA2/ZAP70/NCKAP1L/THEMIS2/LGALS3/PRAM1/MYO1G/VAV1/ELMO1/FCER1G/RUNX1/CD3G/LAPTM5/TRAT1/MNDA/CD300A/INPP5D/SH2D1A/BTN3A2/CARD9/ADA/C5AR1/HLA-DRB5/CD3E/FCGR3A/HLA-DRA/PSMB9,40
BP,GO:1903037,regulation of leukocyte cell-cell adhesion,37/399,274/12848,3.511643397443909e-14,4.519824888968128e-12,3.5462232475375844e-12,CD44/PAG1/ICAM1/LGALS1/GRAP2/CORO1A/PYCARD/CD276/RASAL3/JAK3/CAV1/PTPN6/HHLA2/ZAP70/SASH3/NCKAP1L/LILRB2/LGALS3/ANXA1/HAVCR2/VAV1/VSIG4/RUNX1/ITGB2/LAPTM5/VCAM1/TNFAIP8L2/SPTA1/CD300A/CCDC88B/LGALS9/ADA/SIRPA/CD3E/HLA-DRA/HLA-E/HLA-DMB,37
BP,GO:0002697,regulation of immune effector process,41/399,339/12848,6.132149955812852e-14,7.64602447615415e-12,5.99901775282481e-12,BTK/TYROBP/WAS/TRAF3IP2/CD84/ICAM1/UNC13D/HMOX1/CD40/PYCARD/JAK3/PTPN6/STAT1/SASH3/ADGRE2/RAC2/LGALS3/PRAM1/ANXA1/HAVCR2/CD36/SLC15A4/VAV1/ENPP3/VSIG4/C1QC/ITGB2/LAPTM5/CGAS/B2M/CD300A/LGALS9/MZB1/SH2D1A/STING1/C5AR1/HLA-DRA/HLA-E/HLA-F/HLA-B/HLA-DMB,41
BP,GO:0051251,positive regulation of lymphocyte activation,35/399,251/12848,6.758312847192163e-14,8.171414624332342e-12,6.411235217719136e-12,BTK/TYROBP/LGALS1/GRAP2/CD40/NFATC2/CORO1A/PYCARD/CD276/RASAL3/JAK3/CAV1/PTPN6/HHLA2/ZAP70/SASH3/NCKAP1L/LILRB2/ANXA1/HAVCR2/VAV1/MMP14/RUNX1/VCAM1/SPTA1/CCDC88B/INPP5D/LGALS9/ADA/SIRPA/CD3E/HLA-DRA/HLA-E/HLA-F/HLA-DMB,35
BP,GO:1903039,positive regulation of leukocyte cell-cell adhesion,31/399,207/12848,2.757048298759616e-13,3.2354772682502554e-11,2.538533015638111e-11,CD44/ICAM1/LGALS1/GRAP2/CORO1A/PYCARD/CD276/RASAL3/JAK3/CAV1/PTPN6/HHLA2/ZAP70/SASH3/NCKAP1L/LILRB2/ANXA1/HAVCR2/VAV1/RUNX1/ITGB2/VCAM1/SPTA1/CCDC88B/LGALS9/ADA/SIRPA/CD3E/HLA-DRA/HLA-E/HLA-DMB,31
BP,GO:0006909,phagocytosis,33/399,239/12848,4.809920257677922e-13,5.4833090937528315e-11,4.302166269574178e-11,TYROBP/WAS/MSR1/SCARB1/ICAM3/FCN1/UNC13D/TREM2/SH3BP1/CORO1A/PYCARD/MET/BIN2/HAVCR1/NCF2/NCKAP1L/CD93/RAC2/DOCK2/ANXA1/CD36/MYO1G/VAV1/ELMO1/FCER1G/ITGB2/CD3G/ARHGAP25/CD300A/CAMK1D/SIRPA/TGM2/FCGR3A,33
BP,GO:0022407,regulation of cell-cell adhesion,40/399,356/12848,1.4162570227089562e-12,1.5696848668357598e-10,1.2315638554200107e-10,CD44/PAG1/ICAM1/LGALS1/GRAP2/CORO1A/PYCARD/CD276/RASAL3/JAK3/CAV1/PTPN6/VEGFA/HHLA2/ZAP70/SASH3/NCKAP1L/LILRB2/LGALS3/ANXA1/HAVCR2/VAV1/FERMT3/UBASH3B/VSIG4/RUNX1/ITGB2/LAPTM5/VCAM1/TNFAIP8L2/SPTA1/CD300A/CCDC88B/LGALS9/ADA/SIRPA/CD3E/HLA-DRA/HLA-E/HLA-DMB,40
BP,GO:0001819,positive regulation of cytokine production,39/399,345/12848,2.269835274706552e-12,2.4477412827240927e-10,1.920480827020565e-10,TYROBP/POU2F2/FCN1/P2RX7/TREM2/HMOX1/CD40/PYCARD/CD276/GAPDH/HHLA2/STAT1/CD2/SASH3/LILRB2/POSTN/ANXA1/HAVCR2/CD36/CASP1/FCER1G/RUNX1/LAPTM5/MNDA/IFI16/CGAS/B2M/CCDC88B/LGALS9/IL16/TLR1/CSF1R/STING1/CARD9/TLR7/C5AR1/CD3E/HLA-E/HLA-F,39
BP,GO:0050851,antigen receptor-mediated signaling pathway,30/399,213/12848,3.433449130515952e-12,3.60512158704175e-10,2.8285533834222833e-10,BTK/WAS/LCP2/PAG1/FYB1/GRAP2/NFATC2/CD276/PTPN6/BTN3A3/HHLA2/ZAP70/NCKAP1L/THEMIS2/LGALS3/PRAM1/RUNX1/CD3G/LAPTM5/TRAT1/MNDA/CD300A/INPP5D/SH2D1A/BTN3A2/ADA/HLA-DRB5/CD3E/HLA-DRA/PSMB9,30
BP,GO:0050870,positive regulation of T cell activation,28/399,188/12848,4.670627334065741e-12,4.77841104177495e-10,3.749108148856009e-10,LGALS1/GRAP2/CORO1A/PYCARD/CD276/RASAL3/JAK3/CAV1/PTPN6/HHLA2/ZAP70/SASH3/NCKAP1L/LILRB2/ANXA1/HAVCR2/VAV1/RUNX1/VCAM1/SPTA1/CCDC88B/LGALS9/ADA/SIRPA/CD3E/HLA-DRA/HLA-E/HLA-DMB,28
BP,GO:0070665,positive regulation of leukocyte proliferation,23/399,128/12848,7.68707157342847e-12,7.667853894494898e-10,6.016144962993755e-10,CD40/NFATC2/CORO1A/PYCARD/CD276/RASAL3/JAK3/HHLA2/ZAP70/SASH3/NCKAP1L/LILRB2/ANXA1/HAVCR2/VCAM1/SPTA1/CCDC88B/LGALS9/CSF1R/ADA/CD3E/HLA-E/HLA-DMB,23
BP,GO:0032946,positive regulation of mononuclear cell proliferation,22/399,117/12848,8.614138683019705e-12,8.183431748868721e-10,6.420663770250777e-10,CD40/NFATC2/CORO1A/PYCARD/CD276/RASAL3/JAK3/HHLA2/ZAP70/SASH3/NCKAP1L/LILRB2/ANXA1/HAVCR2/VCAM1/SPTA1/CCDC88B/LGALS9/ADA/CD3E/HLA-E/HLA-DMB,22
BP,GO:0050671,positive regulation of lymphocyte proliferation,22/399,117/12848,8.614138683019705e-12,8.183431748868721e-10,6.420663770250777e-10,CD40/NFATC2/CORO1A/PYCARD/CD276/RASAL3/JAK3/HHLA2/ZAP70/SASH3/NCKAP1L/LILRB2/ANXA1/HAVCR2/VCAM1/SPTA1/CCDC88B/LGALS9/ADA/CD3E/HLA-E/HLA-DMB,22
BP,GO:0042102,positive regulation of T cell proliferation,19/399,87/12848,1.4748611428853362e-11,1.347948192346173e-9,1.0575907991129188e-9,CORO1A/PYCARD/CD276/RASAL3/JAK3/HHLA2/ZAP70/SASH3/NCKAP1L/LILRB2/ANXA1/HAVCR2/VCAM1/SPTA1/CCDC88B/LGALS9/CD3E/HLA-E/HLA-DMB,19
BP,GO:0022409,positive regulation of cell-cell adhesion,31/399,240/12848,1.486459159479489e-11,1.347948192346173e-9,1.0575907991129188e-9,CD44/ICAM1/LGALS1/GRAP2/CORO1A/PYCARD/CD276/RASAL3/JAK3/CAV1/PTPN6/HHLA2/ZAP70/SASH3/NCKAP1L/LILRB2/ANXA1/HAVCR2/VAV1/RUNX1/ITGB2/VCAM1/SPTA1/CCDC88B/LGALS9/ADA/SIRPA/CD3E/HLA-DRA/HLA-E/HLA-DMB,31
BP,GO:0002521,leukocyte differentiation,42/399,420/12848,1.7872754832108682e-11,1.5847175951136366e-9,1.2433584297237715e-9,BTK/TYROBP/SPI1/SNX10/TREM2/LGALS1/NFATC2/RASSF2/JAK3/PTPN6/VEGFA/ZAP70/CD2/SASH3/NCKAP1L/PDE1B/LILRB2/DOCK2/ANXA1/DOCK10/VAV1/CD8A/UBASH3B/MMP14/FCER1G/C1QC/RUNX1/CD3G/VCAM1/IFI16/B2M/INPP5D/LGALS9/HCLS1/CSF1R/ANXA2/IKZF1/EVI2B/ADA/CD3E/HLA-DRA/HLA-B,42
