motif_id	sequence_name	protein_TF_logFC	rna_target_logFC	protein_TF_padj
STAT1	ZNF114	0.911076267529668	0.0	8.477613241601761e-46
STAT1	ZNF112	0.911076267529668	0.0	8.477613241601761e-46
STAT1	CD86	0.911076267529668	0.294374144480218	8.477613241601761e-46
STAT1	IL2RA	0.911076267529668	0.0	8.477613241601761e-46
STAT1	IL18BP	0.911076267529668	0.159555544274025	8.477613241601761e-46
STAT1	NMI	0.911076267529668	0.881107813736066	8.477613241601761e-46
STAT1	ZNF546	0.911076267529668	0.0	8.477613241601761e-46
STAT1	EDEM2	0.911076267529668	0.136738882811716	8.477613241601761e-46
STAT1	CASP4	0.911076267529668	0.709527414241941	8.477613241601761e-46
STAT1	DIMT1	0.911076267529668	0.172195352729812	8.477613241601761e-46
STAT1	COL1A1	0.911076267529668	0.631352044960009	8.477613241601761e-46
STAT1	ZNF84	0.911076267529668	0.0	8.477613241601761e-46
STAT1	A2M	0.911076267529668	0.509654085656811	8.477613241601761e-46
STAT1	HLA-DQA2	0.911076267529668	0.0	8.477613241601761e-46
STAT1	ZNF41	0.911076267529668	0.0	8.477613241601761e-46
STAT1	ZNF460	0.911076267529668	0.281981941747573	8.477613241601761e-46
STAT1	HLA-DMB	0.911076267529668	0.827989335104556	8.477613241601761e-46
STAT1	SBNO2	0.911076267529668	0.0628897614766869	8.477613241601761e-46
STAT1	ZNF230	0.911076267529668	0.0	8.477613241601761e-46
STAT1	ZNF680	0.911076267529668	0.0	8.477613241601761e-46
STAT1	CTSL	0.911076267529668	-0.623399106788246	8.477613241601761e-46
STAT1	AGFG2	0.911076267529668	-0.293808164057172	8.477613241601761e-46
STAT1	WARS1	0.911076267529668	0.388835420112667	8.477613241601761e-46
STAT1	APOL4	0.911076267529668	0.0	8.477613241601761e-46
STAT1	PARP14	0.911076267529668	0.707222095169605	8.477613241601761e-46
STAT1	IGFBP3	0.911076267529668	0.945397432979458	8.477613241601761e-46
STAT1	HLA-DRB1	0.911076267529668	0.0	8.477613241601761e-46
STAT1	VEGFC	0.911076267529668	0.0	8.477613241601761e-46
STAT1	CYP19A1	0.911076267529668	0.0	8.477613241601761e-46
STAT1	OASL	0.911076267529668	0.65063139278437	8.477613241601761e-46
STAT1	ISG20	0.911076267529668	0.967778108330436	8.477613241601761e-46
STAT1	ZNF419	0.911076267529668	0.0	8.477613241601761e-46
STAT1	MCL1	0.911076267529668	-0.0424251483632953	8.477613241601761e-46
STAT1	IRF2	0.911076267529668	0.195545947403916	8.477613241601761e-46
STAT1	PSMB9	0.911076267529668	1.04859383794798	8.477613241601761e-46
STAT1	STAT2	0.911076267529668	0.492752320508213	8.477613241601761e-46
STAT1	TAP1	0.911076267529668	0.0	8.477613241601761e-46
STAT1	HSPB1	0.911076267529668	0.61801108123405	8.477613241601761e-46
STAT1	ZNF184	0.911076267529668	0.307304406088939	8.477613241601761e-46
STAT1	CCR5	0.911076267529668	0.0	8.477613241601761e-46
STAT1	IFIT3	0.911076267529668	0.668783467180618	8.477613241601761e-46
STAT1	BCL2	0.911076267529668	0.350009618446608	8.477613241601761e-46
STAT1	ATG4C	0.911076267529668	0.0767720197008217	8.477613241601761e-46
STAT1	LAP3	0.911076267529668	-0.0239909980949794	8.477613241601761e-46
STAT1	OAS1	0.911076267529668	0.533237331895001	8.477613241601761e-46
STAT1	ZNF200	0.911076267529668	0.0	8.477613241601761e-46
STAT1	BST2	0.911076267529668	0.768024810132492	8.477613241601761e-46
STAT1	FAS	0.911076267529668	0.615768262179113	8.477613241601761e-46
STAT1	VPS33B	0.911076267529668	-0.0889968752247405	8.477613241601761e-46
STAT1	ADAR	0.911076267529668	0.11838872940591	8.477613241601761e-46
STAT1	SOCS3	0.911076267529668	0.0	8.477613241601761e-46
STAT1	TP53	0.911076267529668	0.238690104279036	8.477613241601761e-46
STAT1	CXCL10	0.911076267529668	0.1861276661999	8.477613241601761e-46
STAT1	NAA35	0.911076267529668	-0.157750743137958	8.477613241601761e-46
STAT1	B3GAT3	0.911076267529668	0.0491083122055294	8.477613241601761e-46
STAT1	IGFLR1	0.911076267529668	0.831831165642168	8.477613241601761e-46
STAT1	HSP90AA1	0.911076267529668	-0.243776947296948	8.477613241601761e-46
STAT1	ZNF529	0.911076267529668	0.0	8.477613241601761e-46
STAT1	CLC	0.911076267529668	0.170506373907926	8.477613241601761e-46
STAT1	HLA-DMA	0.911076267529668	0.0	8.477613241601761e-46
STAT1	EIF2AK3	0.911076267529668	0.157499130617686	8.477613241601761e-46
STAT1	ZNF655	0.911076267529668	0.120313798393863	8.477613241601761e-46
STAT1	HCFC1	0.911076267529668	0.195769448445679	8.477613241601761e-46
STAT1	HMOX1	0.911076267529668	0.582580356287683	8.477613241601761e-46
STAT1	UBR1	0.911076267529668	-0.0060287078988359	8.477613241601761e-46
STAT1	IFITM3	0.911076267529668	0.557759096289963	8.477613241601761e-46
STAT1	AIM2	0.911076267529668	0.0	8.477613241601761e-46
STAT1	HDAC7	0.911076267529668	0.219401961976727	8.477613241601761e-46
STAT1	IL1B	0.911076267529668	0.0	8.477613241601761e-46
STAT1	UPP1	0.911076267529668	0.197081972911421	8.477613241601761e-46
STAT1	IFIT1	0.911076267529668	0.459293397179167	8.477613241601761e-46
STAT1	ZNF222	0.911076267529668	0.0	8.477613241601761e-46
STAT1	IL6ST	0.911076267529668	0.118664961080266	8.477613241601761e-46
STAT1	CCND1	0.911076267529668	1.33014636382911	8.477613241601761e-46
STAT1	FGF2	0.911076267529668	0.0926625869338066	8.477613241601761e-46
STAT1	MMP13	0.911076267529668	0.0	8.477613241601761e-46
STAT1	CIITA	0.911076267529668	0.0	8.477613241601761e-46
STAT1	VEGFA	0.911076267529668	1.29133046745775	8.477613241601761e-46
STAT1	ZNF181	0.911076267529668	0.0	8.477613241601761e-46
STAT1	CCR1	0.911076267529668	0.0	8.477613241601761e-46
STAT1	NOS2	0.911076267529668	0.0	8.477613241601761e-46
STAT1	RNF213	0.911076267529668	0.588581773942229	8.477613241601761e-46
STAT1	CCND3	0.911076267529668	0.0	8.477613241601761e-46
STAT1	ZNF226	0.911076267529668	0.0	8.477613241601761e-46
STAT1	PPIP5K2	0.911076267529668	0.408770449478606	8.477613241601761e-46
STAT1	ZNF879	0.911076267529668	0.0	8.477613241601761e-46
STAT1	S100A10	0.911076267529668	0.766425785688602	8.477613241601761e-46
STAT1	ZNF155	0.911076267529668	0.0	8.477613241601761e-46
STAT1	CXCL9	0.911076267529668	0.8963163239388	8.477613241601761e-46
STAT1	MX1	0.911076267529668	0.59261139518159	8.477613241601761e-46
STAT1	BAX	0.911076267529668	0.494353092897614	8.477613241601761e-46
STAT1	TRIM25	0.911076267529668	0.173380212153902	8.477613241601761e-46
STAT1	IRF9	0.911076267529668	0.319175757555802	8.477613241601761e-46
STAT1	ZNF510	0.911076267529668	0.0	8.477613241601761e-46
STAT1	RBAK	0.911076267529668	0.0367710427903639	8.477613241601761e-46
STAT1	TNFSF13B	0.911076267529668	0.287144965839627	8.477613241601761e-46
STAT1	ZNF205	0.911076267529668	0.159710646050582	8.477613241601761e-46
STAT1	ZNF519	0.911076267529668	0.0	8.477613241601761e-46
STAT1	VIP	0.911076267529668	0.0	8.477613241601761e-46
STAT1	TLR3	0.911076267529668	1.0070462843102	8.477613241601761e-46
STAT1	EGFR	0.911076267529668	0.883343593693643	8.477613241601761e-46
STAT1	LY96	0.911076267529668	0.429650678343005	8.477613241601761e-46
STAT1	IL12RB1	0.911076267529668	0.0	8.477613241601761e-46
STAT1	ZC3HAV1	0.911076267529668	0.0214503919453424	8.477613241601761e-46
STAT1	CCL2	0.911076267529668	0.0	8.477613241601761e-46
STAT1	ZNF337	0.911076267529668	0.0	8.477613241601761e-46
STAT1	CDKN1A	0.911076267529668	1.14825659939958	8.477613241601761e-46
STAT1	GBP1	0.911076267529668	1.20016165427762	8.477613241601761e-46
STAT1	FOXP3	0.911076267529668	0.0	8.477613241601761e-46
STAT1	IFI35	0.911076267529668	0.831244402563301	8.477613241601761e-46
STAT1	TBX21	0.911076267529668	0.0	8.477613241601761e-46
STAT1	BRD8	0.911076267529668	0.164329321253343	8.477613241601761e-46
STAT1	ZNF25	0.911076267529668	0.102457413400457	8.477613241601761e-46
LEF1	AR	0.124659212797745	0.219801156064963	4.5569462840966e-05
LEF1	BIRC5	0.124659212797745	0.290789804961196	4.5569462840966e-05
LEF1	ELANE	0.124659212797745	0.0	4.5569462840966e-05
LEF1	CCND1	0.124659212797745	1.33014636382911	4.5569462840966e-05
LEF1	DSP	0.124659212797745	-0.603779590314401	4.5569462840966e-05
LEF1	CTNNB1	0.124659212797745	-0.187432501788143	4.5569462840966e-05
LEF1	TCF3	0.124659212797745	0.139421929761476	4.5569462840966e-05
LEF1	CCL7	0.124659212797745	0.0	4.5569462840966e-05
LEF1	NRCAM	0.124659212797745	-0.305763997363059	4.5569462840966e-05
STAT6	ALOX15	0.479624059690758	0.0	2.69851819767574e-55
STAT6	IRF1	0.479624059690758	0.378570602762277	2.69851819767574e-55
STAT6	CCL17	0.479624059690758	0.0	2.69851819767574e-55
STAT6	BCL2L1	0.479624059690758	-0.198518096627556	2.69851819767574e-55
STAT6	RHOA	0.479624059690758	0.020117663909863	2.69851819767574e-55
CTCF	ANG	0.238267853589123	-0.487135196624521	1.6173665678341202e-15
CTCF	HS1BP3	0.238267853589123	0.101640543138269	1.6173665678341202e-15
CTCF	CSF2	0.238267853589123	0.0	1.6173665678341202e-15
CTCF	LPIN3	0.238267853589123	0.18961146846751	1.6173665678341202e-15
CTCF	NBN	0.238267853589123	0.196983286587557	1.6173665678341202e-15
CTCF	CHRNA6	0.238267853589123	0.0	1.6173665678341202e-15
CTCF	BCL2L14	0.238267853589123	0.0	1.6173665678341202e-15
CTCF	CDKN2A	0.238267853589123	0.472491724006696	1.6173665678341202e-15
CTCF	CELSR3	0.238267853589123	-0.394863905747121	1.6173665678341202e-15
CTCF	ALDH1A3	0.238267853589123	-0.143927329498531	1.6173665678341202e-15
CTCF	BATF2	0.238267853589123	0.0	1.6173665678341202e-15
CTCF	HMCN1	0.238267853589123	0.838743625988714	1.6173665678341202e-15
CTCF	RARRES1	0.238267853589123	0.188788717487713	1.6173665678341202e-15
CTCF	EPHB1	0.238267853589123	0.0	1.6173665678341202e-15
CTCF	GPR156	0.238267853589123	0.0	1.6173665678341202e-15
CTCF	DIP2B	0.238267853589123	0.268605002994584	1.6173665678341202e-15
CTCF	CIDEB	0.238267853589123	0.333100783562927	1.6173665678341202e-15
CTCF	ACKR3	0.238267853589123	0.0	1.6173665678341202e-15
CTCF	ZNHIT2	0.238267853589123	-0.059585223540695	1.6173665678341202e-15
CTCF	LRRC59	0.238267853589123	0.147060922774001	1.6173665678341202e-15
CTCF	PTPA	0.238267853589123	-0.0879222485916359	1.6173665678341202e-15
CTCF	KSR1	0.238267853589123	0.13971158114803	1.6173665678341202e-15
CTCF	MRPL17	0.238267853589123	-0.676084564730445	1.6173665678341202e-15
CTCF	SMIM7	0.238267853589123	0.0	1.6173665678341202e-15
CTCF	ARL2	0.238267853589123	-0.673090719841308	1.6173665678341202e-15
CTCF	PPARD	0.238267853589123	0.0	1.6173665678341202e-15
CTCF	BICD2	0.238267853589123	0.296695297170266	1.6173665678341202e-15
CTCF	RPP30	0.238267853589123	0.116389920891764	1.6173665678341202e-15
CTCF	TRO	0.238267853589123	0.0	1.6173665678341202e-15
CTCF	MB	0.238267853589123	-0.633715133390906	1.6173665678341202e-15
CTCF	MCM10	0.238267853589123	0.0	1.6173665678341202e-15
CTCF	PBXIP1	0.238267853589123	0.245867171281314	1.6173665678341202e-15
CTCF	CCND1	0.238267853589123	1.33014636382911	1.6173665678341202e-15
CTCF	ESRP2	0.238267853589123	-0.504026551057341	1.6173665678341202e-15
CTCF	GAS7	0.238267853589123	0.429184178384379	1.6173665678341202e-15
CTCF	IRAK2	0.238267853589123	0.0	1.6173665678341202e-15
CTCF	C1R	0.238267853589123	0.118151401962683	1.6173665678341202e-15
CTCF	BBC3	0.238267853589123	0.296993968947547	1.6173665678341202e-15
CTCF	PAGE4	0.238267853589123	-0.620581757161693	1.6173665678341202e-15
CTCF	TSPAN16	0.238267853589123	0.0	1.6173665678341202e-15
CTCF	CD80	0.238267853589123	0.0	1.6173665678341202e-15
TCF7L2	TCF7	0.147008833752848	0.404015982260578	0.0172213376303993
TCF7L2	BIRC5	0.147008833752848	0.290789804961196	0.0172213376303993
TCF7L2	CCND1	0.147008833752848	1.33014636382911	0.0172213376303993
TCF7L2	LEF1	0.147008833752848	0.124659212797745	0.0172213376303993
TCF7L2	DKK1	0.147008833752848	0.0	0.0172213376303993
TCF7L2	SP5	0.147008833752848	0.0	0.0172213376303993
TCF7L2	CXCL8	0.147008833752848	0.195974432210642	0.0172213376303993
TCF7L2	CTNNB1	0.147008833752848	-0.187432501788143	0.0172213376303993
TCF7L2	CD44	0.147008833752848	0.561968752411168	0.0172213376303993
JUN	PLAUR	0.396769289150696	0.393422099964043	9.802147610466829e-22
JUN	RHOB	0.396769289150696	0.256920629270047	9.802147610466829e-22
JUN	CSF2	0.396769289150696	0.0	9.802147610466829e-22
JUN	IFNG	0.396769289150696	0.0	9.802147610466829e-22
JUN	CSTA	0.396769289150696	1.06188925518127	9.802147610466829e-22
JUN	TNF	0.396769289150696	0.0	9.802147610466829e-22
JUN	IL6	0.396769289150696	0.0	9.802147610466829e-22
JUN	SERPINE1	0.396769289150696	1.10543167565624	9.802147610466829e-22
JUN	EZR	0.396769289150696	-0.104870422436388	9.802147610466829e-22
JUN	IL12A	0.396769289150696	0.0	9.802147610466829e-22
JUN	FASLG	0.396769289150696	0.0	9.802147610466829e-22
JUN	IL5	0.396769289150696	0.0	9.802147610466829e-22
JUN	IGF1	0.396769289150696	-0.0524556645107882	9.802147610466829e-22
JUN	NGF	0.396769289150696	0.0	9.802147610466829e-22
JUN	ICAM1	0.396769289150696	1.13258769045836	9.802147610466829e-22
JUN	CYP2J2	0.396769289150696	1.5578643742805	9.802147610466829e-22
JUN	EDN1	0.396769289150696	0.0	9.802147610466829e-22
JUN	SPI1	0.396769289150696	0.794701679252066	9.802147610466829e-22
JUN	NR3C1	0.396769289150696	0.500808773822367	9.802147610466829e-22
JUN	MYB	0.396769289150696	0.170321666067363	9.802147610466829e-22
JUN	CD44	0.396769289150696	0.561968752411168	9.802147610466829e-22
JUN	TFPI2	0.396769289150696	0.562773135562748	9.802147610466829e-22
JUN	CTSL	0.396769289150696	-0.623399106788246	9.802147610466829e-22
JUN	ETS1	0.396769289150696	0.614405989748941	9.802147610466829e-22
JUN	PPARD	0.396769289150696	0.0	9.802147610466829e-22
JUN	IL24	0.396769289150696	0.0	9.802147610466829e-22
JUN	IER5	0.396769289150696	0.0	9.802147610466829e-22
JUN	FAS	0.396769289150696	0.615768262179113	9.802147610466829e-22
JUN	VCAM1	0.396769289150696	1.1585066331056	9.802147610466829e-22
JUN	SMAD7	0.396769289150696	0.0	9.802147610466829e-22
JUN	ITGAX	0.396769289150696	1.49192516835438	9.802147610466829e-22
JUN	KRT16	0.396769289150696	0.0	9.802147610466829e-22
JUN	BRCA1	0.396769289150696	0.410673989691829	9.802147610466829e-22
JUN	TIMP2	0.396769289150696	-0.645911078748653	9.802147610466829e-22
JUN	VIM	0.396769289150696	1.00121525590316	9.802147610466829e-22
JUN	NTS	0.396769289150696	0.0	9.802147610466829e-22
JUN	RUNX2	0.396769289150696	0.60845956490471	9.802147610466829e-22
JUN	IL1B	0.396769289150696	0.0	9.802147610466829e-22
JUN	ETS2	0.396769289150696	-0.126229018229096	9.802147610466829e-22
JUN	RELB	0.396769289150696	0.553820777897639	9.802147610466829e-22
JUN	CCND1	0.396769289150696	1.33014636382911	9.802147610466829e-22
JUN	POLD2	0.396769289150696	0.303765041352028	9.802147610466829e-22
JUN	NOS2	0.396769289150696	0.0	9.802147610466829e-22
JUN	STMN1	0.396769289150696	0.444021319669186	9.802147610466829e-22
JUN	IL1A	0.396769289150696	0.0	9.802147610466829e-22
JUN	CXCL8	0.396769289150696	0.195974432210642	9.802147610466829e-22
JUN	OXTR	0.396769289150696	0.0	9.802147610466829e-22
JUN	TGFB1	0.396769289150696	0.804987834112432	9.802147610466829e-22
JUN	TNFRSF10A	0.396769289150696	0.317980551360424	9.802147610466829e-22
JUN	EGFR	0.396769289150696	0.883343593693643	9.802147610466829e-22
JUN	MMP9	0.396769289150696	0.540960889666789	9.802147610466829e-22
JUN	CCL2	0.396769289150696	0.0	9.802147610466829e-22
JUN	MMP1	0.396769289150696	0.0	9.802147610466829e-22
JUN	NFKB2	0.396769289150696	0.57265714850773	9.802147610466829e-22
JUN	GJA1	0.396769289150696	0.827047833630078	9.802147610466829e-22
EGR1	ANGPTL4	0.189255434634112	1.4646405055078	3.25334724953474e-07
EGR1	PLAUR	0.189255434634112	0.393422099964043	3.25334724953474e-07
EGR1	AKR1B1	0.189255434634112	0.633454528179064	3.25334724953474e-07
EGR1	HSD11B2	0.189255434634112	-1.47511272115148	3.25334724953474e-07
EGR1	IFNG	0.189255434634112	0.0	3.25334724953474e-07
EGR1	TNF	0.189255434634112	0.0	3.25334724953474e-07
EGR1	CD19	0.189255434634112	0.0	3.25334724953474e-07
EGR1	STIM1	0.189255434634112	0.346916515641855	3.25334724953474e-07
EGR1	ALOX5	0.189255434634112	1.37110115023003	3.25334724953474e-07
EGR1	SERPINE1	0.189255434634112	1.10543167565624	3.25334724953474e-07
EGR1	JUN	0.189255434634112	0.396769289150696	3.25334724953474e-07
EGR1	CD28	0.189255434634112	0.323947988955302	3.25334724953474e-07
EGR1	CTNNB1	0.189255434634112	-0.187432501788143	3.25334724953474e-07
EGR1	FASLG	0.189255434634112	0.0	3.25334724953474e-07
EGR1	CEBPB	0.189255434634112	0.545152846372721	3.25334724953474e-07
EGR1	IL2	0.189255434634112	0.0	3.25334724953474e-07
EGR1	IL2RB	0.189255434634112	0.0	3.25334724953474e-07
EGR1	TCF4	0.189255434634112	0.429268387870072	3.25334724953474e-07
EGR1	PDGFA	0.189255434634112	-0.0469257880858231	3.25334724953474e-07
EGR1	IMPDH2	0.189255434634112	0.352303344708244	3.25334724953474e-07
EGR1	CDK5	0.189255434634112	-0.0736231157362113	3.25334724953474e-07
EGR1	CD44	0.189255434634112	0.561968752411168	3.25334724953474e-07
EGR1	TFPI2	0.189255434634112	0.562773135562748	3.25334724953474e-07
EGR1	SYN1	0.189255434634112	-0.591633515521992	3.25334724953474e-07
EGR1	NFKB1	0.189255434634112	0.41201359702745	3.25334724953474e-07
EGR1	FN1	0.189255434634112	0.740136544098472	3.25334724953474e-07
EGR1	TGFBR2	0.189255434634112	-0.016567409804625	3.25334724953474e-07
EGR1	SPRY1	0.189255434634112	0.05516752367254	3.25334724953474e-07
EGR1	FLT1	0.189255434634112	0.931000713144205	3.25334724953474e-07
EGR1	BCL2	0.189255434634112	0.350009618446608	3.25334724953474e-07
EGR1	TMPO	0.189255434634112	0.246529934076472	3.25334724953474e-07
EGR1	TP53	0.189255434634112	0.238690104279036	3.25334724953474e-07
EGR1	TIMP2	0.189255434634112	-0.645911078748653	3.25334724953474e-07
EGR1	CDH13	0.189255434634112	1.0441205850606	3.25334724953474e-07
EGR1	SLC1A4	0.189255434634112	1.01528374805226	3.25334724953474e-07
EGR1	ELK1	0.189255434634112	0.226785490448757	3.25334724953474e-07
EGR1	LTB	0.189255434634112	0.0	3.25334724953474e-07
EGR1	CCND1	0.189255434634112	1.33014636382911	3.25334724953474e-07
EGR1	GGPS1	0.189255434634112	0.111605636817366	3.25334724953474e-07
EGR1	AREG	0.189255434634112	0.0	3.25334724953474e-07
EGR1	FGF2	0.189255434634112	0.0926625869338066	3.25334724953474e-07
EGR1	UBE2S	0.189255434634112	0.259030822246194	3.25334724953474e-07
EGR1	VEGFA	0.189255434634112	1.29133046745775	3.25334724953474e-07
EGR1	STMN1	0.189255434634112	0.444021319669186	3.25334724953474e-07
EGR1	ACHE	0.189255434634112	0.0356659848264279	3.25334724953474e-07
EGR1	TPO	0.189255434634112	0.0	3.25334724953474e-07
EGR1	MMP14	0.189255434634112	1.08790059525734	3.25334724953474e-07
EGR1	TGFB1	0.189255434634112	0.804987834112432	3.25334724953474e-07
EGR1	BAX	0.189255434634112	0.494353092897614	3.25334724953474e-07
EGR1	SOS1	0.189255434634112	0.240687930001201	3.25334724953474e-07
EGR1	EGFR	0.189255434634112	0.883343593693643	3.25334724953474e-07
EGR1	CDKN1A	0.189255434634112	1.14825659939958	3.25334724953474e-07
EGR1	PTEN	0.189255434634112	-0.317530746733789	3.25334724953474e-07
EGR1	HIF1A	0.189255434634112	0.666442473694808	3.25334724953474e-07
ATF1	PLAUR	0.0447697642364182	0.393422099964043	0.0568313244092072
ATF1	TGFB2	0.0447697642364182	0.528429597267172	0.0568313244092072
ATF1	CIITA	0.0447697642364182	0.0	0.0568313244092072
ATF1	IL10	0.0447697642364182	0.0	0.0568313244092072
ATF1	FLT1	0.0447697642364182	0.931000713144205	0.0568313244092072
ATF1	BCL2	0.0447697642364182	0.350009618446608	0.0568313244092072
ATF1	TOP2A	0.0447697642364182	0.560765124056097	0.0568313244092072
ATF1	PCSK1	0.0447697642364182	0.0	0.0568313244092072
ATF1	LDHA	0.0447697642364182	1.2414306286843	0.0568313244092072
ATF1	NTS	0.0447697642364182	0.0	0.0568313244092072
IRF1	IL27	0.378570602762277	0.0	8.63331708031633e-08
IRF1	IRF2	0.378570602762277	0.195545947403916	8.63331708031633e-08
IRF1	PSMB9	0.378570602762277	1.04859383794798	8.63331708031633e-08
IRF1	CD40	0.378570602762277	0.775495182284883	8.63331708031633e-08
IRF1	TAP1	0.378570602762277	0.0	8.63331708031633e-08
IRF1	CIITA	0.378570602762277	0.0	8.63331708031633e-08
IRF1	EIF2AK2	0.378570602762277	0.169202404379226	8.63331708031633e-08
IRF1	IL10	0.378570602762277	0.0	8.63331708031633e-08
IRF1	IFIT3	0.378570602762277	0.668783467180618	8.63331708031633e-08
IRF1	HLA-G	0.378570602762277	1.25075779446664	8.63331708031633e-08
IRF1	TNFSF10	0.378570602762277	0.235102759199329	8.63331708031633e-08
IRF1	HLA-A	0.378570602762277	1.05056479473072	8.63331708031633e-08
IRF1	TP53	0.378570602762277	0.238690104279036	8.63331708031633e-08
IRF1	DDX58	0.378570602762277	0.523519042559684	8.63331708031633e-08
IRF1	CXCL10	0.378570602762277	0.1861276661999	8.63331708031633e-08
IRF1	IL12A	0.378570602762277	0.0	8.63331708031633e-08
IRF1	IL5	0.378570602762277	0.0	8.63331708031633e-08
IRF1	CASP7	0.378570602762277	0.23813252925242	8.63331708031633e-08
IRF1	TAP2	0.378570602762277	1.23120511566583	8.63331708031633e-08
IRF1	CYBB	0.378570602762277	1.34735893469921	8.63331708031633e-08
USF2	CD2	0.110473909864559	0.873473113957049	6.51360201830045e-09
USF2	TERT	0.110473909864559	0.0	6.51360201830045e-09
USF2	ABCA1	0.110473909864559	0.493110337991694	6.51360201830045e-09
