"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0001525","BP","GO:0001525","angiogenesis","26/243","466/14417",8.80310930738269e-08,1.83792755038853e-05,1.50669365331189e-05,"TLR3/ESM1/ANGPT2/FLT1/TYMP/PGF/ADM/HLA-G/CYBB/CSPG4/ITGA5/ITGAX/PGK1/ETS1/ALOX5/CLEC14A/CALCRL/GPNMB/TNFAIP3/ECSCR/ANGPTL2/PRKCB/ENPP2/RAMP2/SERPINE1/THBS2",26
"GO:0031349","BP","GO:0031349","positive regulation of defense response","21/243","316/14417",9.17883911768655e-08,1.83792755038853e-05,1.50669365331189e-05,"TLR3/IDO1/PLA2G7/HLA-G/TLR8/GPSM3/HCK/ETS1/TLR2/GBP5/MEF2C/TRADD/GJA1/LYN/PSMB10/PARP9/CARD11/LRRK2/TNFRSF11A/CEBPB/SERPINE1",21
"GO:0046651","BP","GO:0046651","lymphocyte proliferation","18/243","240/14417",1.31271805890032e-07,2.35680433333513e-05,1.9320577301229e-05,"CD70/IDO1/BTN3A1/VSIR/HLA-G/CD4/HLA-DRB1/CD74/MEF2C/LYN/PSMB10/GPNMB/CARD11/FCGR2B/CD38/CD274/CEBPB/CDKN1A",18
"GO:0019883","BP","GO:0019883","antigen processing and presentation of endogenous antigen","7/243","25/14417",1.31549008029869e-07,2.35680433333513e-05,1.9320577301229e-05,"TAP1/HLA-G/TAPBP/HLA-DRB1/CD74/TAP2/ERAP2",7
"GO:0032943","BP","GO:0032943","mononuclear cell proliferation","18/243","243/14417",1.58261158475915e-07,2.69360491726008e-05,2.20815963747185e-05,"CD70/IDO1/BTN3A1/VSIR/HLA-G/CD4/HLA-DRB1/CD74/MEF2C/LYN/PSMB10/GPNMB/CARD11/FCGR2B/CD38/CD274/CEBPB/CDKN1A",18
"GO:0050670","BP","GO:0050670","regulation of lymphocyte proliferation","16/243","199/14417",2.60323747621501e-07,4.21972398525519e-05,3.45923937315589e-05,"CD70/IDO1/VSIR/HLA-G/CD4/HLA-DRB1/CD74/MEF2C/LYN/GPNMB/CARD11/FCGR2B/CD38/CD274/CEBPB/CDKN1A",16
"GO:2000147","BP","GO:2000147","positive regulation of cell motility","26/243","495/14417",2.86481910488302e-07,4.23191440685947e-05,3.46923281977378e-05,"TCAF2/PREX1/FLT1/ITGA4/PLA2G7/PGF/PECAM1/VSIR/GPSM3/ITGA5/ITGAX/ETS1/FAM89B/CD74/TRADD/CAVIN1/LYN/GPNMB/TGFB1/SEMA6B/MAPRE2/MMP9/CD274/ENPP2/SERPINE1/FAM110C",26
"GO:0051250","BP","GO:0051250","negative regulation of lymphocyte activation","13/243","130/14417",2.93370061188969e-07,4.23191440685947e-05,3.46923281977378e-05,"IDO1/VSIR/HLA-G/HLA-DRB1/CD74/RUNX3/LOXL3/LYN/GPNMB/TNFAIP3/FCGR2B/CD274/CEBPB",13
"GO:0032944","BP","GO:0032944","regulation of mononuclear cell proliferation","16/243","201/14417",2.98372343609363e-07,4.23191440685947e-05,3.46923281977378e-05,"CD70/IDO1/VSIR/HLA-G/CD4/HLA-DRB1/CD74/MEF2C/LYN/GPNMB/CARD11/FCGR2B/CD38/CD274/CEBPB/CDKN1A",16
"GO:0002695","BP","GO:0002695","negative regulation of leukocyte activation","14/243","154/14417",3.3356470659048e-07,4.42208498346807e-05,3.62513058667013e-05,"IDO1/VSIR/HLA-G/MILR1/HLA-DRB1/CD74/RUNX3/LOXL3/LYN/GPNMB/TNFAIP3/FCGR2B/CD274/CEBPB",14
"GO:0002483","BP","GO:0002483","antigen processing and presentation of endogenous peptide antigen","6/243","18/14417",3.37762072767831e-07,4.42208498346807e-05,3.62513058667013e-05,"TAP1/HLA-G/TAPBP/HLA-DRB1/TAP2/ERAP2",6
"GO:0050900","BP","GO:0050900","leukocyte migration","23/243","405/14417",3.74279121421734e-07,4.71868936785031e-05,3.86828051028857e-05,"ANGPT2/PREX1/FLT1/ITGA4/PLA2G7/PGF/PECAM1/GPSM3/HCK/ITGA5/ITGAM/ITGAX/ALOX5/CD74/ITGAL/LYN/CXCL9/LCK/TGFB1/TNFRSF11A/MMP9/SERPINE1/COL1A2",23
"GO:1903037","BP","GO:1903037","regulation of leukocyte cell-cell adhesion","19/243","288/14417",4.30779709466076e-07,5.23705046793758e-05,4.29322184133296e-05,"CD70/IDO1/ITGA4/VSIR/HLA-G/CD4/HLA-DRB1/ETS1/ALOX5/CD74/RUNX3/LOXL3/LYN/LCK/GPNMB/CARD11/FCGR2B/CD274/CEBPB",19
"GO:0030335","BP","GO:0030335","positive regulation of cell migration","25/243","474/14417",4.56013407097367e-07,5.3526539233084e-05,4.38799107882076e-05,"TCAF2/PREX1/FLT1/ITGA4/PLA2G7/PGF/PECAM1/VSIR/GPSM3/ITGA5/ITGAX/ETS1/FAM89B/CD74/TRADD/LYN/GPNMB/TGFB1/SEMA6B/MAPRE2/MMP9/CD274/ENPP2/SERPINE1/FAM110C",25
"GO:0046598","BP","GO:0046598","positive regulation of viral entry into host cell","5/243","11/14417",5.55314241501752e-07,6.09770863894182e-05,4.9987709820752e-05,"CD4/TRIM21/HLA-DRB1/CD74/P4HB",5
"GO:0075294","BP","GO:0075294","positive regulation by symbiont of entry into host","5/243","11/14417",5.55314241501752e-07,6.09770863894182e-05,4.9987709820752e-05,"CD4/TRIM21/HLA-DRB1/CD74/P4HB",5
"GO:0042110","BP","GO:0042110","T cell activation","23/243","415/14417",5.73738604494057e-07,6.10314440530553e-05,5.00322710695311e-05,"CD70/IDO1/PREX1/BTN3A1/VSIR/HLA-G/CD4/APBB1IP/HLA-DRB1/CD74/TCIRG1/RUNX3/ITGAL/LOXL3/LYN/LCK/PSMB10/GPNMB/CARD11/FCGR2B/MAFB/CD274/CEBPB",23
"GO:0070664","BP","GO:0070664","negative regulation of leukocyte proliferation","10/243","77/14417",6.27136574311165e-07,6.46900878471275e-05,5.30315489154354e-05,"IDO1/VSIR/HLA-G/HLA-DRB1/LYN/GPNMB/TNFAIP3/FCGR2B/CD274/CEBPB",10
"GO:0045785","BP","GO:0045785","positive regulation of cell adhesion","22/243","393/14417",8.64821059250506e-07,8.65838495790801e-05,7.09795860084549e-05,"CD70/PREX1/ITGA4/VSIR/HLA-G/CD4/ITGA5/APBB1IP/HLA-DRB1/ETS1/ALOX5/CD74/RUNX3/LYN/LCK/S100A10/PLEKHA2/CARD11/P4HB/EDIL3/CD274/FBLN2",22
"GO:0050868","BP","GO:0050868","negative regulation of T cell activation","11/243","100/14417",9.40769424506628e-07,9.14965463148732e-05,7.50069096050247e-05,"IDO1/VSIR/HLA-G/HLA-DRB1/CD74/RUNX3/LOXL3/GPNMB/FCGR2B/CD274/CEBPB",11
"GO:0050866","BP","GO:0050866","negative regulation of cell activation","14/243","169/14417",1.03568560731588e-06,9.79298279806456e-05,8.02807761694265e-05,"IDO1/VSIR/HLA-G/MILR1/HLA-DRB1/CD74/RUNX3/LOXL3/LYN/GPNMB/TNFAIP3/FCGR2B/CD274/CEBPB",14
"GO:0007162","BP","GO:0007162","negative regulation of cell adhesion","17/243","249/14417",1.10822990511497e-06,0.00010177202719902,8.34305288220061e-05,"IDO1/ANGPT2/VSIR/HLA-G/PLXNC1/HLA-DRB1/SIPA1/CD74/RUNX3/LOXL3/GPNMB/TGFB1/GBP1/FCGR2B/CD274/CEBPB/SERPINE1",17
"GO:0060333","BP","GO:0060333","interferon-gamma-mediated signaling pathway","10/243","82/14417",1.13611546226874e-06,0.00010177202719902,8.34305288220061e-05,"HLA-G/TRIM22/HCK/PARP14/FCGR1A/TRIM21/HLA-DRB1/PARP9/OASL/GBP1",10
"GO:0002694","BP","GO:0002694","regulation of leukocyte activation","24/243","467/14417",1.24339822914579e-06,0.000108526348000314,8.89675763958295e-05,"CD70/IDO1/VSIR/HLA-G/CD4/ITGAM/MILR1/HLA-DRB1/CD74/MEF2C/RUNX3/LOXL3/LYN/LCK/GPNMB/TGFB1/CARD11/TNFAIP3/FCGR2B/LRRK2/CD38/CD274/CEBPB/CDKN1A",24
"GO:0002831","BP","GO:0002831","regulation of response to biotic stimulus","21/243","379/14417",1.82558134979418e-06,0.000155356972867485,0.000127358319955379,"APOBEC3G/HLA-G/TLR8/HCK/PARP14/LYAR/BIRC3/TRIM21/HLA-DRB1/SAMHD1/DTX3L/GBP5/DDX60/LYN/PSMB10/PARP9/RNF125/CARD11/TNFAIP3/FCGR2B/CD274",21
"GO:0032103","BP","GO:0032103","positive regulation of response to external stimulus","23/243","445/14417",1.90359111139706e-06,0.000158044491297453,0.000129561490020888,"TLR3/IDO1/PLA2G7/PGF/HLA-G/TLR8/GPSM3/HCK/ETS1/TLR2/GBP5/DDX60/CD74/TRADD/LYN/PSMB10/PARP9/TGFB1/CARD11/LRRK2/TNFRSF11A/CEBPB/SERPINE1",23
"GO:0046596","BP","GO:0046596","regulation of viral entry into host cell","7/243","37/14417",2.37110731039402e-06,0.000192172602013839,0.000157538984457508,"CD4/TRIM22/TRIM21/HLA-DRB1/CD74/P4HB/IFITM3",7
"GO:1903038","BP","GO:1903038","negative regulation of leukocyte cell-cell adhesion","11/243","110/14417",2.44239752463747e-06,0.000193347004043394,0.000158501734095812,"IDO1/VSIR/HLA-G/HLA-DRB1/CD74/RUNX3/LOXL3/GPNMB/FCGR2B/CD274/CEBPB",11
"GO:0050672","BP","GO:0050672","negative regulation of lymphocyte proliferation","9/243","70/14417",2.51609515446632e-06,0.00019465427058644,0.000159573403217469,"IDO1/VSIR/HLA-G/HLA-DRB1/LYN/GPNMB/FCGR2B/CD274/CEBPB",9
"GO:0050729","BP","GO:0050729","positive regulation of inflammatory response","11/243","111/14417",2.67125068598958e-06,0.000202065274113523,0.000165648785229436,"TLR3/IDO1/PLA2G7/GPSM3/ETS1/TLR2/TRADD/LRRK2/TNFRSF11A/CEBPB/SERPINE1",11
"GO:0032945","BP","GO:0032945","negative regulation of mononuclear cell proliferation","9/243","71/14417",2.83947218374266e-06,0.000210120941596957,0.000172252648949698,"IDO1/VSIR/HLA-G/HLA-DRB1/LYN/GPNMB/FCGR2B/CD274/CEBPB",9
"GO:0071346","BP","GO:0071346","cellular response to interferon-gamma","13/243","159/14417",2.93261022302549e-06,0.000210712981212494,0.000172737990350152,"TLR3/HLA-G/TRIM22/HCK/PARP14/FCGR1A/TRIM21/HLA-DRB1/TLR2/GBP5/PARP9/OASL/GBP1",13
"GO:1903900","BP","GO:1903900","regulation of viral life cycle","12/243","135/14417",2.97127588078723e-06,0.000210712981212494,0.000172737990350152,"APOBEC3G/CD4/TRIM22/BST2/TRIM21/HLA-DRB1/CD74/OASL/ISG15/P4HB/IFITM3/MX1",12
"GO:0009617","BP","GO:0009617","response to bacterium","24/243","494/14417",3.30871136010384e-06,0.000229295597057563,0.000187971620941183,"TLR3/IDO1/PYGL/ADM/CD4/HCK/HLA-DRB1/TLR2/MEF2C/GNLY/IFI44/GJA1/LYN/CXCL9/TGFB1/ISG15/TNFAIP3/NAIP/FCGR2B/HMCN1/TNFRSF11A/CD274/CEBPB/SERPINE1",24
"GO:0051249","BP","GO:0051249","regulation of lymphocyte activation","21/243","394/14417",3.36803168415926e-06,0.000229295597057563,0.000187971620941183,"CD70/IDO1/VSIR/HLA-G/CD4/HLA-DRB1/CD74/MEF2C/RUNX3/LOXL3/LYN/LCK/GPNMB/TGFB1/CARD11/TNFAIP3/FCGR2B/CD38/CD274/CEBPB/CDKN1A",21
"GO:0045766","BP","GO:0045766","positive regulation of angiogenesis","12/243","140/14417",4.34790673777452e-06,0.000284620664142009,0.000233325926353042,"TLR3/ANGPT2/FLT1/PGF/ADM/CYBB/ITGA5/ITGAX/ETS1/PRKCB/RAMP2/SERPINE1",12
"GO:1904018","BP","GO:1904018","positive regulation of vasculature development","12/243","140/14417",4.34790673777452e-06,0.000284620664142009,0.000233325926353042,"TLR3/ANGPT2/FLT1/PGF/ADM/CYBB/ITGA5/ITGAX/ETS1/PRKCB/RAMP2/SERPINE1",12
"GO:0060337","BP","GO:0060337","type I interferon signaling pathway","9/243","75/14417",4.51638499169688e-06,0.000290071217202569,0.000237794173048429,"HLA-G/BST2/SAMHD1/OASL/ISG15/IFITM3/IFIT2/IFIT3/MX1",9
"GO:0019885","BP","GO:0019885","antigen processing and presentation of endogenous peptide antigen via MHC class I","5/243","16/14417",4.89973028926161e-06,0.000308864479715677,0.000253200487267691,"TAP1/HLA-G/TAPBP/TAP2/ERAP2",5
"GO:0071357","BP","GO:0071357","cellular response to type I interferon","9/243","76/14417",5.04867329479389e-06,0.000312466979917789,0.000256153739799016,"HLA-G/BST2/SAMHD1/OASL/ISG15/IFITM3/IFIT2/IFIT3/MX1",9
"GO:0042119","BP","GO:0042119","neutrophil activation","23/243","474/14417",5.46239488193556e-06,0.000332035574609083,0.000272195654737052,"PYGL/PREX1/PECAM1/CYBB/ITGAM/ITGAX/BST2/TLR2/RAB31/DSN1/ALOX5/TCIRG1/ITGAL/ACLY/PGAM1/FABP5/PLEKHO2/GLIPR1/FCGR2B/STBD1/IMPDH1/ADA2/MMP9",23
"GO:0001666","BP","GO:0001666","response to hypoxia","18/243","312/14417",5.85965816780364e-06,0.000349934673740414,0.000286868952961172,"HILPDA/CA9/PDK1/ANGPT2/PGF/ADM/CYBB/PGK1/ETS1/PLOD2/TLR2/EIF4EBP1/PSMB10/ENO1/P4HB/CD38/RAMP2/MT3",18
"GO:0036230","BP","GO:0036230","granulocyte activation","23/243","480/14417",6.71464889967489e-06,0.000393743735566874,0.000322782683835668,"PYGL/PREX1/PECAM1/CYBB/ITGAM/ITGAX/BST2/TLR2/RAB31/DSN1/ALOX5/TCIRG1/ITGAL/ACLY/PGAM1/FABP5/PLEKHO2/GLIPR1/FCGR2B/STBD1/IMPDH1/ADA2/MMP9",23
"GO:0070482","BP","GO:0070482","response to oxygen levels","19/243","347/14417",6.82458296076544e-06,0.000393743735566874,0.000322782683835668,"HILPDA/CA9/PDK1/ANGPT2/PGF/ADM/CYBB/PGK1/ETS1/PLOD2/TLR2/EIF4EBP1/PSMB10/ENO1/P4HB/CD38/CDKN1A/RAMP2/MT3",19
"GO:0022407","BP","GO:0022407","regulation of cell-cell adhesion","20/243","380/14417",7.00945074190323e-06,0.000397669505423976,0.000326000945908517,"CD70/IDO1/ITGA4/VSIR/HLA-G/CD4/HLA-DRB1/ETS1/ALOX5/CD74/RUNX3/LOXL3/LYN/LCK/GPNMB/TGFB1/CARD11/FCGR2B/CD274/CEBPB",20
"GO:0052372","BP","GO:0052372","modulation by symbiont of entry into host","7/243","44/14417",7.98213337830944e-06,0.000445429213438776,0.000365153331939574,"CD4/TRIM22/TRIM21/HLA-DRB1/CD74/P4HB/IFITM3",7
"GO:0034340","BP","GO:0034340","response to type I interferon","9/243","81/14417",8.59342874791759e-06,0.000470910054464339,0.000386041979833311,"HLA-G/BST2/SAMHD1/OASL/ISG15/IFITM3/IFIT2/IFIT3/MX1",9
"GO:1903706","BP","GO:1903706","regulation of hemopoiesis","19/243","353/14417",8.71543285289464e-06,0.000470910054464339,0.000386041979833311,"TLR3/VSIR/HLA-G/CD4/HLA-DRB1/ETS1/CD74/MEF2C/RUNX3/LOXL3/LYN/TGFB1/ISG15/CARD11/FCGR2B/MAFB/PRKCB/CEBPB/LRRC17",19
"GO:0036293","BP","GO:0036293","response to decreased oxygen levels","18/243","324/14417",9.84192413930235e-06,0.000523467340159144,0.000429127317323858,"HILPDA/CA9/PDK1/ANGPT2/PGF/ADM/CYBB/PGK1/ETS1/PLOD2/TLR2/EIF4EBP1/PSMB10/ENO1/P4HB/CD38/RAMP2/MT3",18
"GO:0002521","BP","GO:0002521","leukocyte differentiation","22/243","460/14417",1.10647201702845e-05,0.000579450883994593,0.000475021427877316,"TLR3/PREX1/ITGA4/VSIR/HLA-G/CD4/HLA-DRB1/TLR2/CD74/TCIRG1/RUNX3/LOXL3/LYN/LCK/TGFB1/CARD11/FCGR2B/MAFB/TNFRSF11A/MMP9/CEBPB/LRRC17",22
"GO:0050777","BP","GO:0050777","negative regulation of immune response","11/243","129/14417",1.15078525812571e-05,0.000593526214948472,0.000486560082821572,"HLA-G/PARP14/LYAR/TRIM21/HLA-DRB1/SAMHD1/LOXL3/LYN/TNFAIP3/FCGR2B/COL3A1",11
"GO:0022408","BP","GO:0022408","negative regulation of cell-cell adhesion","12/243","155/14417",1.23880554301212e-05,0.000628180547373468,0.000514968962547796,"IDO1/VSIR/HLA-G/HLA-DRB1/CD74/RUNX3/LOXL3/GPNMB/TGFB1/FCGR2B/CD274/CEBPB",12
"GO:0030199","BP","GO:0030199","collagen fibril organization","7/243","47/14417",1.25488475973548e-05,0.000628180547373468,0.000514968962547796,"COLGALT1/COL5A3/LOXL3/COL5A2/SERPINH1/COL1A2/COL3A1",7
"GO:1902106","BP","GO:1902106","negative regulation of leukocyte differentiation","9/243","85/14417",1.2792033605878e-05,0.00063107365788998,0.000517340672603852,"TLR3/HLA-G/CD74/RUNX3/LOXL3/LYN/FCGR2B/MAFB/LRRC17",9
"GO:1903707","BP","GO:1903707","negative regulation of hemopoiesis","9/243","86/14417",1.40799887497051e-05,0.000676760986674087,0.00055479416651401,"TLR3/HLA-G/CD74/RUNX3/LOXL3/LYN/FCGR2B/MAFB/LRRC17",9
"GO:0002696","BP","GO:0002696","positive regulation of leukocyte activation","17/243","301/14417",1.41157550099472e-05,0.000676760986674087,0.00055479416651401,"CD70/VSIR/HLA-G/CD4/ITGAM/HLA-DRB1/CD74/MEF2C/RUNX3/LYN/LCK/TGFB1/CARD11/LRRK2/CD38/CD274/CDKN1A",17
"GO:0050731","BP","GO:0050731","positive regulation of peptidyl-tyrosine phosphorylation","12/243","158/14417",1.50412787629334e-05,0.000711118234847573,0.000582959502931819,"PECAM1/CD4/PARP14/CSPG4/ITGA5/FCGR1A/CD74/LYN/NCF1/PARP9/TGFB1/ENPP2",12
"GO:1903039","BP","GO:1903039","positive regulation of leukocyte cell-cell adhesion","14/243","216/14417",1.80416411098578e-05,0.000837747502237742,0.000686767465035641,"CD70/ITGA4/VSIR/HLA-G/CD4/HLA-DRB1/ETS1/ALOX5/CD74/RUNX3/LYN/LCK/CARD11/CD274",14
"GO:0002573","BP","GO:0002573","myeloid leukocyte differentiation","13/243","188/14417",1.82119022225596e-05,0.000837747502237742,0.000686767465035641,"TLR3/CD4/HLA-DRB1/TLR2/CD74/TCIRG1/LYN/TGFB1/MAFB/TNFRSF11A/MMP9/CEBPB/LRRC17",13
"GO:1902105","BP","GO:1902105","regulation of leukocyte differentiation","15/243","248/14417",2.05500513492796e-05,0.000924370772534046,0.000757779367304025,"TLR3/VSIR/HLA-G/CD4/HLA-DRB1/CD74/RUNX3/LOXL3/LYN/TGFB1/CARD11/FCGR2B/MAFB/CEBPB/LRRC17",15
"GO:0050867","BP","GO:0050867","positive regulation of cell activation","17/243","310/14417",2.06381253562243e-05,0.000924370772534046,0.000757779367304025,"CD70/VSIR/HLA-G/CD4/ITGAM/HLA-DRB1/CD74/MEF2C/RUNX3/LYN/LCK/TGFB1/CARD11/LRRK2/CD38/CD274/CDKN1A",17
"GO:0019882","BP","GO:0019882","antigen processing and presentation","14/243","222/14417",2.45023099191236e-05,0.00107900378952727,0.000884544203734553,"TAP1/HLA-G/CYBB/TAPBP/FCGR1A/HLA-DRB1/CD74/TAP2/NCF1/PSMB10/RAB32/FCGR2B/RAB3C/ERAP2",14
"GO:0002479","BP","GO:0002479","antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent","8/243","71/14417",2.47245286671937e-05,0.00107900378952727,0.000884544203734553,"TAP1/HLA-G/CYBB/TAPBP/FCGR1A/TAP2/NCF1/PSMB10",8
"GO:0042113","BP","GO:0042113","B cell activation","14/243","223/14417",2.57571052342277e-05,0.00110983780021913,0.000909821265502166,"CD70/ITGA4/BST2/CD74/MEF2C/TCIRG1/LYN/TGFB1/CARD11/TNFAIP3/FCGR2B/CD38/PRKCB/CDKN1A",14
"GO:0002474","BP","GO:0002474","antigen processing and presentation of peptide antigen via MHC class I","9/243","95/14417",3.15460268682222e-05,0.00134228344324286,0.0011003752266797,"TAP1/HLA-G/CYBB/TAPBP/FCGR1A/TAP2/NCF1/PSMB10/ERAP2",9
"GO:0032613","BP","GO:0032613","interleukin-10 production","7/243","54/14417",3.19668587577123e-05,0.00134339737297843,0.00110128840242619,"IDO1/VSIR/HLA-DRB1/TLR2/ISG15/FCGR2B/CD274",7
"GO:0050792","BP","GO:0050792","regulation of viral process","12/243","171/14417",3.31253313169022e-05,0.00137510521710653,0.00112728181413489,"APOBEC3G/CD4/TRIM22/BST2/TRIM21/HLA-DRB1/CD74/OASL/ISG15/P4HB/IFITM3/MX1",12
"GO:0042100","BP","GO:0042100","B cell proliferation","8/243","74/14417",3.35367130757901e-05,0.00137540929289144,0.00112753108895269,"CD70/CD74/MEF2C/LYN/CARD11/FCGR2B/CD38/CDKN1A",8
"GO:0043123","BP","GO:0043123","positive regulation of I-kappaB kinase/NF-kappaB signaling","12/243","172/14417",3.50861547030706e-05,0.00142182465011015,0.00116558140498547,"TLR3/CD4/TRIM22/BIRC3/BST2/TRIM21/HLA-DRB1/CD74/TRADD/GJA1/CARD11/PRKCB",12
"GO:0043312","BP","GO:0043312","neutrophil degranulation","21/243","461/14417",3.61955052772701e-05,0.00143434928464994,0.00117584883221194,"PYGL/PECAM1/CYBB/ITGAM/ITGAX/BST2/TLR2/RAB31/DSN1/ALOX5/TCIRG1/ITGAL/ACLY/PGAM1/FABP5/PLEKHO2/GLIPR1/STBD1/IMPDH1/ADA2/MMP9",21
