"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0002764","BP","GO:0002764","immune response-regulating signaling pathway","51/412","371/14417",4.72582627113722e-21,1.05648471750312e-18,8.14168666360834e-19,"PAG1/FCGR3A/ELMO1/TYROBP/LAPTM5/CD300A/PSMB8/PSMB9/LILRB4/BTN3A2/CD40/BTK/FCER1G/HLA-DPB1/NCKAP1L/HLA-DRA/HLA-DPA1/LCP2/MNDA/INPP5D/VAV1/HLA-DQA1/HLA-A/PTPRC/BTN3A3/FYB1/ICAM3/HLA-DQB1/THEMIS2/MYO1G/CD276/PTPN6/WAS/ADA/CD3G/CARD9/SH2D1A/LILRB2/THEMIS/PRAM1/LGALS3/ZAP70/TRAT1/GRAP2/CD3E/RUNX1/C5AR1/NFATC2/HLA-DRB5/HHLA2/FCN1",51
"GO:0002696","BP","GO:0002696","positive regulation of leukocyte activation","46/412","301/14417",5.72613865375727e-21,1.21273589172207e-18,9.34581965316837e-19,"TREM2/CAV1/TYROBP/LILRB4/CD40/BTK/HLA-F/LGALS1/HLA-DPB1/NCKAP1L/LGALS9/SASH3/RASAL3/HLA-DRA/HLA-DPA1/ITGB2/MMP14/HLA-DMB/CCDC88B/INPP5D/HLA-E/VAV1/HLA-A/PTPRC/CCL5/CORO1A/PYCARD/SIRPA/JAK3/CD276/PTPN6/CD2/ADA/ANXA1/AIF1/LILRB2/ZAP70/SPTA1/VCAM1/GRAP2/CD3E/RUNX1/HAVCR1/NFATC2/HHLA2/HAVCR2",46
"GO:0050863","BP","GO:0050863","regulation of T cell activation","45/412","294/14417",1.47357844575208e-20,2.96483983285319e-18,2.28482215851875e-18,"PAG1/CAV1/LAPTM5/CD300A/CGAS/LILRB4/LGALS1/HLA-DPB1/NCKAP1L/LGALS9/SASH3/RASAL3/HLA-DRA/HLA-DPA1/HLA-DMB/CCDC88B/HLA-E/VAV1/HLA-A/PTPRC/CCL5/TNFAIP8L2/CORO1A/PYCARD/SIRPA/JAK3/CD276/RAC2/PTPN6/CD2/ADA/ANXA1/AIF1/LILRB2/VSIG4/LGALS3/ZAP70/SPTA1/VCAM1/GRAP2/CD3E/RUNX1/NFATC2/HHLA2/HAVCR2",45
"GO:1903037","BP","GO:1903037","regulation of leukocyte cell-cell adhesion","44/412","288/14417",4.35473445245467e-20,8.34450068413218e-18,6.43060034933908e-18,"PAG1/CAV1/LAPTM5/CD300A/LILRB4/LGALS1/HLA-DPB1/NCKAP1L/LGALS9/SASH3/RASAL3/HLA-DRA/HLA-DPA1/ITGB2/HLA-DMB/CCDC88B/HLA-E/VAV1/HLA-A/PTPRC/CCL5/TNFAIP8L2/CORO1A/PYCARD/SIRPA/JAK3/CD276/PTPN6/ADA/ANXA1/AIF1/ICAM1/LILRB2/VSIG4/LGALS3/ZAP70/SPTA1/VCAM1/GRAP2/CD3E/RUNX1/HHLA2/HAVCR2/CD44",44
"GO:0051251","BP","GO:0051251","positive regulation of lymphocyte activation","42/412","264/14417",6.79843402368979e-20,1.24349538687853e-17,9.5828644180814e-18,"CAV1/TYROBP/LILRB4/CD40/BTK/HLA-F/LGALS1/HLA-DPB1/NCKAP1L/LGALS9/SASH3/RASAL3/HLA-DRA/HLA-DPA1/MMP14/HLA-DMB/CCDC88B/INPP5D/HLA-E/VAV1/HLA-A/PTPRC/CCL5/CORO1A/PYCARD/SIRPA/JAK3/CD276/PTPN6/ADA/ANXA1/AIF1/LILRB2/ZAP70/SPTA1/VCAM1/GRAP2/CD3E/RUNX1/NFATC2/HHLA2/HAVCR2",42
"GO:1903039","BP","GO:1903039","positive regulation of leukocyte cell-cell adhesion","38/412","216/14417",1.20163276688414e-19,2.10233489301817e-17,1.62014193649459e-17,"CAV1/LILRB4/LGALS1/HLA-DPB1/NCKAP1L/LGALS9/SASH3/RASAL3/HLA-DRA/HLA-DPA1/ITGB2/HLA-DMB/CCDC88B/HLA-E/VAV1/HLA-A/PTPRC/CCL5/CORO1A/PYCARD/SIRPA/JAK3/CD276/PTPN6/ADA/ANXA1/AIF1/ICAM1/LILRB2/ZAP70/SPTA1/VCAM1/GRAP2/CD3E/RUNX1/HHLA2/HAVCR2/CD44",38
"GO:0050851","BP","GO:0050851","antigen receptor-mediated signaling pathway","39/412","230/14417",1.50810913696346e-19,2.52859631964207e-17,1.948635753287e-17,"PAG1/LAPTM5/CD300A/PSMB8/PSMB9/LILRB4/BTN3A2/BTK/HLA-DPB1/NCKAP1L/HLA-DRA/HLA-DPA1/LCP2/MNDA/INPP5D/HLA-DQA1/HLA-A/PTPRC/BTN3A3/FYB1/HLA-DQB1/THEMIS2/CD276/PTPN6/WAS/ADA/CD3G/SH2D1A/THEMIS/PRAM1/LGALS3/ZAP70/TRAT1/GRAP2/CD3E/RUNX1/NFATC2/HLA-DRB5/HHLA2",39
"GO:0036230","BP","GO:0036230","granulocyte activation","55/412","480/14417",6.80557110404014e-19,1.0954247249063e-16,8.44177367263252e-17,"TNFAIP6/ENPP3/SLC15A4/TYROBP/LPCAT1/PRDX4/GMFG/CD300A/LAIR1/HLA-B/FCER1G/NCKAP1L/ALDOC/DOCK2/ALDOA/MNDA/ITGB2/BIN2/CD53/RAP2B/STK10/B2M/HVCN1/CD36/PTPRC/CCL5/CD93/PYCARD/SIRPA/ARHGAP9/ARHGAP45/PKM/CRACR2A/DOK3/HK3/PTPN6/HLA-C/DEGS1/LILRB2/ANXA2/UNC13D/PRAM1/LGALS3/CD68/TBC1D10C/SNAP25/SLC2A3/HP/C5AR1/S100A9/FCN1/S100A8/CD44/S100A12/HBB",55
"GO:0042119","BP","GO:0042119","neutrophil activation","54/412","474/14417",1.90028019861265e-18,2.94104904585281e-16,2.26648804255582e-16,"TNFAIP6/SLC15A4/TYROBP/LPCAT1/PRDX4/GMFG/CD300A/LAIR1/HLA-B/FCER1G/NCKAP1L/ALDOC/DOCK2/ALDOA/MNDA/ITGB2/BIN2/CD53/RAP2B/STK10/B2M/HVCN1/CD36/PTPRC/CCL5/CD93/PYCARD/SIRPA/ARHGAP9/ARHGAP45/PKM/CRACR2A/DOK3/HK3/PTPN6/HLA-C/DEGS1/LILRB2/ANXA2/UNC13D/PRAM1/LGALS3/CD68/TBC1D10C/SNAP25/SLC2A3/HP/C5AR1/S100A9/FCN1/S100A8/CD44/S100A12/HBB",54
"GO:0050870","BP","GO:0050870","positive regulation of T cell activation","35/412","197/14417",2.54970848069483e-18,3.80000997270963e-16,2.92843710882143e-16,"CAV1/LILRB4/LGALS1/HLA-DPB1/NCKAP1L/LGALS9/SASH3/RASAL3/HLA-DRA/HLA-DPA1/HLA-DMB/CCDC88B/HLA-E/VAV1/HLA-A/PTPRC/CCL5/CORO1A/PYCARD/SIRPA/JAK3/CD276/PTPN6/ADA/ANXA1/AIF1/LILRB2/ZAP70/SPTA1/VCAM1/GRAP2/CD3E/RUNX1/HHLA2/HAVCR2",35
"GO:0043312","BP","GO:0043312","neutrophil degranulation","53/412","461/14417",2.70722402144575e-18,3.89066766510632e-16,2.99830149142074e-16,"TNFAIP6/SLC15A4/TYROBP/LPCAT1/PRDX4/GMFG/CD300A/LAIR1/HLA-B/FCER1G/NCKAP1L/ALDOC/DOCK2/ALDOA/MNDA/ITGB2/BIN2/CD53/RAP2B/STK10/B2M/HVCN1/CD36/PTPRC/CD93/PYCARD/SIRPA/ARHGAP9/ARHGAP45/PKM/CRACR2A/DOK3/HK3/PTPN6/HLA-C/DEGS1/LILRB2/ANXA2/UNC13D/PRAM1/LGALS3/CD68/TBC1D10C/SNAP25/SLC2A3/HP/C5AR1/S100A9/FCN1/S100A8/CD44/S100A12/HBB",53
"GO:0050852","BP","GO:0050852","T cell receptor signaling pathway","34/412","186/14417",3.14326180907284e-18,4.36154673093418e-16,3.36117941543687e-16,"PAG1/LAPTM5/CD300A/PSMB8/PSMB9/LILRB4/BTN3A2/HLA-DPB1/HLA-DRA/HLA-DPA1/LCP2/INPP5D/HLA-DQA1/HLA-A/PTPRC/BTN3A3/FYB1/HLA-DQB1/THEMIS2/CD276/PTPN6/WAS/ADA/CD3G/SH2D1A/THEMIS/PRAM1/LGALS3/ZAP70/TRAT1/GRAP2/CD3E/HLA-DRB5/HHLA2",34
"GO:0042102","BP","GO:0042102","positive regulation of T cell proliferation","25/412","91/14417",3.46626576440245e-18,4.64941781198516e-16,3.58302419015075e-16,"HLA-DPB1/NCKAP1L/LGALS9/SASH3/RASAL3/HLA-DPA1/HLA-DMB/CCDC88B/HLA-E/HLA-A/PTPRC/CCL5/CORO1A/PYCARD/JAK3/CD276/ANXA1/AIF1/LILRB2/ZAP70/SPTA1/VCAM1/CD3E/HHLA2/HAVCR2",25
"GO:0002283","BP","GO:0002283","neutrophil activation involved in immune response","53/412","464/14417",3.61218115960099e-18,4.68884418910787e-16,3.61340770668405e-16,"TNFAIP6/SLC15A4/TYROBP/LPCAT1/PRDX4/GMFG/CD300A/LAIR1/HLA-B/FCER1G/NCKAP1L/ALDOC/DOCK2/ALDOA/MNDA/ITGB2/BIN2/CD53/RAP2B/STK10/B2M/HVCN1/CD36/PTPRC/CD93/PYCARD/SIRPA/ARHGAP9/ARHGAP45/PKM/CRACR2A/DOK3/HK3/PTPN6/HLA-C/DEGS1/LILRB2/ANXA2/UNC13D/PRAM1/LGALS3/CD68/TBC1D10C/SNAP25/SLC2A3/HP/C5AR1/S100A9/FCN1/S100A8/CD44/S100A12/HBB",53
"GO:0034341","BP","GO:0034341","response to interferon-gamma","33/412","179/14417",7.65549244092727e-18,9.62678174446604e-16,7.4187765562407e-16,"VIM/CASP1/HLA-B/CD40/HLA-F/HLA-DPB1/LGALS9/HLA-DRA/HLA-DPA1/GBP2/NMI/HLA-E/B2M/HLA-DQA1/HLA-A/OAS2/CCL5/OAS3/HLA-DQB1/SIRPA/OAS1/GAPDH/WAS/GBP4/HLA-C/AIF1/ICAM1/VCAM1/CXCL16/STAT1/HLA-DRB5/GBP3/CD44",33
"GO:0050671","BP","GO:0050671","positive regulation of lymphocyte proliferation","28/412","124/14417",9.54149086730779e-18,1.16348361363777e-15,8.96626223128828e-16,"CD40/HLA-DPB1/NCKAP1L/LGALS9/SASH3/RASAL3/HLA-DPA1/HLA-DMB/CCDC88B/HLA-E/HLA-A/PTPRC/CCL5/CORO1A/PYCARD/JAK3/CD276/ADA/ANXA1/AIF1/LILRB2/ZAP70/SPTA1/VCAM1/CD3E/NFATC2/HHLA2/HAVCR2",28
"GO:0002446","BP","GO:0002446","neutrophil mediated immunity","53/412","475/14417",1.01810563922702e-17,1.20474148315966e-15,9.28421159722811e-16,"TNFAIP6/SLC15A4/TYROBP/LPCAT1/PRDX4/GMFG/CD300A/LAIR1/HLA-B/FCER1G/NCKAP1L/ALDOC/DOCK2/ALDOA/MNDA/ITGB2/BIN2/CD53/RAP2B/STK10/B2M/HVCN1/CD36/PTPRC/CD93/PYCARD/SIRPA/ARHGAP9/ARHGAP45/PKM/CRACR2A/DOK3/HK3/PTPN6/HLA-C/DEGS1/LILRB2/ANXA2/UNC13D/PRAM1/LGALS3/CD68/TBC1D10C/SNAP25/SLC2A3/HP/C5AR1/S100A9/FCN1/S100A8/CD44/S100A12/HBB",53
"GO:0070665","BP","GO:0070665","positive regulation of leukocyte proliferation","29/412","135/14417",1.04786162799672e-17,1.20474148315966e-15,9.28421159722811e-16,"CD40/HLA-DPB1/NCKAP1L/LGALS9/SASH3/RASAL3/HLA-DPA1/HLA-DMB/CCDC88B/HLA-E/HLA-A/PTPRC/CCL5/CORO1A/PYCARD/JAK3/CD276/CSF1R/ADA/ANXA1/AIF1/LILRB2/ZAP70/SPTA1/VCAM1/CD3E/NFATC2/HHLA2/HAVCR2",29
"GO:0032946","BP","GO:0032946","positive regulation of mononuclear cell proliferation","28/412","125/14417",1.19779175944467e-17,1.3388650111126e-15,1.03178202436374e-15,"CD40/HLA-DPB1/NCKAP1L/LGALS9/SASH3/RASAL3/HLA-DPA1/HLA-DMB/CCDC88B/HLA-E/HLA-A/PTPRC/CCL5/CORO1A/PYCARD/JAK3/CD276/ADA/ANXA1/AIF1/LILRB2/ZAP70/SPTA1/VCAM1/CD3E/NFATC2/HHLA2/HAVCR2",28
"GO:0022407","BP","GO:0022407","regulation of cell-cell adhesion","47/412","380/14417",1.41901362610058e-17,1.54327319768344e-15,1.18930701066637e-15,"VEGFA/PAG1/CAV1/LAPTM5/CD300A/LILRB4/LGALS1/HLA-DPB1/NCKAP1L/LGALS9/SASH3/RASAL3/HLA-DRA/HLA-DPA1/ITGB2/HLA-DMB/CCDC88B/HLA-E/VAV1/FERMT3/HLA-A/PTPRC/CCL5/TNFAIP8L2/CORO1A/PYCARD/SIRPA/JAK3/CD276/PTPN6/ADA/ANXA1/AIF1/ICAM1/LILRB2/VSIG4/LGALS3/ZAP70/SPTA1/VCAM1/GRAP2/CD3E/RUNX1/UBASH3B/HHLA2/HAVCR2/CD44",47
"GO:0071346","BP","GO:0071346","cellular response to interferon-gamma","31/412","159/14417",1.47092217436052e-17,1.55762916569125e-15,1.20037028411803e-15,"VIM/CASP1/HLA-B/HLA-F/HLA-DPB1/LGALS9/HLA-DRA/HLA-DPA1/GBP2/NMI/HLA-E/B2M/HLA-DQA1/HLA-A/OAS2/CCL5/OAS3/HLA-DQB1/SIRPA/OAS1/GAPDH/WAS/GBP4/HLA-C/AIF1/ICAM1/VCAM1/STAT1/HLA-DRB5/GBP3/CD44",31
"GO:0042129","BP","GO:0042129","regulation of T cell proliferation","30/412","150/14417",2.35509208418098e-17,2.42997193506263e-15,1.87263192442569e-15,"LILRB4/HLA-DPB1/NCKAP1L/LGALS9/SASH3/RASAL3/HLA-DPA1/HLA-DMB/CCDC88B/HLA-E/HLA-A/PTPRC/CCL5/CORO1A/PYCARD/JAK3/CD276/RAC2/PTPN6/ANXA1/AIF1/LILRB2/VSIG4/LGALS3/ZAP70/SPTA1/VCAM1/CD3E/HHLA2/HAVCR2",30
"GO:0042098","BP","GO:0042098","T cell proliferation","32/412","175/14417",3.15790965618143e-17,3.13690187465151e-15,2.41741993374577e-15,"LILRB4/HLA-DPB1/NCKAP1L/LGALS9/SASH3/DOCK2/RASAL3/HLA-DPA1/HLA-DMB/CCDC88B/HLA-E/HLA-A/PIK3CG/PTPRC/CCL5/CORO1A/PYCARD/JAK3/CD276/RAC2/PTPN6/ANXA1/AIF1/LILRB2/VSIG4/LGALS3/ZAP70/SPTA1/VCAM1/CD3E/HHLA2/HAVCR2",32
"GO:0022409","BP","GO:0022409","positive regulation of cell-cell adhesion","38/412","253/14417",3.19614753629999e-17,3.13690187465151e-15,2.41741993374577e-15,"CAV1/LILRB4/LGALS1/HLA-DPB1/NCKAP1L/LGALS9/SASH3/RASAL3/HLA-DRA/HLA-DPA1/ITGB2/HLA-DMB/CCDC88B/HLA-E/VAV1/HLA-A/PTPRC/CCL5/CORO1A/PYCARD/SIRPA/JAK3/CD276/PTPN6/ADA/ANXA1/AIF1/ICAM1/LILRB2/ZAP70/SPTA1/VCAM1/GRAP2/CD3E/RUNX1/HHLA2/HAVCR2/CD44",38
