"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0006631","BP","GO:0006631","fatty acid metabolic process","43/509","346/14417",5.49200006205775e-13,1.78689711110043e-10,1.57980403699001e-10,"ACAA1/HADH/PCCB/ACSF2/ATP6V1B1/SLC27A4/ACADSB/PCK2/GCDH/ACOT11/IVD/ECHS1/PCCA/ACOT2/SLC22A13/PHYH/ACAT1/HTD2/PLA2G4F/ECI2/HAO2/CRYL1/PRKAR2B/FABP1/CYP4A11/CRAT/ACADM/BDH2/HPGD/EPHX2/PTGDS/CYP4F2/ACSM3/SLC27A2/ECHDC3/LIPG/CYP4F3/MLXIPL/ACSM2B/ACSM2A/HAO1/ANGPTL3/CYP24A1",43
"GO:0006091","BP","GO:0006091","generation of precursor metabolites and energy","51/509","487/14417",2.88587118679722e-12,8.56389342241008e-10,7.57137795849023e-10,"SUCLG1/PFKFB2/ND5/PDHA1/SPHK2/UQCRC1/UQCRFS1/COX1/ND6/FECH/DLST/ND1/ATP5F1A/PDHB/ND2/COX2/QDPR/ND4/BDH1/FBP1/ATP6/COQ10A/COX3/ADH6/XYLB/FH/TACO1/ACO1/KL/ALDH1B1/SLC25A4/ACAT1/ND3/OXCT1/GLDC/NQO2/ACO2/BDH2/ENPP1/AKR7A3/AK4/ENTPD5/ALDOB/PHGDH/SLC4A4/GPD1/NOX4/MLXIPL/PPP1R1A/ADH1B/AOX1",51
"GO:0015849","BP","GO:0015849","organic acid transport","37/509","278/14417",3.11066260104306e-12,8.56389342241008e-10,7.57137795849023e-10,"SFXN2/SLC26A6/SLC7A8/SLC27A4/KCNJ10/STRA6/LLGL2/SLC25A10/MPC1/SLC16A7/SLC22A13/SLC36A2/SLC3A2/PLA2R1/SFXN5/SLC13A2/SLC25A29/PLA2G4F/SLC26A1/SLC7A9/FABP1/SLC7A7/CYP4A11/SLC43A2/SLC25A44/CYP4F2/UMOD/SLC13A3/SLC16A10/SLC6A19/SLC16A2/SLC23A1/ABCB1/SLC22A6/SLC27A2/FOLR1/SLC5A12",37
"GO:0098656","BP","GO:0098656","anion transmembrane transport","50/509","474/14417",3.65674971764091e-12,9.34821945674059e-10,8.26480424904405e-10,"MFSD4A/SFXN2/SLC25A5/SLC26A6/SLC7A8/SLC27A4/KCNJ10/STRA6/SLC5A2/GPC3/SLC2A11/CASR/SLC25A10/MPC1/SLC16A7/SLC36A2/CLIC5/SLC3A2/SLC12A1/SLC12A6/SLC5A11/SLC34A1/SLC13A2/SLC25A4/SLC25A29/AIFM1/SLC26A1/CLCN5/SLC7A9/SLC7A7/SLC43A2/SLC2A9/ENPP1/SLC9A3/SLC13A3/SLC16A10/SLC6A19/SLC16A2/SLC23A1/ABCB1/SLC22A6/SLC25A42/SLC4A4/FOLR1/ABCC6/SLC44A4/AQP1/SLC5A12/SLC19A3/SLC13A1",50
"GO:0046942","BP","GO:0046942","carboxylic acid transport","34/509","240/14417",4.13768339040609e-12,9.87251256950894e-10,8.72833422565664e-10,"SFXN2/SLC26A6/SLC7A8/SLC27A4/KCNJ10/STRA6/LLGL2/CASR/SLC25A10/MPC1/SLC16A7/SLC22A13/SLC36A2/SLC3A2/PLA2R1/SFXN5/SLC13A2/SLC25A29/PLA2G4F/SLC26A1/SLC7A9/SLC7A7/CYP4A11/SLC43A2/CYP4F2/UMOD/SLC13A3/SLC16A9/SLC16A2/SLC23A1/SLC22A6/FOLR1/ABCC6/SLC5A12",34
"GO:0006790","BP","GO:0006790","sulfur compound metabolic process","41/509","346/14417",9.22288971617067e-12,2.06304514338593e-09,1.82394779518481e-09,"PCCB/PDHA1/ACSF2/GLRX5/DLST/AGXT/GCDH/ACOT11/PDHB/SUOX/ABHD14B/PCCA/SLC25A10/BTD/ACOT2/HAGH/CTH/CLIC5/DPEP1/ACAT1/MSRA/HTD2/AHCY/SLC26A1/AASS/PIPOX/PC/ENPP1/BHMT/ACSM3/PHGDH/GLYAT/BHMT2/NOX4/ACSM2B/NAT8/SLC19A3/DCN/ACSM2A/CPS1/GSTM5",41
"GO:1901615","BP","GO:1901615","organic hydroxy compound metabolic process","49/509","488/14417",3.62495031895386e-11,7.63158658325638e-09,6.74712115094445e-09,"ACAA1/INPP5J/PFKFB2/SPHK2/PCK2/PTH1R/SORD/DIO1/FGF1/QDPR/LDHD/ADH6/RDH12/IYD/OSBPL6/HAGH/NAPEPLD/TKFC/ALDH1A2/DHRS4/RDH11/SMPD1/SLC34A1/ALDH1B1/FMO5/GK/MIOX/EBP/CYP4A11/GCH1/DAO/PSAT1/EPHX2/CYP4F2/DDC/SLC16A10/SLC16A2/CYP8B1/GPD1/SLC27A2/CRYM/CYP4F3/CUBN/ADH1B/MOXD1/HAO1/ANGPTL3/RBP4/CYP24A1",49
"GO:0009066","BP","GO:0009066","aspartate family amino acid metabolic process","15/509","49/14417",7.01025047942603e-11,1.39387147032588e-08,1.23232824217279e-08,"HYKK/ASS1/DLST/GCDH/ALDH7A1/SDSL/MSRA/AASS/PIPOX/GCAT/BHMT/PHGDH/BHMT2/CRYM/RIDA",15
"GO:0009081","BP","GO:0009081","branched-chain amino acid metabolic process","11/509","23/14417",8.79058427540565e-11,1.65586848008825e-08,1.46396101561603e-08,"ACAD8/ACADSB/DBT/IVD/ALDH6A1/BCKDHB/SDSL/PPM1K/ACAT1/SLC25A44/HIBCH",11
"GO:0009083","BP","GO:0009083","branched-chain amino acid catabolic process","10/509","20/14417",3.70624720038816e-10,6.63232936509462e-08,5.86367320229833e-08,"ACAD8/ACADSB/DBT/IVD/ALDH6A1/BCKDHB/PPM1K/ACAT1/SLC25A44/HIBCH",10
"GO:0072521","BP","GO:0072521","purine-containing compound metabolic process","42/509","422/14417",1.2875999971669e-09,2.19443828088588e-07,1.94011307843795e-07,"PFKFB2/PDHA1/ACSF2/NUDT9/SPHK2/DLST/GCDH/ATP5F1A/ACOT11/PDHB/NT5C1A/AK3/COX2/ABHD14B/FBP1/ATP6/PDE1A/FHIT/ACOT2/PNP/ACAT1/HTD2/MAGI3/AHCY/SHMT1/SLC26A1/AASS/PIPOX/ENPP1/AK4/ENTPD5/PDZD3/ALDOB/ACSM3/SLC4A4/GLYAT/GPD1/PANK1/MLXIPL/ACSM2B/GDA/ACSM2A",42
"GO:0016042","BP","GO:0016042","lipid catabolic process","34/509","297/14417",1.45454139508508e-09,2.36627438773159e-07,2.0920341787683e-07,"ACAA1/HADH/ENPP6/PCCB/SLC27A4/PCK2/GCDH/IVD/ECHS1/PCCA/NAPEPLD/SMPD1/PHYH/ACAT1/PLA2G4F/ECI2/HAO2/FABP1/PLCXD3/CYP4A11/CRAT/ACADM/BDH2/CYP4F2/SLC27A2/CRABP1/LIPG/CYP4F3/HSD11B1/CPS1/HAO1/ANGPTL3/ADRA2A/CYP24A1",34
"GO:1905039","BP","GO:1905039","carboxylic acid transmembrane transport","22/509","134/14417",1.63361605793046e-09,2.54204863971006e-07,2.24743701150525e-07,"SFXN2/SLC7A8/KCNJ10/STRA6/SLC25A10/MPC1/SLC16A7/SLC36A2/SLC3A2/SLC13A2/SLC25A29/SLC7A9/SLC7A7/SLC43A2/SLC13A3/SLC16A10/SLC6A19/SLC16A2/SLC23A1/ABCB1/FOLR1/SLC5A12",22
"GO:1903825","BP","GO:1903825","organic acid transmembrane transport","22/509","135/14417",1.88856755502965e-09,2.81632636643797e-07,2.48992722386804e-07,"SFXN2/SLC7A8/KCNJ10/STRA6/SLC25A10/MPC1/SLC16A7/SLC36A2/SLC3A2/SLC13A2/SLC25A29/SLC7A9/SLC7A7/SLC43A2/SLC13A3/SLC16A10/SLC6A19/SLC16A2/SLC23A1/ABCB1/FOLR1/SLC5A12",22
"GO:0009117","BP","GO:0009117","nucleotide metabolic process","46/509","496/14417",2.01727103379176e-09,2.870721869424e-07,2.53801854075338e-07,"PFKFB2/PDHA1/ACSF2/NUDT9/SPHK2/DLST/GCDH/ATP5F1A/ACOT11/PDHB/NT5C1A/AK3/COX2/ABHD14B/FBP1/ATP6/AFMID/PDE1A/FHIT/ACOT2/SLC22A13/PNP/ACAT1/HTD2/MAGI3/ASPDH/SLC26A1/AASS/PIPOX/ENPP1/AK4/ENTPD5/DPYS/PDZD3/ALDOB/ACSM3/QPRT/SLC4A4/GLYAT/GPD1/PANK1/MLXIPL/ACSM2B/UPB1/GDA/ACSM2A",46
"GO:0009068","BP","GO:0009068","aspartate family amino acid catabolic process","10/509","23/14417",2.08546433654719e-09,2.870721869424e-07,2.53801854075338e-07,"HYKK/DLST/GCDH/ALDH7A1/SDSL/AASS/PIPOX/GCAT/CRYM/RIDA",10
"GO:0006544","BP","GO:0006544","glycine metabolic process","9/509","18/14417",2.90875212550416e-09,3.85571253969607e-07,3.4088533681347e-07,"AGXT/SDSL/GLDC/SHMT1/GCAT/PHGDH/GLYAT/RIDA/AGXT2",9
"GO:0006163","BP","GO:0006163","purine nucleotide metabolic process","40/509","404/14417",3.76697545998248e-09,4.81500184688475e-07,4.2569655010178e-07,"PFKFB2/PDHA1/ACSF2/NUDT9/SPHK2/DLST/GCDH/ATP5F1A/ACOT11/PDHB/NT5C1A/AK3/COX2/ABHD14B/FBP1/ATP6/PDE1A/FHIT/ACOT2/PNP/ACAT1/HTD2/MAGI3/SLC26A1/AASS/PIPOX/ENPP1/AK4/ENTPD5/PDZD3/ALDOB/ACSM3/SLC4A4/GLYAT/GPD1/PANK1/MLXIPL/ACSM2B/GDA/ACSM2A",40
"GO:0009062","BP","GO:0009062","fatty acid catabolic process","19/509","105/14417",4.0265640854944e-09,4.96933546964981e-07,4.39341257386431e-07,"ACAA1/HADH/PCCB/SLC27A4/PCK2/GCDH/IVD/ECHS1/PCCA/PHYH/ACAT1/ECI2/HAO2/FABP1/CRAT/ACADM/BDH2/SLC27A2/HAO1",19
"GO:0016053","BP","GO:0016053","organic acid biosynthetic process","33/509","294/14417",4.20843938205927e-09,5.02066818279671e-07,4.43879606402462e-07,"ASS1/AGXT/OSBPL6/SDSL/CTH/ALDH1A2/GATM/PLA2G4F/SHMT1/OAT/CYP4A11/AASS/PSAT1/HPGD/EPHX2/PTGDS/HOGA1/BHMT/ACSM3/PHGDH/GPT2/CYP8B1/SLC27A2/BHMT2/GPT/AGXT2/LIPG/MLXIPL/ACSM2B/UPB1/ALDH8A1/ACSM2A/CPS1",33
"GO:0044242","BP","GO:0044242","cellular lipid catabolic process","27/509","207/14417",4.47752256387383e-09,5.16937201809821e-07,4.5702658156213e-07,"ACAA1/HADH/ENPP6/PCCB/SLC27A4/PCK2/GCDH/IVD/ECHS1/PCCA/NAPEPLD/SMPD1/PHYH/ACAT1/PLA2G4F/ECI2/HAO2/FABP1/CRAT/ACADM/BDH2/SLC27A2/CRABP1/LIPG/CPS1/HAO1/ANGPTL3",27
"GO:0009069","BP","GO:0009069","serine family amino acid metabolic process","12/509","39/14417",5.40504500095731e-09,6.00009359130857e-07,5.3047106176302e-07,"AGXT/SDSL/CTH/GLDC/SHMT1/DAO/PSAT1/GCAT/PHGDH/GLYAT/RIDA/AGXT2",12
"GO:0009636","BP","GO:0009636","response to toxic substance","27/509","209/14417",5.53235787966423e-09,6.00009359130857e-07,5.3047106176302e-07,"ALAD/SLC7A8/ASS1/FECH/BPHL/RDH12/IYD/SLC22A8/RDH11/MT1F/FABP1/MT1G/GCH1/SOD3/EPHX2/AKR7A3/GPX3/PDZD3/DDC/SLC23A1/GLYAT/MT1H/PDZK1/SDC1/CPS1/MT1E/MT1X",27
"GO:0043648","BP","GO:0043648","dicarboxylic acid metabolic process","17/509","90/14417",1.35688507900743e-08,1.42832108757871e-06,1.2627853088224e-06,"ASS1/PCK2/DLST/L2HGDH/FH/PRODH2/PHYH/ADHFE1/ALDH5A1/SHMT1/OAT/HOGA1/QPRT/FTCD/GPT2/FOLR1/ALDH1L1",17
"GO:0046394","BP","GO:0046394","carboxylic acid biosynthetic process","31/509","287/14417",3.09638160998721e-08,3.16627136632692e-06,2.79931522394633e-06,"ASS1/AGXT/OSBPL6/CTH/ALDH1A2/GATM/PLA2G4F/SHMT1/OAT/CYP4A11/AASS/PSAT1/HPGD/EPHX2/PTGDS/HOGA1/BHMT/ACSM3/PHGDH/GPT2/CYP8B1/SLC27A2/BHMT2/GPT/AGXT2/LIPG/MLXIPL/ACSM2B/UPB1/ALDH8A1/ACSM2A",31
"GO:0006766","BP","GO:0006766","vitamin metabolic process","19/509","119/14417",3.40587681746462e-08,3.38600920269608e-06,2.9935864658768e-06,"PCCB/PCCA/BTD/ALDH1A2/SHMT1/PC/PSAT1/ENPP1/CYP4F2/SLC23A1/CRABP1/FOLR1/ALDH1L1/CYP4F3/CUBN/AMN/AOX1/SLC19A3/CYP24A1",19
"GO:0006554","BP","GO:0006554","lysine catabolic process","7/509","12/14417",4.45761242015229e-08,4.31183644641218e-06,3.8121146329951e-06,"HYKK/DLST/GCDH/ALDH7A1/AASS/PIPOX/CRYM",7
"GO:0009259","BP","GO:0009259","ribonucleotide metabolic process","37/509","394/14417",5.93142691537813e-08,5.58646761319429e-06,4.93902196887165e-06,"PFKFB2/PDHA1/ACSF2/NUDT9/SPHK2/DLST/GCDH/ATP5F1A/ACOT11/PDHB/AK3/COX2/ABHD14B/FBP1/ATP6/PDE1A/ACOT2/ACAT1/HTD2/MAGI3/SLC26A1/AASS/PIPOX/ENPP1/AK4/ENTPD5/DPYS/ALDOB/ACSM3/SLC4A4/GLYAT/GPD1/PANK1/MLXIPL/ACSM2B/UPB1/ACSM2A",37
"GO:0010817","BP","GO:0010817","regulation of hormone levels","39/509","431/14417",6.99096022569017e-08,6.41555042249875e-06,5.67201793209842e-06,"HADH/PFKFB2/SLC25A5/CYP17A1/SLC7A8/PCK2/DIO1/CAMK2G/CRHBP/CASR/ADH6/RDH12/IYD/ALDH1A2/RDH11/SLC25A4/OXCT1/SFRP1/TFAP2B/RAB11FIP3/TRPM4/MME/PCSK1N/PRKCA/SLC16A10/SLC16A2/KLK6/UGT2B7/CRABP1/CRYM/HNF4A/VSNL1/ADH1B/CRABP2/ALDH8A1/UGT1A9/ADRA2A/UGT2B4/RBP4",39
"GO:0006553","BP","GO:0006553","lysine metabolic process","7/509","13/14417",9.3644098870751e-08,8.37880574646045e-06,7.40774108435467e-06,"HYKK/DLST/GCDH/ALDH7A1/AASS/PIPOX/CRYM",7
"GO:0019693","BP","GO:0019693","ribose phosphate metabolic process","37/509","403/14417",1.05919716356732e-07,9.24601621562794e-06,8.17444588878916e-06,"PFKFB2/PDHA1/ACSF2/NUDT9/SPHK2/DLST/GCDH/ATP5F1A/ACOT11/PDHB/AK3/COX2/ABHD14B/FBP1/ATP6/PDE1A/ACOT2/ACAT1/HTD2/MAGI3/SLC26A1/AASS/PIPOX/ENPP1/AK4/ENTPD5/DPYS/ALDOB/ACSM3/SLC4A4/GLYAT/GPD1/PANK1/MLXIPL/ACSM2B/UPB1/ACSM2A",37
"GO:0046434","BP","GO:0046434","organophosphate catabolic process","20/509","141/14417",1.13901912273395e-07,9.70607009586859e-06,8.58118166149939e-06,"GPD1L/ENPP6/INPP5J/NUDT9/NT5C1A/PDE1A/FHIT/NAPEPLD/SMPD1/PNP/ACAT1/PLA2G4F/ENPP1/ENTPD5/DPYS/GPD1/LIPG/UPB1/GDA/ANGPTL3",20
"GO:0072001","BP","GO:0072001","renal system development","28/509","259/14417",1.42740429274418e-07,1.18806510784452e-05,1.05037388102546e-05,"CALB1/ASS1/MAGI2/STRA6/FGF1/GPC3/PTPRO/ALDH1A2/COL4A4/SLIT2/SLC34A1/CTSH/NPHS1/NPHS2/SFRP1/TFAP2B/CYP4A11/COL4A3/HPGD/MME/UMOD/FREM2/PBX1/FRAS1/NPNT/SDC1/DCN/RBP4",28
"GO:0008652","BP","GO:0008652","cellular amino acid biosynthetic process","14/509","72/14417",1.78092712658576e-07,1.39209615277974e-05,1.23075867568298e-05,"ASS1/AGXT/CTH/SHMT1/OAT/AASS/PSAT1/BHMT/PHGDH/GPT2/BHMT2/GPT/AGXT2/UPB1",14
"GO:0009150","BP","GO:0009150","purine ribonucleotide metabolic process","35/509","377/14417",1.80534219336675e-07,1.39209615277974e-05,1.23075867568298e-05,"PFKFB2/PDHA1/ACSF2/NUDT9/SPHK2/DLST/GCDH/ATP5F1A/ACOT11/PDHB/AK3/COX2/ABHD14B/FBP1/ATP6/PDE1A/ACOT2/ACAT1/HTD2/MAGI3/SLC26A1/AASS/PIPOX/ENPP1/AK4/ENTPD5/ALDOB/ACSM3/SLC4A4/GLYAT/GPD1/PANK1/MLXIPL/ACSM2B/ACSM2A",35
"GO:0033865","BP","GO:0033865","nucleoside bisphosphate metabolic process","19/509","132/14417",1.86701914874064e-07,1.39209615277974e-05,1.23075867568298e-05,"PDHA1/ACSF2/DLST/GCDH/ACOT11/PDHB/ABHD14B/ACOT2/ACAT1/HTD2/SLC26A1/AASS/PIPOX/ENPP1/ACSM3/GLYAT/PANK1/ACSM2B/ACSM2A",19
"GO:0033875","BP","GO:0033875","ribonucleoside bisphosphate metabolic process","19/509","132/14417",1.86701914874064e-07,1.39209615277974e-05,1.23075867568298e-05,"PDHA1/ACSF2/DLST/GCDH/ACOT11/PDHB/ABHD14B/ACOT2/ACAT1/HTD2/SLC26A1/AASS/PIPOX/ENPP1/ACSM3/GLYAT/PANK1/ACSM2B/ACSM2A",19
"GO:0034032","BP","GO:0034032","purine nucleoside bisphosphate metabolic process","19/509","132/14417",1.86701914874064e-07,1.39209615277974e-05,1.23075867568298e-05,"PDHA1/ACSF2/DLST/GCDH/ACOT11/PDHB/ABHD14B/ACOT2/ACAT1/HTD2/SLC26A1/AASS/PIPOX/ENPP1/ACSM3/GLYAT/PANK1/ACSM2B/ACSM2A",19
"GO:1901607","BP","GO:1901607","alpha-amino acid biosynthetic process","13/509","62/14417",1.93693600525974e-07,1.41475386996421e-05,1.25079046870264e-05,"ASS1/AGXT/SDSL/CTH/SHMT1/OAT/AASS/PSAT1/BHMT/PHGDH/BHMT2/AGXT2/CPS1",13
"GO:0001822","BP","GO:0001822","kidney development","27/509","252/14417",2.86552871460768e-07,2.05114545391618e-05,1.81342722444436e-05,"CALB1/ASS1/MAGI2/STRA6/FGF1/GPC3/PTPRO/ALDH1A2/COL4A4/SLIT2/SLC34A1/CTSH/NPHS1/NPHS2/SFRP1/TFAP2B/CYP4A11/COL4A3/HPGD/MME/UMOD/FREM2/PBX1/FRAS1/NPNT/SDC1/DCN",27
"GO:0019395","BP","GO:0019395","fatty acid oxidation","16/509","100/14417",4.00917067540118e-07,2.81349447985507e-05,2.48742353978451e-05,"ACAA1/HADH/GCDH/IVD/ECHS1/PHYH/ACAT1/ECI2/HAO2/FABP1/CRAT/ACADM/BDH2/SLC27A2/HAO1/CYP24A1",16
"GO:1901616","BP","GO:1901616","organic hydroxy compound catabolic process","13/509","66/14417",4.18964877414543e-07,2.88360633897433e-05,2.54940976013789e-05,"INPP5J/SORD/LDHD/TKFC/ALDH1B1/GK/MIOX/CYP4A11/CYP4F2/CYP4F3/MOXD1/HAO1/CYP24A1",13
"GO:0001523","BP","GO:0001523","retinoid metabolic process","15/509","89/14417",4.61952680051721e-07,3.11948800359455e-05,2.7579538356216e-05,"STRA6/GPC3/ADH6/RDH12/NAPEPLD/ALDH1A2/RDH11/GPC4/CRABP1/ADH1B/SDC1/CRABP2/ALDH8A1/UGT1A9/RBP4",15
"GO:0006625","BP","GO:0006625","protein targeting to peroxisome","13/509","67/14417",5.03314975652374e-07,3.21672196046401e-05,2.84391882859217e-05,"ACAA1/AGXT/ACOT2/DHRS4/PHYH/ECI2/HAO2/CRAT/PIPOX/DAO/EPHX2/SLC27A2/HAO1",13
"GO:0072662","BP","GO:0072662","protein localization to peroxisome","13/509","67/14417",5.03314975652374e-07,3.21672196046401e-05,2.84391882859217e-05,"ACAA1/AGXT/ACOT2/DHRS4/PHYH/ECI2/HAO2/CRAT/PIPOX/DAO/EPHX2/SLC27A2/HAO1",13
"GO:0072663","BP","GO:0072663","establishment of protein localization to peroxisome","13/509","67/14417",5.03314975652374e-07,3.21672196046401e-05,2.84391882859217e-05,"ACAA1/AGXT/ACOT2/DHRS4/PHYH/ECI2/HAO2/CRAT/PIPOX/DAO/EPHX2/SLC27A2/HAO1",13
"GO:0006081","BP","GO:0006081","cellular aldehyde metabolic process","12/509","57/14417",5.47594675645096e-07,3.43831814760315e-05,3.03983304707139e-05,"AGXT/ALDH7A1/HAGH/TKFC/PRODH2/ALDH1A2/RDH11/HOGA1/AKR7A3/ALDOB/AGXT2/ALDH8A1",12
