"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0006413","BP","GO:0006413","translational initiation","17/277","185/14417",1.03255237564348e-07,3.24221445952052e-05,3.00774108273564e-05,"RPL23A/RPL13A/RPL6/RPS24/RPL19/RPL13/RPL24/RPL4/RPL7/RPS6/RPL34/RPL32/RPL28/EIF1AD/RPL29/HSPB1/RPL3",17
"GO:0006364","BP","GO:0006364","rRNA processing","18/277","223/14417",3.08664853167061e-07,8.88440335699191e-05,8.24189309684679e-05,"RSL1D1/NIFK/TSR1/RPF2/ABT1/SRFBP1/RIOK2/RPS24/RRP1/UTP23/NOP53/RPL7/RPS6/NSA2/EBNA1BP2/REXO4/DDX54/RRS1",18
"GO:0016072","BP","GO:0016072","rRNA metabolic process","18/277","233/14417",5.90381261584762e-07,0.000156859759808751,0.000145515834839192,"RSL1D1/NIFK/TSR1/RPF2/ABT1/SRFBP1/RIOK2/RPS24/RRP1/UTP23/NOP53/RPL7/RPS6/NSA2/EBNA1BP2/REXO4/DDX54/RRS1",18
"GO:0006612","BP","GO:0006612","protein targeting to membrane","16/277","191/14417",8.66132404768403e-07,0.000213687237576433,0.000198233612038723,"RPL23A/RPL13A/RPL6/STOM/RPS24/RPL19/RPL13/RPL24/RPL4/RPL7/RPS6/RPL34/RPL32/RPL28/RPL29/RPL3",16
"GO:0090150","BP","GO:0090150","establishment of protein localization to membrane","21/277","324/14417",1.22661948339868e-06,0.000269108765600003,0.000249647116230278,"RPL23A/BID/CASP8/RPL13A/CSK/RPL6/STOM/PDCD5/RPS24/RPL19/RPL13/RPL24/RPL4/RPL7/RPS6/RPL34/RPL32/RPL28/RPL29/RPL3/SFN",21
"GO:0042274","BP","GO:0042274","ribosomal small subunit biogenesis","10/277","73/14417",1.24659532414593e-06,0.000269108765600003,0.000249647116230278,"TSR1/ABT1/SRFBP1/RIOK2/RPS24/UTP23/RPS6/SURF6/RRS1/LTV1",10
"GO:0042255","BP","GO:0042255","ribosome assembly","9/277","58/14417",1.46404592858234e-06,0.000297459684548435,0.000275947727963135,"RPL23A/RPF2/ABT1/RPL6/BRIX1/RPL24/NOP53/RPL3/RRS1",9
"GO:0019083","BP","GO:0019083","viral transcription","15/277","178/14417",1.77582477105831e-06,0.000325627269999601,0.000302078264675216,"RPL23A/RPL13A/RPL6/RPS24/RPL19/RPL13/RPL24/RPL4/RPL7/RPS6/RPL34/RPL32/RPL28/RPL29/RPL3",15
"GO:0000727","BP","GO:0000727","double-strand break repair via break-induced replication","5/277","12/14417",1.79123281123116e-06,0.000325627269999601,0.000302078264675216,"MCM7/MCM6/GINS4/MCM3/MCM4",5
"GO:0000956","BP","GO:0000956","nuclear-transcribed mRNA catabolic process","16/277","205/14417",2.20959430861878e-06,0.000381596937098463,0.000354000267128188,"RPL23A/RPL13A/RPL6/HELZ2/RPS24/RPL19/RPL13/RPL24/RPL4/RPL7/RPS6/RPL34/RPL32/RPL28/RPL29/RPL3",16
"GO:0019080","BP","GO:0019080","viral gene expression","15/277","196/14417",5.85704907961914e-06,0.000963345120047834,0.000893677062574469,"RPL23A/RPL13A/RPL6/RPS24/RPL19/RPL13/RPL24/RPL4/RPL7/RPS6/RPL34/RPL32/RPL28/RPL29/RPL3",15
"GO:0042744","BP","GO:0042744","hydrogen peroxide catabolic process","6/277","26/14417",7.93983744631328e-06,0.00124655447907119,0.0011564050328506,"HBG2/EPX/HBA2/HBE1/HBD/SNCA",6
"GO:0055072","BP","GO:0055072","iron ion homeostasis","9/277","74/14417",1.16204223690354e-05,0.00174508429837601,0.00161888172500429,"HFE/ABCB6/EPAS1/EPB42/TFRC/FTH1/HIF1A/FTL/NEDD8",9
"GO:0002446","BP","GO:0002446","neutrophil mediated immunity","24/277","475/14417",1.59536185062199e-05,0.00229599159668681,0.00212994801460233,"APAF1/FAF2/SERPINB1/IRAK4/STOM/AMPD3/RAB3D/S100A11/ATP11A/KCNAB2/CYBA/GPI/ARG1/RAB27A/MIF/MVP/EPX/DIAPH1/CTSG/TMEM179B/FTH1/FTL/S100P/CD177",24
"GO:0006402","BP","GO:0006402","mRNA catabolic process","20/277","357/14417",1.93688817123132e-05,0.0026760046973732,0.00248247898662238,"RPL23A/CARHSP1/RPL13A/RPL6/HELZ2/RPS24/RPL19/RPL13/YBX3/RPL24/RPL4/PSME2/RPL7/RPS6/RPL34/RPL32/RPL28/RPL29/HSPB1/RPL3",20
"GO:0006271","BP","GO:0006271","DNA strand elongation involved in DNA replication","5/277","19/14417",2.35469980691844e-05,0.00311570523240065,0.00289038086350762,"POLE3/MCM7/GINS4/MCM3/MCM4",5
"GO:0006401","BP","GO:0006401","RNA catabolic process","21/277","394/14417",2.51758748683561e-05,0.00311570523240065,0.00289038086350762,"RPL23A/CARHSP1/FEN1/RPL13A/RPL6/HELZ2/RPS24/RPL19/RPL13/YBX3/RPL24/RPL4/PSME2/RPL7/RPS6/RPL34/RPL32/RPL28/RPL29/HSPB1/RPL3",21
"GO:0042743","BP","GO:0042743","hydrogen peroxide metabolic process","7/277","46/14417",2.52575988729641e-05,0.00311570523240065,0.00289038086350762,"CYBA/HBG2/EPX/HBA2/HBE1/HBD/SNCA",7
"GO:0043312","BP","GO:0043312","neutrophil degranulation","23/277","461/14417",2.93748905119985e-05,0.00349865075270493,0.00324563218579033,"APAF1/FAF2/SERPINB1/STOM/AMPD3/RAB3D/S100A11/ATP11A/KCNAB2/CYBA/GPI/ARG1/RAB27A/MIF/MVP/EPX/DIAPH1/CTSG/TMEM179B/FTH1/FTL/S100P/CD177",23
"GO:0000082","BP","GO:0000082","G1/S transition of mitotic cell cycle","15/277","226/14417",3.19573315423326e-05,0.0036213234634829,0.00335943334131044,"CRLF3/POLE3/MCM7/BID/PML/PRMT2/MCM6/BACH1/PLCB1/PSME2/RPS6/PPAT/MCM3/MCM4/SFN",15
"GO:0002283","BP","GO:0002283","neutrophil activation involved in immune response","23/277","464/14417",3.2501745039945e-05,0.0036213234634829,0.00335943334131044,"APAF1/FAF2/SERPINB1/STOM/AMPD3/RAB3D/S100A11/ATP11A/KCNAB2/CYBA/GPI/ARG1/RAB27A/MIF/MVP/EPX/DIAPH1/CTSG/TMEM179B/FTH1/FTL/S100P/CD177",23
"GO:0042119","BP","GO:0042119","neutrophil activation","23/277","474/14417",4.52069487943362e-05,0.00487952503548866,0.00452664316216972,"APAF1/FAF2/SERPINB1/STOM/AMPD3/RAB3D/S100A11/ATP11A/KCNAB2/CYBA/GPI/ARG1/RAB27A/MIF/MVP/EPX/DIAPH1/CTSG/TMEM179B/FTH1/FTL/S100P/CD177",23
"GO:0036230","BP","GO:0036230","granulocyte activation","23/277","480/14417",5.48190620593468e-05,0.00572563034668646,0.00531155906967165,"APAF1/FAF2/SERPINB1/STOM/AMPD3/RAB3D/S100A11/ATP11A/KCNAB2/CYBA/GPI/ARG1/RAB27A/MIF/MVP/EPX/DIAPH1/CTSG/TMEM179B/FTH1/FTL/S100P/CD177",23
"GO:0001819","BP","GO:0001819","positive regulation of cytokine production","20/277","385/14417",5.63611556998667e-05,0.00572563034668646,0.00531155906967165,"CARD8/CASP8/DDX58/PANX1/ARHGEF2/PLCB1/NFKB2/CYBA/TRIM16/RARA/TICAM1/SEMA7A/MIF/CD200/EPX/HSPB1/HIF1A/THBS1/MMP12/APOA2",20
"GO:0044843","BP","GO:0044843","cell cycle G1/S phase transition","15/277","244/14417",7.68223121272751e-05,0.00758126474536023,0.00703299603354663,"CRLF3/POLE3/MCM7/BID/PML/PRMT2/MCM6/BACH1/PLCB1/PSME2/RPS6/PPAT/MCM3/MCM4/SFN",15
"GO:0002719","BP","GO:0002719","negative regulation of cytokine production involved in immune response","5/277","24/14417",7.95543776910534e-05,0.00763280057069162,0.00708080484478264,"HFE/ARG1/TGFB3/TGFB2/APOA2",5
"GO:0015669","BP","GO:0015669","gas transport","4/277","13/14417",8.31610392367875e-05,0.00776319539253687,0.00720176965680743,"HBG2/HBA2/HBE1/HBD",4
"GO:0061082","BP","GO:0061082","myeloid leukocyte cytokine production","5/277","25/14417",9.78912063133544e-05,0.00870949208612527,0.00807963121633661,"DDX58/TICAM1/SEMA7A/TGFB3/TGFB2",5
"GO:0055076","BP","GO:0055076","transition metal ion homeostasis","10/277","119/14417",9.83411092527173e-05,0.00870949208612527,0.00807963121633661,"HFE/SLC30A7/ABCB6/EPAS1/EPB42/TFRC/FTH1/HIF1A/FTL/NEDD8",10
"GO:0009124","BP","GO:0009124","nucleoside monophosphate biosynthetic process","6/277","40/14417",0.000105627546459954,0.00912093863681701,0.00846132240589735,"DCK/AMPD3/AMPD2/PPAT/CAD/TK1",6
"GO:0022616","BP","GO:0022616","DNA strand elongation","5/277","26/14417",0.000119308198900745,0.0100509882683701,0.0093241118730133,"POLE3/MCM7/GINS4/MCM3/MCM4",5
"GO:0006879","BP","GO:0006879","cellular iron ion homeostasis","7/277","59/14417",0.000130135201766587,0.0107020711167094,0.00992810912725545,"HFE/ABCB6/TFRC/FTH1/HIF1A/FTL/NEDD8",7
"GO:0006605","BP","GO:0006605","protein targeting","20/277","412/14417",0.000142025870647064,0.0114083106329061,0.0105832741799183,"RPL23A/BID/RPL13A/RPL6/STOM/PDCD5/RPS24/RPL19/RPL13/RPL24/RPL4/RPL7/RPS6/RPL34/RPL32/RAB27A/RPL28/RPL29/LTBP2/RPL3",20
"GO:0002718","BP","GO:0002718","regulation of cytokine production involved in immune response","8/277","80/14417",0.000147032910836233,0.0115420835006443,0.0107073727412798,"HFE/DDX58/ARG1/TICAM1/SEMA7A/TGFB3/TGFB2/APOA2",8
"GO:0000478","BP","GO:0000478","endonucleolytic cleavage involved in rRNA processing","4/277","15/14417",0.000154013710130405,0.0115644207563134,0.0107280945912346,"TSR1/ABT1/UTP23/RRS1",4
"GO:0000479","BP","GO:0000479","endonucleolytic cleavage of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","4/277","15/14417",0.000154013710130405,0.0115644207563134,0.0107280945912346,"TSR1/ABT1/UTP23/RRS1",4
"GO:0000470","BP","GO:0000470","maturation of LSU-rRNA","5/277","28/14417",0.000172741084215775,0.0126946320187508,0.0117765702206678,"RSL1D1/NIFK/RPF2/RPL7/NSA2",5
"GO:0001818","BP","GO:0001818","negative regulation of cytokine production","15/277","263/14417",0.000176552530733602,0.0127044258573721,0.0117856557796729,"CARD8/SERPINB1/HFE/PML/DDX58/CSK/RELB/RARA/ARG1/CD200/TGFB3/EPX/TGFB2/THBS1/APOA2",15
"GO:0002700","BP","GO:0002700","regulation of production of molecular mediator of immune response","10/277","131/14417",0.000217942418220625,0.0153627165823274,0.0142517018488418,"HFE/DDX58/GPI/ARG1/TICAM1/SEMA7A/TGFB3/TFRC/TGFB2/APOA2",10
"GO:0072593","BP","GO:0072593","reactive oxygen species metabolic process","14/277","241/14417",0.000239584228920954,0.0165504785338595,0.0153535661649554,"CYBA/CRYAB/TICAM1/RAB27A/SH3PXD2A/HBG2/EPX/HBA2/HBE1/HBD/SNCA/HIF1A/THBS1/CD177",14
"GO:0002888","BP","GO:0002888","positive regulation of myeloid leukocyte mediated immunity","4/277","17/14417",0.00026051501888103,0.0176435073571584,0.0163675483482736,"DDX58/ARG1/TICAM1/CD177",4
"GO:0002367","BP","GO:0002367","cytokine production involved in immune response","8/277","88/14417",0.000285686334118087,0.0189761653469975,0.0176038299808797,"HFE/DDX58/ARG1/TICAM1/SEMA7A/TGFB3/TGFB2/APOA2",8
"GO:0030490","BP","GO:0030490","maturation of SSU-rRNA","6/277","49/14417",0.000333024363153044,0.0217031349118983,0.0201335881119735,"TSR1/ABT1/SRFBP1/RIOK2/UTP23/RRS1",6
"GO:0034470","BP","GO:0034470","ncRNA processing","18/277","378/14417",0.000384416339837089,0.0245884081073575,0.0228102015295146,"RSL1D1/NIFK/TSR1/RPF2/ABT1/SRFBP1/RIOK2/RPS24/RRP1/UTP23/NOP53/RPL7/RPS6/NSA2/EBNA1BP2/REXO4/DDX54/RRS1",18
"GO:2001234","BP","GO:2001234","negative regulation of apoptotic signaling pathway","12/277","202/14417",0.000541795319767167,0.0340247460813781,0.0315641139401198,"BID/CASP8/PEA15/ARHGEF2/YBX3/ITPRIP/MIF/COL2A1/GCLM/HSPB1/HIF1A/THBS1",12
"GO:0002701","BP","GO:0002701","negative regulation of production of molecular mediator of immune response","5/277","36/14417",0.000584520999967519,0.0348092333428933,0.0322918679473889,"HFE/ARG1/TGFB3/TGFB2/APOA2",5
"GO:0046461","BP","GO:0046461","neutral lipid catabolic process","5/277","36/14417",0.000584520999967519,0.0348092333428933,0.0322918679473889,"DAGLB/MGLL/GPLD1/PNPLA2/APOA2",5
"GO:0046464","BP","GO:0046464","acylglycerol catabolic process","5/277","36/14417",0.000584520999967519,0.0348092333428933,0.0322918679473889,"DAGLB/MGLL/GPLD1/PNPLA2/APOA2",5
"GO:0046916","BP","GO:0046916","cellular transition metal ion homeostasis","8/277","99/14417",0.000634769414249015,0.0371609077426458,0.0344734718461017,"HFE/SLC30A7/ABCB6/TFRC/FTH1/HIF1A/FTL/NEDD8",8
"GO:0032760","BP","GO:0032760","positive regulation of tumor necrosis factor production","7/277","77/14417",0.000684093831116239,0.0393810015445915,0.0365330109108392,"DDX58/ARHGEF2/CYBA/TICAM1/MIF/HSPB1/THBS1",7
"GO:0032651","BP","GO:0032651","regulation of interleukin-1 beta production","7/277","78/14417",0.000739420196513149,0.0404803329648257,0.0375528398942277,"CARD8/SERPINB1/CASP8/PML/PANX1/TRIM16/HSPB1",7
"GO:0006541","BP","GO:0006541","glutamine metabolic process","4/277","22/14417",0.000742360025538162,0.0404803329648257,0.0375528398942277,"ASNS/PPAT/CAD/ASNSD1",4
"GO:0009127","BP","GO:0009127","purine nucleoside monophosphate biosynthetic process","4/277","22/14417",0.000742360025538162,0.0404803329648257,0.0375528398942277,"DCK/AMPD3/AMPD2/PPAT",4
"GO:0033260","BP","GO:0033260","nuclear DNA replication","6/277","57/14417",0.000760279185929361,0.0404803329648257,0.0375528398942277,"POLE3/MCM7/FEN1/MCM6/MCM3/MCM4",6
"GO:0010896","BP","GO:0010896","regulation of triglyceride catabolic process","3/277","10/14417",0.000761789705475874,0.0404803329648257,0.0375528398942277,"DAGLB/GPLD1/PNPLA2",3
"GO:0043281","BP","GO:0043281","regulation of cysteine-type endopeptidase activity involved in apoptotic process","11/277","183/14417",0.000831553463092181,0.0435179645684908,0.0403707933277926,"APAF1/CARD8/BID/CASP8/PML/PDCD5/CRYAB/SFN/SNCA/THBS1/DHCR24",11
"GO:1903557","BP","GO:1903557","positive regulation of tumor necrosis factor superfamily cytokine production","7/277","80/14417",0.000860671906848672,0.0443695636754524,0.041160805725803,"DDX58/ARHGEF2/CYBA/TICAM1/MIF/HSPB1/THBS1",7
"GO:0006270","BP","GO:0006270","DNA replication initiation","5/277","40/14417",0.000958389285149268,0.0486805381015525,0.045160015232111,"POLE3/MCM7/MCM6/MCM3/MCM4",5
"GO:0034976","BP","GO:0034976","response to endoplasmic reticulum stress","14/277","279/14417",0.0010276386444803,0.0509525835601438,0.0472677488669362,"APAF1/FAF2/PML/UFM1/CANX/FBXO6/TMTC3/ASNS/YOD1/CREB3L4/NRBF2/HM13/PDIA2/THBS1",14
"GO:0051238","BP","GO:0051238","sequestering of metal ion","3/277","11/14417",0.00103262329160685,0.0509525835601438,0.0472677488669362,"SLC30A7/FTH1/FTL",3
"GO:0032611","BP","GO:0032611","interleukin-1 beta production","7/277","83/14417",0.00107139499626365,0.052121103057671,0.0483517623221134,"CARD8/SERPINB1/CASP8/PML/PANX1/TRIM16/HSPB1",7
"GO:0044786","BP","GO:0044786","cell cycle DNA replication","6/277","61/14417",0.00109127701274721,0.0523509833615122,0.0485650179357094,"POLE3/MCM7/FEN1/MCM6/MCM3/MCM4",6
"GO:0000469","BP","GO:0000469","cleavage involved in rRNA processing","4/277","26/14417",0.00142834074583308,0.0644908677666848,0.0598269592788799,"TSR1/ABT1/UTP23/RRS1",4
"GO:0006735","BP","GO:0006735","NADH regeneration","4/277","26/14417",0.00142834074583308,0.0644908677666848,0.0598269592788799,"ADPGK/GPI/BPGM/GAPDHS",4
"GO:0061621","BP","GO:0061621","canonical glycolysis","4/277","26/14417",0.00142834074583308,0.0644908677666848,0.0598269592788799,"ADPGK/GPI/BPGM/GAPDHS",4
"GO:0061718","BP","GO:0061718","glucose catabolic process to pyruvate","4/277","26/14417",0.00142834074583308,0.0644908677666848,0.0598269592788799,"ADPGK/GPI/BPGM/GAPDHS",4
"GO:0034660","BP","GO:0034660","ncRNA metabolic process","19/277","459/14417",0.00143769450435285,0.0644908677666848,0.0598269592788799,"RSL1D1/NIFK/TSR1/RPF2/ABT1/SRFBP1/RIOK2/RPS24/RRP1/UTP23/NOP53/RPL7/DTD1/RPS6/NSA2/EBNA1BP2/REXO4/DDX54/RRS1",19
"GO:0032652","BP","GO:0032652","regulation of interleukin-1 production","7/277","88/14417",0.00151055480832444,0.0668904654865719,0.0620530207360268,"CARD8/SERPINB1/CASP8/PML/PANX1/TRIM16/HSPB1",7
"GO:0098869","BP","GO:0098869","cellular oxidant detoxification","7/277","89/14417",0.00161314650038341,0.0695719788208523,0.0645406099810058,"GPX7/SRXN1/HBG2/EPX/HBA2/HBE1/HBD",7
"GO:0018126","BP","GO:0018126","protein hydroxylation","4/277","27/14417",0.00165167986777935,0.0695719788208523,0.0645406099810058,"PLOD1/P3H2/CRTAP/P4HA2",4
"GO:0019433","BP","GO:0019433","triglyceride catabolic process","4/277","27/14417",0.00165167986777935,0.0695719788208523,0.0645406099810058,"DAGLB/MGLL/GPLD1/PNPLA2",4
"GO:0061620","BP","GO:0061620","glycolytic process through glucose-6-phosphate","4/277","27/14417",0.00165167986777935,0.0695719788208523,0.0645406099810058,"ADPGK/GPI/BPGM/GAPDHS",4
"GO:2001236","BP","GO:2001236","regulation of extrinsic apoptotic signaling pathway","9/277","142/14417",0.00169207767500877,0.0704148950539794,0.0653225674410488,"BID/CASP8/PML/PEA15/ARHGEF2/ITPRIP/COL2A1/GCLM/THBS1",9
"GO:0046040","BP","GO:0046040","IMP metabolic process","3/277","13/14417",0.00173960173485765,0.0715307665737896,0.0663577403622392,"AMPD3/AMPD2/PPAT",3
"GO:0002440","BP","GO:0002440","production of molecular mediator of immune response","10/277","172/14417",0.00182083949350277,0.0739903483595127,0.0686394479036835,"HFE/DDX58/GPI/ARG1/TICAM1/SEMA7A/TGFB3/TFRC/TGFB2/APOA2",10
"GO:0061615","BP","GO:0061615","glycolytic process through fructose-6-phosphate","4/277","28/14417",0.00189816966503995,0.0761543129754164,0.0706469169832589,"ADPGK/GPI/BPGM/GAPDHS",4
"GO:2000116","BP","GO:2000116","regulation of cysteine-type endopeptidase activity","11/277","203/14417",0.00191818912242653,0.0761543129754164,0.0706469169832589,"APAF1/CARD8/BID/CASP8/PML/PDCD5/CRYAB/SFN/SNCA/THBS1/DHCR24",11
"GO:0032731","BP","GO:0032731","positive regulation of interleukin-1 beta production","5/277","47/14417",0.00200315917593187,0.0786239976553258,0.0729379967887153,"CARD8/CASP8/PANX1/TRIM16/HSPB1",5
"GO:0000054","BP","GO:0000054","ribosomal subunit export from nucleus","3/277","14/14417",0.00218276475199537,0.0793607310883368,0.0736214504717329,"RIOK2/RRS1/LTV1",3
"GO:0010839","BP","GO:0010839","negative regulation of keratinocyte proliferation","3/277","14/14417",0.00218276475199537,0.0793607310883368,0.0736214504717329,"EPPK1/INTU/SFN",3
"GO:0010935","BP","GO:0010935","regulation of macrophage cytokine production","3/277","14/14417",0.00218276475199537,0.0793607310883368,0.0736214504717329,"SEMA7A/TGFB3/TGFB2",3
"GO:0033750","BP","GO:0033750","ribosome localization","3/277","14/14417",0.00218276475199537,0.0793607310883368,0.0736214504717329,"RIOK2/RRS1/LTV1",3
"GO:0043101","BP","GO:0043101","purine-containing compound salvage","3/277","14/14417",0.00218276475199537,0.0793607310883368,0.0736214504717329,"DCK/AMPD3/AMPD2",3
"GO:0060546","BP","GO:0060546","negative regulation of necroptotic process","3/277","14/14417",0.00218276475199537,0.0793607310883368,0.0736214504717329,"CASP8/ARHGEF2/YBX3",3
"GO:1902570","BP","GO:1902570","protein localization to nucleolus","3/277","14/14417",0.00218276475199537,0.0793607310883368,0.0736214504717329,"RPF2/NOP53/RRS1",3
"GO:0009064","BP","GO:0009064","glutamine family amino acid metabolic process","6/277","70/14417",0.00223242432093584,0.0803207667136706,0.074512057378604,"ASNS/PPAT/ARG1/GCLM/CAD/ASNSD1",6
"GO:0030099","BP","GO:0030099","myeloid cell differentiation","16/277","372/14417",0.00229887675565401,0.0815809509726988,0.0756811065007452,"CASP8/PML/CBFB/RELB/RPS6/RARA/PIK3CD/SH3PXD2A/BPGM/EPAS1/EPB42/TFRC/JUNB/HIF1A/THBS1/SRF",16
"GO:0032612","BP","GO:0032612","interleukin-1 production","7/277","95/14417",0.00234754059692442,0.0815809509726988,0.0756811065007452,"CARD8/SERPINB1/CASP8/PML/PANX1/TRIM16/HSPB1",7
"GO:2001237","BP","GO:2001237","negative regulation of extrinsic apoptotic signaling pathway","7/277","95/14417",0.00234754059692442,0.0815809509726988,0.0756811065007452,"CASP8/PEA15/ARHGEF2/ITPRIP/COL2A1/GCLM/THBS1",7
"GO:0009123","BP","GO:0009123","nucleoside monophosphate metabolic process","6/277","71/14417",0.00239999138454689,0.0815809509726988,0.0756811065007452,"DCK/AMPD3/AMPD2/PPAT/CAD/TK1",6
"GO:2000117","BP","GO:2000117","negative regulation of cysteine-type endopeptidase activity","6/277","71/14417",0.00239999138454689,0.0815809509726988,0.0756811065007452,"CARD8/CRYAB/SFN/SNCA/THBS1/DHCR24",6
"GO:0009636","BP","GO:0009636","response to toxic substance","11/277","209/14417",0.00240916531534895,0.0815809509726988,0.0756811065007452,"ASNS/PON2/ARG1/GPX7/SRXN1/HBG2/EPX/HBA2/HBE1/HBD/SRF",11
"GO:0002181","BP","GO:0002181","cytoplasmic translation","7/277","96/14417",0.00249155143676809,0.0835516375009415,0.0775092751509664,"RPL13A/RPL6/RPL19/YBX3/RPL24/RPL32/RPL29",7
"GO:0019674","BP","GO:0019674","NAD metabolic process","5/277","50/14417",0.00264071579914266,0.0844645088912945,0.0783561286883554,"ADPGK/GPI/BPGM/NADK/GAPDHS",5
"GO:0000463","BP","GO:0000463","maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","3/277","15/14417",0.00268995251246161,0.0844645088912945,0.0783561286883554,"NIFK/RPF2/RPL7",3
"GO:0010934","BP","GO:0010934","macrophage cytokine production","3/277","15/14417",0.00268995251246161,0.0844645088912945,0.0783561286883554,"SEMA7A/TGFB3/TGFB2",3
"GO:0019511","BP","GO:0019511","peptidyl-proline hydroxylation","3/277","15/14417",0.00268995251246161,0.0844645088912945,0.0783561286883554,"P3H2/CRTAP/P4HA2",3
"GO:0061081","BP","GO:0061081","positive regulation of myeloid leukocyte cytokine production involved in immune response","3/277","15/14417",0.00268995251246161,0.0844645088912945,0.0783561286883554,"DDX58/TICAM1/SEMA7A",3
"GO:0062099","BP","GO:0062099","negative regulation of programmed necrotic cell death","3/277","15/14417",0.00268995251246161,0.0844645088912945,0.0783561286883554,"CASP8/ARHGEF2/YBX3",3
"GO:0071428","BP","GO:0071428","rRNA-containing ribonucleoprotein complex export from nucleus","3/277","15/14417",0.00268995251246161,0.0844645088912945,0.0783561286883554,"RIOK2/RRS1/LTV1",3
"GO:0032732","BP","GO:0032732","positive regulation of interleukin-1 production","5/277","51/14417",0.00288260217714162,0.0888973921414924,0.0824684307069463,"CARD8/CASP8/PANX1/TRIM16/HSPB1",5
"GO:0034381","BP","GO:0034381","plasma lipoprotein particle clearance","5/277","51/14417",0.00288260217714162,0.0888973921414924,0.0824684307069463,"CSK/SOAT1/NCEH1/GPLD1/APOA2",5
"GO:2001233","BP","GO:2001233","regulation of apoptotic signaling pathway","14/277","312/14417",0.00290852620943697,0.0889030931627903,0.0824737194366664,"APAF1/BID/CASP8/PML/PEA15/ARHGEF2/YBX3/ITPRIP/MIF/COL2A1/GCLM/HSPB1/HIF1A/THBS1",14
