"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0001819","BP","GO:0001819","positive regulation of cytokine production","79/910","385/14417",2.80715770346694e-21,1.21371291251716e-18,1.02373952228828e-18,"LILRB1/NFAM1/CLEC7A/CD86/C3/IL12RB1/LILRA2/IL17RA/SPN/IL4R/IFNGR1/PTPN22/CD80/EBI3/TLR6/LY96/NOD2/IL20RB/PTAFR/BRCA1/CD244/SCIMP/PYHIN1/TLR4/IL27RA/CD14/STING1/IRF8/SLC11A1/AIM2/SLAMF6/IRF7/CD6/TIGIT/TMIGD2/ZBP1/IL1RAP/NLRP3/IL7/KIR2DL4/IFNG/NLRP12/CD34/CCL3/F2R/LY9/IRF1/XCL1/SULF1/OSM/IL18R1/RSAD2/LTA/IL10/LRP1/ZP3/MYB/SAA1/IL27/CD40LG/CD28/CCR2/PAEP/ADAM8/MDK/IL12RB2/FOXP3/FFAR2/TNF/IL26/IL1A/CCR7/CSF2/IL1B/PF4/IL23R/LBP/IL6/ELANE",79
"GO:1903039","BP","GO:1903039","positive regulation of leukocyte cell-cell adhesion","57/910","216/14417",4.3031252799062e-21,1.70547198593616e-18,1.43852723173005e-18,"CD1D/LILRB1/CD86/IL12RB1/PIK3R6/TNFSF13B/IL4R/PTPN22/CD80/EBI3/NOD2/PDCD1LG2/PTAFR/FYN/IL27RA/KLRK1/TNFSF14/ICOS/PDCD1/SIRPB1/CD6/TMIGD2/RHOH/DUSP10/CD27/NLRP3/IL7/CLECL1/TESPA1/IFNG/CD5/XCL1/IL2RA/MAP3K8/FUT7/CTLA4/ZP3/MYB/CD40LG/CD28/CCR2/EPO/ADAM8/MDK/BTLA/FOXP3/NFKBID/IL7R/TNF/IL1A/CCR7/CD209/IL1B/LEF1/IL23R/IL6/ELANE",57
"GO:0002521","BP","GO:0002521","leukocyte differentiation","87/910","460/14417",7.29930087096714e-21,2.67042114940921e-18,2.25244013111383e-18,"MFNG/ATM/CD1D/LILRB1/PRDM1/NFAM1/CD86/IL12RB1/PIK3R6/OSCAR/SPN/IL4R/BATF/PTPN22/JAG2/CD80/TNFSF8/FANCA/EZH2/TLR4/IRF8/SLAMF8/MR1/CD3D/SLAMF6/UBD/IRF7/AICDA/RHOH/IKZF3/DUSP10/CD27/NLRP3/BCL11B/IL7/GPR55/SLC9B2/FCRL3/CD79B/ZNF683/TESPA1/IFNG/ITK/CCL3/LY9/IRF1/PRR7/IL2RA/IL18R1/FUT7/NRROS/RSAD2/CTLA4/BCL2/CCR6/CCR1/IL10/MYB/IL27/LAG3/CD40LG/CD28/TF/CCR2/CD101/SPINK5/CD109/FBN1/ADAM8/MDK/FOXP3/NFKBID/INHBA/IL7R/TNF/PRTN3/IL1A/CCR7/ADGRG3/CSF2/IL1B/CEBPE/PF4/LEF1/IL23R/IL6/CD79A",87
"GO:1903037","BP","GO:1903037","regulation of leukocyte cell-cell adhesion","66/910","288/14417",1.28749741319777e-20,4.3738126408347e-18,3.68921251255391e-18,"CD1D/LILRB1/CD86/IL12RB1/PIK3R6/TNFSF13B/SPN/IL4R/PTPN22/CD80/EBI3/NOD2/PDCD1LG2/IL20RB/PTAFR/FYN/IL27RA/KLRK1/TNFSF14/ICOS/PDCD1/SIRPB1/CD6/TIGIT/TMIGD2/RHOH/DUSP10/CCL28/CD27/NLRP3/IL7/CLECL1/TESPA1/IFNG/CD5/IRF1/XCL1/LAX1/IL2RA/MAP3K8/FUT7/CTLA4/IL10/ZP3/MYB/LAG3/CD40LG/CD28/CCR2/EPO/ADAM8/MDK/BTLA/FOXP3/NFKBID/IL7R/TNF/IL1A/CCR7/CD209/MIR27A/IL1B/LEF1/IL23R/IL6/ELANE",66
"GO:0050870","BP","GO:0050870","positive regulation of T cell activation","53/910","197/14417",4.15647401808103e-20,1.31787936199956e-17,1.11160157774785e-17,"CD1D/LILRB1/CD86/IL12RB1/PIK3R6/TNFSF13B/IL4R/PTPN22/CD80/EBI3/NOD2/PDCD1LG2/FYN/IL27RA/KLRK1/TNFSF14/ICOS/PDCD1/SIRPB1/CD6/TMIGD2/RHOH/DUSP10/CD27/NLRP3/IL7/CLECL1/TESPA1/IFNG/CD5/XCL1/IL2RA/MAP3K8/CTLA4/ZP3/MYB/CD40LG/CD28/CCR2/EPO/ADAM8/MDK/BTLA/FOXP3/NFKBID/IL7R/IL1A/CCR7/CD209/IL1B/LEF1/IL23R/IL6",53
"GO:0007159","BP","GO:0007159","leukocyte cell-cell adhesion","69/910","322/14417",8.73034960030236e-20,2.59509641868988e-17,2.18890541623371e-17,"CD1D/LILRB1/SELPLG/CD86/IL12RB1/PIK3R6/TNFSF13B/SPN/IL4R/PTPN22/CD80/EBI3/NOD2/PDCD1LG2/IL20RB/PTAFR/FYN/IL27RA/KLRK1/TNFSF14/ICOS/PDCD1/SIRPB1/CD6/TIGIT/TMIGD2/RHOH/DUSP10/CCL28/CD27/NLRP3/IL7/CLECL1/TESPA1/IFNG/CX3CR1/CD5/IRF1/XCL1/LAX1/IL2RA/MAP3K8/FUT7/CTLA4/IL10/ZP3/MYB/LAG3/CD40LG/CD28/GCNT1/CCR2/EPO/ADAM8/MDK/BTLA/FOXP3/NFKBID/IL7R/TNF/IL1A/CCR7/CD209/MIR27A/IL1B/LEF1/IL23R/IL6/ELANE",69
"GO:1903131","BP","GO:1903131","mononuclear cell differentiation","73/910","356/14417",1.03117150358187e-19,2.88485392413845e-17,2.43330934993839e-17,"MFNG/ATM/CD1D/LILRB1/PRDM1/NFAM1/CD86/IL12RB1/PIK3R6/SPN/IL4R/BATF/PTPN22/JAG2/CD80/TNFSF8/FANCA/EZH2/IRF8/SLAMF8/MR1/CD3D/SLAMF6/UBD/IRF7/AICDA/RHOH/IKZF3/DUSP10/CD27/NLRP3/BCL11B/IL7/FCRL3/CD79B/ZNF683/TESPA1/IFNG/ITK/LY9/IRF1/PRR7/IL2RA/IL18R1/FUT7/RSAD2/CTLA4/BCL2/CCR6/IL10/MYB/IL27/LAG3/CD40LG/CD28/CCR2/SPINK5/ADAM8/MDK/FOXP3/NFKBID/INHBA/IL7R/PRTN3/IL1A/CCR7/ADGRG3/CSF2/IL1B/LEF1/IL23R/IL6/CD79A",73
"GO:0030098","BP","GO:0030098","lymphocyte differentiation","67/910","309/14417",1.56742356010195e-19,3.95663363968855e-17,3.33733141535414e-17,"MFNG/ATM/CD1D/PRDM1/NFAM1/CD86/IL12RB1/PIK3R6/SPN/IL4R/BATF/PTPN22/JAG2/CD80/TNFSF8/FANCA/EZH2/SLAMF8/MR1/CD3D/SLAMF6/AICDA/RHOH/IKZF3/DUSP10/CD27/NLRP3/BCL11B/IL7/FCRL3/CD79B/ZNF683/TESPA1/IFNG/ITK/LY9/IRF1/PRR7/IL2RA/IL18R1/FUT7/RSAD2/CTLA4/BCL2/CCR6/IL10/MYB/IL27/LAG3/CD40LG/CD28/CCR2/SPINK5/ADAM8/MDK/FOXP3/NFKBID/INHBA/IL7R/IL1A/CCR7/ADGRG3/IL1B/LEF1/IL23R/IL6/CD79A",67
"GO:0002696","BP","GO:0002696","positive regulation of leukocyte activation","66/910","301/14417",1.58065683671326e-19,3.95663363968855e-17,3.33733141535414e-17,"CD1D/TNFRSF4/LILRB1/CLEC7A/CD86/IL12RB1/PIK3R6/TNFSF13B/IL4R/PTPN22/CD80/EBI3/TLR6/NOD2/PDCD1LG2/PTAFR/FYN/TLR4/IL27RA/KLRK1/TNFSF14/ICOS/PDCD1/SIRPB1/CD6/TMIGD2/RHOH/DUSP10/HAMP/CD27/NLRP3/IL7/FCRL3/CLECL1/KLRC2/TESPA1/IFNG/CCL3/CD5/XCL1/IL2RA/MAP3K8/CTLA4/BCL2/IL10/ZP3/MYB/CD40LG/CD28/CCR2/EPO/ADAM8/MDK/BTLA/FOXP3/NFKBID/IL7R/CLEC4D/IL1A/CCR7/CD209/IL1B/LEF1/IL23R/LBP/IL6",66
"GO:0050867","BP","GO:0050867","positive regulation of cell activation","67/910","310/14417",1.88239541524993e-19,4.47633629746432e-17,3.77568890921972e-17,"CD1D/TNFRSF4/LILRB1/CLEC7A/CD86/IL12RB1/LILRA2/PIK3R6/TNFSF13B/IL4R/PTPN22/CD80/EBI3/TLR6/NOD2/PDCD1LG2/PTAFR/FYN/TLR4/IL27RA/KLRK1/TNFSF14/ICOS/PDCD1/SIRPB1/CD6/TMIGD2/RHOH/DUSP10/HAMP/CD27/NLRP3/IL7/FCRL3/CLECL1/KLRC2/TESPA1/IFNG/CCL3/CD5/XCL1/IL2RA/MAP3K8/CTLA4/BCL2/IL10/ZP3/MYB/CD40LG/CD28/CCR2/EPO/ADAM8/MDK/BTLA/FOXP3/NFKBID/IL7R/CLEC4D/IL1A/CCR7/CD209/IL1B/LEF1/IL23R/LBP/IL6",67
"GO:0006959","BP","GO:0006959","humoral immune response","52/910","199/14417",3.86834132345927e-19,8.7608720639868e-17,7.38959838782119e-17,"C1QA/C1QB/RPL39/C3/H2BC12/RNASE6/EBI3/NOD2/SLC11A1/PDCD1/IL7/CD5L/IFNG/RNASE3/DMBT1/F2/CXCL13/LTA/BCL2/CCR6/ZP3/CFP/TREM1/WFDC13/PF4V1/C1S/CD28/TF/REG1B/SPINK5/MASP1/CXCL8/CFB/C1R/PI3/CFD/TNF/PRTN3/CAMP/C2/CCR7/KRT6A/REG1A/IL1B/FCN3/PF4/PPBP/IL6/FGB/CCL13/C6/ELANE",52
"GO:0051251","BP","GO:0051251","positive regulation of lymphocyte activation","60/910","264/14417",1.18445513616226e-18,2.56057664890351e-16,2.15978876742315e-16,"CD1D/TNFRSF4/LILRB1/CLEC7A/CD86/IL12RB1/PIK3R6/TNFSF13B/IL4R/PTPN22/CD80/EBI3/NOD2/PDCD1LG2/FYN/TLR4/IL27RA/KLRK1/TNFSF14/ICOS/PDCD1/SIRPB1/CD6/TMIGD2/RHOH/DUSP10/CD27/NLRP3/IL7/FCRL3/CLECL1/KLRC2/TESPA1/IFNG/CD5/XCL1/IL2RA/MAP3K8/CTLA4/BCL2/IL10/ZP3/MYB/CD40LG/CD28/CCR2/EPO/ADAM8/MDK/BTLA/FOXP3/NFKBID/IL7R/IL1A/CCR7/CD209/IL1B/LEF1/IL23R/IL6",60
"GO:0002460","BP","GO:0002460","adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","55/910","233/14417",5.51468567700885e-18,1.14034109042844e-15,9.61852041880125e-16,"C1QA/CD1D/C1QB/LILRB1/PKN1/KLHL6/C3/IL12RB1/TNFRSF1B/TNFSF13B/SPN/IL4R/BATF/CD80/EBI3/GAPT/NOD2/IL20RB/TLR4/IL27RA/SLA2/SLC11A1/MR1/SLAMF6/IRF7/GZMM/KLRD1/CD27/NLRP3/LY9/XCL1/IL18R1/FUT7/RSAD2/CXCL13/LTA/CCR6/IL10/ZP3/IL27/C1S/CD40LG/CD28/CCR2/FOXP3/NFKBID/IL7R/C1R/TNF/C2/IL1B/LEF1/IL23R/IL6/C6",55
"GO:0030217","BP","GO:0030217","T cell differentiation","53/910","220/14417",8.65743539443637e-18,1.71561511399747e-15,1.44708273193847e-15,"CD1D/PRDM1/CD86/IL12RB1/PIK3R6/SPN/IL4R/BATF/PTPN22/JAG2/CD80/TNFSF8/FANCA/MR1/CD3D/SLAMF6/RHOH/DUSP10/CD27/NLRP3/BCL11B/IL7/ZNF683/TESPA1/IFNG/ITK/LY9/IRF1/PRR7/IL2RA/IL18R1/FUT7/RSAD2/CTLA4/BCL2/CCR6/MYB/IL27/LAG3/CD28/CCR2/SPINK5/ADAM8/MDK/FOXP3/NFKBID/IL7R/IL1A/CCR7/IL1B/LEF1/IL23R/IL6",53
"GO:0070098","BP","GO:0070098","chemokine-mediated signaling pathway","31/910","79/14417",1.8426416945258e-17,3.50544155966589e-15,2.95676105172119e-15,"CCL18/CCRL2/CCR5/CCL4/SH2B3/CMKLR1/CCL20/XCL2/CXCR3/CX3CR1/CCL3/XCL1/CXCL13/CCR6/CCR1/CCR4/PF4V1/CCR2/CXCR2/CXCL8/CCL22/CXCR1/CCR7/CCR8/PF4/TFF2/ACKR1/PPBP/CXCR5/CCL24/CCL13",31
"GO:0042742","BP","GO:0042742","defense response to bacterium","47/910","184/14417",5.43780874643935e-17,9.94700707617907e-15,8.39007657193538e-15,"RPL39/SHC1/H2BC12/SPN/RNASE6/C10orf99/TNFSF8/TLR6/NOD2/TLR4/IL27RA/IRF8/SLC11A1/SLAMF8/MR1/HAMP/STAB1/CCL20/RNASE3/GSDMA/DMBT1/F2/CXCL13/LTA/PLAC8/IL10/CFP/WFDC13/TF/NR1H4/PRG2/SPINK5/STAB2/IL7R/GBP6/PI3/TNF/CAMP/KRT6A/NOS2/CEBPE/PPBP/IL23R/LBP/IL6/FGB/ELANE",47
"GO:1990868","BP","GO:1990868","response to chemokine","32/910","88/14417",7.81680140434602e-17,1.32773955282392e-14,1.11991842676551e-14,"CCL18/CCRL2/CCR5/CCL4/SH2B3/CMKLR1/CCL20/XCL2/CXCR3/CX3CR1/CCL3/XCL1/CXCL13/CCR6/CCR1/CCR4/PF4V1/CCR2/CXCR2/CXCL8/CCL22/CXCR1/CCR7/REG1A/CCR8/PF4/TFF2/ACKR1/PPBP/CXCR5/CCL24/CCL13",32
"GO:1990869","BP","GO:1990869","cellular response to chemokine","32/910","88/14417",7.81680140434602e-17,1.32773955282392e-14,1.11991842676551e-14,"CCL18/CCRL2/CCR5/CCL4/SH2B3/CMKLR1/CCL20/XCL2/CXCR3/CX3CR1/CCL3/XCL1/CXCL13/CCR6/CCR1/CCR4/PF4V1/CCR2/CXCR2/CXCL8/CCL22/CXCR1/CCR7/REG1A/CCR8/PF4/TFF2/ACKR1/PPBP/CXCR5/CCL24/CCL13",32
"GO:0045785","BP","GO:0045785","positive regulation of cell adhesion","72/910","393/14417",1.21236128518902e-16,1.98827250771e-14,1.67706310629959e-14,"DISC1/ATM/CD1D/LILRB1/CD86/IL12RB1/PIK3R6/TNFSF13B/MAP4K4/IL4R/PTPN22/CD80/EBI3/NOD2/PDCD1LG2/PTAFR/FYN/IL27RA/KLRK1/TNFSF14/ICOS/PDCD1/SIRPB1/CD6/TMIGD2/CASS4/RHOH/DUSP10/CCL28/CD27/NLRP3/IL7/TPM1/CLECL1/TESPA1/IFNG/P2RY12/CD5/XCL1/IL2RA/FGG/MAP3K8/FUT7/CXCL13/CTLA4/IL10/ZP3/MYB/SAA1/CD40LG/CD28/CCR2/MYADM/EPO/ADAM8/MDK/BTLA/FOXP3/NFKBID/RNASE10/IL7R/TNF/IL1A/CCR7/CD209/IL1B/LEF1/CEACAM6/IL23R/IL6/FGB/ELANE",72
"GO:0001906","BP","GO:0001906","cell killing","39/910","141/14417",1.43112633895471e-15,2.19562479615116e-13,1.85196009431456e-13,"CD1D/LILRB1/CLEC7A/ARRB2/C3/IL12RB1/PIK3R6/TUBB/H2BC12/GZMB/KLRK1/IL18RAP/NCR1/MR1/SLAMF6/SERPINB9/GZMM/SLAMF7/APOL1/HAMP/KLRD1/CD5L/KIR2DL4/KLRC2/IFNG/XCL1/NCR3/ULBP2/F2/KIR3DL1/LAG3/IL7R/CAMP/KRT6A/NOS2/PF4/IL23R/CCL13/ELANE",39
"GO:0002706","BP","GO:0002706","regulation of lymphocyte mediated immunity","39/910","141/14417",1.43112633895471e-15,2.19562479615116e-13,1.85196009431456e-13,"CD1D/LILRB1/ARRB2/C3/IL12RB1/PIK3R6/TNFRSF1B/NOD2/IL20RB/CD96/IL27RA/KLRK1/IL18RAP/NCR1/MR1/SLAMF6/SERPINB9/KLRD1/NLRP3/KIR2DL4/KLRC2/XCL1/NCR3/IL18R1/FUT7/RSAD2/LTA/IL10/ZP3/LAG3/CD28/CCR2/SH2D1B/FOXP3/IL7R/TNF/IL1B/IL23R/IL6",39
"GO:0046651","BP","GO:0046651","lymphocyte proliferation","52/910","240/14417",2.11282879174111e-15,3.14019179172523e-13,2.64868109385704e-13,"ATM/CD1D/TNFRSF4/LILRB1/LST1/CD86/PKN1/IL12RB1/TNFRSF1B/TNFSF13B/SPN/PTPN22/CD80/EBI3/GAPT/TNFSF8/PDCD1LG2/IL20RB/FYN/TLR4/IL27RA/ELF4/SLC11A1/TNFSF14/CD6/TMIGD2/IKZF3/IL7/FCRL3/CLECL1/IRF1/XCL1/IL2RA/CTLA4/BCL2/IL10/ZP3/IL27/CD40LG/CD28/CCR2/EPO/FOXP3/IL7R/CD22/IL1A/CD209/IL1B/LEF1/IL23R/IL6/CD79A",52
"GO:0032943","BP","GO:0032943","mononuclear cell proliferation","52/910","243/14417",3.63715230694451e-15,5.24190799146305e-13,4.42143140088214e-13,"ATM/CD1D/TNFRSF4/LILRB1/LST1/CD86/PKN1/IL12RB1/TNFRSF1B/TNFSF13B/SPN/PTPN22/CD80/EBI3/GAPT/TNFSF8/PDCD1LG2/IL20RB/FYN/TLR4/IL27RA/ELF4/SLC11A1/TNFSF14/CD6/TMIGD2/IKZF3/IL7/FCRL3/CLECL1/IRF1/XCL1/IL2RA/CTLA4/BCL2/IL10/ZP3/IL27/CD40LG/CD28/CCR2/EPO/FOXP3/IL7R/CD22/IL1A/CD209/IL1B/LEF1/IL23R/IL6/CD79A",52
