term,stat,padj,pval,overlap %,gene signature %,overlap between signature and term,term gene count,genes,gene_average,gene_stdev,avg_rna,avg_protein,avg_cpg,Regulation_Grouping_2
KEGG_OXIDATIVE_PHOSPHORYLATION,KEGG_OXIDATIVE_PHOSPHORYLATION,0.5198775767587606,0.27993407979317875,0.4444444444444444,0.10135135135135136,60.0,135.0,"NDUFAB1,ATP6V0A1,ATP6V1H,NDUFB4,SDHA,NDUFB2,NDUFB7,ATP6V1D,NDUFC1,COX6A1,ATP6V1A,NDUFS7,COX7A2L,SDHB,NDUFB3,NDUFA8,COX6B1,COX7C,UQCR11,NDUFA5,NDUFA10,ATP6V1E1,COX4I1,COX7B,COX5B,NDUFB5,ATP6V1G1,COX17,PPA2,NDUFA9,UQCRC2,NDUFB10,SDHC,NDUFS6,ATP6V1B2,NDUFB9,NDUFC2,ATP6V1C1,UQCRB,NDUFS2,ATP6V0D1,NDUFV3,NDUFS4,UQCRQ,COX6C,NDUFB6,NDUFB8,NDUFV1,NDUFS5,NDUFA11,COX8A,NDUFV2,COX5A,CYC1,NDUFB1,UQCR10,NDUFA4,SDHD,NDUFS3,NDUFA7",0.36104966700077057,0.14797584708361924,0.19680157924633204,0.2511753043077815,-0.002579961153437192,TMDS
KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM,KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM,0.9064914397804779,0.6557060209371137,0.12903225806451613,0.006756756756756757,4.0,31.0,"MAOB,DLD,AOC3,MAOA",0.43207496404647827,0.36080537820011205,0.12958658803227174,0.31230437718126564,0.018782418719028464,TMDS
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION,KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION,0.014057722355428615,0.0010293331732354576,0.2727272727272727,0.02027027027027027,12.0,44.0,"ALDH3A2,HSD17B10,MCCC1,HADHA,DLD,HIBADH,EHHADH,MCEE,ALDH9A1,AUH,ACAA2,BCKDHA",0.5580812692642212,0.17113499552945655,0.29240867178348795,0.3532489771376998,-0.01286635662402099,TMDS
KEGG_LYSINE_DEGRADATION,KEGG_LYSINE_DEGRADATION,0.15600889201950913,0.047522546653118496,0.13636363636363635,0.010135135135135136,6.0,44.0,"ALDH3A2,HADHA,OGDH,EHHADH,ALDH9A1,TMLHE",0.5294061303138733,0.18763347822166862,0.2844328324214463,0.33163279397284606,-0.014414372010518128,TMDS
KEGG_ARGININE_AND_PROLINE_METABOLISM,KEGG_ARGININE_AND_PROLINE_METABOLISM,0.15600889201950913,0.048002736006002814,0.12962962962962962,0.011824324324324325,7.0,54.0,"MAOB,ALDH3A2,GLS,GOT2,ALDH9A1,GLUD1,MAOA",0.4676008820533752,0.11422000377669195,0.27779307736140935,0.3793795172085091,0.0025400121270409055,TMDS
KEGG_HISTIDINE_METABOLISM,KEGG_HISTIDINE_METABOLISM,0.6202736941726672,0.378877750430776,0.13793103448275862,0.006756756756756757,4.0,29.0,"MAOB,ALDH3A2,ALDH9A1,MAOA",0.43207496404647827,0.05170387024333541,0.25064140622238584,0.4205844582511784,0.0008408552609133475,TMDS
KEGG_TYROSINE_METABOLISM,KEGG_TYROSINE_METABOLISM,0.9064914397804779,0.8346690662886013,0.14285714285714285,0.010135135135135136,6.0,42.0,"MAOB,GOT2,AOC3,ADH1A,MAOA,ADH5",0.422112300992012,0.48530146817073627,0.07441491075114802,0.19936834952428792,0.021160035435266362,TMDS
KEGG_PHENYLALANINE_METABOLISM,KEGG_PHENYLALANINE_METABOLISM,0.9064914397804779,0.6964491141754814,0.2222222222222222,0.006756756756756757,4.0,18.0,"MAOB,GOT2,AOC3,MAOA",0.43207496404647827,0.3481919352208651,0.13732991434004999,0.28046616719947076,0.023824668536055586,TMDS
KEGG_TRYPTOPHAN_METABOLISM,KEGG_TRYPTOPHAN_METABOLISM,0.2882636184109789,0.11087062246576113,0.25,0.016891891891891893,10.0,40.0,"MAOB,ALDH3A2,HADHA,OGDH,EHHADH,WARS2,KMO,ALDH9A1,ACMSD,MAOA",0.482351154088974,0.20331788642388252,0.33574219133571787,0.36943910755506704,-0.002455294612011391,TMDS
KEGG_BETA_ALANINE_METABOLISM,KEGG_BETA_ALANINE_METABOLISM,0.46974272509650017,0.2312579569705847,0.2727272727272727,0.010135135135135136,6.0,22.0,"ALDH3A2,HADHA,MLYCD,EHHADH,AOC3,ALDH9A1",0.48370689153671265,0.3618581384627697,0.22619860086048882,0.2746656671535887,0.002286688155516648,TMDS
KEGG_GLUTATHIONE_METABOLISM,KEGG_GLUTATHIONE_METABOLISM,0.9064914397804779,0.7768468883511892,0.14,0.011824324324324325,7.0,50.0,"GGT5,GGT1,IDH1,IDH2,GSTK1,GSTA1,GSTA2",0.402267187833786,0.37622774484928867,0.2969028189550972,0.30492844852828666,-0.026073520618802255,TMDS
KEGG_ARACHIDONIC_ACID_METABOLISM,KEGG_ARACHIDONIC_ACID_METABOLISM,0.4636146082564418,0.21397597304143468,0.10344827586206896,0.010135135135135136,6.0,58.0,"GGT5,GGT1,PLA2G4A,PLA2G12B,PTGES2,PTGES",-0.08426957577466965,0.474425696661316,-0.0033023443976520996,-0.012130238250216696,-0.020220319240115688,TMDS
KEGG_PYRUVATE_METABOLISM,KEGG_PYRUVATE_METABOLISM,0.15600889201950913,0.043135352159977,0.15,0.010135135135135136,6.0,40.0,"ALDH3A2,DLD,ALDH9A1,MDH2,DLAT,ACSS1",0.5515979528427124,0.18362019474121888,0.2160854517957974,0.33526754129422404,-0.0018695551100194737,TMDS
KEGG_PROPANOATE_METABOLISM,KEGG_PROPANOATE_METABOLISM,0.15600889201950913,0.043512700854591566,0.24242424242424243,0.013513513513513514,8.0,33.0,"ALDH3A2,HADHA,MLYCD,EHHADH,MCEE,SUCLA2,ALDH9A1,ACSS1",0.48370689153671265,0.19537781368603138,0.2714170871102354,0.35054363004881306,-0.01097307164878819,TMDS
KEGG_BUTANOATE_METABOLISM,KEGG_BUTANOATE_METABOLISM,0.1642265902099522,0.05811094730506001,0.11764705882352941,0.006756756756756757,4.0,34.0,"ALDH3A2,HADHA,EHHADH,ALDH9A1",0.5478159785270691,0.2061511701402835,0.3589605465816911,0.3278964793190573,-0.021157012911812136,TMDS
KEGG_LIMONENE_AND_PINENE_DEGRADATION,KEGG_LIMONENE_AND_PINENE_DEGRADATION,0.1642265902099522,0.05811094730506001,0.4,0.006756756756756757,4.0,10.0,"ALDH3A2,HADHA,EHHADH,ALDH9A1",0.5478159785270691,0.2061511701402835,0.3589605465816911,0.3278964793190573,-0.021157012911812136,TMDS
KEGG_AMINOACYL_TRNA_BIOSYNTHESIS,KEGG_AMINOACYL_TRNA_BIOSYNTHESIS,0.15600889201950913,0.04351280998487243,0.2682926829268293,0.018581081081081082,11.0,41.0,"IARS2,EARS2,MTFMT,WARS2,DARS2,CARS2,NARS2,YARS2,FARS2,PARS2,MARS2",0.5640652775764465,0.22031693179273604,0.18299231407111424,0.26598323103220584,-0.010434848713635444,TMDS
KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450,KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450,0.9487060797619126,0.9140296934830049,0.08571428571428572,0.010135135135135136,6.0,70.0,"EPHX1,ADH1A,GSTK1,ADH5,GSTA1,GSTA2",0.38670964539051056,0.4241479090602308,0.3419177164873868,0.21888164418113276,0.006964335572784479,TMDS
KEGG_DRUG_METABOLISM_CYTOCHROME_P450,KEGG_DRUG_METABOLISM_CYTOCHROME_P450,0.9064914397804779,0.8266781556342093,0.09722222222222222,0.011824324324324325,7.0,72.0,"MAOB,ADH1A,MAOA,GSTK1,ADH5,GSTA1,GSTA2",0.4101842045783997,0.40252547184296344,0.3248193026150533,0.3064269003888508,-0.0024938587528001697,TMDS
KEGG_PPAR_SIGNALING_PATHWAY,KEGG_PPAR_SIGNALING_PATHWAY,0.9064914397804779,0.7360016560907876,0.11594202898550725,0.013513513513513514,8.0,69.0,"ACSL4,CPT1A,EHHADH,ACADL,FABP3,CYP27A1,ACSL1,CPT2",0.38806308805942535,0.266921171866926,0.31626813225677164,0.2899547860344434,0.014574265396272768,TMDS
KEGG_LYSOSOME,KEGG_LYSOSOME,0.9064914397804779,0.7826090793029862,0.0743801652892562,0.015202702702702704,9.0,121.0,"ATP6V0A1,ATP6V1H,CTSA,NAGLU,ARSB,SLC17A5,GALNS,ATP6V0D1,CTSF",0.3411027789115906,0.16933882354357602,0.25336234121494416,0.14154597992927923,0.0002734293379898354,TMDS
KEGG_PEROXISOME,KEGG_PEROXISOME,0.3936489444415008,0.16957185299018496,0.24358974358974358,0.03209459459459459,19.0,78.0,"CROT,ACSL4,PXMP4,ACOT8,MLYCD,ECH1,EHHADH,PECR,ABCD3,PEX1,HACL1,BAAT,IDH1,ACSL1,IDH2,GSTK1,NUDT19,AMACR,DECR2",0.4494441747665405,0.27664778271913576,0.25260421162448826,0.27978271133264343,-0.012597459651886253,TMDS
KEGG_CARDIAC_MUSCLE_CONTRACTION,KEGG_CARDIAC_MUSCLE_CONTRACTION,0.8608470259403709,0.5959710179587183,0.2125,0.028716216216216218,17.0,80.0,"COX6A1,COX7A2L,COX6B1,COX7C,UQCR11,COX4I1,COX7B,COX5B,FXYD2,UQCRC2,UQCRB,UQCRQ,COX6C,COX8A,COX5A,CYC1,UQCR10",0.3310829997062683,0.12358470731097529,0.16652809709598376,0.326564776997636,-0.001685951514975253,TMDS
KEGG_ALZHEIMERS_DISEASE,KEGG_ALZHEIMERS_DISEASE,0.5426833203439713,0.30056306972896873,0.2958579881656805,0.08445945945945946,50.0,169.0,"NDUFAB1,NDUFB4,HSD17B10,SDHA,NDUFB2,NDUFB7,NDUFC1,COX6A1,NDUFS7,COX7A2L,SDHB,NDUFB3,NDUFA8,COX6B1,COX7C,UQCR11,NDUFA5,NDUFA10,COX4I1,COX7B,COX5B,NDUFB5,NDUFA9,UQCRC2,NDUFB10,SDHC,NDUFS6,NDUFB9,NDUFC2,UQCRB,NDUFS2,NDUFV3,NDUFS4,UQCRQ,COX6C,NDUFB6,NDUFB8,NDUFV1,NDUFS5,CYCS,COX8A,NDUFV2,COX5A,CYC1,NDUFB1,UQCR10,NDUFA4,SDHD,NDUFS3,NDUFA7",0.36104966700077057,0.1498958122067937,0.2034021614226818,0.2539660686586069,-0.0026774923661855464,TMDS
KEGG_PARKINSONS_DISEASE,KEGG_PARKINSONS_DISEASE,0.6005243153132966,0.3418369179475689,0.37593984962406013,0.08445945945945946,50.0,133.0,"NDUFAB1,NDUFB4,SDHA,NDUFB2,NDUFB7,NDUFC1,COX6A1,NDUFS7,COX7A2L,SDHB,NDUFB3,NDUFA8,COX6B1,COX7C,UQCR11,NDUFA5,NDUFA10,COX4I1,COX7B,COX5B,NDUFB5,NDUFA9,UQCRC2,NDUFB10,SDHC,NDUFS6,NDUFB9,NDUFC2,UQCRB,NDUFS2,NDUFV3,NDUFS4,UQCRQ,COX6C,NDUFB6,VDAC2,NDUFB8,NDUFV1,NDUFS5,CYCS,COX8A,NDUFV2,COX5A,CYC1,NDUFB1,UQCR10,NDUFA4,SDHD,NDUFS3,NDUFA7",0.36104966700077057,0.14561426183222245,0.20249547945590282,0.25522941974084473,-0.0030360350347787934,TMDS
KEGG_HUNTINGTONS_DISEASE,KEGG_HUNTINGTONS_DISEASE,0.49896913427644873,0.2609992394676809,0.2756756756756757,0.08614864864864864,51.0,185.0,"NDUFAB1,NDUFB4,SDHA,NDUFB2,NDUFB7,TFAM,NDUFC1,COX6A1,NDUFS7,COX7A2L,SDHB,NDUFB3,NDUFA8,COX6B1,COX7C,UQCR11,NDUFA5,NDUFA10,COX4I1,COX7B,COX5B,NDUFB5,NDUFA9,UQCRC2,NDUFB10,SDHC,NDUFS6,NDUFB9,NDUFC2,UQCRB,NDUFS2,NDUFV3,NDUFS4,UQCRQ,COX6C,NDUFB6,VDAC2,NDUFB8,NDUFV1,NDUFS5,CYCS,COX8A,NDUFV2,COX5A,CYC1,NDUFB1,UQCR10,NDUFA4,SDHD,NDUFS3,NDUFA7",0.3653963506221771,0.1468506432359996,0.20299130124677217,0.256438971181414,-0.0031514200959814444,TMDS
KEGG_VIBRIO_CHOLERAE_INFECTION,KEGG_VIBRIO_CHOLERAE_INFECTION,0.9064914397804779,0.7826090793029862,0.16071428571428573,0.015202702702702704,9.0,56.0,"ATP6V0A1,ATP6V1H,ATP6V1D,ATP6V1A,ATP6V1E1,ATP6V1G1,ATP6V1B2,ATP6V1C1,ATP6V0D1",0.3362250924110413,0.16594837529296777,0.1844917352996513,0.21779816473526573,0.006510253705657409,TMDS
KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION,KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION,0.9064914397804779,0.7826090793029862,0.1323529411764706,0.015202702702702704,9.0,68.0,"ATP6V0A1,ATP6V1H,ATP6V1D,ATP6V1A,ATP6V1E1,ATP6V1G1,ATP6V1B2,ATP6V1C1,ATP6V0D1",0.3362250924110413,0.16594837529296777,0.1844917352996513,0.21779816473526573,0.006510253705657409,TMDS
BIOCARTA_ETC_PATHWAY,BIOCARTA_ETC_PATHWAY,0.11289185640174908,0.022578371280349816,0.4166666666666667,0.008445945945945946,5.0,12.0,"SDHA,SDHB,SDHC,CYCS,SDHD",0.5833840370178223,0.07026879260027465,0.26318034688428765,0.31380289383389,0.006270947994094661,TMDS
BIOCARTA_KREB_PATHWAY,BIOCARTA_KREB_PATHWAY,0.2096861680959496,0.07742258514311985,0.625,0.008445945945945946,5.0,8.0,"CS,SDHA,OGDH,SUCLA2,IDH2",0.5480756759643555,0.0807195888599778,0.1972467857586484,0.33854233813485196,-0.01449344707377535,TMDS
REACTOME_PYRUVATE_METABOLISM_AND_CITRIC_ACID_TCA_CYCLE,REACTOME_PYRUVATE_METABOLISM_AND_CITRIC_ACID_TCA_CYCLE,0.014057722355428615,0.0017301812129758296,0.3541666666666667,0.028716216216216218,17.0,48.0,"CS,SDHA,DLD,IDH3B,OGDH,PDHX,NNT,SDHB,SUCLA2,IDH1,SDHC,MDH2,DLAT,IDH3A,D2HGDH,IDH2,SDHD",0.5480756759643555,0.1947828185168562,0.22003197861118973,0.3386702698547719,0.00431909648994185,TMDS
REACTOME_BILE_ACID_AND_BILE_SALT_METABOLISM,REACTOME_BILE_ACID_AND_BILE_SALT_METABOLISM,0.9487060797619126,0.9487060797619126,0.18518518518518517,0.008445945945945946,5.0,27.0,"ABCB11,ACOT8,CYP27A1,BAAT,AMACR",0.36031433939933777,0.3695869241742456,0.1907456152011655,0.14168835982753758,-0.006183811255960791,TMDS
REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS_VIA_7ALPHA_HYDROXYCHOLESTEROL,REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS_VIA_7ALPHA_HYDROXYCHOLESTEROL,0.9487060797619126,0.9487060797619126,0.3333333333333333,0.008445945945945946,5.0,15.0,"ABCB11,ACOT8,CYP27A1,BAAT,AMACR",0.36031433939933777,0.3695869241742456,0.1907456152011655,0.14168835982753758,-0.006183811255960791,TMDS
REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS,REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS,0.9487060797619126,0.9487060797619126,0.2631578947368421,0.008445945945945946,5.0,19.0,"ABCB11,ACOT8,CYP27A1,BAAT,AMACR",0.36031433939933777,0.3695869241742456,0.1907456152011655,0.14168835982753758,-0.006183811255960791,TMDS
REACTOME_INSULIN_RECEPTOR_RECYCLING,REACTOME_INSULIN_RECEPTOR_RECYCLING,0.9064914397804779,0.8367613290281335,0.34782608695652173,0.013513513513513514,8.0,23.0,"ATP6V1H,ATP6V1D,ATP6V1A,ATP6V1E1,ATP6V1G1,ATP6V1B2,ATP6V1C1,ATP6V0D1",0.3050979971885681,0.1459735245636239,0.1702054610753338,0.20286430625770197,0.005302715340579304,TMDS
REACTOME_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT,REACTOME_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT,0.09230833128298889,0.017041538083013334,0.475177304964539,0.11317567567567567,67.0,141.0,"NDUFAB1,CS,NDUFB4,SDHA,NDUFB2,DLD,NDUFB7,IDH3B,ETFB,OGDH,NDUFC1,PDHX,COX6A1,NNT,NDUFS7,COX7A2L,SDHB,NDUFB3,NDUFA8,COX6B1,COX7C,UQCR11,NDUFA5,NDUFA10,COX4I1,COX7B,COX5B,SUCLA2,NDUFB5,IDH1,NDUFA9,ETFA,UQCRC2,NDUFB10,SDHC,NDUFS6,MDH2,NDUFB9,DLAT,NDUFC2,UQCRB,NDUFS2,NDUFV3,NDUFS4,UQCRQ,COX6C,NDUFB6,NDUFB8,IDH3A,NDUFV1,NDUFS5,ETFDH,CYCS,NDUFA11,COX8A,NDUFV2,COX5A,CYC1,D2HGDH,IDH2,NDUFB1,NDUFA12,NDUFA13,NDUFA4,SDHD,NDUFS3,NDUFA7",0.4043424129486084,0.1717917993120235,0.21153754379444334,0.2687345197968794,0.0023665088573865773,TMDS
REACTOME_ACTIVATED_AMPK_STIMULATES_FATTY_ACID_OXIDATION_IN_MUSCLE,REACTOME_ACTIVATED_AMPK_STIMULATES_FATTY_ACID_OXIDATION_IN_MUSCLE,0.9064914397804779,0.8080943725883616,0.2631578947368421,0.008445945945945946,5.0,19.0,"CAB39L,CPT1A,ACSL1,CPT2,SLC25A20",0.4052061140537262,0.14221073272354137,0.32206531714096004,0.2759378911438763,0.036763213805467924,TMDS
REACTOME_METABOLISM_OF_VITAMINS_AND_COFACTORS,REACTOME_METABOLISM_OF_VITAMINS_AND_COFACTORS,0.8608470259403709,0.5858563682811466,0.09803921568627451,0.008445945945945946,5.0,51.0,"COASY,PNPO,NMNAT3,CYB5A,NFS1",0.436142235994339,0.1183489014958057,0.1835980064095556,0.22011788780412975,-0.028120197934387588,TMDS
REACTOME_MITOCHONDRIAL_PROTEIN_IMPORT,REACTOME_MITOCHONDRIAL_PROTEIN_IMPORT,0.0037068671494207574,6.053996127102917e-05,0.29310344827586204,0.028716216216216218,17.0,58.0,"SLC25A13,CS,TIMM13,SAMM50,TIMM44,PMPCB,GRPEL1,TIMM8A,MTX2,TIMM10,COX17,HSPD1,TIMM8B,CHCHD4,PMPCA,MTX1,CYC1",0.568530261516571,0.2176802991171492,0.25543776836746507,0.3350255700596651,0.0036294139409404334,TMDS
REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION,REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION,0.009732295072614144,0.0004491828495052682,0.05747126436781609,0.008445945945945946,5.0,87.0,"TIMP2,COL16A1,COL4A2,COL4A1,COL14A1",-0.38193416595458973,0.20459474398616603,-0.7337737022008642,-0.2184770560956324,0.014211717241281684,TMDS
REACTOME_COLLAGEN_FORMATION,REACTOME_COLLAGEN_FORMATION,0.014057722355428615,0.0014305753863670004,0.06896551724137931,0.006756756756756757,4.0,58.0,"COL16A1,COL4A2,COL4A1,COL14A1",-0.4156967401504516,0.2128215240009376,-0.8286570894548324,-0.22978282805604805,0.013855726694356349,TMDS
REACTOME_LATENT_INFECTION_OF_HOMO_SAPIENS_WITH_MYCOBACTERIUM_TUBERCULOSIS,REACTOME_LATENT_INFECTION_OF_HOMO_SAPIENS_WITH_MYCOBACTERIUM_TUBERCULOSIS,0.9064914397804779,0.8367613290281335,0.24242424242424243,0.013513513513513514,8.0,33.0,"ATP6V1H,ATP6V1D,ATP6V1A,ATP6V1E1,ATP6V1G1,ATP6V1B2,ATP6V1C1,ATP6V0D1",0.3050979971885681,0.1459735245636239,0.1702054610753338,0.20286430625770197,0.005302715340579304,TMDS
REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES,REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES,0.02273343887377886,0.0031477069209847656,0.09,0.030405405405405407,18.0,200.0,"HSD17B10,MCCC1,DLD,OGDH,HIBADH,GLS,KMO,GOT2,SLC6A8,INHBE,PSMB6,ALDH9A1,AUH,GLUD1,ACMSD,INHBC,TMLHE,BCKDHA",0.5210018754005432,0.1465429620665373,0.33720518936930755,0.2931503119750328,0.0034178391188034027,TMDS
REACTOME_BIOLOGICAL_OXIDATIONS,REACTOME_BIOLOGICAL_OXIDATIONS,0.8608470259403709,0.5842604649425485,0.07913669064748201,0.018581081081081082,11.0,139.0,"MAOB,GGT5,GGT1,CYP27A1,TPMT,ACSS1,SULT1B1,ADH1A,MAOA,GSTA1,GSTA2",0.3492829501628876,0.3957248099690592,0.22691304508687588,0.280587568043282,-0.006548814757921476,TMDS
REACTOME_PHASE1_FUNCTIONALIZATION_OF_COMPOUNDS,REACTOME_PHASE1_FUNCTIONALIZATION_OF_COMPOUNDS,0.9134711431068071,0.8572575343002343,0.07142857142857142,0.008445945945945946,5.0,70.0,"MAOB,CYP27A1,ACSS1,ADH1A,MAOA",0.4101842045783997,0.4963713211412404,0.19520696095037307,0.30301096160464347,0.008830119934516448,TMDS
REACTOME_MITOCHONDRIAL_FATTY_ACID_BETA_OXIDATION,REACTOME_MITOCHONDRIAL_FATTY_ACID_BETA_OXIDATION,0.1642265902099522,0.056573323590455464,0.2857142857142857,0.006756756756756757,4.0,14.0,"HADHA,ACADL,MCEE,ECI1",0.7612196505069733,0.2782704038895998,0.3052088770869026,0.47229758511266495,-0.02349370103739032,TMDS
REACTOME_GLUCONEOGENESIS,REACTOME_GLUCONEOGENESIS,0.014057722355428615,0.0015210570158968428,0.14705882352941177,0.008445945945945946,5.0,34.0,"SLC25A13,SLC25A1,SLC25A11,GOT2,MDH2",0.641215443611145,0.14895459547405307,0.31154806182589934,0.39168347554853356,0.010684560802097768,TMDS
REACTOME_MITOCHONDRIAL_TRNA_AMINOACYLATION,REACTOME_MITOCHONDRIAL_TRNA_AMINOACYLATION,0.15600889201950913,0.03646445319782819,0.5238095238095238,0.018581081081081082,11.0,21.0,"IARS2,EARS2,WARS2,DARS2,CARS2,NARS2,PPA2,YARS2,FARS2,PARS2,MARS2",0.5640652775764465,0.21963364658465506,0.18072754848453926,0.27543975104043283,-0.0190934300786538,TMDS
REACTOME_TRNA_AMINOACYLATION,REACTOME_TRNA_AMINOACYLATION,0.15600889201950913,0.03646445319782819,0.2619047619047619,0.018581081081081082,11.0,42.0,"IARS2,EARS2,WARS2,DARS2,CARS2,NARS2,PPA2,YARS2,FARS2,PARS2,MARS2",0.5640652775764465,0.21963364658465506,0.18072754848453926,0.27543975104043283,-0.0190934300786538,TMDS
REACTOME_PEROXISOMAL_LIPID_METABOLISM,REACTOME_PEROXISOMAL_LIPID_METABOLISM,0.4351244584164811,0.19413245067812235,0.23809523809523808,0.008445945945945946,5.0,21.0,"CROT,ACOT8,HACL1,IDH1,AMACR",0.4090200662612915,0.24805197257618838,0.29132692814223465,0.2364642631792433,-0.0252197631517598,TMDS
